table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2020,field_total_2021,field_total_2022,field_total_2023,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022,field_federally_financed_2023
12699,r001,All institutions,All institutions,,1,-,"['13,702,435', '']","['14,291,856', '']","['15,662,918', '']","['17,468,446', '']","['8,119,690', '']","['8,713,379', '']","['9,759,899', '']","['10,931,327', '']"
12699,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['1,205,632', 'i']","['1,237,980', 'i']","['1,324,646', 'i']","['1,493,689', 'i']","['1,154,993', '']","['1,183,154', '']","['1,264,048', '']","['1,436,413', '']"
12699,r003,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,2,"['695,176', '']","['839,071', '']","['935,632', '']","['1,061,402', '']","['537,693', '']","['666,235', '']","['739,429', '']","['847,360', '']"
12699,r004,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,3,"['357,559', '']","['385,656', '']","['402,999', '']","['464,769', '']","['95,138', '']","['123,286', '']","['138,068', '']","['170,864', '']"
12699,r005,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,4,"['367,730', '']","['378,667', '']","['385,594', '']","['453,476', '']","['277,345', '']","['284,244', '']","['300,829', '']","['348,549', '']"
12699,r006,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,5,"['419,636', '']","['382,569', '']","['397,946', '']","['404,440', '']","['213,108', '']","['193,246', '']","['215,477', '']","['226,746', '']"
12699,r007,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,6,"['259,935', '']","['279,730', '']","['319,719', '']","['360,947', '']","['175,426', '']","['194,110', '']","['216,881', '']","['249,098', '']"
12699,r008,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,7,"['280,592', '']","['285,469', '']","['312,394', '']","['360,289', '']","['122,469', '']","['137,052', '']","['163,895', '']","['188,696', '']"
12699,r009,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,8,"['134,848', '']","['157,430', '']","['226,111', '']","['336,096', '']","['46,023', '']","['64,692', '']","['88,257', '']","['136,780', '']"
12699,r010,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,9,"['283,329', '']","['279,682', '']","['299,254', '']","['324,306', '']","['176,141', '']","['180,607', '']","['189,405', '']","['206,437', '']"
12699,r011,All institutions -> Utah State U.,All institutions,Utah State U.,2,10,"['226,616', '']","['247,332', '']","['259,482', '']","['308,386', '']","['206,998', '']","['228,986', '']","['239,736', '']","['280,768', '']"
12699,r012,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,11,"['353,542', '']","['462,562', '']","['411,929', '']","['282,110', '']","['26,696', '']","['24,019', '']","['30,702', '']","['32,487', '']"
12699,r013,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,12,"['203,564', '']","['216,233', '']","['228,786', '']","['272,650', '']","['131,529', '']","['139,887', '']","['144,390', '']","['176,925', '']"
12699,r014,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,13,"['155,015', '']","['145,574', '']","['192,681', '']","['265,026', '']","['80,121', '']","['73,746', '']","['85,208', '']","['98,381', '']"
12699,r015,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,14,"['263,711', '']","['246,965', '']","['260,158', '']","['261,707', '']","['107,677', '']","['108,080', '']","['114,336', '']","['128,941', '']"
12699,r016,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,15,"['175,109', '']","['163,509', '']","['219,388', '']","['242,745', '']","['85,038', '']","['88,435', '']","['103,560', '']","['113,636', '']"
12699,r017,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,16,"['209,293', '']","['199,711', '']","['206,541', '']","['209,311', '']","['79,645', '']","['78,026', '']","['93,638', '']","['92,895', '']"
12699,r018,All institutions -> U. Dayton,All institutions,U. Dayton,2,17,"['153,082', '']","['180,158', '']","['195,856', '']","['198,049', '']","['145,508', '']","['171,865', '']","['189,150', '']","['188,040', '']"
12699,r019,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,18,"['174,740', '']","['172,900', '']","['171,162', '']","['196,594', '']","['94,592', '']","['91,430', '']","['88,636', '']","['100,328', '']"
12699,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['153,109', '']","['154,163', '']","['164,304', '']","['183,899', '']","['86,398', '']","['95,898', '']","['104,247', '']","['112,818', '']"
12699,r021,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,20,"['152,919', '']","['157,622', '']","['172,004', '']","['180,277', '']","['114,031', '']","['119,758', '']","['127,827', '']","['139,691', '']"
12699,r022,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,21,"['182,495', '']","['177,564', '']","['212,583', '']","['176,720', '']","['97,602', '']","['100,212', '']","['129,923', '']","['114,380', '']"
12699,r023,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,22,"['160,423', '']","['177,604', '']","['191,531', '']","['175,118', '']","['105,890', '']","['132,769', '']","['148,185', '']","['140,779', '']"
12699,r024,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,23,"['133,600', '']","['131,709', '']","['148,673', '']","['171,445', '']","['73,412', '']","['75,104', '']","['85,549', '']","['93,870', '']"
12699,r025,All institutions -> U. Delaware,All institutions,U. Delaware,2,24,"['74,258', '']","['90,327', '']","['123,997', '']","['161,894', '']","['53,448', '']","['68,504', '']","['88,552', '']","['90,547', '']"
12699,r026,All institutions -> Stanford U.,All institutions,Stanford U.,2,25,"['130,950', '']","['136,251', '']","['142,213', '']","['158,868', '']","['81,391', '']","['89,861', '']","['89,919', '']","['100,033', '']"
12699,r027,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,26,"['102,955', '']","['112,597', '']","['138,117', '']","['155,436', '']","['56,175', '']","['63,083', '']","['84,680', '']","['95,826', '']"
12699,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['119,066', '']","['122,704', '']","['134,339', '']","['150,126', '']","['62,573', '']","['72,191', '']","['79,991', '']","['84,288', '']"
12699,r029,All institutions -> Cornell U.,All institutions,Cornell U.,2,28,"['123,703', '']","['118,621', '']","['125,320', '']","['149,807', '']","['69,870', '']","['72,771', '']","['73,646', '']","['84,312', '']"
12699,r030,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,29,"['120,929', '']","['121,637', '']","['131,042', '']","['145,670', '']","['74,167', '']","['78,808', '']","['84,060', '']","['92,997', '']"
12699,r031,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,30,"['109,473', '']","['123,428', '']","['132,475', '']","['140,782', '']","['62,369', '']","['62,113', '']","['66,024', '']","['73,907', '']"
12699,r032,All institutions -> New York U.,All institutions,New York U.,2,31,"['100,207', '']","['99,307', '']","['119,160', '']","['132,311', '']","['15,445', '']","['18,633', '']","['20,507', '']","['24,015', '']"
12699,r033,All institutions -> Rice U.,All institutions,Rice U.,2,32,"['91,913', '']","['100,872', '']","['110,648', '']","['129,719', '']","['42,085', '']","['46,799', '']","['53,851', '']","['61,759', '']"
12699,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,"['97,951', '']","['102,370', '']","['114,118', '']","['124,470', '']","['37,203', '']","['43,175', '']","['56,254', '']","['59,180', '']"
12699,r035,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,34,"['112,843', '']","['100,194', '']","['109,870', '']","['123,383', '']","['61,140', '']","['66,790', '']","['67,985', '']","['83,743', '']"
12699,r036,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,35,"['89,954', '']","['92,723', '']","['92,855', '']","['119,529', '']","['66,614', '']","['69,550', '']","['72,409', '']","['96,495', '']"
12699,r037,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,36,"['128,542', '']","['128,579', '']","['115,464', '']","['116,222', '']","['66,562', '']","['66,556', '']","['70,892', '']","['70,876', '']"
12699,r038,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,37,"['93,520', '']","['93,906', '']","['98,403', '']","['113,969', '']","['49,163', '']","['53,761', '']","['65,455', '']","['62,859', '']"
12699,r039,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,38,"['84,478', '']","['90,572', '']","['103,773', '']","['113,853', '']","['41,771', '']","['42,501', '']","['50,651', '']","['57,913', '']"
12699,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['57,608', 'i']","['48,225', 'i']","['111,749', '']","['113,129', '']","['34,915', '']","['29,330', '']","['99,830', '']","['93,722', '']"
12699,r041,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,40,"['82,299', '']","['88,937', '']","['106,282', '']","['112,740', '']","['44,542', '']","['49,526', '']","['54,427', '']","['56,036', '']"
12699,r042,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,41,"['72,602', '']","['62,271', '']","['65,604', '']","['112,702', '']","['41,454', '']","['37,143', '']","['42,481', '']","['65,008', '']"
12699,r043,All institutions -> Boston U.,All institutions,Boston U.,2,42,"['85,651', '']","['79,757', '']","['91,643', '']","['111,856', '']","['53,265', '']","['48,537', '']","['54,675', '']","['62,597', '']"
12699,r044,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,43,"['87,681', '']","['86,303', '']","['97,329', '']","['111,017', '']","['43,340', '']","['44,958', '']","['67,267', '']","['77,243', '']"
12699,r045,All institutions -> Duke U.,All institutions,Duke U.,2,44,"['95,657', '']","['94,483', '']","['102,748', '']","['109,885', '']","['73,605', '']","['74,308', '']","['80,356', '']","['85,594', '']"
12699,r046,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,45,"['70,593', '']","['78,720', '']","['93,219', '']","['108,344', '']","['28,796', '']","['40,288', '']","['47,059', '']","['50,218', '']"
12699,r047,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,46,"['52,511', '']","['86,578', '']","['84,614', '']","['105,141', '']","['20,330', '']","['35,155', '']","['33,233', '']","['27,690', '']"
