table_id,row_id,it_functions_full_path,it_functions_level_1,it_functions_level_2,it_functions_hierarchy_depth,field_companies_number_,field_none,field_up_to_50_,field_more_than_50_,field_all,field_don_t_know,field_information_not_collected_by_the_business
2680,r001,All IT functions,All IT functions,,1,"['    1,102,633 ', '&nbsp;']","['    21.2 ', '&nbsp;']","['    17.1 ', '&nbsp;']","['    12.2 ', '&nbsp;']","['    7.4 ', '&nbsp;']","['    21.3 ', '&nbsp;']","['    20.8 ', '&nbsp;']"
2680,r002,All IT functions -> Security or firewall,All IT functions,Security or firewall,2,"['    1,102,633 ', '&nbsp;']","['    20.8 ', '&nbsp;']","['    15.3 ', '&nbsp;']","['    11.5 ', '&nbsp;']","['    12.9 ', '&nbsp;']","['    22.7 ', '&nbsp;']","['    16.7 ', '&nbsp;']"
2680,r003,All IT functions -> Servers,All IT functions,Servers,2,"['    1,102,633 ', '&nbsp;']","['    24.9 ', '&nbsp;']","['    13.9 ', '&nbsp;']","['    10.8 ', '&nbsp;']","['    10.5 ', '&nbsp;']","['    20.8 ', '&nbsp;']","['    19.0 ', '&nbsp;']"
2680,r004,"All IT functions -> Data storage and management (e.g., Amazon Web Services, IBM Bluemix, Microsoft Azure)",All IT functions,"Data storage and management (e.g., Amazon Web Services, IBM Bluemix, Microsoft Azure)",2,"['    1,102,633 ', '&nbsp;']","['    23.5 ', '&nbsp;']","['    14.5 ', '&nbsp;']","['    11.4 ', '&nbsp;']","['    8.8 ', '&nbsp;']","['    20.1 ', '&nbsp;']","['    21.6 ', '&nbsp;']"
2680,r005,"All IT functions -> Collaboration and file synchronization (e.g., Dropbox, OneDrive, Google Drive)",All IT functions,"Collaboration and file synchronization (e.g., Dropbox, OneDrive, Google Drive)",2,"['    1,102,633 ', '&nbsp;']","['    22.2 ', '&nbsp;']","['    18.1 ', '&nbsp;']","['    10.2 ', '&nbsp;']","['    7.2 ', '&nbsp;']","['    20.4 ', '&nbsp;']","['    22.0 ', '&nbsp;']"
2680,r006,All IT functions -> Data analysis,All IT functions,Data analysis,2,"['    1,102,633 ', '&nbsp;']","['    27.9 ', '&nbsp;']","['    10.6 ', '&nbsp;']","['    8.2 ', '&nbsp;']","['    5.6 ', '&nbsp;']","['    21.1 ', '&nbsp;']","['    26.7 ', '&nbsp;']"
2680,r007,All IT functions -> Billing and account management,All IT functions,Billing and account management,2,"['    1,102,633 ', '&nbsp;']","['    25.4 ', '&nbsp;']","['    13.4 ', '&nbsp;']","['    13.6 ', '&nbsp;']","['    12.6 ', '&nbsp;']","['    17.1 ', '&nbsp;']","['    17.8 ', '&nbsp;']"
2680,r008,All IT functions -> Customer relationship management,All IT functions,Customer relationship management,2,"['    1,102,633 ', '&nbsp;']","['    27.6 ', '&nbsp;']","['    12.0 ', '&nbsp;']","['    9.8 ', '&nbsp;']","['    6.6 ', '&nbsp;']","['    19.3 ', '&nbsp;']","['    24.7 ', '&nbsp;']"
