table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6241,r001,World,World,,,,1,256875,285989,308882,323212,355289,389752,415141,435708,439928,471393,465123,482080,502961,530653,568998,593700,642580,657966
6241,r002,World -> North America,World,North America,,,2,103871,107628,112684,111221,126929,131817,132616,151480,139434,138362,132841,141236,148706,155782,166431,170148,173333,190466
6241,r003,World -> North America -> Canada,World,North America,Canada,,3,2941,3589,3523,3734,4996,4450,4176,4116,4540,4283,4693,3800,4465,3994,4109,4077,4067,4302
6241,r004,World -> North America -> Mexico,World,North America,Mexico,,3,3497,3467,3475,3730,4076,4281,4390,3613,3744,3577,4158,4321,4278,4152,3876,3935,3779,3781
6241,r005,World -> North America -> United States,World,North America,United States,,3,97432,100571,105686,103758,117857,123086,124050,143751,131150,130502,123990,133114,139962,147636,158446,162136,165487,182383
6241,r006,World -> Central and South America,World,Central and South America,,,2,4553,4828,5779,7694,9467,11482,13036,12672,14894,16138,15531,15061,14620,11991,11863,14420,13493,12724
6241,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,188,264,329,417,506,623,830,893,1078,1196,1253,1251,1047,1059,1127,1232,1254,1296
6241,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,3000,3282,3870,5523,6930,8486,9148,8657,10513,11268,10131,9724,9804,7257,7529,9716,8498,7895
6241,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,181,203,259,301,396,439,521,498,633,760,787,726,718,634,638,686,709,723
6241,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,549,511,702,719,806,961,1183,1149,1369,1489,1659,1680,1599,1406,1365,1450,1538,1471
6241,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,225,189,177,210,245,297,383,401,422,446,482,434,389,283,292,286,292,277
6241,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,409,379,442,524,583,677,971,1074,880,979,1219,1247,1062,1352,911,1050,1202,1063
6241,r013,World -> Europe,World,Europe,,,2,95799,113846,125475,133499,142372,160137,174131,167671,166818,175907,165317,171553,175577,185095,197510,194683,215599,211355
6241,r014,World -> Europe -> EU,World,Europe,EU,,3,69579,83321,89451,95040,98518,111819,120870,119609,116699,122827,114659,119819,122860,134444,142598,137994,154277,147950
6241,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,10813,13786,14639,15342,17112,17995,18137,16587,15595,16656,15139,15937,15281,13766,13841,14192,14598,14363
6241,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,12504,16793,19629,22044,23545,26982,31294,28523,27198,29602,28403,29553,31318,25351,28475,25004,30865,24796
6241,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,7867,9560,10225,9718,9738,10725,12066,11164,11042,11909,10909,11480,10861,9858,10272,10376,11045,10333
6241,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,3935,5043,5987,6556,7296,8671,10092,9127,7089,6819,6599,8057,9104,7578,7772,7747,7897,7755
6241,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,34461,38139,38972,41381,40827,47446,49280,54208,55774,57841,53609,54793,56296,77891,82238,80675,89871,90704
6241,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,26220,30525,36024,38459,43854,48318,53261,48062,50119,53080,50658,51734,52717,50651,54912,56689,61323,63405
6241,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,15010,16303,18974,19676,22967,23921,25465,21853,21612,22054,19797,18608,19437,18109,18039,17561,19022,19137
6241,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,839,972,1223,1485,1810,2343,2695,2124,2434,2601,3185,3687,3307,1416,2006,1728,1639,1742
6241,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,9596,11958,14254,15253,16806,19098,21771,21311,22730,25453,24679,26371,26949,28243,31661,34058,37137,38633
6241,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,776,1292,1573,2045,2272,2956,3331,2774,3343,2972,2997,3069,3024,2882,3206,3341,3524,3893
6241,r025,World -> Middle East,World,Middle East,,,2,2476,2871,3270,3656,4173,4777,5089,5163,6415,7261,6418,6161,6225,7297,6280,6625,5839,5713
6241,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,354,522,556,608,745,947,1234,1606,1810,2657,1408,1210,1588,1528,1746,1974,1688,1597
