table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
6842,r034,"Both sexes, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Engineers,40&#8211;49,,4,323000,27000,S,54000,17000,6000,212000,5000,295000,29000,293000,30000
6842,r035,"Both sexes, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Engineers,50&#8211;75,,4,544000,27000,,67000,17000,,426000,7000,454000,90000,524000,20000
6842,r036,"Both sexes, all occupations -> S&E-related occupations","Both sexes, all occupations",S&E-related occupations,,,,2,6803000,595000,21000,890000,539000,15000,4619000,124000,6217000,586000,6417000,386000
6842,r037,"Both sexes, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",S&E-related occupations,29 and younger,,,3,987000,96000,1000,135000,71000,S,658000,25000,945000,42000,920000,67000
6842,r038,"Both sexes, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",S&E-related occupations,30&#8211;39,,,3,1943000,150000,S,290000,165000,5000,1269000,55000,1853000,90000,1774000,170000
6842,r039,"Both sexes, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",S&E-related occupations,40&#8211;49,,,3,1591000,164000,4000,241000,129000,6000,1026000,21000,1469000,122000,1489000,102000
6842,r040,"Both sexes, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",S&E-related occupations,50&#8211;75,,,3,2282000,185000,S,223000,174000,S,1666000,23000,1950000,332000,2235000,47000
6842,r041,"Both sexes, all occupations -> Non-S&E occupations","Both sexes, all occupations",Non-S&E occupations,,,,2,27200000,2538000,75000,1739000,2349000,87000,19826000,586000,23856000,3344000,26325000,875000
6842,r042,"Both sexes, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Non-S&E occupations,29 and younger,,,3,3562000,459000,S,224000,241000,15000,2484000,134000,3179000,383000,3451000,111000
6842,r043,"Both sexes, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Non-S&E occupations,30&#8211;39,,,3,7216000,800000,9000,532000,633000,23000,4996000,222000,6668000,548000,6849000,366000
6842,r044,"Both sexes, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Non-S&E occupations,40&#8211;49,,,3,6644000,661000,21000,484000,663000,23000,4671000,121000,5864000,780000,6428000,215000
6842,r045,"Both sexes, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Non-S&E occupations,50&#8211;75,,,3,9779000,618000,39000,499000,812000,26000,7675000,110000,8145000,1634000,9596000,182000
6842,r046,"Both sexes, all occupations -> Female, all occupations","Both sexes, all occupations","Female, all occupations",,,,2,19471000,1923000,57000,1743000,1905000,55000,13316000,471000,17431000,2040000,18740000,731000
6842,r047,"Both sexes, all occupations -> Female, all occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",29 and younger,,,3,3142000,415000,1000,311000,228000,16000,2080000,92000,2895000,247000,2999000,143000
6842,r048,"Both sexes, all occupations -> Female, all occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",30&#8211;39,,,3,5552000,637000,15000,573000,518000,11000,3595000,204000,5189000,363000,5188000,364000
6842,r049,"Both sexes, all occupations -> Female, all occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",40&#8211;49,,,3,4670000,476000,13000,460000,539000,14000,3061000,108000,4162000,508000,4535000,135000
6842,r050,"Both sexes, all occupations -> Female, all occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",50&#8211;75,,,3,6106000,395000,27000,399000,621000,16000,4580000,68000,5184000,922000,6017000,90000
6842,r051,"Both sexes, all occupations -> Female, all occupations -> S&E occupations","Both sexes, all occupations","Female, all occupations",S&E occupations,,,3,1695000,136000,3000,369000,155000,4000,996000,33000,1570000,125000,1481000,214000
6842,r052,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,29 and younger,,4,321000,27000,,79000,15000,,188000,10000,311000,10000,264000,57000
6842,r053,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,30&#8211;39,,4,527000,57000,S,129000,43000,1000,282000,13000,496000,31000,421000,106000
6842,r054,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,40&#8211;49,,4,395000,25000,0.05,108000,27000,S,231000,4000,371000,24000,357000,38000
6842,r055,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,50&#8211;75,,4,453000,27000,,53000,71000,S,295000,5000,392000,61000,440000,13000
6842,r056,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,255000,21000,,48000,9000,S,173000,4000,242000,13000,219000,37000
6842,r057,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,61000,4000,,11000,S,,41000,2000,58000,S,54000,7000
6842,r058,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,88000,10000,,18000,3000,S,56000,S,85000,3000,69000,19000
6842,r059,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,53000,2000,,8000,1000,,40000,S,49000,3000,45000,8000
6842,r060,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,54000,5000,,11000,2000,,36000,,50000,4000,50000,3000
6842,r061,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,,4,832000,45000,S,237000,102000,S,432000,13000,771000,60000,709000,122000
6842,r062,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,5,127000,8000,,47000,6000,,62000,3000,125000,2000,93000,34000
6842,r063,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,5,239000,15000,,85000,29000,,103000,6000,225000,14000,178000,62000
6842,r064,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,5,210000,9000,,80000,16000,,102000,2000,200000,10000,188000,22000
6842,r065,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,5,256000,13000,,25000,50000,,164000,S,221000,35000,251000,5000
6842,r066,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,,4,96000,9000,,14000,5000,0.05,64000,4000,85000,12000,86000,10000
6842,r067,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,29 and younger,5,26000,S,,5000,,,16000,S,25000,S,22000,4000
6842,r068,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,5,29000,3000,,4000,2000,,18000,2000,28000,1000,25000,4000
6842,r069,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,40&#8211;49,5,18000,2000,,2000,,,13000,,15000,3000,17000,1000
6842,r070,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Physical and related scientists,50&#8211;75,5,23000,S,,3000,3000,,16000,,17000,6000,23000,
6842,r071,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,,4,274000,39000,0.05,20000,28000,,182000,4000,246000,28000,262000,12000
6842,r072,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,29 and younger,5,37000,5000,,3000,1000,,27000,1000,36000,S,37000,S
6842,r073,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,30&#8211;39,5,98000,21000,,6000,7000,,62000,2000,89000,9000,90000,8000
6842,r074,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,40&#8211;49,5,71000,9000,,7000,6000,,48000,0.05,66000,6000,70000,2000
6842,r075,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Social and related scientists,50&#8211;75,5,67000,3000,,4000,14000,,45000,S,55000,12000,66000,1000
6842,r076,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,,4,238000,22000,,50000,11000,,145000,8000,226000,12000,205000,33000
6842,r077,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,29 and younger,5,69000,8000,,14000,3000,,42000,S,66000,3000,58000,11000
6842,r078,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,30&#8211;39,5,73000,8000,,16000,3000,,43000,3000,69000,4000,59000,14000
6842,r079,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,40&#8211;49,5,43000,3000,,11000,3000,,26000,,42000,S,37000,6000
6842,r080,"Both sexes, all occupations -> Female, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E occupations,Engineers,50&#8211;75,5,53000,4000,,10000,3000,,34000,,49000,3000,50000,2000
6842,r081,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations","Both sexes, all occupations","Female, all occupations",S&E-related occupations,,,3,3632000,352000,11000,438000,306000,8000,2435000,81000,3355000,277000,3478000,154000
6842,r082,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",S&E-related occupations,29 and younger,,4,695000,74000,S,84000,51000,,466000,20000,674000,22000,660000,35000
6842,r083,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",S&E-related occupations,30&#8211;39,,4,1036000,106000,S,149000,70000,4000,663000,36000,982000,55000,965000,71000
6842,r084,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",S&E-related occupations,40&#8211;49,,4,776000,81000,,104000,81000,S,494000,14000,727000,49000,752000,24000
6842,r085,"Both sexes, all occupations -> Female, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",S&E-related occupations,50&#8211;75,,4,1124000,92000,S,102000,103000,S,811000,11000,973000,151000,1101000,23000
6842,r086,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,,,3,14144000,1435000,43000,936000,1444000,43000,9885000,357000,12506000,1638000,13781000,363000
6842,r087,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,29 and younger,,4,2126000,314000,1000,147000,162000,14000,1426000,62000,1911000,216000,2075000,51000
6842,r088,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,30&#8211;39,,4,3989000,474000,5000,296000,404000,6000,2649000,155000,3711000,278000,3803000,186000
6842,r089,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,40&#8211;49,,4,3499000,371000,S,248000,431000,S,2337000,89000,3065000,434000,3427000,72000
6842,r090,"Both sexes, all occupations -> Female, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations","Female, all occupations",Non-S&E occupations,50&#8211;75,,4,4530000,277000,25000,245000,446000,S,3474000,51000,3819000,710000,4476000,54000
6842,r091,"Both sexes, all occupations -> Male, all occupations","Both sexes, all occupations","Male, all occupations",,,,2,20701000,1669000,50000,2128000,1339000,69000,15106000,339000,18234000,2467000,19307000,1394000
6842,r092,"Both sexes, all occupations -> Male, all occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",29 and younger,,,3,2472000,255000,S,268000,125000,4000,1721000,94000,2219000,253000,2259000,214000
6842,r093,"Both sexes, all occupations -> Male, all occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",30&#8211;39,,,3,5464000,477000,6000,698000,389000,22000,3764000,110000,5090000,374000,4850000,614000
6842,r094,"Both sexes, all occupations -> Male, all occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",40&#8211;49,,,3,4999000,450000,17000,605000,328000,28000,3519000,52000,4483000,516000,4640000,358000
6842,r095,"Both sexes, all occupations -> Male, all occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",50&#8211;75,,,3,7766000,487000,21000,558000,498000,16000,6102000,84000,6443000,1323000,7558000,208000
6842,r096,"Both sexes, all occupations -> Male, all occupations -> S&E occupations","Both sexes, all occupations","Male, all occupations",S&E occupations,,,3,4474000,324000,9000,873000,201000,18000,2981000,68000,4022000,452000,3823000,650000
6842,r097,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,29 and younger,,4,745000,88000,S,140000,27000,S,471000,16000,680000,66000,624000,121000
6842,r098,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,30&#8211;39,,4,1330000,107000,2000,320000,65000,3000,811000,24000,1262000,69000,994000,336000
6842,r099,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,40&#8211;49,,4,1039000,76000,S,232000,49000,12000,653000,13000,941000,98000,901000,138000
6842,r100,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,50&#8211;75,,4,1358000,53000,1000,182000,61000,1000,1046000,14000,1139000,219000,1303000,55000
6842,r101,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,301000,13000,0.05,68000,10000,0.05,204000,5000,278000,22000,242000,59000
6842,r102,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,68000,3000,,15000,1000,,47000,S,66000,S,57000,11000
6842,r103,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,89000,5000,,21000,S,,57000,2000,85000,4000,60000,29000
6842,r104,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,58000,3000,,16000,1000,,37000,S,53000,5000,45000,13000
6842,r105,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,85000,3000,,16000,4000,,62000,,74000,12000,79000,6000
6842,r106,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,,4,2351000,136000,S,550000,130000,9000,1489000,35000,2133000,218000,1945000,406000
6842,r107,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,5,339000,22000,,76000,20000,,214000,8000,321000,18000,272000,68000
6842,r108,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,5,774000,57000,S,211000,42000,,446000,14000,736000,37000,553000,220000
6842,r109,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,5,621000,37000,,165000,32000,,374000,7000,563000,59000,529000,93000
6842,r110,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations","Male, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,5,617000,20000,,97000,36000,,456000,7000,513000,104000,592000,25000
6842,r111,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,,4,214000,18000,S,28000,6000,,158000,3000,198000,17000,189000,25000
6842,r112,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,29 and younger,5,42000,1000,,8000,1000,,31000,,41000,S,36000,7000
6842,r113,"Both sexes, all occupations -> Male, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations","Male, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,5,45000,3000,,8000,2000,,31000,1000,44000,1000,34000,11000
