table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
3448,r200,"Fall 2018, all surveyed fields",Total in survey,Doctorate nonfaculty researchers,2,29284
3448,r201,"Fall 2018, all surveyed fields",Number imputed,Postdoctoral appointees,2,2254
3448,r202,"Fall 2018, all surveyed fields",Number imputed,Doctorate nonfaculty researchers,2,2937
3448,r203,"Fall 2018, all surveyed fields",Imputation rate (%),Postdoctoral appointees,2,3.5
3448,r204,"Fall 2018, all surveyed fields",Imputation rate (%),Doctorate nonfaculty researchers,2,10.0
3448,r205,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Postdoctoral appointees,2,45478
3448,r206,"Fall 2018, all surveyed fields -> Science and engineering",Total in survey,Doctorate nonfaculty researchers,2,21848
3448,r207,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Postdoctoral appointees,2,1571
3448,r208,"Fall 2018, all surveyed fields -> Science and engineering",Number imputed,Doctorate nonfaculty researchers,2,2231
3448,r209,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Postdoctoral appointees,2,3.5
3448,r210,"Fall 2018, all surveyed fields -> Science and engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,10.2
3448,r211,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Total in survey,Postdoctoral appointees,2,37564
3448,r212,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Total in survey,Doctorate nonfaculty researchers,2,18278
3448,r213,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Number imputed,Postdoctoral appointees,2,1475
3448,r214,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Number imputed,Doctorate nonfaculty researchers,2,1887
3448,r215,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Imputation rate (%),Postdoctoral appointees,2,3.9
3448,r216,"Fall 2018, all surveyed fields -> Science and engineering -> Science",Imputation rate (%),Doctorate nonfaculty researchers,2,10.3
3448,r217,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Total in survey,Postdoctoral appointees,2,1072
3448,r218,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Total in survey,Doctorate nonfaculty researchers,2,565
3448,r219,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Number imputed,Postdoctoral appointees,2,14
3448,r220,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r221,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Imputation rate (%),Postdoctoral appointees,2,1.3
3448,r222,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Agricultural sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r223,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,21533
3448,r224,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Total in survey,Doctorate nonfaculty researchers,2,8250
3448,r225,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,861
3448,r226,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Number imputed,Doctorate nonfaculty researchers,2,1097
3448,r227,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,4.0
3448,r228,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,13.3
3448,r229,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,879
3448,r230,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Total in survey,Doctorate nonfaculty researchers,2,515
3448,r231,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,20
3448,r232,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Number imputed,Doctorate nonfaculty researchers,2,42
3448,r233,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,2.3
3448,r234,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Computer and information sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,8.2
3448,r235,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1726
3448,r236,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate nonfaculty researchers,2,2106
3448,r237,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,145
3448,r238,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate nonfaculty researchers,2,90
3448,r239,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,8.4
3448,r240,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,4.3
3448,r241,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,982
3448,r242,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Total in survey,Doctorate nonfaculty researchers,2,266
3448,r243,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,11
3448,r244,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Number imputed,Doctorate nonfaculty researchers,2,53
3448,r245,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,1.1
3448,r246,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate nonfaculty researchers,2,19.9
3448,r247,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Postdoctoral appointees,2,980
3448,r248,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctorate nonfaculty researchers,2,832
3448,r249,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Postdoctoral appointees,2,122
3448,r250,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctorate nonfaculty researchers,2,23
3448,r251,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Postdoctoral appointees,2,12.4
3448,r252,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctorate nonfaculty researchers,2,2.8
3448,r253,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,764
3448,r254,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Total in survey,Doctorate nonfaculty researchers,2,580
3448,r255,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,4
3448,r256,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Number imputed,Doctorate nonfaculty researchers,2,5
3448,r257,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,0.5
3448,r258,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate nonfaculty researchers,2,0.9
3448,r259,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6976
3448,r260,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Total in survey,Doctorate nonfaculty researchers,2,3056
3448,r261,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,265
3448,r262,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Number imputed,Doctorate nonfaculty researchers,2,446
3448,r263,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,3.8
3448,r264,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Physical sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,14.6
3448,r265,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1145
3448,r266,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Total in survey,Doctorate nonfaculty researchers,2,507
3448,r267,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,19
3448,r268,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Number imputed,Doctorate nonfaculty researchers,2,29
3448,r269,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,1.7
3448,r270,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Psychology",Imputation rate (%),Doctorate nonfaculty researchers,2,5.7
3448,r271,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1507
3448,r272,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Total in survey,Doctorate nonfaculty researchers,2,1601
3448,r273,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,14
3448,r274,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Number imputed,Doctorate nonfaculty researchers,2,102
3448,r275,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,0.9
3448,r276,"Fall 2018, all surveyed fields -> Science and engineering -> Science -> Social sciences",Imputation rate (%),Doctorate nonfaculty researchers,2,6.4
3448,r277,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Total in survey,Postdoctoral appointees,2,7914
3448,r278,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Total in survey,Doctorate nonfaculty researchers,2,3570
3448,r279,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Number imputed,Postdoctoral appointees,2,96
3448,r280,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Number imputed,Doctorate nonfaculty researchers,2,344
3448,r281,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.2
3448,r282,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,9.6
3448,r283,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,207
3448,r284,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate nonfaculty researchers,2,115
3448,r285,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,2
3448,r286,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate nonfaculty researchers,2,11
3448,r287,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,1.0
3448,r288,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,9.6
3448,r289,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Total in survey,Postdoctoral appointees,2,113
3448,r290,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Total in survey,Doctorate nonfaculty researchers,2,60
3448,r291,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Number imputed,Postdoctoral appointees,2,0
3448,r292,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r293,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r294,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r295,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Total in survey,Postdoctoral appointees,2,1433
3448,r296,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Total in survey,Doctorate nonfaculty researchers,2,440
3448,r297,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Number imputed,Postdoctoral appointees,2,9
3448,r298,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Number imputed,Doctorate nonfaculty researchers,2,47
3448,r299,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Imputation rate (%),Postdoctoral appointees,2,0.6
3448,r300,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,10.7
3448,r301,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Total in survey,Postdoctoral appointees,2,96
3448,r302,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Total in survey,Doctorate nonfaculty researchers,2,51
3448,r303,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Number imputed,Postdoctoral appointees,2,0
3448,r304,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r305,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r306,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r307,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Postdoctoral appointees,2,1142
3448,r308,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Total in survey,Doctorate nonfaculty researchers,2,257
3448,r309,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Postdoctoral appointees,2,8
3448,r310,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Number imputed,Doctorate nonfaculty researchers,2,10
3448,r311,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Postdoctoral appointees,2,0.7
3448,r312,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Chemical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,3.9
3448,r313,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Postdoctoral appointees,2,739
3448,r314,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Total in survey,Doctorate nonfaculty researchers,2,414
3448,r315,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Postdoctoral appointees,2,5
3448,r316,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Number imputed,Doctorate nonfaculty researchers,2,31
3448,r317,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Postdoctoral appointees,2,0.7
3448,r318,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Civil engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,7.5
3448,r319,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Postdoctoral appointees,2,1197
3448,r320,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Total in survey,Doctorate nonfaculty researchers,2,588
3448,r321,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Postdoctoral appointees,2,22
3448,r322,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Number imputed,Doctorate nonfaculty researchers,2,103
3448,r323,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Postdoctoral appointees,2,1.8
3448,r324,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,17.5
3448,r325,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Postdoctoral appointees,2,354
3448,r326,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Total in survey,Doctorate nonfaculty researchers,2,220
3448,r327,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Postdoctoral appointees,2,19
3448,r328,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Number imputed,Doctorate nonfaculty researchers,2,8
3448,r329,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Postdoctoral appointees,2,5.4
3448,r330,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",Imputation rate (%),Doctorate nonfaculty researchers,2,3.6
3448,r331,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Postdoctoral appointees,2,156
3448,r332,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Total in survey,Doctorate nonfaculty researchers,2,105
3448,r333,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Postdoctoral appointees,2,8
3448,r334,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Number imputed,Doctorate nonfaculty researchers,2,32
3448,r335,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Postdoctoral appointees,2,5.1
3448,r336,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,30.5
3448,r337,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1069
3448,r338,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Total in survey,Doctorate nonfaculty researchers,2,489
3448,r339,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,8
3448,r340,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Number imputed,Doctorate nonfaculty researchers,2,39
3448,r341,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,0.7
3448,r342,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,8.0
3448,r343,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Postdoctoral appointees,2,549
3448,r344,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Total in survey,Doctorate nonfaculty researchers,2,215
3448,r345,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Postdoctoral appointees,2,0
3448,r346,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r347,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r348,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r349,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Postdoctoral appointees,2,26
3448,r350,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Total in survey,Doctorate nonfaculty researchers,2,52
3448,r351,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Postdoctoral appointees,2,0
3448,r352,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r353,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r354,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Mining engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r355,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Postdoctoral appointees,2,134
3448,r356,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Total in survey,Doctorate nonfaculty researchers,2,43
3448,r357,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Postdoctoral appointees,2,0
3448,r358,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Number imputed,Doctorate nonfaculty researchers,2,0
3448,r359,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r360,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nanotechnology",Imputation rate (%),Doctorate nonfaculty researchers,2,0.0
3448,r361,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Postdoctoral appointees,2,106
3448,r362,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Total in survey,Doctorate nonfaculty researchers,2,41
3448,r363,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Postdoctoral appointees,2,7
3448,r364,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Number imputed,Doctorate nonfaculty researchers,2,8
3448,r365,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Postdoctoral appointees,2,6.6
3448,r366,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,19.5
3448,r367,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Postdoctoral appointees,2,63
3448,r368,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Total in survey,Doctorate nonfaculty researchers,2,80
3448,r369,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Postdoctoral appointees,2,0
3448,r370,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Number imputed,Doctorate nonfaculty researchers,2,32
3448,r371,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Postdoctoral appointees,2,0.0
3448,r372,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering",Imputation rate (%),Doctorate nonfaculty researchers,2,40.0
3448,r373,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Postdoctoral appointees,2,530
3448,r374,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Total in survey,Doctorate nonfaculty researchers,2,400
3448,r375,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Postdoctoral appointees,2,8
3448,r376,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Number imputed,Doctorate nonfaculty researchers,2,23
3448,r377,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Postdoctoral appointees,2,1.5
3448,r378,"Fall 2018, all surveyed fields -> Science and engineering -> Engineering -> Engineering nec",Imputation rate (%),Doctorate nonfaculty researchers,2,5.8
3448,r379,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Total in survey,Postdoctoral appointees,2,19305
3448,r380,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Total in survey,Doctorate nonfaculty researchers,2,7436
3448,r381,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Number imputed,Postdoctoral appointees,2,683
3448,r382,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Number imputed,Doctorate nonfaculty researchers,2,706
3448,r383,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Postdoctoral appointees,2,3.5
3448,r384,"Fall 2018, all surveyed fields -> Science and engineering -> Health",Imputation rate (%),Doctorate nonfaculty researchers,2,9.5
3448,r385,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Postdoctoral appointees,2,16563
3448,r386,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctorate nonfaculty researchers,2,6159
3448,r387,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Postdoctoral appointees,2,572
3448,r388,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctorate nonfaculty researchers,2,637
3448,r389,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Postdoctoral appointees,2,3.5
3448,r390,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctorate nonfaculty researchers,2,10.3
3448,r391,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2742
3448,r392,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Total in survey,Doctorate nonfaculty researchers,2,1277
3448,r393,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Postdoctoral appointees,2,111
3448,r394,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Number imputed,Doctorate nonfaculty researchers,2,69
3448,r395,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,4.0
3448,r396,"Fall 2018, all surveyed fields -> Science and engineering -> Health -> Other health",Imputation rate (%),Doctorate nonfaculty researchers,2,5.4
3448,r397,"Fall 2017, all surveyed fields",Total in survey,Postdoctoral appointees,2,64733
3448,r398,"Fall 2017, all surveyed fields",Total in survey,Doctorate nonfaculty researchers,2,28180
3448,r399,"Fall 2017, all surveyed fields",Number imputed,Postdoctoral appointees,2,2229
3448,r400,"Fall 2017, all surveyed fields",Number imputed,Doctorate nonfaculty researchers,2,1792
