table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3990,r022,All locations -> Maryland,All locations,Maryland,,2,8778.5,9473.7,7420.0,8027.3,12608.6,12500.8,12746.6,11905.8,13312.7,15970.5,15879.0
3990,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,4552.3,4499.8,4920.7,5491.7,5963.6,6591.9,6875.8,7528.9,6883.1,9047.0,8747.5
3990,r024,All locations -> Michigan,All locations,Michigan,,2,1005.0,1196.4,1254.1,1693.1,1117.8,1177.0,1700.3,1726.1,1866.5,2427.4,2509.7
3990,r025,All locations -> Minnesota,All locations,Minnesota,,2,797.3,900.9,1152.8,866.2,831.3,768.3,1241.6,1386.8,1393.0,1550.6,1062.6
3990,r026,All locations -> Mississippi,All locations,Mississippi,,2,413.8,415.7,627.7,1181.0,1598.7,438.2,554.9,433.9,435.2,384.6,421.6
3990,r027,All locations -> Missouri,All locations,Missouri,,2,905.9,927.0,1241.1,1349.5,3058.8,4201.7,1315.6,1220.6,1111.3,1284.6,1151.0
3990,r028,All locations -> Montana,All locations,Montana,,2,105.4,136.8,113.7,131.2,188.8,182.1,151.3,653.6,159.5,171.5,139.2
3990,r029,All locations -> Nebraska,All locations,Nebraska,,2,104.1,145.2,153.8,168.0,210.5,193.1,178.1,230.1,204.6,220.2,239.8
3990,r030,All locations -> Nevada,All locations,Nevada,,2,273.3,360.2,342.5,418.9,555.0,593.3,436.2,321.1,312.6,558.2,379.8
3990,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,357.8,474.4,312.3,511.9,422.1,513.8,400.4,339.9,294.3,458.4,350.5
3990,r032,All locations -> New Jersey,All locations,New Jersey,,2,1979.3,1674.0,2109.1,2087.6,2273.7,2524.8,2172.7,2192.0,2192.7,2492.2,2853.0
3990,r033,All locations -> New Mexico,All locations,New Mexico,,2,2210.5,2890.6,2877.0,3090.1,3363.2,3593.4,3315.0,3478.0,3502.9,3695.6,3338.0
3990,r034,All locations -> New York,All locations,New York,,2,2989.7,3528.3,3820.6,4382.5,4505.3,5320.1,5368.2,5367.6,4651.2,6242.0,5602.2
3990,r035,All locations -> North Carolina,All locations,North Carolina,,2,1062.5,1400.9,1393.0,1617.3,1683.6,1806.1,1771.4,1828.4,1772.6,2021.8,2151.2
3990,r036,All locations -> North Dakota,All locations,North Dakota,,2,64.1,77.9,104.7,107.3,108.6,117.9,117.9,115.8,98.3,101.2,119.6
3990,r037,All locations -> Ohio,All locations,Ohio,,2,2164.6,3051.1,2380.4,2967.1,2794.2,2961.5,2723.9,3660.9,2580.4,4459.5,4098.8
3990,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,232.2,324.0,276.1,570.2,498.5,400.7,271.1,253.2,260.8,370.0,429.6
3990,r039,All locations -> Oregon,All locations,Oregon,,2,468.2,522.6,504.0,514.2,504.8,650.1,510.1,506.4,581.1,635.2,675.3
3990,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,2396.1,2772.1,3245.0,3989.3,3731.1,3677.4,3299.7,3359.9,3279.4,4297.6,4963.4
3990,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,418.0,437.5,501.5,565.6,642.1,888.8,622.5,627.8,643.7,679.5,669.8
3990,r042,All locations -> South Carolina,All locations,South Carolina,,2,249.9,314.3,371.0,454.0,384.3,492.7,373.8,421.7,453.0,661.6,662.2
3990,r043,All locations -> South Dakota,All locations,South Dakota,,2,38.8,54.9,58.7,54.8,70.0,70.0,75.9,61.9,76.4,79.3,75.0
3990,r044,All locations -> Tennessee,All locations,Tennessee,,2,824.3,1039.5,1157.2,1130.6,1382.0,1426.0,1489.1,1907.9,1689.9,2081.4,2104.8
3990,r045,All locations -> Texas,All locations,Texas,,2,3021.0,3189.4,3553.9,5414.4,5506.7,5187.0,5914.7,6692.8,5029.6,6031.1,6896.1
3990,r046,All locations -> Utah,All locations,Utah,,2,306.0,421.6,457.9,803.4,1183.7,1058.2,845.8,991.3,699.9,1168.5,1708.9
3990,r047,All locations -> Vermont,All locations,Vermont,,2,72.0,112.7,136.4,201.1,417.1,262.6,105.5,108.4,121.0,151.4,142.3
3990,r048,All locations -> Virginia,All locations,Virginia,,2,4961.5,4995.7,6175.9,6709.2,7298.3,8746.5,8994.3,9088.2,9282.2,9381.3,9111.7
3990,r049,All locations -> Washington,All locations,Washington,,2,1345.6,1725.3,2023.3,2442.2,2311.3,2641.2,4087.1,4751.1,4339.5,4156.7,3915.5
3990,r050,All locations -> West Virginia,All locations,West Virginia,,2,235.7,376.1,254.2,383.4,315.7,807.5,301.4,219.1,224.6,262.6,312.8
3990,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,420.8,487.9,595.5,658.4,645.9,651.8,635.7,671.4,660.9,885.7,795.6
3990,r052,All locations -> Wyoming,All locations,Wyoming,,2,35.1,37.0,39.6,43.0,47.6,37.5,36.2,36.6,47.4,65.2,36.7
3990,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,117.9,142.6,288.2,323.3,135.0,160.6,161.2,178.4,160.3,237.2,263.2
3990,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,81.0,90.8,135.3,112.2,100.9,101.4,98.8,85.9,84.9,96.1,94.8
3990,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,36.9,51.8,152.9,211.1,34.1,59.2,62.4,92.5,75.4,141.1,168.4
3990,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,109.1,30.3,64.4,60.9,99.4,96.5,138.0,39.9,86.8,67.8,54.0
