table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3990,r001,All locations,All locations,,,1,74301.3,82618.0,91816.0,101366.4,109732.9,116585.5,119302.2,124900.3,125091.8,138975.5,138156.5
3990,r002,All locations -> Alabama,All locations,Alabama,,2,1670.1,2456.8,2734.8,3211.8,3035.5,3108.2,2198.2,2247.6,2782.2,3023.3,3476.9
3990,r003,All locations -> Alaska,All locations,Alaska,,2,155.2,254.4,299.9,399.4,461.3,495.1,212.1,264.0,222.2,247.3,235.6
3990,r004,All locations -> Arizona,All locations,Arizona,,2,1151.9,1881.0,2279.2,2385.4,2643.7,2958.8,2459.6,2422.4,2449.2,3141.5,3425.6
3990,r005,All locations -> Arkansas,All locations,Arkansas,,2,116.3,183.9,141.3,145.4,146.7,165.0,161.8,177.7,145.3,171.2,181.8
3990,r006,All locations -> California,All locations,California,,2,14819.4,13001.7,19198.5,20169.6,19259.4,19964.3,26897.6,26987.2,19938.7,26988.8,27226.9
3990,r007,All locations -> Colorado,All locations,Colorado,,2,1398.9,1450.6,1728.4,1735.0,2068.0,2264.9,2188.7,2797.5,2668.1,3862.3,4348.3
3990,r008,All locations -> Connecticut,All locations,Connecticut,,2,806.2,1377.4,2816.7,2068.0,2122.5,2399.6,1946.6,2116.8,1815.4,2364.5,2193.5
3990,r009,All locations -> Delaware,All locations,Delaware,,2,69.9,83.5,80.6,95.4,89.7,94.2,112.7,130.6,144.3,225.2,129.1
3990,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,2443.1,2776.0,3145.6,2985.5,3329.4,4161.8,4193.2,4277.7,17537.2,4265.5,3890.1
3990,r011,All locations -> Florida,All locations,Florida,,2,2286.5,2774.0,2542.0,2854.1,3265.0,2590.0,3346.5,4078.2,2290.4,3734.4,3142.2
3990,r012,All locations -> Georgia,All locations,Georgia,,2,2654.0,3438.3,2229.0,2133.0,1906.5,2181.8,1750.8,1686.2,1386.0,1957.6,1520.0
3990,r013,All locations -> Hawaii,All locations,Hawaii,,2,234.3,435.7,428.3,413.9,488.2,600.3,380.3,379.2,347.8,387.5,389.4
3990,r014,All locations -> Idaho,All locations,Idaho,,2,217.3,209.3,235.5,217.8,288.5,290.3,300.0,287.5,355.4,388.0,479.0
3990,r015,All locations -> Illinois,All locations,Illinois,,2,1496.8,1825.1,1728.6,1934.7,1880.1,2127.8,2003.5,2145.1,2168.5,2745.5,2631.3
3990,r016,All locations -> Indiana,All locations,Indiana,,2,512.8,568.8,537.6,573.7,556.7,566.8,583.2,596.6,672.0,1109.2,988.7
3990,r017,All locations -> Iowa,All locations,Iowa,,2,275.6,361.5,463.4,499.5,538.3,487.7,548.7,662.4,634.9,683.2,909.1
3990,r018,All locations -> Kansas,All locations,Kansas,,2,224.0,306.7,290.5,268.7,287.4,357.8,294.5,317.8,300.4,464.2,347.5
3990,r019,All locations -> Kentucky,All locations,Kentucky,,2,253.5,370.4,321.5,246.7,251.8,296.3,240.0,222.2,252.5,319.1,287.4
3990,r020,All locations -> Louisiana,All locations,Louisiana,,2,249.0,275.8,432.7,453.4,446.7,443.7,322.6,419.4,406.1,405.6,330.8
3990,r021,All locations -> Maine,All locations,Maine,,2,249.8,450.7,255.6,166.7,210.3,292.1,229.2,378.8,168.0,194.2,163.1
