table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_companiesa_number_,field_domestic_r_d_amount,field_nanotechnology_r_d_total_companiesb_number_,field_nanotechnology_r_d_total_amount,field_nanotechnology_r_d_paid_for_by_the_company_companiesb_number_,field_nanotechnology_r_d_paid_for_by_the_company_amount,field_nanotechnology_r_d_paid_for_by_others_companiesb_number_,field_nanotechnology_r_d_paid_for_by_others_amount
2051,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['20,884', '  ']","['400,100', '  ']","['867', 'i ']","['18,237', 'i ']","['733', 'i ']","['16,689', 'i ']","['212', 'i ']","['1,548', '  ']"
2051,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['12,151', '  ']","['257,227', '  ']","['636', 'i ']","['16,565', 'i ']","['602', 'i ']","['15,405', 'i ']","['79', 'i ']","['1,160', '  ']"
2051,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['563', '  ']","['4,697', 'i ']","['D', '  ']","['7', '  ']","['D', '  ']","['7', '  ']","['0', '  ']","['0', '  ']"
2051,r004,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['1,840', '  ']","['74,977', '  ']","['188', 'i ']","['449', '  ']","['183', 'i ']","['423', '  ']","['13', '  ']","['26', '  ']"
2051,r005,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['269', '  ']","['2,574', '  ']","['42', 'i ']","['123', '  ']","['41', 'i ']","['115', '  ']","['3', '  ']","['7', '  ']"
2051,r006,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['841', '  ']","['66,202', '  ']","['51', '  ']","['218', '  ']","['50', '  ']","['212', '  ']","['4', '  ']","['6', '  ']"
2051,r007,All industries -> Manufacturing industries -> Chemicals -> Other chemicals ,All industries,Manufacturing industries,Chemicals,Other chemicals ,,4,other 325,"['731', '  ']","['6,202', '  ']","['94', 'i ']","['108', '  ']","['92', 'i ']","['96', '  ']","['6', '  ']","['12', '  ']"
2051,r008,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['638', '  ']","['3,754', '  ']","['53', 'i ']","['49', '  ']","['52', 'i ']","['44', '  ']","['5', 'i ']","['5', '  ']"
2051,r009,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['193', '  ']","['1,334', '  ']","['14', 'i ']","['56', 'i ']","['14', 'i ']","['48', 'i ']","['D', '  ']","['7', 'i ']"
2051,r010,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,260', '  ']","['2,206', '  ']","['10', '  ']","['20', '  ']","['10', '  ']","['18', '  ']","['D', '  ']","['1', '  ']"
2051,r011,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,793', '  ']","['13,197', '  ']","['51', 'i ']","['2,060', 'i ']","['51', 'i ']","['2,015', 'i ']","['3', '  ']","['45', '  ']"
2051,r012,All industries -> Manufacturing industries -> Machinery -> Agricultural implement ,All industries,Manufacturing industries,Machinery,Agricultural implement ,,4,33311,"['183', '  ']","['1,570', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2051,r013,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['39', '  ']","['3,694', '  ']","['9', '  ']","['1,925', 'i ']","['9', '  ']","['1,923', 'i ']","['D', '  ']","['2', '  ']"
