table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
4657,r001,All doctorate recipients,All doctorate recipients,,,,1,25524,26188,27362,28326,29008,29532,29572,29081,29746,30113,29886
4657,r002,All doctorate recipients -> U.S. citizen or permanent resident,All doctorate recipients,U.S. citizen or permanent resident,,,2,15275,15396,16072,16550,16660,17218,17530,17553,17312,17264,16783
4657,r003,All doctorate recipients -> Temporary visa holder,All doctorate recipients,Temporary visa holder,,,2,8768,9179,9556,10103,10204,10395,10671,10601,11311,11768,11874
4657,r004,All doctorate recipients -> Unknown citizenship,All doctorate recipients,Unknown citizenship,,,2,1481,1613,1734,1673,2144,1919,1371,927,1123,1081,1229
4657,r005,All doctorate recipients -> Hispanic or Latino,All doctorate recipients,Hispanic or Latino,,,2,1383,1494,1549,1523,1588,1758,1766,1805,1865,2011,2048
4657,r006,All doctorate recipients -> Hispanic or Latino -> U.S. citizen or permanent resident,All doctorate recipients,Hispanic or Latino,U.S. citizen or permanent resident,,3,815,893,948,905,999,1119,1134,1152,1196,1302,1266
4657,r007,All doctorate recipients -> Hispanic or Latino -> Temporary visa holder,All doctorate recipients,Hispanic or Latino,Temporary visa holder,,3,563,598,599,612,580,634,630,634,666,706,779
4657,r008,All doctorate recipients -> Hispanic or Latino -> Unknown citizenship,All doctorate recipients,Hispanic or Latino,Unknown citizenship,,3,5,3,2,6,9,5,2,19,3,3,3
4657,r009,All doctorate recipients -> Not Hispanic or Latino,All doctorate recipients,Not Hispanic or Latino,,,2,,,,,,,,,,,
4657,r010,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,,3,64,56,42,62,54,64,63,49,44,58,39
4657,r011,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,U.S. citizen or permanent resident,4,58,50,41,56,49,58,57,48,43,56,39
4657,r012,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Temporary visa holder<sup>a</sup>,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Temporary visa holder<sup>a</sup>,4,6,,,,,,6,,,,0
4657,r013,All doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,Unknown citizenship,4,0,,,,,,0,,,,0
4657,r014,All doctorate recipients -> Not Hispanic or Latino -> Asian,All doctorate recipients,Not Hispanic or Latino,Asian,,3,6919,7407,7730,8038,8091,8235,8538,8665,8902,9182,9196
4657,r015,All doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1220,1263,1312,1264,1243,1359,1432,1651,1562,1626,1535
4657,r016,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,5687,6131,6405,6761,6842,6867,7081,6998,7315,7532,7642
4657,r017,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,12,13,13,13,6,9,25,16,25,24,19
4657,r018,All doctorate recipients -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Not Hispanic or Latino,Black or African American,,3,977,917,1047,1101,1151,1113,1205,1204,1324,1261,1318
4657,r019,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,697,666,741,801,821,807,863,849,923,893,918
4657,r020,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,274,248,303,297,329,306,341,347,398,365,396
4657,r021,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,6,3,3,3,1,0,1,8,3,3,4
4657,r022,All doctorate recipients -> Not Hispanic or Latino -> White,All doctorate recipients,Not Hispanic or Latino,White,,3,13439,13601,14041,14608,14624,15101,15155,14945,14985,14889,14573
4657,r023,All doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11604,11737,12168,12582,12590,12978,13033,12662,12608,12367,12093
4657,r024,All doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1809,1838,1859,2005,2021,2101,2103,2246,2363,2478,2448
4657,r025,All doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,26,26,14,21,13,22,19,37,14,44,32
4657,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,293,381,384,432,451,436,511,517,556,588,606
4657,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,263,346,347,388,411,394,455,462,485,495,530
4657,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,28,35,37,44,40,42,56,,,,76
4657,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,2,0,0,0,0,0,0,,,,0
