table_id,row_id,_b_state_or_location_and_institution_b_full_path,_b_state_or_location_and_institution_b_level_1,_b_state_or_location_and_institution_b_level_2,_b_state_or_location_and_institution_b_level_3,_b_state_or_location_and_institution_b_hierarchy_depth,field_all_fields,field_education_total,field_education_education_administration,field_education_education_research,field_education_teacher_education,field_education_teaching_fields,field_education_other_education,field_humanities_and_arts_total,field_humanities_and_arts_foreign_languages_and_literature,field_humanities_and_arts_history,field_humanities_and_arts_letters,field_humanities_and_arts_other_humanities_and_arts,field_othera_total,field_othera_business_management_and_administration,field_othera_communication,field_othera_non_s_e_fields_nec
4645,r332,All institutions -> North Carolina,All institutions,North Carolina,,2,1873,116,3,74,4,19,16,163,18,29,47,69,130,62,16,52
4645,r333,All institutions -> North Carolina -> Duke U.,All institutions,North Carolina,Duke U.,3,407,0,0,0,0,0,0,60,9,6,16,29,22,19,0,3
4645,r334,All institutions -> North Carolina -> East Carolina U.,All institutions,North Carolina,East Carolina U.,3,39,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
4645,r335,All institutions -> North Carolina -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina,North Carolina Agricultural and Technical State U.,3,55,2,1,0,0,0,1,0,0,0,0,0,17,13,0,4
4645,r336,All institutions -> North Carolina -> North Carolina State U.,All institutions,North Carolina,North Carolina State U.,3,533,43,0,26,1,12,4,4,0,1,3,0,41,5,6,30
4645,r337,All institutions -> North Carolina -> Piedmont Baptist C. and Graduate School,All institutions,North Carolina,Piedmont Baptist C. and Graduate School,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4645,r338,All institutions -> North Carolina -> Southeastern Baptist Theological Seminary,All institutions,North Carolina,Southeastern Baptist Theological Seminary,3,24,0,0,0,0,0,0,22,0,0,0,22,1,1,0,0
4645,r339,"All institutions -> North Carolina -> U. North Carolina, Chapel Hill",All institutions,North Carolina,"U. North Carolina, Chapel Hill",3,556,20,0,9,1,3,7,65,9,18,21,17,42,17,10,15
4645,r340,"All institutions -> North Carolina -> U. North Carolina, Charlotte",All institutions,North Carolina,"U. North Carolina, Charlotte",3,111,19,0,16,1,1,1,0,0,0,0,0,4,4,0,0
4645,r341,"All institutions -> North Carolina -> U. North Carolina, Greensboro",All institutions,North Carolina,"U. North Carolina, Greensboro",3,115,32,2,23,1,3,3,7,0,4,3,0,3,3,0,0
4645,r342,"All institutions -> North Carolina -> U. North Carolina, Wilmington",All institutions,North Carolina,"U. North Carolina, Wilmington",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r343,All institutions -> North Carolina -> Wake Forest U.,All institutions,North Carolina,Wake Forest U.,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r344,All institutions -> North Dakota,All institutions,North Dakota,,2,189,24,4,12,1,3,4,4,0,1,3,0,9,2,7,0
4645,r345,All institutions -> North Dakota -> North Dakota State U.,All institutions,North Dakota,North Dakota State U.,3,118,5,0,2,0,1,2,2,0,0,2,0,8,2,6,0
4645,r346,All institutions -> North Dakota -> U. North Dakota,All institutions,North Dakota,U. North Dakota,3,71,19,4,10,1,2,2,2,0,1,1,0,1,0,1,0
4645,r347,All institutions -> Ohio,All institutions,Ohio,,2,1953,240,46,124,1,50,19,148,24,17,52,55,109,47,40,22
4645,r348,All institutions -> Ohio -> Air Force Institute of Technology,All institutions,Ohio,Air Force Institute of Technology,3,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4645,r349,"All institutions -> Ohio -> Bowling Green State U., Bowling Green",All institutions,Ohio,"Bowling Green State U., Bowling Green",3,98,13,9,2,0,1,1,14,0,0,3,11,11,3,7,1
4645,r350,All institutions -> Ohio -> Case Western Reserve U.,All institutions,Ohio,Case Western Reserve U.,3,197,1,0,0,0,1,0,7,0,1,3,3,14,13,0,1
4645,r351,All institutions -> Ohio -> Cleveland State U.,All institutions,Ohio,Cleveland State U.,3,42,12,9,2,0,0,1,0,0,0,0,0,1,1,0,0
4645,r352,"All institutions -> Ohio -> Kent State U., Kent",All institutions,Ohio,"Kent State U., Kent",3,156,40,6,29,0,4,1,17,4,1,10,2,12,9,3,0
4645,r353,"All institutions -> Ohio -> Miami U., Oxford",All institutions,Ohio,"Miami U., Oxford",3,50,13,12,0,0,0,1,6,0,0,6,0,0,0,0,0
4645,r354,"All institutions -> Ohio -> Ohio State U., Columbus",All institutions,Ohio,"Ohio State U., Columbus",3,704,73,2,26,1,33,11,65,14,10,16,25,30,11,10,9
4645,r355,"All institutions -> Ohio -> Ohio U., Athens",All institutions,Ohio,"Ohio U., Athens",3,129,23,0,21,0,1,1,10,1,0,5,4,20,0,20,0
4645,r356,"All institutions -> Ohio -> U. Akron, Akron",All institutions,Ohio,"U. Akron, Akron",3,128,7,0,4,0,1,2,2,0,2,0,0,5,0,0,5
4645,r357,"All institutions -> Ohio -> U. Cincinnati, Uptown West Campus",All institutions,Ohio,"U. Cincinnati, Uptown West Campus",3,228,18,4,8,0,5,1,22,5,2,9,6,13,7,0,6
4645,r358,All institutions -> Ohio -> U. Dayton,All institutions,Ohio,U. Dayton,3,44,5,4,1,0,0,0,4,0,0,0,4,0,0,0,0
4645,r359,All institutions -> Ohio -> U. Toledo,All institutions,Ohio,U. Toledo,3,115,35,0,31,0,4,0,1,0,1,0,0,2,2,0,0
4645,r360,"All institutions -> Ohio -> Wright State U., Dayton",All institutions,Ohio,"Wright State U., Dayton",3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r361,All institutions -> Ohio -> Youngstown State U.,All institutions,Ohio,Youngstown State U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r362,All institutions -> Oklahoma,All institutions,Oklahoma,,2,492,65,17,35,0,9,4,41,1,7,9,24,41,32,4,5
4645,r363,All institutions -> Oklahoma -> Oklahoma City U.,All institutions,Oklahoma,Oklahoma City U.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r364,"All institutions -> Oklahoma -> Oklahoma State U., Center for Health Sciences",All institutions,Oklahoma,"Oklahoma State U., Center for Health Sciences",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r365,"All institutions -> Oklahoma -> Oklahoma State U., Stillwater",All institutions,Oklahoma,"Oklahoma State U., Stillwater",3,214,36,13,17,0,5,1,7,0,2,3,2,25,23,0,2
4645,r366,"All institutions -> Oklahoma -> U. Oklahoma, Norman",All institutions,Oklahoma,"U. Oklahoma, Norman",3,228,29,4,18,0,4,3,30,1,5,2,22,16,9,4,3
4645,r367,All institutions -> Oklahoma -> U. Tulsa,All institutions,Oklahoma,U. Tulsa,3,41,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
4645,r368,All institutions -> Oregon,All institutions,Oregon,,2,551,35,6,22,0,5,2,22,3,3,8,8,27,12,3,12
4645,r369,All institutions -> Oregon -> Oregon Health and Science U.,All institutions,Oregon,Oregon Health and Science U.,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r370,"All institutions -> Oregon -> Oregon State U., Corvallis",All institutions,Oregon,"Oregon State U., Corvallis",3,255,15,4,6,0,3,2,0,0,0,0,0,2,2,0,0
4645,r371,All institutions -> Oregon -> Pacific U.,All institutions,Oregon,Pacific U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r372,All institutions -> Oregon -> Portland State U.,All institutions,Oregon,Portland State U.,3,72,2,0,0,0,2,0,0,0,0,0,0,10,0,0,10
4645,r373,All institutions -> Oregon -> U. Oregon,All institutions,Oregon,U. Oregon,3,186,18,2,16,0,0,0,22,3,3,8,8,15,10,3,2
4645,r374,All institutions -> Pennsylvania,All institutions,Pennsylvania,,2,2602,191,31,95,8,37,20,250,28,33,90,99,162,89,36,37
4645,r375,All institutions -> Pennsylvania -> Bryn Mawr C.,All institutions,Pennsylvania,Bryn Mawr C.,3,8,0,0,0,0,0,0,5,0,0,1,4,1,0,0,1
4645,r376,All institutions -> Pennsylvania -> Carnegie Mellon U.,All institutions,Pennsylvania,Carnegie Mellon U.,3,300,1,0,0,0,1,0,7,0,5,2,0,17,11,0,6
4645,r377,All institutions -> Pennsylvania -> Drexel U.,All institutions,Pennsylvania,Drexel U.,3,161,10,3,0,6,1,0,0,0,0,0,0,10,9,1,0
4645,r378,All institutions -> Pennsylvania -> Duquesne U.,All institutions,Pennsylvania,Duquesne U.,3,71,10,0,9,0,1,0,20,0,0,10,10,4,0,4,0
4645,r379,All institutions -> Pennsylvania -> Indiana U. Pennsylvania,All institutions,Pennsylvania,Indiana U. Pennsylvania,3,76,9,1,3,0,5,0,37,1,0,36,0,9,5,3,1
4645,r380,All institutions -> Pennsylvania -> Lehigh U.,All institutions,Pennsylvania,Lehigh U.,3,95,8,0,8,0,0,0,4,0,2,2,0,0,0,0,0
4645,r381,All institutions -> Pennsylvania -> Marywood U.,All institutions,Pennsylvania,Marywood U.,3,11,3,2,1,0,0,0,0,0,0,0,0,5,5,0,0
4645,r382,"All institutions -> Pennsylvania -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,Pennsylvania,"Pennsylvania State U., University Park and Hershey Medical Center",3,688,70,5,43,2,10,10,35,7,3,16,9,29,16,7,6
4645,r383,All institutions -> Pennsylvania -> Salus U.,All institutions,Pennsylvania,Salus U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r384,All institutions -> Pennsylvania -> Temple U.,All institutions,Pennsylvania,Temple U.,3,217,42,18,14,0,6,4,27,4,6,2,15,20,14,6,0
4645,r385,All institutions -> Pennsylvania -> Thomas Jefferson U.,All institutions,Pennsylvania,Thomas Jefferson U.,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r386,All institutions -> Pennsylvania -> U. Pennsylvania,All institutions,Pennsylvania,U. Pennsylvania,3,469,15,0,7,0,6,2,60,10,13,13,24,41,20,12,9
4645,r387,"All institutions -> Pennsylvania -> U. Pittsburgh, Pittsburgh",All institutions,Pennsylvania,"U. Pittsburgh, Pittsburgh",3,420,16,1,10,0,2,3,47,6,4,8,29,18,9,3,6
4645,r388,All institutions -> Pennsylvania -> U. of the Sciences Philadelphia,All institutions,Pennsylvania,U. of the Sciences Philadelphia,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r389,All institutions -> Pennsylvania -> Villanova U.,All institutions,Pennsylvania,Villanova U.,3,24,5,0,0,0,5,0,2,0,0,0,2,0,0,0,0
4645,r390,All institutions -> Pennsylvania -> Westminster Theological Seminary,All institutions,Pennsylvania,Westminster Theological Seminary,3,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
4645,r391,"All institutions -> Pennsylvania -> Widener U., Chester",All institutions,Pennsylvania,"Widener U., Chester",3,16,2,1,0,0,0,1,0,0,0,0,0,8,0,0,8
4645,r392,All institutions -> Puerto Rico,All institutions,Puerto Rico,,2,129,4,0,0,0,4,0,8,2,3,1,2,0,0,0,0
4645,r393,"All institutions -> Puerto Rico -> Carlos Albizu U., San Juan",All institutions,Puerto Rico,"Carlos Albizu U., San Juan",3,41,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4645,r394,"All institutions -> Puerto Rico -> Inter American U. Puerto Rico, San Juan",All institutions,Puerto Rico,"Inter American U. Puerto Rico, San Juan",3,8,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0
4645,r395,All institutions -> Puerto Rico -> Ponce Heath Sciences U.,All institutions,Puerto Rico,Ponce Heath Sciences U.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r396,"All institutions -> Puerto Rico -> Pontifical Catholic U. Puerto Rico, Ponce",All institutions,Puerto Rico,"Pontifical Catholic U. Puerto Rico, Ponce",3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r397,All institutions -> Puerto Rico -> U. Central del Caribe,All institutions,Puerto Rico,U. Central del Caribe,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r398,All institutions -> Puerto Rico -> U. del Turabo,All institutions,Puerto Rico,U. del Turabo,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r399,"All institutions -> Puerto Rico -> U. Puerto Rico, Mayaguez",All institutions,Puerto Rico,"U. Puerto Rico, Mayaguez",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r400,"All institutions -> Puerto Rico -> U. Puerto Rico, Medical Sciences Campus",All institutions,Puerto Rico,"U. Puerto Rico, Medical Sciences Campus",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r401,"All institutions -> Puerto Rico -> U. Puerto Rico, Rio Piedras",All institutions,Puerto Rico,"U. Puerto Rico, Rio Piedras",3,30,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0
4645,r402,All institutions -> Rhode Island,All institutions,Rhode Island,,2,311,9,0,0,1,2,6,59,7,6,18,28,3,3,0,0
4645,r403,All institutions -> Rhode Island -> Brown U.,All institutions,Rhode Island,Brown U.,3,216,2,0,0,0,2,0,46,7,6,10,23,0,0,0,0
4645,r404,All institutions -> Rhode Island -> Salve Regina U.,All institutions,Rhode Island,Salve Regina U.,3,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0
4645,r405,All institutions -> Rhode Island -> U. Rhode Island,All institutions,Rhode Island,U. Rhode Island,3,90,7,0,0,1,0,6,8,0,0,8,0,3,3,0,0
4645,r406,All institutions -> South Carolina,All institutions,South Carolina,,2,603,71,27,26,1,17,0,26,0,11,12,3,51,26,2,23
4645,r407,All institutions -> South Carolina -> Clemson U.,All institutions,South Carolina,Clemson U.,3,243,35,15,12,0,8,0,5,0,0,5,0,24,5,0,19
4645,r408,All institutions -> South Carolina -> Medical U. South Carolina,All institutions,South Carolina,Medical U. South Carolina,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r409,"All institutions -> South Carolina -> U. South Carolina, Columbia",All institutions,South Carolina,"U. South Carolina, Columbia",3,323,36,12,14,1,9,0,21,0,11,7,3,27,21,2,4
4645,r410,All institutions -> South Dakota,All institutions,South Dakota,,2,126,2,0,2,0,0,0,4,0,0,4,0,2,2,0,0
4645,r411,All institutions -> South Dakota -> Dakota State U.,All institutions,South Dakota,Dakota State U.,3,15,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4645,r412,All institutions -> South Dakota -> South Dakota School of Mines and Technology,All institutions,South Dakota,South Dakota School of Mines and Technology,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r413,All institutions -> South Dakota -> South Dakota State U.,All institutions,South Dakota,South Dakota State U.,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r414,All institutions -> South Dakota -> U. South Dakota,All institutions,South Dakota,U. South Dakota,3,29,2,0,2,0,0,0,4,0,0,4,0,0,0,0,0
4645,r415,All institutions -> Tennessee,All institutions,Tennessee,,2,1023,147,24,75,7,29,12,102,11,21,34,36,47,21,16,10
4645,r416,All institutions -> Tennessee -> East Tennessee State U.,All institutions,Tennessee,East Tennessee State U.,3,30,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4645,r417,All institutions -> Tennessee -> Meharry Medical C.,All institutions,Tennessee,Meharry Medical C.,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r418,All institutions -> Tennessee -> Mid-America Baptist Theological Seminary,All institutions,Tennessee,Mid-America Baptist Theological Seminary,3,6,1,1,0,0,0,0,4,0,0,0,4,0,0,0,0
4645,r419,All institutions -> Tennessee -> Middle Tennessee State U.,All institutions,Tennessee,Middle Tennessee State U.,3,45,10,0,0,0,9,1,11,1,5,4,1,1,0,0,1
4645,r420,All institutions -> Tennessee -> Tennessee State U.,All institutions,Tennessee,Tennessee State U.,3,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
4645,r421,All institutions -> Tennessee -> Tennessee Technological U.,All institutions,Tennessee,Tennessee Technological U.,3,32,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0
4645,r422,All institutions -> Tennessee -> U. Memphis,All institutions,Tennessee,U. Memphis,3,182,47,11,28,4,4,0,29,0,1,16,12,21,12,9,0
4645,r423,"All institutions -> Tennessee -> U. Tennessee, Chattanooga",All institutions,Tennessee,"U. Tennessee, Chattanooga",3,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
4645,r424,"All institutions -> Tennessee -> U. Tennessee, Health Science Center",All institutions,Tennessee,"U. Tennessee, Health Science Center",3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r425,"All institutions -> Tennessee -> U. Tennessee, Knoxville",All institutions,Tennessee,"U. Tennessee, Knoxville",3,393,50,6,23,2,12,7,18,2,6,9,1,23,9,7,7
4645,r426,All institutions -> Tennessee -> Vanderbilt U.,All institutions,Tennessee,Vanderbilt U.,3,282,25,3,19,0,3,0,40,8,9,5,18,0,0,0,0
4645,r427,All institutions -> Texas,All institutions,Texas,,2,4201,451,91,238,12,91,19,332,29,70,91,142,269,146,58,65
4645,r428,All institutions -> Texas -> Baylor C. of Medicine,All institutions,Texas,Baylor C. of Medicine,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r429,All institutions -> Texas -> Baylor U.,All institutions,Texas,Baylor U.,3,95,7,0,5,0,2,0,23,0,4,10,9,6,1,0,5
4645,r430,All institutions -> Texas -> Brite Divinity S.,All institutions,Texas,Brite Divinity S.,3,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
4645,r431,All institutions -> Texas -> Dallas Theological Seminary,All institutions,Texas,Dallas Theological Seminary,3,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0
4645,r432,All institutions -> Texas -> Lamar U.,All institutions,Texas,Lamar U.,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r433,All institutions -> Texas -> Prairie View A&M U.,All institutions,Texas,Prairie View A&M U.,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r434,All institutions -> Texas -> Rice U.,All institutions,Texas,Rice U.,3,206,0,0,0,0,0,0,20,0,6,5,9,9,9,0,0
4645,r435,All institutions -> Texas -> Sam Houston State U.,All institutions,Texas,Sam Houston State U.,3,26,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4645,r436,All institutions -> Texas -> Southern Methodist U.,All institutions,Texas,Southern Methodist U.,3,80,2,0,0,0,1,1,9,0,2,0,7,2,0,0,2
4645,r437,All institutions -> Texas -> Southwestern Baptist Theological Seminary,All institutions,Texas,Southwestern Baptist Theological Seminary,3,40,1,0,1,0,0,0,36,0,0,0,36,0,0,0,0
4645,r438,"All institutions -> Texas -> St. Mary's U., San Antonio",All institutions,Texas,"St. Mary's U., San Antonio",3,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
4645,r439,All institutions -> Texas -> Texas A&M International U.,All institutions,Texas,Texas A&M International U.,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4645,r440,"All institutions -> Texas -> Texas A&M U., College Station and Health Science Center",All institutions,Texas,"Texas A&M U., College Station and Health Science Center",3,772,62,10,33,0,18,1,22,1,5,13,3,31,19,4,8
4645,r441,All institutions -> Texas -> Texas A&M U.-Commerce,All institutions,Texas,Texas A&M U.-Commerce,3,18,7,0,5,0,2,0,4,0,0,3,1,0,0,0,0
4645,r442,All institutions -> Texas -> Texas A&M U.-Corpus Christi,All institutions,Texas,Texas A&M U.-Corpus Christi,3,25,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
4645,r443,All institutions -> Texas -> Texas A&M U.-Kingsville,All institutions,Texas,Texas A&M U.-Kingsville,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r444,All institutions -> Texas -> Texas Christian U.,All institutions,Texas,Texas Christian U.,3,28,6,1,4,0,1,0,12,0,7,5,0,0,0,0,0
4645,r445,All institutions -> Texas -> Texas Southern U.,All institutions,Texas,Texas Southern U.,3,25,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
4645,r446,All institutions -> Texas -> Texas State U.,All institutions,Texas,Texas State U.,3,54,23,7,3,5,3,5,0,0,0,0,0,0,0,0,0
4645,r447,All institutions -> Texas -> Texas Tech U.,All institutions,Texas,Texas Tech U.,3,356,88,18,52,0,15,3,22,2,3,9,8,52,26,21,5
4645,r448,"All institutions -> Texas -> Texas Tech U., Health Sciences Center",All institutions,Texas,"Texas Tech U., Health Sciences Center",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r449,All institutions -> Texas -> Texas Woman's U.,All institutions,Texas,Texas Woman's U.,3,106,14,0,3,6,5,0,6,0,0,3,3,1,0,0,1
4645,r450,All institutions -> Texas -> U. Dallas,All institutions,Texas,U. Dallas,3,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
4645,r451,All institutions -> Texas -> U. Houston,All institutions,Texas,U. Houston,3,294,19,0,17,0,2,0,22,8,7,6,1,14,11,0,3
4645,r452,"All institutions -> Texas -> U. North Texas, Denton",All institutions,Texas,"U. North Texas, Denton",3,239,60,12,41,0,6,1,22,0,7,6,9,31,16,0,15
4645,r453,"All institutions -> Texas -> U. North Texas, Health Science Center",All institutions,Texas,"U. North Texas, Health Science Center",3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r454,"All institutions -> Texas -> U. of St. Thomas, Houston",All institutions,Texas,"U. of St. Thomas, Houston",3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
4645,r455,All institutions -> Texas -> U. of the Incarnate Word,All institutions,Texas,U. of the Incarnate Word,3,9,7,3,3,0,0,1,1,0,0,0,1,1,1,0,0
4645,r456,"All institutions -> Texas -> U. Texas Health Science Center, Houston",All institutions,Texas,"U. Texas Health Science Center, Houston",3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r457,"All institutions -> Texas -> U. Texas Health Science Center, San Antonio",All institutions,Texas,"U. Texas Health Science Center, San Antonio",3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r458,All institutions -> Texas -> U. Texas Medical Branch,All institutions,Texas,U. Texas Medical Branch,3,41,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0
4645,r459,All institutions -> Texas -> U. Texas Rio Grande Valley,All institutions,Texas,U. Texas Rio Grande Valley,3,10,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
4645,r460,All institutions -> Texas -> U. Texas Southwestern Medical Center,All institutions,Texas,U. Texas Southwestern Medical Center,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r461,"All institutions -> Texas -> U. Texas, Arlington",All institutions,Texas,"U. Texas, Arlington",3,205,11,7,2,0,1,1,6,0,3,3,0,19,10,0,9
4645,r462,"All institutions -> Texas -> U. Texas, Austin",All institutions,Texas,"U. Texas, Austin",3,744,63,11,31,0,20,1,77,18,15,19,25,55,13,32,10
4645,r463,"All institutions -> Texas -> U. Texas, Dallas",All institutions,Texas,"U. Texas, Dallas",3,240,0,0,0,0,0,0,22,0,4,3,15,21,13,1,7
4645,r464,"All institutions -> Texas -> U. Texas, El Paso",All institutions,Texas,"U. Texas, El Paso",3,119,7,1,0,0,6,0,11,0,7,4,0,11,11,0,0
4645,r465,"All institutions -> Texas -> U. Texas, San Antonio",All institutions,Texas,"U. Texas, San Antonio",3,121,40,16,10,1,8,5,0,0,0,0,0,7,7,0,0
4645,r466,All institutions -> Texas -> West Texas A&M U.,All institutions,Texas,West Texas A&M U.,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r467,All institutions -> Utah,All institutions,Utah,,2,543,55,14,29,0,9,3,23,3,3,13,4,22,8,7,7
4645,r468,"All institutions -> Utah -> Brigham Young U., Provo",All institutions,Utah,"Brigham Young U., Provo",3,111,16,4,8,0,3,1,0,0,0,0,0,0,0,0,0
4645,r469,All institutions -> Utah -> U. Utah,All institutions,Utah,U. Utah,3,336,14,6,6,0,2,0,21,3,3,11,4,21,8,7,6
4645,r470,"All institutions -> Utah -> Utah State U., Logan",All institutions,Utah,"Utah State U., Logan",3,96,25,4,15,0,4,2,2,0,0,2,0,1,0,0,1
4645,r471,All institutions -> Vermont,All institutions,Vermont,,2,57,4,3,1,0,0,0,5,5,0,0,0,0,0,0,0
4645,r472,All institutions -> Vermont -> Middlebury C.,All institutions,Vermont,Middlebury C.,3,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
4645,r473,All institutions -> Vermont -> U. Vermont,All institutions,Vermont,U. Vermont,3,52,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4645,r474,All institutions -> Virginia,All institutions,Virginia,,2,1532,205,38,119,2,24,22,87,12,18,23,34,117,61,27,29
4645,r475,All institutions -> Virginia -> C. of William and Mary,All institutions,Virginia,C. of William and Mary,3,62,13,4,9,0,0,0,7,0,5,0,2,0,0,0,0
4645,r476,All institutions -> Virginia -> Eastern Virginia Medical School,All institutions,Virginia,Eastern Virginia Medical School,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,r477,All institutions -> Virginia -> George Mason U.,All institutions,Virginia,George Mason U.,3,234,36,6,15,2,9,4,8,0,6,1,1,9,0,9,0
4645,r478,All institutions -> Virginia -> Hampton U.,All institutions,Virginia,Hampton U.,3,13,8,5,2,0,1,0,0,0,0,0,0,1,1,0,0
4645,r479,All institutions -> Virginia -> James Madison U.,All institutions,Virginia,James Madison U.,3,9,5,2,3,0,0,0,0,0,0,0,0,1,1,0,0
4645,r480,All institutions -> Virginia -> Norfolk State U.,All institutions,Virginia,Norfolk State U.,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
4645,r481,All institutions -> Virginia -> Old Dominion U.,All institutions,Virginia,Old Dominion U.,3,147,46,14,25,0,0,7,10,0,0,10,0,17,12,0,5
4645,r482,All institutions -> Virginia -> Regent U.,All institutions,Virginia,Regent U.,3,64,9,0,8,0,0,1,4,0,0,0,4,48,31,17,0
4645,r483,All institutions -> Virginia -> Union Presbyterian Seminary,All institutions,Virginia,Union Presbyterian Seminary,3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
4645,r484,"All institutions -> Virginia -> U. Virginia, Charlottesville",All institutions,Virginia,"U. Virginia, Charlottesville",3,305,20,1,14,0,2,3,49,12,7,10,20,11,3,0,8
4645,r485,All institutions -> Virginia -> Virginia Commonwealth U.,All institutions,Virginia,Virginia Commonwealth U.,3,196,30,6,18,0,2,4,2,0,0,0,2,6,3,1,2
4645,r486,All institutions -> Virginia -> Virginia Polytechnic Institute and State U.,All institutions,Virginia,Virginia Polytechnic Institute and State U.,3,495,38,0,25,0,10,3,5,0,0,2,3,21,10,0,11
4645,r487,All institutions -> Washington,All institutions,Washington,,2,1015,61,11,37,1,5,7,57,8,13,27,9,58,33,15,10
4645,r488,All institutions -> Washington -> Gonzaga U.,All institutions,Washington,Gonzaga U.,3,4,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0
4645,r489,All institutions -> Washington -> Seattle Pacific U.,All institutions,Washington,Seattle Pacific U.,3,16,11,2,6,1,0,2,0,0,0,0,0,0,0,0,0
4645,r490,"All institutions -> Washington -> U. Washington, Seattle",All institutions,Washington,"U. Washington, Seattle",3,681,27,2,21,0,2,2,48,8,8,23,9,33,15,8,10
4645,r491,All institutions -> Washington -> Washington State U.,All institutions,Washington,Washington State U.,3,314,22,6,10,0,3,3,9,0,5,4,0,22,15,7,0
4645,r492,All institutions -> West Virginia,All institutions,West Virginia,,2,214,23,4,14,0,4,1,25,0,6,3,16,17,9,5,3
4645,r493,All institutions -> West Virginia -> Marshall U.,All institutions,West Virginia,Marshall U.,3,11,7,2,5,0,0,0,0,0,0,0,0,2,2,0,0
