table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
9473,r107,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and electronics engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and electronics engineering,5,438,289,96,7,0,15,3,59,2,1,9
9473,r108,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering nec,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering nec,5,74,41,29,4,0,6,0,17,1,1,0
9473,r109,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,,4,361,252,102,6,0,24,6,58,3,1,4
9473,r110,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electrical and electronic engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electrical and electronic engineering technologies,5,55,39,15,2,0,5,0,8,0,0,0
9473,r111,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electromechanical technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electromechanical technologies,5,90,57,31,1,0,6,2,18,2,0,2
9473,r112,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Environmental control technologies,All fields,Science and engineering,Engineering,Engineering technologies,Environmental control technologies,5,58,42,15,0,0,6,0,9,0,0,0
9473,r113,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Engineering technologies nec,All fields,Science and engineering,Engineering,Engineering technologies,Engineering technologies nec,5,158,114,41,3,0,7,4,23,1,1,2
9473,r114,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,,4,655,396,220,12,0,28,19,144,6,6,5
9473,r115,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial engineering,5,211,141,52,2,0,7,5,30,3,2,3
9473,r116,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial and systems engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial and systems engineering,5,127,77,49,5,0,10,5,28,0,0,1
9473,r117,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Operations research,5,183,117,51,1,0,9,5,35,1,0,0
9473,r118,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Systems and manufacturing engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Systems and manufacturing engineering,5,134,61,68,4,0,2,4,51,2,4,1
9473,r119,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,,4,925,434,443,35,1,66,15,298,16,4,8
9473,r120,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials engineering,5,85,45,40,5,0,3,0,28,0,2,2
9473,r121,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials science and engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials science and engineering,5,783,366,371,28,1,62,13,245,16,2,4
9473,r122,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials and mining engineering nec,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials and mining engineering nec,5,57,23,32,2,0,1,2,25,0,0,2
9473,r123,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,,4,1545,842,644,66,0,84,14,432,22,9,17
9473,r124,"All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering, general",All fields,Science and engineering,Engineering,Mechanical engineering,"Mechanical engineering, general",5,1440,771,613,62,0,80,14,411,21,8,17
9473,r125,All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering nec,All fields,Science and engineering,Engineering,Mechanical engineering,Mechanical engineering nec,5,105,71,31,4,0,4,0,21,1,1,0
9473,r126,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",,4,1339,617,628,51,1,59,19,439,28,6,25
9473,r127,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Aerospace, aeronautical, astronautical, and space engineering",All fields,Science and engineering,Engineering,"Engineering, other","Aerospace, aeronautical, astronautical, and space engineering",5,374,152,192,14,1,13,5,142,8,3,6
9473,r128,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering mechanics, physics, and science",All fields,Science and engineering,Engineering,"Engineering, other","Engineering mechanics, physics, and science",5,166,101,51,4,0,8,1,34,1,1,2
9473,r129,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Mechanical and aerospace engineering ",All fields,Science and engineering,Engineering,"Engineering, other",Mechanical and aerospace engineering ,5,213,98,113,8,0,15,1,81,6,1,1
9473,r130,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nanotechnology",All fields,Science and engineering,Engineering,"Engineering, other",Nanotechnology,5,54,33,21,4,0,5,1,9,1,0,1
9473,r131,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nuclear engineering",All fields,Science and engineering,Engineering,"Engineering, other",Nuclear engineering,5,163,53,102,12,0,5,3,73,5,1,3
9473,r132,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering nec",All fields,Science and engineering,Engineering,"Engineering, other",Engineering nec,5,369,180,149,9,0,13,8,100,7,0,12
9473,r133,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,,3,1165,389,727,60,0,46,17,569,22,3,10
9473,r134,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,,4,658,243,385,29,0,22,10,308,11,1,4
9473,r135,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geochemistry",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geochemistry,5,42,15,26,3,0,1,0,21,1,0,0
9473,r136,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geology,5,79,18,55,4,0,3,1,44,1,1,1
9473,r137,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geology/ earth science, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,"Geology/ earth science, general",5,121,44,67,4,0,3,0,54,4,0,2
9473,r138,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geophysics and seismology",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geophysics and seismology,5,118,68,49,6,0,2,2,38,1,0,0
9473,r139,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Hydrology and water resources science",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Hydrology and water resources science,5,89,39,49,3,0,2,2,41,1,0,0
9473,r140,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences -> Geological and earth sciences nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,Geological and earth sciences nec,5,209,59,139,9,0,11,5,110,3,0,1
9473,r141,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",,4,507,146,342,31,0,24,7,261,11,2,6
9473,r142,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Atmospheric sciences and meteorology, general",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Atmospheric sciences and meteorology, general",5,120,54,63,2,0,3,2,54,0,1,1
9473,r143,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Atmospheric sciences and meteorology nec",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Atmospheric sciences and meteorology nec,5,95,23,69,7,0,4,1,53,3,0,1
9473,r144,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Climatology, atmospheric chemistry/ physics",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Climatology, atmospheric chemistry/ physics",5,67,24,41,5,0,6,2,26,1,1,0
9473,r145,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Marine biology and biological oceanography",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine biology and biological oceanography,5,97,10,81,12,0,5,1,59,3,0,1
9473,r146,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Marine sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",Marine sciences,5,63,10,50,4,0,3,1,40,2,0,0
9473,r147,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences -> Oceanography, chemical/ physical",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences","Oceanography, chemical/ physical",5,65,25,38,1,0,3,0,29,2,0,3
9473,r148,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,,3,2808,655,1973,156,4,192,272,1250,50,15,34
9473,r149,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,,4,623,75,512,38,1,42,69,336,12,5,9
9473,r150,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing education,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing education,5,81,5,74,3,0,3,11,55,1,0,1
9473,r151,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing science,5,382,48,331,29,1,29,43,218,6,2,3
9473,r152,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science -> Nursing specialties and practice,All fields,Science and engineering,Health sciences,Nursing and nursing science,Nursing specialties and practice,5,160,22,107,6,0,10,15,63,5,3,5
9473,r153,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,,4,460,231,192,15,0,33,10,128,1,1,4
9473,r154,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Medicinal and pharmaceutical chemistry,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Medicinal and pharmaceutical chemistry,5,75,35,40,4,0,1,0,34,0,0,1
9473,r155,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,Pharmaceutical sciences,5,281,145,113,8,0,24,7,70,1,1,2
9473,r156,"All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences -> Pharmacy, pharmaceutical sciences, and administration nec",All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,"Pharmacy, pharmaceutical sciences, and administration nec",5,104,51,39,3,0,8,3,24,0,0,1
9473,r157,All fields -> Science and engineering -> Health sciences -> Public health,All fields,Science and engineering,Health sciences,Public health,,4,795,168,586,51,3,61,124,321,17,4,5
9473,r158,All fields -> Science and engineering -> Health sciences -> Public health -> Environmental health,All fields,Science and engineering,Health sciences,Public health,Environmental health,5,68,22,44,7,0,3,5,29,0,0,0
9473,r159,All fields -> Science and engineering -> Health sciences -> Public health -> Health services research,All fields,Science and engineering,Health sciences,Public health,Health services research,5,119,30,83,6,0,7,15,51,4,0,0
9473,r160,All fields -> Science and engineering -> Health sciences -> Public health -> Health/ medical physics,All fields,Science and engineering,Health sciences,Public health,Health/ medical physics,5,68,18,48,2,0,7,0,38,0,0,1
9473,r161,All fields -> Science and engineering -> Health sciences -> Public health -> Public health education and promotion,All fields,Science and engineering,Health sciences,Public health,Public health education and promotion,5,112,14,97,11,1,8,32,43,1,0,1
9473,r162,"All fields -> Science and engineering -> Health sciences -> Public health -> Public health, general",All fields,Science and engineering,Health sciences,Public health,"Public health, general",5,212,36,156,11,1,19,35,81,7,1,1
9473,r163,All fields -> Science and engineering -> Health sciences -> Public health -> Public health nec,All fields,Science and engineering,Health sciences,Public health,Public health nec,5,216,48,158,14,1,17,37,79,5,3,2
9473,r164,"All fields -> Science and engineering -> Health sciences -> Health sciences, other",All fields,Science and engineering,Health sciences,"Health sciences, other",,4,930,181,683,52,0,56,69,465,20,5,16
9473,r165,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Communication disorders sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Communication disorders sciences,5,134,21,104,10,0,6,5,83,0,0,0
9473,r166,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Exercise science and kinesiology",All fields,Science and engineering,Health sciences,"Health sciences, other",Exercise science and kinesiology,5,102,18,79,4,0,4,5,57,5,1,3
9473,r167,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences, general",All fields,Science and engineering,Health sciences,"Health sciences, other","Health sciences, general",5,61,5,48,6,0,5,4,31,0,1,1
9473,r168,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Marriage and family therapy/ counseling",All fields,Science and engineering,Health sciences,"Health sciences, other",Marriage and family therapy/ counseling,5,68,4,51,4,0,2,8,33,2,0,2
9473,r169,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical clinical sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Medical clinical sciences,5,75,10,61,5,0,11,1,37,3,1,3
9473,r170,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Medical, biomedical, and health informatics",All fields,Science and engineering,Health sciences,"Health sciences, other","Medical, biomedical, and health informatics",5,75,23,49,3,0,7,2,35,2,0,0
9473,r171,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Mental health, counseling, and therapy services and sciences",All fields,Science and engineering,Health sciences,"Health sciences, other","Mental health, counseling, and therapy services and sciences",5,93,5,76,8,0,0,21,43,3,0,1
9473,r172,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Rehabilitation and therapeutic sciences",All fields,Science and engineering,Health sciences,"Health sciences, other",Rehabilitation and therapeutic sciences,5,149,40,107,6,0,4,10,80,2,0,5
9473,r173,"All fields -> Science and engineering -> Health sciences -> Health sciences, other -> Health sciences nec",All fields,Science and engineering,Health sciences,"Health sciences, other",Health sciences nec,5,173,55,108,6,0,17,13,66,3,2,1
9473,r174,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,,3,2144,1088,966,59,2,121,26,661,50,16,31
9473,r175,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,,4,477,252,210,13,0,27,8,144,11,3,4
9473,r176,"All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics, general",All fields,Science and engineering,Mathematics and statistics,Applied mathematics,"Applied mathematics, general",5,275,140,125,5,0,17,6,88,6,1,2
9473,r177,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Computational and applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Computational and applied mathematics,5,139,78,59,6,0,8,2,38,3,2,0
9473,r178,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics -> Applied mathematics nec,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,Applied mathematics nec,5,63,34,26,2,0,2,0,18,2,0,2
9473,r179,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics,All fields,Science and engineering,Mathematics and statistics,Mathematics,,4,980,390,553,35,1,51,5,396,30,10,25
9473,r180,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Algebra and number theory,All fields,Science and engineering,Mathematics and statistics,Mathematics,Algebra and number theory,5,75,39,35,2,0,4,0,26,2,1,0
9473,r181,"All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics, general",All fields,Science and engineering,Mathematics and statistics,Mathematics,"Mathematics, general",5,763,293,435,28,1,41,5,304,25,8,23
9473,r182,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics -> Mathematics nec,All fields,Science and engineering,Mathematics and statistics,Mathematics,Mathematics nec,5,142,58,83,5,0,6,0,66,3,1,2
9473,r183,All fields -> Science and engineering -> Mathematics and statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,,4,687,446,203,11,1,43,13,121,9,3,2
9473,r184,"All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Applied statistics, general",All fields,Science and engineering,Mathematics and statistics,Statistics,"Applied statistics, general",5,70,48,18,1,0,7,0,10,0,0,0
9473,r185,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Mathematics and statistics,5,101,59,37,3,0,11,1,20,0,2,0
9473,r186,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics,5,469,310,132,5,1,20,11,83,9,1,2
9473,r187,All fields -> Science and engineering -> Mathematics and statistics -> Statistics -> Statistics nec,All fields,Science and engineering,Mathematics and statistics,Statistics,Statistics nec,5,47,29,16,2,0,5,1,8,0,0,0
9473,r188,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,,3,1788,891,816,82,1,112,42,513,28,26,12
9473,r189,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,,4,625,362,236,20,0,50,7,137,10,10,2
9473,r190,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Computer science and engineering,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Computer science and engineering,5,230,145,68,7,0,14,3,38,3,2,1
9473,r191,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Electrical engineering and computer science,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Electrical engineering and computer science,5,276,159,113,6,0,27,2,65,5,7,1
9473,r192,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences -> Interdisciplinary computer sciences nec,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,Interdisciplinary computer sciences nec,5,119,58,55,7,0,9,2,34,2,1,0
9473,r193,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",,4,1163,529,580,62,1,62,35,376,18,16,10
9473,r194,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Behavioral and cognitive sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Behavioral and cognitive sciences,5,89,23,66,8,0,4,4,46,0,4,0
9473,r195,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Computational science and engineering",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Computational science and engineering,5,112,71,25,4,0,6,0,12,1,0,2
9473,r196,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Data mining and machine learning ",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Data mining and machine learning ,5,259,185,67,2,0,13,0,48,0,3,1
9473,r197,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Data science and data analytics",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Data science and data analytics,5,94,57,33,5,0,10,1,17,0,0,0
9473,r198,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> History/ philosophy of science, technology, and society",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other","History/ philosophy of science, technology, and society",5,67,15,50,6,0,3,1,38,0,1,1
9473,r199,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Nanoscience/ nanoscale science",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Nanoscience/ nanoscale science,5,53,24,29,3,1,2,2,18,2,1,0
9473,r200,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Nutrition sciences",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Nutrition sciences,5,129,53,76,6,0,8,5,48,7,1,1
9473,r201,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other -> Multidisciplinary/ interdisciplinary sciences nec",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",Multidisciplinary/ interdisciplinary sciences nec,5,360,101,234,28,0,16,22,149,8,6,5
9473,r202,All fields -> Science and engineering -> Physical sciences,All fields,Science and engineering,Physical sciences,,,3,5428,2124,3108,257,5,318,81,2241,107,36,63
9473,r203,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,,4,289,80,204,23,1,14,10,145,6,2,3
9473,r204,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy,5,109,28,78,6,1,6,5,54,4,1,1
9473,r205,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astrophysics,5,115,28,87,13,0,4,2,64,1,1,2
9473,r206,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics -> Astronomy and astrophysics nec,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,Astronomy and astrophysics nec,5,65,24,39,4,0,4,3,27,1,0,0
9473,r207,All fields -> Science and engineering -> Physical sciences -> Chemistry,All fields,Science and engineering,Physical sciences,Chemistry,,4,2782,1010,1665,128,1,172,48,1201,57,18,40
9473,r208,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Analytical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Analytical chemistry,5,366,124,238,21,0,23,6,180,7,0,1
9473,r209,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemical biology,All fields,Science and engineering,Physical sciences,Chemistry,Chemical biology,5,163,42,116,5,0,17,6,78,8,2,0
9473,r210,"All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry, general",All fields,Science and engineering,Physical sciences,Chemistry,"Chemistry, general",5,582,220,283,25,1,27,7,172,7,11,33
9473,r211,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Inorganic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Inorganic chemistry,5,324,123,199,14,0,15,2,158,7,1,2
9473,r212,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Organic chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Organic chemistry,5,612,207,399,28,0,42,11,302,13,1,2
9473,r213,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Physical chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Physical chemistry,5,315,114,200,22,0,17,4,147,7,2,1
9473,r214,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Polymer chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Polymer chemistry,5,98,50,48,2,0,3,3,35,5,0,0
9473,r215,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Theoretical and computational chemistry,All fields,Science and engineering,Physical sciences,Chemistry,Theoretical and computational chemistry,5,159,78,79,5,0,18,3,53,0,0,0
9473,r216,All fields -> Science and engineering -> Physical sciences -> Chemistry -> Chemistry nec,All fields,Science and engineering,Physical sciences,Chemistry,Chemistry nec,5,163,52,103,6,0,10,6,76,3,1,1
9473,r217,All fields -> Science and engineering -> Physical sciences -> Materials sciences,All fields,Science and engineering,Physical sciences,Materials sciences,,4,385,184,193,27,1,22,6,125,8,3,1
9473,r218,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials science,All fields,Science and engineering,Physical sciences,Materials sciences,Materials science,5,176,85,87,10,1,11,1,60,2,1,1
9473,r219,All fields -> Science and engineering -> Physical sciences -> Materials sciences -> Materials chemistry and materials sciences nec,All fields,Science and engineering,Physical sciences,Materials sciences,Materials chemistry and materials sciences nec,5,209,99,106,17,0,11,5,65,6,2,0
9473,r220,All fields -> Science and engineering -> Physical sciences -> Physics,All fields,Science and engineering,Physical sciences,Physics,,4,1972,850,1046,79,2,110,17,770,36,13,19
9473,r221,All fields -> Science and engineering -> Physical sciences -> Physics -> Applied physics,All fields,Science and engineering,Physical sciences,Physics,Applied physics,5,161,64,83,6,0,10,3,59,5,0,0
9473,r222,All fields -> Science and engineering -> Physical sciences -> Physics -> Atomic/ molecular physics,All fields,Science and engineering,Physical sciences,Physics,Atomic/ molecular physics,5,87,37,48,1,0,6,1,38,1,0,1
9473,r223,All fields -> Science and engineering -> Physical sciences -> Physics -> Condensed matter and materials physics,All fields,Science and engineering,Physical sciences,Physics,Condensed matter and materials physics,5,433,229,200,18,0,26,2,141,8,5,0
9473,r224,All fields -> Science and engineering -> Physical sciences -> Physics -> Elementary particle physics,All fields,Science and engineering,Physical sciences,Physics,Elementary particle physics,5,151,67,84,5,0,3,0,74,2,0,0
9473,r225,All fields -> Science and engineering -> Physical sciences -> Physics -> Nuclear physics,All fields,Science and engineering,Physical sciences,Physics,Nuclear physics,5,104,39,65,10,0,6,3,44,1,0,1
