table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
9473,r011,"All fields -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural, animal, plant, and veterinary sciences -> Agricultural, animal, plant, and veterinary sciences nec",All fields,Science and engineering,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec",5,120,48,70,7,0,3,5,52,2,0,1
9473,r012,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,,4,448,116,312,34,2,15,12,229,6,5,9
9473,r013,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Environmental science,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Environmental science,5,147,46,95,14,0,8,6,62,1,0,4
9473,r014,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Environmental/ natural resources management and policy,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy,5,71,24,46,6,0,1,2,34,1,0,2
9473,r015,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Forestry,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Forestry,5,69,23,44,5,1,1,2,33,1,0,1
9473,r016,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Natural resources conservation and research,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources conservation and research,5,72,13,50,4,0,4,0,33,2,5,2
9473,r017,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Natural resources and conservation nec,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources and conservation nec,5,89,10,77,5,1,1,2,67,1,0,0
9473,r018,All fields -> Science and engineering -> Biological and biomedical sciences,All fields,Science and engineering,Biological and biomedical sciences,,,3,9386,2344,6745,728,9,831,321,4442,274,64,76
9473,r019,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",,4,1555,490,1022,114,2,145,39,671,30,12,9
9473,r020,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry,5,465,135,310,34,0,38,15,210,6,3,4
9473,r021,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry and molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry and molecular biology,5,326,95,227,28,1,30,12,148,3,3,2
9473,r022,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biophysics",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics,5,251,109,135,7,0,25,4,92,4,2,1
9473,r023,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Molecular biology,5,274,65,201,22,1,33,5,128,9,2,1
9473,r024,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry, biophysics, and molecular biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec",5,239,86,149,23,0,19,3,93,8,2,1
9473,r025,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",,4,688,303,364,21,0,91,13,216,15,4,4
9473,r026,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Bioinformatics,5,169,73,90,6,0,26,2,54,1,1,0
9473,r027,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Biostatistics,5,260,127,120,5,0,36,3,70,3,1,2
9473,r028,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Computational biology,5,154,61,92,5,0,17,2,59,7,0,2
9473,r029,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics, biostatistics, and computational biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology","Bioinformatics, biostatistics, and computational biology nec",5,105,42,62,5,0,12,6,33,4,2,0
9473,r030,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,,4,689,158,506,63,1,62,22,332,22,1,3
9473,r031,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular and molecular biology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular and molecular biology,5,526,128,384,47,0,45,17,255,16,1,3
9473,r032,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Developmental biology and embryology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Developmental biology and embryology,5,115,23,89,12,1,13,4,56,3,0,0
9473,r033,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular biology and anatomy nec,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec,5,48,7,33,4,0,4,1,21,3,0,0
9473,r034,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",,4,1120,208,890,82,2,63,58,635,39,6,5
9473,r035,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology,5,238,26,210,16,1,2,1,179,8,2,1
9473,r036,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology and evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology and evolutionary biology,5,270,44,223,25,0,9,8,167,11,2,1
9473,r037,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology,5,386,86,288,26,1,37,41,165,14,2,2
9473,r038,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology and biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology and biostatistics,5,45,12,32,4,0,6,1,19,2,0,0
9473,r039,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Evolutionary biology,5,83,17,65,8,0,5,5,44,3,0,0
9473,r040,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology, evolutionary biology, and epidemiology nec",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec",5,98,23,72,3,0,4,2,61,1,0,1
9473,r041,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,,4,436,92,335,37,0,34,12,237,6,6,3
9473,r042,"All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics, general",All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,"Genetics, general",5,122,15,101,10,0,6,3,78,2,2,0
9473,r043,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genome sciences and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genome sciences and genomics,5,97,28,68,8,0,12,1,45,0,1,1
9473,r044,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Human/ medical genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Human/ medical genetics,5,81,15,65,4,0,9,5,42,2,1,2
9473,r045,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Molecular genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Molecular genetics,5,66,17,48,8,0,4,0,35,1,0,0
9473,r046,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics and genomics nec,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genetics and genomics nec,5,70,17,53,7,0,3,3,37,1,2,0
9473,r047,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,,4,1089,178,887,100,0,112,41,585,34,5,10
9473,r048,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Immunology,5,343,56,280,31,0,53,17,163,10,4,2
9473,r049,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology,5,266,41,222,35,0,21,8,147,10,0,1
9473,r050,"All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology, general",All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,"Microbiology, general",5,270,38,222,18,0,23,11,159,6,0,5
9473,r051,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Virology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Virology,5,123,21,101,8,0,9,2,77,4,0,1
9473,r052,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology nec,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec,5,87,22,62,8,0,6,3,39,4,1,1
9473,r053,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,,4,1177,214,924,116,1,129,36,586,40,6,10
9473,r054,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Cognitive neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Cognitive neuroscience,5,131,23,103,7,0,11,7,72,5,0,1
9473,r055,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology,5,79,12,67,12,0,9,3,34,7,1,1
9473,r056,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neuroscience,5,824,138,657,80,1,96,19,428,23,5,5
9473,r057,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology and neurosciences nec,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec,5,143,41,97,17,0,13,7,52,5,0,3
9473,r058,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,,4,386,86,285,31,0,33,30,173,14,3,1
9473,r059,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology,5,164,41,119,14,0,16,12,71,3,2,1
9473,r060,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology,5,125,23,96,13,0,5,11,58,8,1,0
9473,r061,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology and toxicology nec,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec,5,97,22,70,4,0,12,7,44,3,0,0
9473,r062,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",,4,768,204,545,65,2,65,26,355,25,4,3
9473,r063,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Biomechanics",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Biomechanics,5,69,27,42,7,0,3,0,30,1,1,0
9473,r064,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Exercise physiology and kinesiology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Exercise physiology and kinesiology,5,96,19,77,4,1,3,2,60,5,1,1
9473,r065,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Oncology and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",Oncology and cancer biology,5,320,91,221,25,1,37,12,132,10,2,2
9473,r066,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Physiology, general",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, general",5,99,16,76,9,0,8,5,50,4,0,0
9473,r067,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology -> Physiology, oncology, and cancer biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology","Physiology, oncology, and cancer biology nec",5,184,51,129,20,0,14,7,83,5,0,0
9473,r068,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",,4,1478,411,987,99,1,97,44,652,49,17,28
9473,r069,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biology/ biological sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biology/ biological sciences, general",5,473,123,321,30,1,31,14,208,19,6,12
9473,r070,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biomedical sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biomedical sciences, general",5,374,84,256,29,0,35,15,153,12,6,6
9473,r071,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Botany and plant biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Botany and plant biology,5,45,9,35,5,0,2,2,26,0,0,0
9473,r072,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Entomology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology,5,134,41,88,7,0,3,2,68,2,0,6
9473,r073,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant pathology and phytopathology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant pathology and phytopathology,5,98,57,39,4,0,2,3,26,1,1,2
9473,r074,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant physiology and biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec,5,70,29,39,6,0,4,1,26,2,0,0
9473,r075,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Zoology and animal biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology,5,84,9,75,4,0,2,2,61,5,0,1
9473,r076,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biological and biomedical sciences nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec,5,200,59,134,14,0,18,5,84,8,4,1
9473,r077,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,,3,2188,1318,774,43,1,153,42,473,25,18,19
9473,r078,All fields -> Science and engineering -> Computer and information sciences -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,,4,1484,885,539,27,1,103,18,341,22,16,11
9473,r079,All fields -> Science and engineering -> Computer and information sciences -> Computer science -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,Computer science,5,1484,885,539,27,1,103,18,341,22,16,11
9473,r080,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",,4,704,433,235,16,0,50,24,132,3,2,8
9473,r081,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Artificial intelligence",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Artificial intelligence,5,205,141,58,4,0,17,5,30,0,2,0
9473,r082,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences, general",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other","Computer and information sciences, general",5,130,88,28,3,0,7,1,14,0,0,3
9473,r083,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer systems networking and telecommunications",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications,5,116,71,42,4,0,11,3,22,1,0,1
9473,r084,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Informatics and information technology",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology,5,94,46,42,0,0,5,9,26,1,0,1
9473,r085,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Information sciences/ studies",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Information sciences/ studies,5,92,43,43,4,0,8,4,24,1,0,2
9473,r086,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences nec",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer and information sciences nec,5,67,44,22,1,0,2,2,16,0,0,1
9473,r087,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,,3,10763,5820,4436,362,5,677,187,2875,168,52,110
9473,r088,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",,4,1236,350,842,79,0,173,26,503,37,11,13
9473,r089,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,5,1135,306,787,75,0,163,24,469,34,10,12
9473,r090,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological/ biosystems engineering and biomedical technology",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Biological/ biosystems engineering and biomedical technology,5,101,44,55,4,0,10,2,34,3,1,1
9473,r091,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,,4,1255,635,569,33,2,92,19,382,28,2,11
9473,r092,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and biomolecular engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and biomolecular engineering,5,205,81,122,10,1,17,4,87,3,0,0
9473,r093,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical engineering,5,885,439,409,19,1,68,12,275,24,1,9
9473,r094,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Petroleum engineering,5,102,75,17,2,0,3,2,8,1,1,0
9473,r095,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and petroleum engineering nec,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and petroleum engineering nec,5,63,40,21,2,0,4,1,12,0,0,2
9473,r096,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",,4,1315,823,436,35,0,50,34,285,14,6,12
9473,r097,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Civil engineering,5,330,235,78,6,0,14,5,41,3,0,9
9473,r098,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil and environmental engineering ",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Civil and environmental engineering ,5,503,270,202,15,0,22,19,133,8,4,1
9473,r099,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Environmental/ environmental health engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Environmental/ environmental health engineering,5,65,30,33,4,0,3,4,21,0,1,0
9473,r100,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Geotechnical and geoenvironmental engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Geotechnical and geoenvironmental engineering,5,87,54,32,5,0,3,0,23,0,1,0
9473,r101,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Structural engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Structural engineering,5,130,92,37,3,0,2,3,26,1,0,2
9473,r102,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Transportation and highway engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Transportation and highway engineering,5,112,90,22,2,0,3,2,14,1,0,0
9473,r103,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil, environmental, and transportation engineering nec",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering","Civil, environmental, and transportation engineering nec",5,88,52,32,0,0,3,1,27,1,0,0
9473,r104,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,,4,2132,1471,552,45,1,101,35,334,14,7,15
9473,r105,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Computer engineering,5,263,183,69,3,0,11,7,44,3,0,1
9473,r106,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering,5,1357,958,358,31,1,69,25,214,8,5,5
