table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_intramural_performersa,field_extramural_performersb_total,field_extramural_performersb_academic_institutions,field_extramural_performersb_companies_and_individualsc,field_extramural_performersb_otherd
9947,r163,"United States<sup>e</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>e</sup>,Louisiana,"Transportation and Development, Department of ",3,10000000,5000000,5000000,4500000,500000,0
9947,r164,"United States<sup>e</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>e</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,5548888,4524439,1024449,737639,94718,192092
9947,r165,United States<sup>e</sup> -> Maine,United States<sup>e</sup>,Maine,,2,24812470,12208306,12604164,4385530,6971533,1247101
9947,r166,"United States<sup>e</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>e</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1889382,1682997,206385,12368,194017,0
9947,r167,United States<sup>e</sup> -> Maine -> Aquaculture Innovation Center,United States<sup>e</sup>,Maine,Aquaculture Innovation Center,3,555101,435877,119224,59612,0,59612
9947,r168,"United States<sup>e</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>e</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1080841,763201,317640,317640,0,0
9947,r169,"United States<sup>e</sup> -> Maine -> Marine Resources, Department of",United States<sup>e</sup>,Maine,"Marine Resources, Department of",3,2712300,2589300,123000,0,123000,0
9947,r170,"United States<sup>e</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>e</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,9143683,6236931,2906752,2468630,0,438122
9947,r171,United States<sup>e</sup> -> Maine -> Technology Institute,United States<sup>e</sup>,Maine,Technology Institute,3,7931163,0,7931163,927280,6254516,749367
9947,r172,"United States<sup>e</sup> -> Maine -> Transportation, Department of ",United States<sup>e</sup>,Maine,"Transportation, Department of ",3,1500000,500000,1000000,600000,400000,0
9947,r173,United States<sup>e</sup> -> Maryland,United States<sup>e</sup>,Maryland,,2,31280581,864022,30416559,25771680,2612842,2032037
9947,r174,United States<sup>e</sup> -> Maryland -> Energy Administration,United States<sup>e</sup>,Maryland,Energy Administration,3,2000000,0,2000000,0,0,2000000
9947,r175,"United States<sup>e</sup> -> Maryland -> Health, Department of",United States<sup>e</sup>,Maryland,"Health, Department of",3,15000000,0,15000000,15000000,0,0
9947,r176,"United States<sup>e</sup> -> Maryland -> Natural Resources, Department of",United States<sup>e</sup>,Maryland,"Natural Resources, Department of",3,410466,272429,138037,88000,18000,32037
9947,r177,United States<sup>e</sup> -> Maryland -> Technology Development Corporation,United States<sup>e</sup>,Maryland,Technology Development Corporation,3,11227112,0,11227112,9582270,1644842,0
9947,r178,"United States<sup>e</sup> -> Maryland -> Transportation, Department of",United States<sup>e</sup>,Maryland,"Transportation, Department of",3,2643003,591593,2051410,1101410,950000,0
9947,r179,United States<sup>e</sup> -> Massachusetts,United States<sup>e</sup>,Massachusetts,,2,26616423,1636998,24979425,10387510,10092864,4499051
9947,r180,United States<sup>e</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>e</sup>,Massachusetts,Clean Energy Technology Center,3,6848706,0,6848706,765531,4948191,1134984
9947,r181,"United States<sup>e</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>e</sup>,Massachusetts,"Environmental Protection, Department of ",3,1771575,278302,1493273,829988,661061,2224
9947,r182,"United States<sup>e</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>e</sup>,Massachusetts,"Fish and Game, Department of ",3,1064180,842896,221284,119903,2440,98941
9947,r183,United States<sup>e</sup> -> Massachusetts -> Gaming Commission,United States<sup>e</sup>,Massachusetts,Gaming Commission,3,2831240,215800,2615440,2165440,271000,179000
9947,r184,United States<sup>e</sup> -> Massachusetts -> MassVentures,United States<sup>e</sup>,Massachusetts,MassVentures,3,3400000,0,3400000,400000,3000000,0
9947,r185,"United States<sup>e</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>e</sup>,Massachusetts,"Mental Health, Department of",3,2306184,0,2306184,1147969,879776,278439
9947,r186,"United States<sup>e</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>e</sup>,Massachusetts,"Public Health, Department of ",3,1888570,0,1888570,1590226,277896,20448
9947,r187,United States<sup>e</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>e</sup>,Massachusetts,Technology Park Corporation ,3,1805968,0,1805968,1141453,22500,642015
9947,r188,"United States<sup>e</sup> -> Massachusetts -> Transportation, Department of",United States<sup>e</sup>,Massachusetts,"Transportation, Department of",3,4050000,0,4050000,2227000,30000,1793000
9947,r189,United States<sup>e</sup> -> Massachusetts -> Water Resources Authority,United States<sup>e</sup>,Massachusetts,Water Resources Authority,3,650000,300000,350000,0,0,350000
9947,r190,United States<sup>e</sup> -> Michigan,United States<sup>e</sup>,Michigan,,2,30525914,254848,30271066,13679420,619972,15971674
9947,r191,"United States<sup>e</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>e</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3198958,68044,3130914,2801540,0,329374
9947,r192,"United States<sup>e</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>e</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,438854,186804,252050,169268,82782,0
9947,r193,United States<sup>e</sup> -> Michigan -> Health and Human Services,United States<sup>e</sup>,Michigan,Health and Human Services,3,662258,0,662258,662258,0,0
9947,r194,United States<sup>e</sup> -> Michigan -> Licensing and Regulatory Affairs,United States<sup>e</sup>,Michigan,Licensing and Regulatory Affairs,3,20000000,0,20000000,7020950,0,12979050
9947,r195,"United States<sup>e</sup> -> Michigan -> Transportation, Department of",United States<sup>e</sup>,Michigan,"Transportation, Department of",3,6225844,0,6225844,3025404,537190,2663250
9947,r196,United States<sup>e</sup> -> Minnesota,United States<sup>e</sup>,Minnesota,,2,25093959,3038564,22055395,14721856,4570534,2763005
9947,r197,"United States<sup>e</sup> -> Minnesota -> Agriculture, Department of",United States<sup>e</sup>,Minnesota,"Agriculture, Department of",3,5160630,996789,4163841,3469866,242003,451972
9947,r198,United States<sup>e</sup> -> Minnesota -> Forest Resources Council,United States<sup>e</sup>,Minnesota,Forest Resources Council,3,75000,0,75000,75000,0,0
9947,r199,"United States<sup>e</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>e</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,228492,0,228492,228492,0,0
9947,r200,"United States<sup>e</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>e</sup>,Minnesota,"Natural Resources, Department of",3,2220492,2041775,178717,174428,4289,0
9947,r201,United States<sup>e</sup> -> Minnesota -> Pollution Control Agency,United States<sup>e</sup>,Minnesota,Pollution Control Agency,3,233164,0,233164,0,204071,29093
9947,r202,"United States<sup>e</sup> -> Minnesota -> Transportation, Department of",United States<sup>e</sup>,Minnesota,"Transportation, Department of",3,17176181,0,17176181,10774070,4120171,2281940
9947,r203,United States<sup>e</sup> -> Mississippi,United States<sup>e</sup>,Mississippi,,2,9788541,2820168,6968373,3754922,1028977,2184474
9947,r204,"United States<sup>e</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>e</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,114017,0,114017,114017,0,0
9947,r205,"United States<sup>e</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>e</sup>,Mississippi,"Environmental Quality, Department of",3,833599,97936,735663,735663,0,0
9947,r206,United States<sup>e</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>e</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,927742,91946,835796,569178,52018,214600
9947,r207,"United States<sup>e</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>e</sup>,Mississippi,"Marine Resources, Department of",3,2131369,1796095,335274,335274,0,0
9947,r208,"United States<sup>e</sup> -> Mississippi -> Transportation, Department of",United States<sup>e</sup>,Mississippi,"Transportation, Department of",3,3300333,100000,3200333,350000,944459,1905874
9947,r209,"United States<sup>e</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>e</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,2481481,734191,1747290,1650790,32500,64000
9947,r210,United States<sup>e</sup> -> Missouri,United States<sup>e</sup>,Missouri,,2,12430684,4338958,8091726,6267780,1397709,426237
9947,r211,"United States<sup>e</sup> -> Missouri -> Agriculture, Department of",United States<sup>e</sup>,Missouri,"Agriculture, Department of",3,1197350,0,1197350,992495,204855,0
9947,r212,"United States<sup>e</sup> -> Missouri -> Conservation, Department of",United States<sup>e</sup>,Missouri,"Conservation, Department of",3,7039079,4338958,2700121,2343013,0,357108
9947,r213,"United States<sup>e</sup> -> Missouri -> Mental Health, Department of",United States<sup>e</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500,242500,0,0
9947,r214,"United States<sup>e</sup> -> Missouri -> Natural Resources, Department of",United States<sup>e</sup>,Missouri,"Natural Resources, Department of",3,174359,0,174359,105230,0,69129
9947,r215,United States<sup>e</sup> -> Missouri -> Technology Corporation,United States<sup>e</sup>,Missouri,Technology Corporation,3,500000,0,500000,0,500000,0
9947,r216,"United States<sup>e</sup> -> Missouri -> Transportation, Department of",United States<sup>e</sup>,Missouri,"Transportation, Department of",3,2646956,0,2646956,1954102,692854,0
9947,r217,United States<sup>e</sup> -> Missouri -> Wine and Grape Board,United States<sup>e</sup>,Missouri,Wine and Grape Board,3,630440,0,630440,630440,0,0
9947,r218,United States<sup>e</sup> -> Montana,United States<sup>e</sup>,Montana,,2,9752216,3400729,6351487,4200739,0,2150748
9947,r219,"United States<sup>e</sup> -> Montana -> Agriculture, Department of",United States<sup>e</sup>,Montana,"Agriculture, Department of",3,3359243,0,3359243,3359243,0,0
9947,r220,"United States<sup>e</sup> -> Montana -> Environmental Quality, Department of",United States<sup>e</sup>,Montana,"Environmental Quality, Department of",3,55000,55000,0,0,0,0
9947,r221,"United States<sup>e</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>e</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3824321,2786890,1037431,0,0,1037431
9947,r222,"United States<sup>e</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>e</sup>,Montana,"Natural Resources and Conservation, Department of",3,42740,36794,5946,5946,0,0
9947,r223,"United States<sup>e</sup> -> Montana -> Transportation, Department of",United States<sup>e</sup>,Montana,"Transportation, Department of",3,2470912,522045,1948867,835550,0,1113317
9947,r224,United States<sup>e</sup> -> Nebraska,United States<sup>e</sup>,Nebraska,,2,32687157,2114433,30572724,25706242,4758046,108436
9947,r225,"United States<sup>e</sup> -> Nebraska -> Agriculture, Department of",United States<sup>e</sup>,Nebraska,"Agriculture, Department of",3,880683,0,880683,853349,13768,13566
9947,r226,United States<sup>e</sup> -> Nebraska -> Corn Board,United States<sup>e</sup>,Nebraska,Corn Board,3,798965,0,798965,798965,0,0
9947,r227,United States<sup>e</sup> -> Nebraska -> Dry Bean Commission,United States<sup>e</sup>,Nebraska,Dry Bean Commission,3,305376,0,305376,305376,0,0
9947,r228,"United States<sup>e</sup> -> Nebraska -> Economic Development, Department of",United States<sup>e</sup>,Nebraska,"Economic Development, Department of",3,6618124,0,6618124,2032624,4585500,0
9947,r229,United States<sup>e</sup> -> Nebraska -> Game and Parks Commission,United States<sup>e</sup>,Nebraska,Game and Parks Commission,3,3935042,2021933,1913109,1719461,108778,84870
9947,r230,United States<sup>e</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>e</sup>,Nebraska,Grain Sorghum Board,3,5000,0,5000,5000,0,0
9947,r231,"United States<sup>e</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>e</sup>,Nebraska,"Health and Human Services, Department of",3,18833700,0,18833700,18833700,0,0
9947,r232,"United States<sup>e</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>e</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,31158,0,31158,31158,0,0
9947,r233,"United States<sup>e</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>e</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000,0,50000,0
9947,r234,United States<sup>e</sup> -> Nebraska -> Pea And Lentil Commission,United States<sup>e</sup>,Nebraska,Pea And Lentil Commission,3,1390,0,1390,1390,0,0
9947,r235,"United States<sup>e</sup> -> Nebraska -> Transportation, Department of",United States<sup>e</sup>,Nebraska,"Transportation, Department of",3,1217719,92500,1125219,1125219,0,0
9947,r236,United States<sup>e</sup> -> Nebraska -> Wheat Board,United States<sup>e</sup>,Nebraska,Wheat Board,3,10000,0,10000,0,0,10000
9947,r237,United States<sup>e</sup> -> Nevada,United States<sup>e</sup>,Nevada,,2,3643395,208642,3434753,2200553,283100,951100
9947,r238,"United States<sup>e</sup> -> Nevada -> Agriculture, Department of",United States<sup>e</sup>,Nevada,"Agriculture, Department of",3,208642,208642,0,0,0,0
9947,r239,"United States<sup>e</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>e</sup>,Nevada,"Economic Development, Governor's office of",3,1327253,0,1327253,1327253,0,0
9947,r240,"United States<sup>e</sup> -> Nevada -> Transportation, Department of",United States<sup>e</sup>,Nevada,"Transportation, Department of",3,2107500,0,2107500,873300,283100,951100
9947,r241,United States<sup>e</sup> -> New Hampshire,United States<sup>e</sup>,New Hampshire,,2,9222505,136953,9085552,241647,7025864,1818041
9947,r242,"United States<sup>e</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>e</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,43897,0,43897,21072,0,22825
9947,r243,"United States<sup>e</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>e</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7000000,0,7000000,0,7000000,0
9947,r244,"United States<sup>e</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>e</sup>,New Hampshire,"Environmental Services, Department of",3,1259624,0,1259624,9840,0,1249784
9947,r245,"United States<sup>e</sup> -> New Hampshire -> Transportation, Department of",United States<sup>e</sup>,New Hampshire,"Transportation, Department of",3,918984,136953,782031,210735,25864,545432
9947,r246,United States<sup>e</sup> -> New Jersey,United States<sup>e</sup>,New Jersey,,2,65020915,3317395,61703520,47835643,1504415,12363462
9947,r247,"United States<sup>e</sup> -> New Jersey -> Agriculture, Department of",United States<sup>e</sup>,New Jersey,"Agriculture, Department of",3,180151,180151,0,0,0,0
9947,r248,"United States<sup>e</sup> -> New Jersey -> Children and Families, Department of",United States<sup>e</sup>,New Jersey,"Children and Families, Department of",3,368019,196441,171578,91578,0,80000
9947,r249,"United States<sup>e</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>e</sup>,New Jersey,"Community Affairs, Department of ",3,22000,5000,17000,0,17000,0
9947,r250,"United States<sup>e</sup> -> New Jersey -> Corrections, Department of",United States<sup>e</sup>,New Jersey,"Corrections, Department of",3,416034,416034,0,0,0,0
9947,r251,"United States<sup>e</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>e</sup>,New Jersey,"Environmental Protection, Department of",3,6493270,2122182,4371088,4055096,236500,79492
9947,r252,"United States<sup>e</sup> -> New Jersey -> Health, Department of",United States<sup>e</sup>,New Jersey,"Health, Department of",3,45343885,0,45343885,34139915,0,11203970
9947,r253,United States<sup>e</sup> -> New Jersey -> Pinelands Commission,United States<sup>e</sup>,New Jersey,Pinelands Commission,3,412081,351618,60463,0,60463,0
9947,r254,"United States<sup>e</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>e</sup>,New Jersey,"Secretary of Higher Education, Office of",3,4500000,0,4500000,3500000,0,1000000
9947,r255,"United States<sup>e</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>e</sup>,New Jersey,"State Parole Board, New Jersey",3,45969,45969,0,0,0,0
9947,r256,"United States<sup>e</sup> -> New Jersey -> Transit, New Jersey",United States<sup>e</sup>,New Jersey,"Transit, New Jersey",3,251362,0,251362,251362,0,0
9947,r257,"United States<sup>e</sup> -> New Jersey -> Transportation, Department of",United States<sup>e</sup>,New Jersey,"Transportation, Department of",3,6988144,0,6988144,5797692,1190452,0
9947,r258,United States<sup>e</sup> -> New Mexico,United States<sup>e</sup>,New Mexico,,2,3456227,1110427,2345800,1629579,374741,341480
9947,r259,"United States<sup>e</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>e</sup>,New Mexico,"Cultural Affairs, Department of",3,105527,105527,0,0,0,0
9947,r260,"United States<sup>e</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>e</sup>,New Mexico,"Game and Fish, Department of",3,1765554,545000,1220554,889179,89895,241480
9947,r261,"United States<sup>e</sup> -> New Mexico -> Transportation, Department of",United States<sup>e</sup>,New Mexico,"Transportation, Department of",3,1400300,459900,940400,740400,100000,100000
9947,r262,United States<sup>e</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>e</sup>,New Mexico,Western State Air Resources Council,3,184846,0,184846,0,184846,0
9947,r263,United States<sup>e</sup> -> New York,United States<sup>e</sup>,New York,,2,506283025,274950816,231332209,154930297,47930079,28471833
9947,r264,"United States<sup>e</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>e</sup>,New York,"Agriculture and Markets, Department of ",3,7728860,2365000,5363860,2043860,0,3320000
9947,r265,"United States<sup>e</sup> -> New York -> Economic Development, Department of",United States<sup>e</sup>,New York,"Economic Development, Department of",3,103874022,0,103874022,97874022,1000000,5000000
9947,r266,United States<sup>e</sup> -> New York -> Energy Research and Development Authority,United States<sup>e</sup>,New York,Energy Research and Development Authority,3,56620719,6494503,50126216,6855709,38625226,4645281
9947,r267,"United States<sup>e</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>e</sup>,New York,"Environmental Conservation, Department of ",3,8217418,4399864,3817554,3465824,210500,141230
9947,r268,"United States<sup>e</sup> -> New York -> Health, Department of ",United States<sup>e</sup>,New York,"Health, Department of ",3,58241006,29578789,28662217,18665207,2539456,7457554
9947,r269,"United States<sup>e</sup> -> New York -> Mental Health, Office of ",United States<sup>e</sup>,New York,"Mental Health, Office of ",3,170676444,145294992,25381452,24805237,513212,63003
9947,r270,"United States<sup>e</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>e</sup>,New York,"People with Developmental Disabilities, Office of",3,1682143,1682143,0,0,0,0
9947,r271,United States<sup>e</sup> -> New York -> Power Authority,United States<sup>e</sup>,New York,Power Authority,3,9714648,1759883,7954765,110000,0,7844765
9947,r272,United States<sup>e</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>e</sup>,New York,Roswell Park Comprehensive Cancer Center,3,71562773,71562773,0,0,0,0
9947,r273,United States<sup>e</sup> -> New York -> State Museum,United States<sup>e</sup>,New York,State Museum,3,10982258,10584848,397410,397410,0,0
9947,r274,United States<sup>e</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>e</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,405292,0,405292,405292,0,0
9947,r275,"United States<sup>e</sup> -> New York -> Transportation, Department of ",United States<sup>e</sup>,New York,"Transportation, Department of ",3,6577442,1228021,5349421,307736,5041685,0
9947,r276,United States<sup>e</sup> -> North Carolina,United States<sup>e</sup>,North Carolina,,2,38818576,17505611,21312965,14454020,5333677,1525268
9947,r277,"United States<sup>e</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>e</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,13922911,1500000,1300000,200000,0
9947,r278,United States<sup>e</sup> -> North Carolina -> Biotechnology Center,United States<sup>e</sup>,North Carolina,Biotechnology Center,3,2841679,0,2841679,2841679,0,0
9947,r279,"United States<sup>e</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>e</sup>,North Carolina,"Environmental Quality, Department of",3,3275157,1223587,2051570,564324,459987,1027259
9947,r280,"United States<sup>e</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>e</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2425310,1809113,616197,218188,0,398009
9947,r281,"United States<sup>e</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>e</sup>,North Carolina,"Science Technology & Innovation, Office of",3,4660090,0,4660090,0,4660090,0
9947,r282,"United States<sup>e</sup> -> North Carolina -> Transportation, Department of",United States<sup>e</sup>,North Carolina,"Transportation, Department of",3,10050000,550000,9500000,9500000,0,0
9947,r283,United States<sup>e</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>e</sup>,North Carolina,Wine and Grape Growers Council,3,143429,0,143429,29829,13600,100000
9947,r284,United States<sup>e</sup> -> North Dakota,United States<sup>e</sup>,North Dakota,,2,17874336,131121,17743215,6647965,9559797,1535453
9947,r285,"United States<sup>e</sup> -> North Dakota -> Agriculture, Department of",United States<sup>e</sup>,North Dakota,"Agriculture, Department of",3,3313396,0,3313396,0,3222007,91389
9947,r286,United States<sup>e</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>e</sup>,North Dakota,Dry Pea and Lentil Commission,3,282308,0,282308,282308,0,0
9947,r287,"United States<sup>e</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>e</sup>,North Dakota,"Game and Fish, Department of",3,595698,0,595698,359197,6234,230267
9947,r288,United States<sup>e</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>e</sup>,North Dakota,Historical Society of North Dakota,3,93115,93115,0,0,0,0
9947,r289,United States<sup>e</sup> -> North Dakota -> Industrial Commission,United States<sup>e</sup>,North Dakota,Industrial Commission,3,9398767,0,9398767,3267555,6120122,11090
9947,r290,"United States<sup>e</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>e</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,5193,0,5193,5193,0,0
9947,r291,United States<sup>e</sup> -> North Dakota -> Soybean Council,United States<sup>e</sup>,North Dakota,Soybean Council,3,1622297,0,1622297,1410863,211434,0
9947,r292,"United States<sup>e</sup> -> North Dakota -> Transportation, Department of",United States<sup>e</sup>,North Dakota,"Transportation, Department of",3,1298374,38006,1260368,132661,0,1127707
9947,r293,United States<sup>e</sup> -> North Dakota -> Wheat Commission,United States<sup>e</sup>,North Dakota,Wheat Commission,3,1265188,0,1265188,1190188,0,75000
9947,r294,United States<sup>e</sup> -> Ohio,United States<sup>e</sup>,Ohio,,2,70471571,1106388,69365183,18527266,49891610,946307
9947,r295,"United States<sup>e</sup> -> Ohio -> Development, Department of",United States<sup>e</sup>,Ohio,"Development, Department of",3,57980338,0,57980338,11396832,46583506,0
9947,r296,"United States<sup>e</sup> -> Ohio -> Education, Department of",United States<sup>e</sup>,Ohio,"Education, Department of",3,180000,20000,160000,130000,30000,0
9947,r297,United States<sup>e</sup> -> Ohio -> Environmental Protection Agency,United States<sup>e</sup>,Ohio,Environmental Protection Agency,3,379412,379412,0,0,0,0
9947,r298,"United States<sup>e</sup> -> Ohio -> Natural Resources, Department of",United States<sup>e</sup>,Ohio,"Natural Resources, Department of",3,3723242,706976,3016266,2850856,0,165410
9947,r299,"United States<sup>e</sup> -> Ohio -> Transportation, Department of",United States<sup>e</sup>,Ohio,"Transportation, Department of",3,6349868,0,6349868,2836444,3278104,235320
9947,r300,United States<sup>e</sup> -> Ohio -> Water Development Authority,United States<sup>e</sup>,Ohio,Water Development Authority,3,1858711,0,1858711,1313134,0,545577
9947,r301,United States<sup>e</sup> -> Oklahoma,United States<sup>e</sup>,Oklahoma,,2,27646238,1946574,25699664,17857716,3693891,4148057
9947,r302,"United States<sup>e</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>e</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8629841,0,8629841,4707013,3607828,315000
9947,r303,"United States<sup>e</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>e</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,443596,0,443596,443596,0,0
9947,r304,"United States<sup>e</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>e</sup>,Oklahoma,"Environmental Quality, Department of",3,345916,296338,49578,15880,0,33698
9947,r305,United States<sup>e</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>e</sup>,Oklahoma,Grand River Dam Authority,3,525000,315000,210000,210000,0,0
9947,r306,"United States<sup>e</sup> -> Oklahoma -> Health, Department of",United States<sup>e</sup>,Oklahoma,"Health, Department of",3,1053610,412095,641515,641515,0,0
9947,r307,"United States<sup>e</sup> -> Oklahoma -> Human Services, Department of",United States<sup>e</sup>,Oklahoma,"Human Services, Department of",3,459801,459801,0,0,0,0
9947,r308,"United States<sup>e</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>e</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,5193,0,5193,5193,0,0
9947,r309,United States<sup>e</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>e</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,10903905,0,10903905,8589848,0,2314057
9947,r310,"United States<sup>e</sup> -> Oklahoma -> Transportation, Department of",United States<sup>e</sup>,Oklahoma,"Transportation, Department of",3,3568372,460033,3108339,1547665,86063,1474611
9947,r311,"United States<sup>e</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>e</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1711004,3307,1707697,1697006,0,10691
9947,r312,United States<sup>e</sup> -> Oregon,United States<sup>e</sup>,Oregon,,2,33801166,16703743,17097423,8564907,4287150,4245366
9947,r313,"United States<sup>e</sup> -> Oregon -> Agriculture, Department of",United States<sup>e</sup>,Oregon,"Agriculture, Department of",3,248348,0,248348,246348,2000,0
9947,r314,United States<sup>e</sup> -> Oregon -> Business Oregon,United States<sup>e</sup>,Oregon,Business Oregon,3,11252148,0,11252148,4403988,3348160,3500000
9947,r315,"United States<sup>e</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>e</sup>,Oregon,"Environmental Quality, Department of",3,145000,145000,0,0,0,0
9947,r316,"United States<sup>e</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>e</sup>,Oregon,"Fish and Wildlife, Department of",3,14109145,11930138,2179007,1436198,732529,10280
9947,r317,"United States<sup>e</sup> -> Oregon -> Forestry, Department of",United States<sup>e</sup>,Oregon,"Forestry, Department of",3,700000,350000,350000,50000,150000,150000
9947,r318,"United States<sup>e</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>e</sup>,Oregon,"Geology and Mineral Industries, Department of",3,942340,942340,0,0,0,0
9947,r319,"United States<sup>e</sup> -> Oregon -> Human Services, Department of",United States<sup>e</sup>,Oregon,"Human Services, Department of",3,778318,778318,0,0,0,0
9947,r320,"United States<sup>e</sup> -> Oregon -> Transportation, Department of",United States<sup>e</sup>,Oregon,"Transportation, Department of",3,4292580,1706746,2585834,2428373,54461,103000
9947,r321,United States<sup>e</sup> -> Oregon -> Water Resources Department,United States<sup>e</sup>,Oregon,Water Resources Department,3,1067424,843686,223738,0,0,223738
9947,r322,United States<sup>e</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>e</sup>,Oregon,Watershed Enhancement Board,3,265863,7515,258348,0,0,258348
9947,r323,United States<sup>e</sup> -> Pennsylvania,United States<sup>e</sup>,Pennsylvania,,2,88557830,13041479,75516351,38491630,6077281,30947440
