table_id,row_id,_b_r_d_field_b_full_path,_b_r_d_field_b_level_1,_b_r_d_field_b_level_2,_b_r_d_field_b_level_3,_b_r_d_field_b_level_4,_b_r_d_field_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_imputed_amount,field_total_imputed_amount_as_of_total,field_federally_financed_all_r_d_expenditures,field_federally_financed_imputed_amount,field_federally_financed_imputed_amount_as_of_total
12643,r001,All R&D fields,All R&D fields,,,,1,3259897,17843,0.5,1573117,10229,0.7
12643,r002,All R&D fields -> All science and engineering,All R&D fields,All science and engineering,,,2,3188161,131353,4.1,1554212,52875,3.4
12643,r003,All R&D fields -> All science and engineering -> Computer and information sciences,All R&D fields,All science and engineering,Computer and information sciences,,3,133914,12773,9.5,73273,3515,4.8
12643,r004,"All R&D fields -> All science and engineering -> Geosciences, atmospheric sciences, and ocean sciences",All R&D fields,All science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",,3,149477,4090,2.7,93196,772,0.8
12643,r005,"All R&D fields -> All science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All R&D fields,All science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,4,23967,732,3.1,18240,121,0.7
12643,r006,"All R&D fields -> All science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All R&D fields,All science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,57147,1632,2.9,28915,307,1.1
12643,r007,"All R&D fields -> All science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All R&D fields,All science and engineering,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,4,60956,1714,2.8,42381,341,0.8
12643,r008,"All R&D fields -> All science and engineering -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All R&D fields,All science and engineering,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,7407,12,0.2,3660,3,0.1
12643,r009,All R&D fields -> All science and engineering -> Life sciences,All R&D fields,All science and engineering,Life sciences,,3,1331012,31168,2.3,538741,17630,3.3
12643,r010,All R&D fields -> All science and engineering -> Life sciences -> Agricultural sciences,All R&D fields,All science and engineering,Life sciences,Agricultural sciences,4,157445,626,0.4,52081,415,0.8
12643,r011,All R&D fields -> All science and engineering -> Life sciences -> Biological and biomedical sciences,All R&D fields,All science and engineering,Life sciences,Biological and biomedical sciences,4,566598,14624,2.6,261976,9373,3.6
12643,r012,All R&D fields -> All science and engineering -> Life sciences -> Health sciences,All R&D fields,All science and engineering,Life sciences,Health sciences,4,541976,12363,2.3,199709,6244,3.1
12643,r013,All R&D fields -> All science and engineering -> Life sciences -> Natural resources and conservation,All R&D fields,All science and engineering,Life sciences,Natural resources and conservation,4,19270,204,1.1,7153,170,2.4
12643,r014,All R&D fields -> All science and engineering -> Life sciences -> Life sciences nec,All R&D fields,All science and engineering,Life sciences,Life sciences nec,4,45723,3351,7.3,17822,1428,8.0
12643,r015,All R&D fields -> All science and engineering -> Mathematics and statistics,All R&D fields,All science and engineering,Mathematics and statistics,,3,13546,7937,58.6,6646,2510,37.8
12643,r016,All R&D fields -> All science and engineering -> Physical sciences,All R&D fields,All science and engineering,Physical sciences,,3,526210,15346,2.9,288280,6234,2.2
12643,r017,All R&D fields -> All science and engineering -> Physical sciences -> Astronomy and astrophysics,All R&D fields,All science and engineering,Physical sciences,Astronomy and astrophysics,4,50196,2129,4.2,24463,1147,4.7
12643,r018,All R&D fields -> All science and engineering -> Physical sciences -> Chemistry,All R&D fields,All science and engineering,Physical sciences,Chemistry,4,179214,2159,1.2,82629,1443,1.7
12643,r019,All R&D fields -> All science and engineering -> Physical sciences -> Materials science,All R&D fields,All science and engineering,Physical sciences,Materials science,4,19923,33,0.2,9231,33,0.4
12643,r020,All R&D fields -> All science and engineering -> Physical sciences -> Physics,All R&D fields,All science and engineering,Physical sciences,Physics,4,223252,9142,4.1,149604,3354,2.2
12643,r021,All R&D fields -> All science and engineering -> Physical sciences -> Physical sciences nec,All R&D fields,All science and engineering,Physical sciences,Physical sciences nec,4,53625,1883,3.5,22353,257,1.1
12643,r022,All R&D fields -> All science and engineering -> Psychology,All R&D fields,All science and engineering,Psychology,,3,16859,385,2.3,9106,278,3.1
12643,r023,All R&D fields -> All science and engineering -> Social sciences,All R&D fields,All science and engineering,Social sciences,,3,21316,1097,5.1,5269,564,10.7
12643,r024,All R&D fields -> All science and engineering -> Social sciences -> Anthropology,All R&D fields,All science and engineering,Social sciences,Anthropology,4,2183,11,0.5,666,1,0.2
12643,r025,All R&D fields -> All science and engineering -> Social sciences -> Economics,All R&D fields,All science and engineering,Social sciences,Economics,4,4171,314,7.5,1512,133,8.8
12643,r026,All R&D fields -> All science and engineering -> Social sciences -> Political science and government,All R&D fields,All science and engineering,Social sciences,Political science and government,4,1455,43,3.0,583,10,1.7
12643,r027,"All R&D fields -> All science and engineering -> Social sciences -> Sociology, demography, and population studies",All R&D fields,All science and engineering,Social sciences,"Sociology, demography, and population studies",4,3168,323,10.2,346,106,30.6
12643,r028,All R&D fields -> All science and engineering -> Social sciences -> Social sciences nec,All R&D fields,All science and engineering,Social sciences,Social sciences nec,4,10339,406,3.9,2162,314,14.5
12643,r029,All R&D fields -> All science and engineering -> Sciences nec,All R&D fields,All science and engineering,Sciences nec,,3,49040,1968,4.0,13653,597,4.4
12643,r030,All R&D fields -> All science and engineering -> Engineering,All R&D fields,All science and engineering,Engineering,,3,946787,56589,6.0,526048,20775,3.9
12643,r031,"All R&D fields -> All science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,All science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,129830,7214,5.6,81026,2113,2.6
12643,r032,All R&D fields -> All science and engineering -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,All science and engineering,Engineering,Bioengineering and biomedical engineering,4,96590,2831,2.9,44056,1711,3.9
12643,r033,All R&D fields -> All science and engineering -> Engineering -> Chemical engineering,All R&D fields,All science and engineering,Engineering,Chemical engineering,4,81273,782,1.0,46266,299,0.6
12643,r034,All R&D fields -> All science and engineering -> Engineering -> Civil engineering,All R&D fields,All science and engineering,Engineering,Civil engineering,4,55115,507,0.9,24507,213,0.9
12643,r035,"All R&D fields -> All science and engineering -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,All science and engineering,Engineering,"Electrical, electronic, and communications engineering",4,205886,24972,12.1,131082,9206,7.0
12643,r036,All R&D fields -> All science and engineering -> Engineering -> Industrial and manufacturing engineering,All R&D fields,All science and engineering,Engineering,Industrial and manufacturing engineering,4,31933,4315,13.5,18130,1267,7.0
12643,r037,All R&D fields -> All science and engineering -> Engineering -> Mechanical engineering,All R&D fields,All science and engineering,Engineering,Mechanical engineering,4,129395,10624,8.2,70832,4084,5.8
12643,r038,All R&D fields -> All science and engineering -> Engineering -> Metallurgical and materials engineering,All R&D fields,All science and engineering,Engineering,Metallurgical and materials engineering,4,71977,1489,2.1,48955,732,1.5
12643,r039,All R&D fields -> All science and engineering -> Engineering -> Engineering nec,All R&D fields,All science and engineering,Engineering,Engineering nec,4,144788,3855,2.7,61194,1150,1.9
12643,r040,All R&D fields -> All non-science and engineering,All R&D fields,All non-science and engineering,,,2,71736,1006,1.4,18905,421,2.2
12643,r041,All R&D fields -> All non-science and engineering -> Business management and business administration,All R&D fields,All non-science and engineering,Business management and business administration,,3,4629,127,2.7,317,11,3.5
12643,r042,All R&D fields -> All non-science and engineering -> Communication and communications technologies,All R&D fields,All non-science and engineering,Communication and communications technologies,,3,3448,51,1.5,541,3,0.6
12643,r043,All R&D fields -> All non-science and engineering -> Education,All R&D fields,All non-science and engineering,Education,,3,6954,562,8.1,2270,359,15.8
12643,r044,All R&D fields -> All non-science and engineering -> Humanities,All R&D fields,All non-science and engineering,Humanities,,3,4568,171,3.7,241,24,10.0
12643,r045,All R&D fields -> All non-science and engineering -> Law,All R&D fields,All non-science and engineering,Law,,3,743,17,2.3,121,2,1.7
12643,r046,All R&D fields -> All non-science and engineering -> Social work,All R&D fields,All non-science and engineering,Social work,,3,293,12,4.1,167,8,4.8
12643,r047,All R&D fields -> All non-science and engineering -> Visual and performing arts,All R&D fields,All non-science and engineering,Visual and performing arts,,3,4688,38,0.8,838,4,0.5
12643,r048,All R&D fields -> All non-science and engineering -> Non-science and engineering nec,All R&D fields,All non-science and engineering,Non-science and engineering nec,,3,46413,28,0.1,14410,10,0.1
