table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2016,field_total_2017,field_total_2018,field_total_2019,field_federally_financed_2016,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019
3170,r001,All institutions,All institutions,,1,-,"['11,371,207', '']","['11,913,699', '']","['12,366,530', '']","['13,214,359', '']","['6,582,290', '']","['6,828,226', '']","['7,092,526', '']","['7,667,373', '']"
3170,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['1,026,629', 'i']","['1,080,021', 'i']","['1,087,478', 'i']","['1,147,335', 'i']","['987,721', '']","['1,030,067', '']","['1,038,797', '']","['1,100,587', '']"
3170,r003,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,2,"['558,219', '']","['578,662', '']","['613,650', '']","['664,695', '']","['413,211', '']","['426,068', '']","['466,780', '']","['506,061', '']"
3170,r004,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,3,"['427,923', '']","['432,453', '']","['431,927', '']","['450,915', '']","['224,821', '']","['221,898', '']","['220,744', '']","['230,312', '']"
3170,r005,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,4,"['312,224', '']","['305,576', '']","['255,033', '']","['350,793', '']","['17,745', '']","['38,545', '']","['39,897', '']","['36,816', '']"
3170,r006,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,5,"['288,234', '']","['312,341', '']","['325,002', '']","['350,391', '']","['213,997', '']","['233,587', '']","['244,868', '']","['258,324', '']"
3170,r007,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,6,"['290,413', '']","['287,620', '']","['300,956', '']","['321,373', '']","['60,310', '']","['62,158', '']","['70,000', '']","['77,456', '']"
3170,r008,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,7,"['293,930', '']","['286,094', '']","['299,072', '']","['291,887', '']","['200,321', '']","['180,969', '']","['178,020', '']","['175,137', '']"
3170,r009,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,8,"['223,048', '']","['231,103', '']","['229,967', '']","['270,525', '']","['97,313', '']","['105,798', '']","['105,657', '']","['111,292', '']"
3170,r010,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,9,"['228,281', '']","['226,810', '']","['245,755', '']","['258,213', '']","['89,040', '']","['84,497', '']","['98,261', '']","['104,138', '']"
3170,r011,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,10,"['217,413', '']","['239,499', '']","['242,963', '']","['249,788', '']","['124,370', '']","['148,099', '']","['154,761', '']","['160,506', '']"
3170,r012,All institutions -> Utah State U.,All institutions,Utah State U.,2,11,"['99,090', '']","['111,780', '']","['140,407', '']","['202,345', '']","['88,123', '']","['100,965', '']","['124,950', '']","['183,794', '']"
3170,r013,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,12,"['170,506', '']","['192,878', '']","['195,413', '']","['201,028', '']","['103,852', '']","['122,848', '']","['126,826', '']","['130,075', '']"
3170,r014,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,13,"['185,049', '']","['189,550', '']","['200,668', '']","['200,122', '']","['71,029', '']","['73,820', '']","['75,316', '']","['81,194', '']"
3170,r015,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,14,"['147,590', '']","['178,028', '']","['183,646', '']","['177,518', '']","['70,847', '']","['75,799', '']","['84,724', '']","['85,547', '']"
3170,r016,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,15,"['147,704', '']","['158,389', '']","['166,680', '']","['174,590', '']","['75,449', '']","['83,799', '']","['84,304', '']","['91,264', '']"
