table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6390,r001,All agencies,All agencies,,,,,1,5942874.4,1088406.7,2720362.2,30521.9,343383.5,809760.0,151352.0,792591.6,6000.0,496.5
6390,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6390,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,31684.4,31684.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,11684.4,11684.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,548567.0,548567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,309748.0,309748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,238819.0,238819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,158613.9,156954.7,1659.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r010,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,110518.0,110518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r011,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,37479.0,37479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r012,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,10616.9,8957.7,1659.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r013,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2171214.4,40114.3,489735.7,30521.9,6662.4,806385.0,0.0,792591.6,5203.5,0.0
6390,r014,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,38707.0,0.0,0.0,0.0,0.0,0.0,0.0,38707.0,0.0,0.0
6390,r015,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,29000.0,29000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r016,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,520846.4,8046.4,483600.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,189846.4,8046.4,152600.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,331000.0,0.0,331000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r019,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1582661.0,3067.8,6135.7,1321.9,6662.4,806385.0,0.0,753884.6,5203.5,0.0
6390,r020,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,2354850.0,226826.3,2100076.8,0.0,27946.8,0.0,0.0,0.0,0.0,0.0
6390,r021,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,2100076.8,0.0,2100076.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r022,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,24773.2,24773.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6390,r023,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,230000.0,202053.2,0.0,0.0,27946.8,0.0,0.0,0.0,0.0,0.0
6390,r024,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,12000.0,958.0,10942.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
6390,r025,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,1150.0,600.0,450.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
6390,r026,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,10850.0,358.0,10492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
