table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2022,field_2023_preliminary_
10829,r001,All fields,All fields,,,1,48414424,51013890
10829,r002,All fields -> Computer and information sciences,All fields,Computer and information sciences,,2,2532975,3028848
10829,r003,"All fields -> Geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",,2,2124657,2720823
10829,r004,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,3,403303,NA
10829,r005,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,3,320206,NA
10829,r006,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,3,607692,NA
10829,r007,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Other geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences","Other geosciences, atmospheric sciences, and ocean sciences",3,793456,NA
10829,r008,All fields -> Life sciences,All fields,Life sciences,,2,22557759,21942239
10829,r009,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,619871,NA
10829,r010,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,11547021,NA
10829,r011,All fields -> Life sciences -> Health sciences,All fields,Life sciences,Health sciences,3,8095365,NA
10829,r012,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,203311,NA
10829,r013,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2092191,NA
10829,r014,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,295750,313354
10829,r015,All fields -> Physical sciences,All fields,Physical sciences,,2,2650164,2914046
10829,r016,All fields -> Physical sciences -> Astronomy and astrophysics,All fields,Physical sciences,Astronomy and astrophysics,3,92,NA
10829,r017,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,754582,NA
10829,r018,All fields -> Physical sciences -> Materials science,All fields,Physical sciences,Materials science,3,178661,NA
10829,r019,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,1019004,NA
10829,r020,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,697824,NA
10829,r021,All fields -> Psychology,All fields,Psychology,,2,2299833,2446475
10829,r022,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,10802,NA
10829,r023,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,34317,NA
10829,r024,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,2254714,NA
10829,r025,All fields -> Social sciences,All fields,Social sciences,,2,1150878,1338309
10829,r026,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,20608,NA
10829,r027,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,187300,NA
10829,r028,All fields -> Social sciences -> Political science and government,All fields,Social sciences,Political science and government,3,7988,NA
10829,r029,"All fields -> Social sciences -> Sociology, demography, and population studies",All fields,Social sciences,"Sociology, demography, and population studies",3,68711,NA
10829,r030,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,866272,NA
10829,r031,All fields -> Engineering,All fields,Engineering,,2,11757783,12835206
10829,r032,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,2098696,NA
10829,r033,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,64313,NA
10829,r034,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,624212,NA
10829,r035,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,573802,NA
10829,r036,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",3,661033,NA
10829,r037,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,2029207,NA
10829,r038,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,294395,NA
10829,r039,All fields -> Engineering -> Metallurgical and materials engineering,All fields,Engineering,Metallurgical and materials engineering,3,344933,NA
10829,r040,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,5067193,NA
10829,r041,All fields -> Other fields,All fields,Other fields,,2,3044624,3474589
10829,r042,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,78649,NA
10829,r043,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,20826,NA
10829,r044,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,706613,NA
10829,r045,All fields -> Other fields -> Humanities,All fields,Other fields,Humanities,3,0.05,NA
10829,r046,All fields -> Other fields -> Law,All fields,Other fields,Law,3,93,NA
10829,r047,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,0,NA
10829,r048,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,0,NA
10829,r049,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,2238443,NA
