table_id,row_id,r_d_activity_full_path,r_d_activity_level_1,r_d_activity_level_2,r_d_activity_hierarchy_depth,field_companies_with_r_d_activities,field_increased_outsourced_r_d_expenditures,field_decreased_outsourced_r_d_expenditures,field_no_change_in_outsourced_r_d_expenditures,field_don_t_know,field_did_not_answer
9047,r001,All companies,All companies,,1,"['281,577', '&nbsp;']","['1.4', '&nbsp;']","['4.5', '&nbsp;']","['66.8', '&nbsp;']","['25.6', '&nbsp;']","['1.6', '&nbsp;']"
9047,r002,All companies -> R&D-performing companies,All companies,R&D-performing companies,2,"['15,175', '&nbsp;']","['4.9', '&nbsp;']","['10.9', '&nbsp;']","['72.9', '&nbsp;']","['10.5', '&nbsp;']","['0.8', '&nbsp;']"
9047,r003,All companies -> Non-R&D-performing companies,All companies,Non-R&D-performing companies,2,"['266,401', '&nbsp;']","['1.2', '&nbsp;']","['4.2', '&nbsp;']","['66.5', '&nbsp;']","['26.5', '&nbsp;']","['1.6', '&nbsp;']"
