table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
3929,r001,All agencies surveyed,All agencies surveyed,,,,,1,2080811.6,208675.7,454985.6,822093.8,595056.5
3929,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,
3929,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,8165.9,0.0,8013.2,152.8,0.0
3929,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,4086.9,0.0,3934.1,152.8,0.0
3929,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,85.0,0.0,85.0,0.0,0.0
3929,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,3994.0,0.0,3994.0,0.0,0.0
3929,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,241236.3,106.2,46662.4,181468.9,12998.9
3929,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,45447.3,0.0,12853.1,32594.2,0.0
3929,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,137094.8,106.2,11785.1,119494.3,5709.2
3929,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,13913.5,0.0,5265.4,5173.4,3474.7
3929,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,12184.7,0.0,4021.1,4348.6,3815.0
3929,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,32596.2,0.0,12737.8,19858.4,0.0
3929,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,530532.5,0.0,128738.5,388042.7,13751.4
3929,r014,All agencies surveyed -> Departments -> Department of Energy -> Fossil Energy,All agencies surveyed,Departments,Department of Energy,Fossil Energy,,4,33000.0,0.0,33000.0,0.0,0.0
3929,r015,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,13751.4,0.0,0.0,0.0,13751.4
3929,r016,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,13751.4,0.0,0.0,0.0,13751.4
3929,r017,All agencies surveyed -> Departments -> Department of Energy -> Office of Science,All agencies surveyed,Departments,Department of Energy,Office of Science,,4,483781.1,0.0,95738.5,388042.7,0.0
3929,r018,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,34440.9,0.0,33918.1,0.0,522.8
3929,r019,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,34440.9,0.0,33918.1,0.0,522.8
3929,r020,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,,3,804.9,0.0,699.4,0.0,105.5
3929,r021,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,,4,804.9,0.0,699.4,0.0,105.5
3929,r022,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,
3929,r023,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,495510.4,118991.2,0.0,0.0,376519.2
3929,r024,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,770120.6,89578.4,236954.1,252429.5,191158.7
