table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
12270,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['691,547', '  ']","['369,910', '  ']","['71,737', '  ']","['30,981', '  ']","['10,873', '  ']","['45,638', '  ']","['10,911', '  ']","['22,557', '  ']","['3,860', '  ']","['23,141', '  ']","['101,939', '  ']"
12270,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['372,459', '  ']","['191,374', '  ']","['21,680', '  ']","['14,312', '  ']","['4,416', '  ']","['36,060', '  ']","['5,825', '  ']","['14,074', '  ']","['3,196', '  ']","['14,892', '  ']","['66,629', '  ']"
12270,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['7,143', '  ']","['3,469', '  ']","['84', '  ']","['289', '  ']","['21', '  ']","['1,048', '  ']","['114', '  ']","['270', '  ']","['7', 'r ']","['230', '  ']","['1,611', '  ']"
12270,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['767', '  ']","['419', '  ']","['3', 'i ']","['40', '  ']","['6', '  ']","['62', '  ']","['9', '  ']","['34', '  ']","['*', '  ']","['22', '  ']","['171', '  ']"
12270,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['635', '  ']","['455', '  ']","['10', '  ']","['18', '  ']","['4', '  ']","['63', '  ']","['7', '  ']","['16', '  ']","['1', '  ']","['25', '  ']","['38', '  ']"
12270,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['259', '  ']","['194', '  ']","['1', 'r ']","['4', '  ']","['9', 'r ']","['32', '  ']","['2', '  ']","['3', '  ']","['*', 'r ']","['4', '  ']","['10', '  ']"
12270,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,005', '  ']","['513', '  ']","['2', '  ']","['2', 'i ']","['13', '  ']","['378', '  ']","['5', '  ']","['7', '  ']","['*', 'i ']","['6', '  ']","['77', '  ']"
12270,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['165', '  ']","['100', '  ']","['1', 'i ']","['11', '  ']","['1', '  ']","['15', 'i ']","['5', '  ']","['10', 'i ']","['1', '  ']","['12', 'i ']","['9', 'i ']"
12270,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['860', '  ']","['447', '  ']","['2', '  ']","['53', '  ']","['2', '  ']","['54', '  ']","['2', '  ']","['36', '  ']","['*', 'i ']","['104', '  ']","['161', '  ']"
12270,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['125,728', '  ']","['53,410', '  ']","['7,716', '  ']","['8,068', '  ']","['1,007', '  ']","['11,728', '  ']","['2,580', '  ']","['4,278', '  ']","['1,470', '  ']","['9,459', '  ']","['26,012', '  ']"
12270,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,860', '  ']","['1,694', '  ']","['29', '  ']","['74', '  ']","['14', '  ']","['272', '  ']","['81', '  ']","['174', '  ']","['22', '  ']","['131', '  ']","['369', '  ']"
12270,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,493', '  ']","['933', '  ']","['1', '  ']","['53', '  ']","['4', '  ']","['125', '  ']","['16', '  ']","['92', '  ']","['23', '  ']","['83', '  ']","['163', '  ']"
12270,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,193', '  ']","['647', 'i ']","['3', 'i ']","['94', 'i ']","['12', 'i ']","['163', 'i ']","['53', 'i ']","['74', 'i ']","['D', '  ']","['12', 'i ']","['D', '&nbsp;']"
12270,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['116,073', '  ']","['47,456', '  ']","['7,667', '  ']","['7,757', '  ']","['958', '  ']","['10,946', '  ']","['2,384', '  ']","['3,788', '  ']","['1,403', '  ']","['9,151', '  ']","['24,565', '  ']"
12270,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,886', '  ']","['1,805', '  ']","['13', '  ']","['83', '  ']","['5', '  ']","['151', '  ']","['34', '  ']","['100', '  ']","['D', '  ']","['46', '  ']","['D', '  ']"
12270,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,223', '  ']","['875', '  ']","['3', '  ']","['6', '  ']","['14', '  ']","['72', '  ']","['12', '  ']","['50', '  ']","['D', '  ']","['36', '  ']","['D', '  ']"
12270,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,470', '  ']","['1,906', '  ']","['6', '  ']","['84', '  ']","['128', 'i ']","['509', '  ']","['18', '  ']","['109', '  ']","['7', '  ']","['87', '  ']","['616', '  ']"
12270,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,464', '  ']","['932', '  ']","['6', '  ']","['44', '  ']","['7', '  ']","['76', '  ']","['8', '  ']","['75', '  ']","['2', '  ']","['55', '  ']","['258', '  ']"
12270,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['1,120', '  ']","['423', '  ']","['1', '  ']","['2', '  ']","['*', '  ']","['576', '  ']","['1', '  ']","['31', '  ']","['*', '  ']","['45', '  ']","['41', '  ']"
12270,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,526', '  ']","['2,275', '  ']","['8', '  ']","['67', '  ']","['57', '  ']","['643', '  ']","['27', '  ']","['98', '  ']","['9', '  ']","['55', '  ']","['288', 'i ']"
12270,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['19,464', '  ']","['10,935', '  ']","['441', '  ']","['828', '  ']","['182', '  ']","['2,798', '  ']","['158', '  ']","['790', '  ']","['62', '  ']","['693', '  ']","['2,577', '  ']"
12270,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['2,287', '  ']","['1,261', '  ']","['*', '  ']","['124', '  ']","['8', '  ']","['278', '  ']","['10', '  ']","['89', '  ']","['1', 'i ']","['129', '  ']","['386', '  ']"
12270,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,438', '  ']","['2,700', '  ']","['352', '  ']","['49', '  ']","['50', '  ']","['660', '  ']","['49', '  ']","['400', '  ']","['*', '  ']","['54', '  ']","['1,125', '  ']"
12270,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['3,026', '  ']","['1,849', '  ']","['17', '  ']","['277', '  ']","['8', '  ']","['353', 'i ']","['3', '  ']","['79', '  ']","['7', '  ']","['183', '  ']","['249', 'i ']"
12270,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['8,713', '  ']","['5,126', '  ']","['71', '  ']","['378', '  ']","['116', '  ']","['1,507', '  ']","['95', '  ']","['223', '  ']","['54', '  ']","['328', '  ']","['816', '  ']"
12270,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['104,718', '  ']","['56,023', '  ']","['11,634', '  ']","['2,065', '  ']","['2,040', '  ']","['8,798', '  ']","['2,094', '  ']","['5,692', '  ']","['974', '  ']","['1,165', '  ']","['14,233', '  ']"
