table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
11235,r001,All HBCUs,All HBCUs,,1,-,241643,256660,257894,234460,247103,232795,264540,356419,497724
11235,r002,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,1,3932,2314,3628,2501,3420,2619,1690,3230,42709
11235,r003,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,2,19689,18471,17318,17939,20872,16659,20827,25785,39458
11235,r004,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,3,14743,14746,13827,10516,13772,13082,19918,29811,32312
11235,r005,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,4,27587,24988,24543,17947,18408,14758,14973,20010,29280
11235,r006,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,5,6766,12239,8279,9707,7860,7757,9614,13611,22998
11235,r007,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,6,7062,6141,6070,6002,8570,8411,8464,22594,22483
11235,r008,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,7,11692,13104,11836,15428,8394,10737,11170,16593,22288
11235,r009,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,8,7325,8731,6635,5611,6845,11741,14247,20659,21869
11235,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,6014,8454,9164,7852,8915,10877,14404,12893,20111
11235,r011,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,10,428,0,2990,1468,1631,3664,5028,8424,14867
11235,r012,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,11,10465,7213,9279,7483,13709,6667,8480,11528,14298
11235,r013,All HBCUs -> Virginia State U.<sup>a</sup>,All HBCUs,Virginia State U.<sup>a</sup>,2,12,4058,3818,5513,5124,6541,8503,3391,8062,13203
11235,r014,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,13,7011,5158,7510,10838,12311,11965,15257,14002,13044
11235,r015,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,14,3402,3791,2918,4122,3027,5010,4299,5300,12179
11235,r016,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,15,4047,5399,3714,3322,1004,3617,4544,7623,12053
11235,r017,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,16,5132,4189,4335,4780,4764,899,4685,7399,11915
11235,r018,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,17,3232,3841,3397,3545,3544,3787,3254,5147,11016
11235,r019,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,18,4436,9922,6872,5779,5351,3271,7039,11430,10916
11235,r020,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,19,5187,4967,4291,3685,4512,5413,4497,6579,10898
11235,r021,All HBCUs -> U. Virgin Islands,All HBCUs,U. Virgin Islands,2,20,7146,8147,7221,5323,7416,2750,8596,10541,10796
11235,r022,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,21,11053,9383,11122,13689,14097,9502,9741,11094,10671
11235,r023,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,22,4504,2702,3421,2519,3015,4771,4463,6320,9669
11235,r024,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,23,6774,9454,19316,9434,7122,6685,8959,7993,9553
11235,r025,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,24,4487,4589,5045,2109,4824,2539,3305,5711,8769
11235,r026,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,25,6548,7678,6422,6067,8994,8144,7709,11447,8295
11235,r027,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,26,10028,12207,13419,9757,6377,6385,7477,9767,7607
11235,r028,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,27,3597,3851,3664,5584,275,2579,2735,167,6686
11235,r029,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,28,2478,2958,2320,3629,4698,4985,4657,4556,6301
11235,r030,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,29,1029,2326,2210,1547,642,3058,1445,3516,5569
11235,r031,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,30,2642,1491,866,1202,2418,1390,3391,4740,5371
11235,r032,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,31,473,495,390,936,1142,423,1183,1966,4971
11235,r033,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,32,1095,1296,2166,1966,3190,3547,1341,2886,3582
11235,r034,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,33,2677,3939,2769,1443,5014,1772,2332,3230,3273
