table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
12288,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['28,450', '  ']","['608,058', '  ']","['2,259', '  ']","['189', 'i ']","['8,250', '  ']","['545', '  ']","['220,081', '  ']","['8,135', '  ']","['9,037', '  ']","['2,874', '  ']","['881', '  ']","['8,746', '  ']","['7,684', '  ']","['447', '  ']","['2,883', '  ']","['16,785', '  ']","['9,943', '  ']","['3,257', '  ']","['2,219', '  ']","['925', '  ']","['530', '  ']","['597', '  ']","['5,843', '  ']","['43,311', '  ']","['23,381', '  ']","['8,141', '  ']","['442', '  ']","['4,914', '  ']","['376', '  ']"
12288,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['14,310', '  ']","['326,998', '  ']","['1,088', '  ']","['145', 'i ']","['6,463', '  ']","['351', '  ']","['102,627', '  ']","['3,774', '  ']","['8,048', '  ']","['2,449', '  ']","['166', 'i ']","['3,650', '  ']","['2,444', '  ']","['275', 'i ']","['2,419', '  ']","['11,838', '  ']","['9,284', '  ']","['2,161', '  ']","['1,611', '  ']","['663', '  ']","['343', '  ']","['425', '  ']","['3,925', '  ']","['32,673', '  ']","['21,502', '  ']","['6,183', '  ']","['354', '  ']","['3,844', '  ']","['185', 'i ']"
12288,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['950', '  ']","['D', '  ']","['20', 'e ']","['17', 'e ']","['18', 'e ']","['78', '  ']","['509', '  ']","['78', '  ']","['27', '  ']","['271', 'i ']","['*', 'e ']","['69', 'e ']","['66', 'e ']","['173', 'i ']","['71', '  ']","['978', 'i ']","['283', 'i ']","['572', 'i ']","['187', '  ']","['28', '  ']","['21', 'e ']","['4', 'e ']","['46', '  ']","['62', 'e ']","['148', '  ']","['479', '  ']","['54', '  ']","['165', '  ']","['4', 'e ']"
12288,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['160', '  ']","['660', '  ']","['21', 'i ']","['D', '&nbsp;']","['*', 'e ']","['*', 'e ']","['60', '  ']","['7', '  ']","['1', 'e ']","['*', 'e ']","['2', 'i ']","['6', '  ']","['158', '  ']","['*', 'e ']","['*', 'e ']","['1', 'e ']","['1', 'e ']","['*', 'e ']","['*', 'e ']","['6', '  ']","['*', 'e ']","['3', 'i ']","['1', 'e ']","['30', 'i ']","['2', 'e ']","['6', '  ']","['*', 'e ']","['4', '  ']","['*', 'e ']"
12288,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['260', '  ']","['D', '  ']","['3', '  ']","['D', '&nbsp;']","['1', '  ']","['2', '  ']","['94', '  ']","['23', '  ']","['4', '  ']","['*', 'e ']","['*', 'e ']","['25', '  ']","['85', '  ']","['*', 'e ']","['*', 'e ']","['3', '  ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['13', '  ']","['15', '  ']","['8', '  ']","['*', 'e ']","['2', 'i ']","['*', '  ']"
12288,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['100', '  ']","['254', '  ']","['5', '  ']","['D', '&nbsp;']","['2', '  ']","['1', '  ']","['29', '  ']","['5', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['6', '  ']","['14', '  ']","['*', 'e ']","['6', '  ']","['1', '  ']","['4', 'i ']","['11', '  ']","['1', '  ']","['1', 'e ']","['1', 'e ']","['*', 'e ']","['1', '  ']","['2', '  ']","['4', '  ']","['52', '  ']","['6', '  ']","['1', 'e ']","['*', 'e ']"
12288,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['100', '  ']","['1,004', '  ']","['26', '  ']","['0', '  ']","['1', '  ']","['16', '  ']","['20', '  ']","['*', 'e ']","['1', '  ']","['*', 'e ']","['0', '  ']","['29', '  ']","['85', '  ']","['0', '  ']","['*', '  ']","['23', '  ']","['5', '  ']","['2', '  ']","['8', '  ']","['29', '  ']","['4', '  ']","['14', '  ']","['2', '  ']","['4', '  ']","['10', '  ']","['8', '  ']","['*', '  ']","['1', '  ']","['0', '  ']"
12288,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['140', '  ']","['164', '  ']","['*', 'e ']","['*', 'e ']","['*', 'i ']","['1', 'i ']","['9', '  ']","['14', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', '  ']","['2', '  ']","['*', 'e ']","['1', '  ']","['4', 'i ']","['*', '  ']","['1', 'i ']","['3', '  ']","['5', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['1', 'i ']","['3', 'i ']","['41', 'i ']","['*', 'e ']","['12', '  ']","['*', 'e ']"
12288,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['80', '  ']","['856', '  ']","['*', 'e ']","['D', '&nbsp;']","['*', 'e ']","['*', 'e ']","['28', '  ']","['12', '  ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['5', '  ']","['*', 'e ']","['0', '  ']","['*', 'e ']","['20', '  ']","['10', '  ']","['1', '  ']","['7', '  ']","['4', '  ']","['9', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', '  ']","['*', 'e ']","['6', '  ']","['4', '  ']","['44', '  ']"
12288,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['2,240', '  ']","['113,518', '  ']","['244', 'i ']","['D', '&nbsp;']","['74', 'i ']","['56', 'i ']","['25,825', '  ']","['243', '  ']","['6,080', '  ']","['1,993', '  ']","['123', 'i ']","['508', '  ']","['335', '  ']","['59', '  ']","['101', 'i ']","['4,975', '  ']","['6,056', '  ']","['182', '  ']","['172', 'i ']","['194', '  ']","['87', '  ']","['17', '  ']","['2,335', 'i ']","['23,452', '  ']","['787', '  ']","['274', '  ']","['29', '  ']","['2,716', '  ']","['11', 'i ']"
