table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
9945,r182,"United States<sup>b</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>b</sup>,Massachusetts,"Fish and Game, Department of ",3,1064180,769643,294537
9945,r183,United States<sup>b</sup> -> Massachusetts -> Gaming Commission,United States<sup>b</sup>,Massachusetts,Gaming Commission,3,2831240,0,2831240
9945,r184,United States<sup>b</sup> -> Massachusetts -> MassVentures,United States<sup>b</sup>,Massachusetts,MassVentures,3,3400000,0,3400000
9945,r185,"United States<sup>b</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>b</sup>,Massachusetts,"Mental Health, Department of",3,2306184,115801,2190383
9945,r186,"United States<sup>b</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>b</sup>,Massachusetts,"Public Health, Department of ",3,1888570,1503276,385294
9945,r187,United States<sup>b</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>b</sup>,Massachusetts,Technology Park Corporation ,3,1805968,1145668,660300
9945,r188,"United States<sup>b</sup> -> Massachusetts -> Transportation, Department of",United States<sup>b</sup>,Massachusetts,"Transportation, Department of",3,4050000,3500000,550000
9945,r189,United States<sup>b</sup> -> Massachusetts -> Water Resources Authority,United States<sup>b</sup>,Massachusetts,Water Resources Authority,3,650000,0,650000
9945,r190,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,,2,30525914,6869738,23656176
9945,r191,"United States<sup>b</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>b</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3198958,523887,2675071
9945,r192,"United States<sup>b</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>b</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,438854,228439,210415
9945,r193,United States<sup>b</sup> -> Michigan -> Health and Human Services,United States<sup>b</sup>,Michigan,Health and Human Services,3,662258,602087,60171
9945,r194,United States<sup>b</sup> -> Michigan -> Licensing and Regulatory Affairs,United States<sup>b</sup>,Michigan,Licensing and Regulatory Affairs,3,20000000,0,20000000
9945,r195,"United States<sup>b</sup> -> Michigan -> Transportation, Department of",United States<sup>b</sup>,Michigan,"Transportation, Department of",3,6225844,5515325,710519
9945,r196,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,,2,25093959,8566979,16526980
9945,r197,"United States<sup>b</sup> -> Minnesota -> Agriculture, Department of",United States<sup>b</sup>,Minnesota,"Agriculture, Department of",3,5160630,810876,4349754
9945,r198,United States<sup>b</sup> -> Minnesota -> Forest Resources Council,United States<sup>b</sup>,Minnesota,Forest Resources Council,3,75000,0,75000
9945,r199,"United States<sup>b</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>b</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,228492,0,228492
9945,r200,"United States<sup>b</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>b</sup>,Minnesota,"Natural Resources, Department of",3,2220492,1384576,835916
9945,r201,United States<sup>b</sup> -> Minnesota -> Pollution Control Agency,United States<sup>b</sup>,Minnesota,Pollution Control Agency,3,233164,0,233164
9945,r202,"United States<sup>b</sup> -> Minnesota -> Transportation, Department of",United States<sup>b</sup>,Minnesota,"Transportation, Department of",3,17176181,6371527,10804654
9945,r203,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,,2,9788541,7914852,1873689
9945,r204,"United States<sup>b</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>b</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,114017,114017,0
9945,r205,"United States<sup>b</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>b</sup>,Mississippi,"Environmental Quality, Department of",3,833599,833599,0
9945,r206,United States<sup>b</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>b</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,927742,927742,0
9945,r207,"United States<sup>b</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>b</sup>,Mississippi,"Marine Resources, Department of",3,2131369,1146778,984591
9945,r208,"United States<sup>b</sup> -> Mississippi -> Transportation, Department of",United States<sup>b</sup>,Mississippi,"Transportation, Department of",3,3300333,3021441,278892
9945,r209,"United States<sup>b</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>b</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,2481481,1871275,610206
9945,r210,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,,2,12430684,4836862,7593822
9945,r211,"United States<sup>b</sup> -> Missouri -> Agriculture, Department of",United States<sup>b</sup>,Missouri,"Agriculture, Department of",3,1197350,450447,746903
9945,r212,"United States<sup>b</sup> -> Missouri -> Conservation, Department of",United States<sup>b</sup>,Missouri,"Conservation, Department of",3,7039079,1726748,5312331
9945,r213,"United States<sup>b</sup> -> Missouri -> Mental Health, Department of",United States<sup>b</sup>,Missouri,"Mental Health, Department of",3,242500,0,242500
9945,r214,"United States<sup>b</sup> -> Missouri -> Natural Resources, Department of",United States<sup>b</sup>,Missouri,"Natural Resources, Department of",3,174359,22586,151773
9945,r215,United States<sup>b</sup> -> Missouri -> Technology Corporation,United States<sup>b</sup>,Missouri,Technology Corporation,3,500000,500000,0
9945,r216,"United States<sup>b</sup> -> Missouri -> Transportation, Department of",United States<sup>b</sup>,Missouri,"Transportation, Department of",3,2646956,2137081,509875
9945,r217,United States<sup>b</sup> -> Missouri -> Wine and Grape Board,United States<sup>b</sup>,Missouri,Wine and Grape Board,3,630440,0,630440
9945,r218,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,,2,9752216,5647319,4104897
9945,r219,"United States<sup>b</sup> -> Montana -> Agriculture, Department of",United States<sup>b</sup>,Montana,"Agriculture, Department of",3,3359243,1412609,1946634
9945,r220,"United States<sup>b</sup> -> Montana -> Environmental Quality, Department of",United States<sup>b</sup>,Montana,"Environmental Quality, Department of",3,55000,10000,45000
9945,r221,"United States<sup>b</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>b</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3824321,3095894,728427
9945,r222,"United States<sup>b</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>b</sup>,Montana,"Natural Resources and Conservation, Department of",3,42740,42740,0
9945,r223,"United States<sup>b</sup> -> Montana -> Transportation, Department of",United States<sup>b</sup>,Montana,"Transportation, Department of",3,2470912,1086076,1384836
9945,r224,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,,2,32687157,3981578,28705579
9945,r225,"United States<sup>b</sup> -> Nebraska -> Agriculture, Department of",United States<sup>b</sup>,Nebraska,"Agriculture, Department of",3,880683,662551,218132
9945,r226,United States<sup>b</sup> -> Nebraska -> Corn Board,United States<sup>b</sup>,Nebraska,Corn Board,3,798965,0,798965
9945,r227,United States<sup>b</sup> -> Nebraska -> Dry Bean Commission,United States<sup>b</sup>,Nebraska,Dry Bean Commission,3,305376,0,305376
9945,r228,"United States<sup>b</sup> -> Nebraska -> Economic Development, Department of",United States<sup>b</sup>,Nebraska,"Economic Development, Department of",3,6618124,0,6618124
9945,r229,United States<sup>b</sup> -> Nebraska -> Game and Parks Commission,United States<sup>b</sup>,Nebraska,Game and Parks Commission,3,3935042,2418852,1516190
9945,r230,United States<sup>b</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>b</sup>,Nebraska,Grain Sorghum Board,3,5000,0,5000
9945,r231,"United States<sup>b</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>b</sup>,Nebraska,"Health and Human Services, Department of",3,18833700,0,18833700
9945,r232,"United States<sup>b</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>b</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,31158,0,31158
9945,r233,"United States<sup>b</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>b</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,50000
9945,r234,United States<sup>b</sup> -> Nebraska -> Pea And Lentil Commission,United States<sup>b</sup>,Nebraska,Pea And Lentil Commission,3,1390,0,1390
9945,r235,"United States<sup>b</sup> -> Nebraska -> Transportation, Department of",United States<sup>b</sup>,Nebraska,"Transportation, Department of",3,1217719,900175,317544
9945,r236,United States<sup>b</sup> -> Nebraska -> Wheat Board,United States<sup>b</sup>,Nebraska,Wheat Board,3,10000,0,10000
9945,r237,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,,2,3643395,2068342,1575053
9945,r238,"United States<sup>b</sup> -> Nevada -> Agriculture, Department of",United States<sup>b</sup>,Nevada,"Agriculture, Department of",3,208642,148642,60000
9945,r239,"United States<sup>b</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>b</sup>,Nevada,"Economic Development, Governor's office of",3,1327253,0,1327253
9945,r240,"United States<sup>b</sup> -> Nevada -> Transportation, Department of",United States<sup>b</sup>,Nevada,"Transportation, Department of",3,2107500,1919700,187800
9945,r241,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,,2,9222505,756259,8466246
9945,r242,"United States<sup>b</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>b</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,43897,21072,22825
9945,r243,"United States<sup>b</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>b</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7000000,0,7000000
9945,r244,"United States<sup>b</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>b</sup>,New Hampshire,"Environmental Services, Department of",3,1259624,0,1259624
9945,r245,"United States<sup>b</sup> -> New Hampshire -> Transportation, Department of",United States<sup>b</sup>,New Hampshire,"Transportation, Department of",3,918984,735187,183797
9945,r246,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,,2,65020915,6943253,58077662
9945,r247,"United States<sup>b</sup> -> New Jersey -> Agriculture, Department of",United States<sup>b</sup>,New Jersey,"Agriculture, Department of",3,180151,180151,0
9945,r248,"United States<sup>b</sup> -> New Jersey -> Children and Families, Department of",United States<sup>b</sup>,New Jersey,"Children and Families, Department of",3,368019,29247,338772
9945,r249,"United States<sup>b</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>b</sup>,New Jersey,"Community Affairs, Department of ",3,22000,0,22000
9945,r250,"United States<sup>b</sup> -> New Jersey -> Corrections, Department of",United States<sup>b</sup>,New Jersey,"Corrections, Department of",3,416034,0,416034
9945,r251,"United States<sup>b</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>b</sup>,New Jersey,"Environmental Protection, Department of",3,6493270,478113,6015157
9945,r252,"United States<sup>b</sup> -> New Jersey -> Health, Department of",United States<sup>b</sup>,New Jersey,"Health, Department of",3,45343885,0,45343885
9945,r253,United States<sup>b</sup> -> New Jersey -> Pinelands Commission,United States<sup>b</sup>,New Jersey,Pinelands Commission,3,412081,412081,0
9945,r254,"United States<sup>b</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>b</sup>,New Jersey,"Secretary of Higher Education, Office of",3,4500000,0,4500000
9945,r255,"United States<sup>b</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>b</sup>,New Jersey,"State Parole Board, New Jersey",3,45969,45969,0
9945,r256,"United States<sup>b</sup> -> New Jersey -> Transit, New Jersey",United States<sup>b</sup>,New Jersey,"Transit, New Jersey",3,251362,0,251362
9945,r257,"United States<sup>b</sup> -> New Jersey -> Transportation, Department of",United States<sup>b</sup>,New Jersey,"Transportation, Department of",3,6988144,5797692,1190452
9945,r258,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,,2,3456227,2479360,976867
9945,r259,"United States<sup>b</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>b</sup>,New Mexico,"Cultural Affairs, Department of",3,105527,0,105527
9945,r260,"United States<sup>b</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>b</sup>,New Mexico,"Game and Fish, Department of",3,1765554,1350750,414804
9945,r261,"United States<sup>b</sup> -> New Mexico -> Transportation, Department of",United States<sup>b</sup>,New Mexico,"Transportation, Department of",3,1400300,1120240,280060
9945,r262,United States<sup>b</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>b</sup>,New Mexico,Western State Air Resources Council,3,184846,8370,176476
9945,r263,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,,2,506283025,246154735,260128290
9945,r264,"United States<sup>b</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>b</sup>,New York,"Agriculture and Markets, Department of ",3,7728860,2935000,4793860
9945,r265,"United States<sup>b</sup> -> New York -> Economic Development, Department of",United States<sup>b</sup>,New York,"Economic Development, Department of",3,103874022,62729999,41144023
9945,r266,United States<sup>b</sup> -> New York -> Energy Research and Development Authority,United States<sup>b</sup>,New York,Energy Research and Development Authority,3,56620719,0,56620719
9945,r267,"United States<sup>b</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>b</sup>,New York,"Environmental Conservation, Department of ",3,8217418,1388549,6828869
9945,r268,"United States<sup>b</sup> -> New York -> Health, Department of ",United States<sup>b</sup>,New York,"Health, Department of ",3,58241006,20543519,37697487
9945,r269,"United States<sup>b</sup> -> New York -> Mental Health, Office of ",United States<sup>b</sup>,New York,"Mental Health, Office of ",3,170676444,97095551,73580893
9945,r270,"United States<sup>b</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>b</sup>,New York,"People with Developmental Disabilities, Office of",3,1682143,1471237,210906
9945,r271,United States<sup>b</sup> -> New York -> Power Authority,United States<sup>b</sup>,New York,Power Authority,3,9714648,300000,9414648
9945,r272,United States<sup>b</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>b</sup>,New York,Roswell Park Comprehensive Cancer Center,3,71562773,54056730,17506043
9945,r273,United States<sup>b</sup> -> New York -> State Museum,United States<sup>b</sup>,New York,State Museum,3,10982258,372196,10610062
9945,r274,United States<sup>b</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>b</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,405292,0,405292
9945,r275,"United States<sup>b</sup> -> New York -> Transportation, Department of ",United States<sup>b</sup>,New York,"Transportation, Department of ",3,6577442,5261954,1315488
9945,r276,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,,2,38818576,9627170,29191406
9945,r277,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,0,15422911
9945,r278,United States<sup>b</sup> -> North Carolina -> Biotechnology Center,United States<sup>b</sup>,North Carolina,Biotechnology Center,3,2841679,0,2841679
9945,r279,"United States<sup>b</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>b</sup>,North Carolina,"Environmental Quality, Department of",3,3275157,1288170,1986987
9945,r280,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2425310,0,2425310
9945,r281,"United States<sup>b</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>b</sup>,North Carolina,"Science Technology & Innovation, Office of",3,4660090,0,4660090
9945,r282,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,10050000,8339000,1711000
9945,r283,United States<sup>b</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>b</sup>,North Carolina,Wine and Grape Growers Council,3,143429,0,143429
9945,r284,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,17874336,1904626,15969710
9945,r285,"United States<sup>b</sup> -> North Dakota -> Agriculture, Department of",United States<sup>b</sup>,North Dakota,"Agriculture, Department of",3,3313396,0,3313396
9945,r286,United States<sup>b</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>b</sup>,North Dakota,Dry Pea and Lentil Commission,3,282308,0,282308
9945,r287,"United States<sup>b</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>b</sup>,North Dakota,"Game and Fish, Department of",3,595698,547270,48428
9945,r288,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,93115,93115,0
9945,r289,United States<sup>b</sup> -> North Dakota -> Industrial Commission,United States<sup>b</sup>,North Dakota,Industrial Commission,3,9398767,0,9398767
9945,r290,"United States<sup>b</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>b</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,5193,0,5193
9945,r291,United States<sup>b</sup> -> North Dakota -> Soybean Council,United States<sup>b</sup>,North Dakota,Soybean Council,3,1622297,0,1622297
9945,r292,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,1298374,1264241,34133
9945,r293,United States<sup>b</sup> -> North Dakota -> Wheat Commission,United States<sup>b</sup>,North Dakota,Wheat Commission,3,1265188,0,1265188
9945,r294,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,70471571,8153111,62318460
9945,r295,"United States<sup>b</sup> -> Ohio -> Development, Department of",United States<sup>b</sup>,Ohio,"Development, Department of",3,57980338,0,57980338
9945,r296,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,180000,160000,20000
9945,r297,United States<sup>b</sup> -> Ohio -> Environmental Protection Agency,United States<sup>b</sup>,Ohio,Environmental Protection Agency,3,379412,361107,18305
9945,r298,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,3723242,2503983,1219259
9945,r299,"United States<sup>b</sup> -> Ohio -> Transportation, Department of",United States<sup>b</sup>,Ohio,"Transportation, Department of",3,6349868,5128021,1221847
9945,r300,United States<sup>b</sup> -> Ohio -> Water Development Authority,United States<sup>b</sup>,Ohio,Water Development Authority,3,1858711,0,1858711
9945,r301,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,27646238,7056971,20589267
9945,r302,"United States<sup>b</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>b</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8629841,0,8629841
9945,r303,"United States<sup>b</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>b</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,443596,443596,0
9945,r304,"United States<sup>b</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>b</sup>,Oklahoma,"Environmental Quality, Department of",3,345916,239362,106554
9945,r305,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,525000,0,525000
9945,r306,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,1053610,1053610,0
9945,r307,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,459801,390858,68943
9945,r308,"United States<sup>b</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>b</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,5193,0,5193
9945,r309,United States<sup>b</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>b</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,10903905,0,10903905
9945,r310,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,3568372,3281609,286763
9945,r311,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1711004,1647936,63068
9945,r312,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,33801166,13854858,19946308
9945,r313,"United States<sup>b</sup> -> Oregon -> Agriculture, Department of",United States<sup>b</sup>,Oregon,"Agriculture, Department of",3,248348,0,248348
9945,r314,United States<sup>b</sup> -> Oregon -> Business Oregon,United States<sup>b</sup>,Oregon,Business Oregon,3,11252148,0,11252148
9945,r315,"United States<sup>b</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>b</sup>,Oregon,"Environmental Quality, Department of",3,145000,0,145000
9945,r316,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,14109145,9774300,4334845
9945,r317,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,700000,0,700000
9945,r318,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,942340,888824,53516
9945,r319,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,778318,315911,462407
9945,r320,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,4292580,2873418,1419162
9945,r321,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,1067424,0,1067424
9945,r322,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,265863,2405,263458
9945,r323,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,88557830,10203586,78354244
9945,r324,"United States<sup>b</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>b</sup>,Pennsylvania,"Agriculture, Department of",3,3206582,975731,2230851
9945,r325,"United States<sup>b</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>b</sup>,Pennsylvania,"Community and Economic Development, Department of",3,22100000,0,22100000
9945,r326,"United States<sup>b</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>b</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,505181,0,505181
9945,r327,"United States<sup>b</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>b</sup>,Pennsylvania,"Environmental Protection, Department of",3,196401,0,196401
9945,r328,United States<sup>b</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>b</sup>,Pennsylvania,Fish and Boat Commission,3,348312,184998,163314
9945,r329,United States<sup>b</sup> -> Pennsylvania -> Game Commission,United States<sup>b</sup>,Pennsylvania,Game Commission,3,12697359,6072622,6624737
9945,r330,"United States<sup>b</sup> -> Pennsylvania -> Health, Department of",United States<sup>b</sup>,Pennsylvania,"Health, Department of",3,46483760,0,46483760
9945,r331,United States<sup>b</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>b</sup>,Pennsylvania,Susquehanna River Basin Commission,3,130000,80000,50000
9945,r332,"United States<sup>b</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>b</sup>,Pennsylvania,"Transportation, Department of",3,2890235,2890235,0
9945,r333,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,,2,8361413,5740186,2621227
9945,r334,United States<sup>b</sup> -> Rhode Island -> Commerce Corporation,United States<sup>b</sup>,Rhode Island,Commerce Corporation,3,986076,0,986076
9945,r335,"United States<sup>b</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,4044625,3248635,795990
9945,r336,"United States<sup>b</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,2169953,1663937,506016
9945,r337,"United States<sup>b</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>b</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,181937,152614,29323
9945,r338,"United States<sup>b</sup> -> Rhode Island -> Transportation, Department of",United States<sup>b</sup>,Rhode Island,"Transportation, Department of",3,900000,675000,225000
9945,r339,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,78822,0,78822
9945,r340,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,50056315,29762759,20293556
9945,r341,"United States<sup>b</sup> -> South Carolina -> Agriculture, Department of",United States<sup>b</sup>,South Carolina,"Agriculture, Department of",3,1180047,234809,945238
9945,r342,"United States<sup>b</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>b</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,11798260,4863960,6934300
9945,r343,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,1146936,1075144,71792
9945,r344,"United States<sup>b</sup> -> South Carolina -> Mental Health, Department of",United States<sup>b</sup>,South Carolina,"Mental Health, Department of",3,39467,37855,1612
9945,r345,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,26580926,18374254,8206672
9945,r346,United States<sup>b</sup> -> South Carolina -> Public Service Authority,United States<sup>b</sup>,South Carolina,Public Service Authority,3,512345,0,512345
9945,r347,United States<sup>b</sup> -> South Carolina -> Research Authority,United States<sup>b</sup>,South Carolina,Research Authority,3,3197270,836251,2361019
9945,r348,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,3144115,2388066,756049
9945,r349,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,2456949,1952420,504529
9945,r350,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,4595753,1338277,3257476
9945,r351,United States<sup>b</sup> -> South Dakota -> Corn Utilization Council,United States<sup>b</sup>,South Dakota,Corn Utilization Council,3,50000,0,50000
9945,r352,"United States<sup>b</sup> -> South Dakota -> Midwest Dairy Association, South Dakota Division",United States<sup>b</sup>,South Dakota,"Midwest Dairy Association, South Dakota Division",3,67509,0,67509
9945,r353,United States<sup>b</sup> -> South Dakota -> Nutrient Research and Education Council,United States<sup>b</sup>,South Dakota,Nutrient Research and Education Council,3,972936,0,972936
9945,r354,United States<sup>b</sup> -> South Dakota -> Oilseeds Council,United States<sup>b</sup>,South Dakota,Oilseeds Council,3,352798,0,352798
9945,r355,United States<sup>b</sup> -> South Dakota -> Pulse Crop Council,United States<sup>b</sup>,South Dakota,Pulse Crop Council,3,31390,0,31390
9945,r356,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,449642,0,449642
9945,r357,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,2109493,1338277,771216
9945,r358,United States<sup>b</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>b</sup>,South Dakota,Weed and Pest Control Commission,3,47000,0,47000
9945,r359,United States<sup>b</sup> -> South Dakota -> Wheat Commission,United States<sup>b</sup>,South Dakota,Wheat Commission,3,514985,0,514985
9945,r360,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,38959330,16915160,22044170
