table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_hierarchy_depth,field_fy_2020_total,field_fy_2020_stimulus,field_fy_2020_non_stimulus,field_fy_2021_total,field_fy_2021_stimulus,field_fy_2021_non_stimulus,field_fy_2022_preliminary_total,field_fy_2022_preliminary_stimulus,field_fy_2022_preliminary_non_stimulus
9419,r001,All agencies,All agencies,,1,41546622,1896948,39649674,42494145,371366,42122779,43790457,261776,43528681
9419,r002,All agencies -> Department of Defense,All agencies,Department of Defense,2,2499141,54529,2444611,2834851,98285,2736566,2976752,76353,2900398
9419,r003,All agencies -> Department of Energy,All agencies,Department of Energy,2,5501609,60570,5441039,5500144,1502,5498642,5947161,0,5947161
9419,r004,All agencies -> Department of Health and Human Services,All agencies,Department of Health and Human Services,2,21808980,1715605,20093375,21508382,102238,21406143,21411636,7504,21404131
9419,r005,All agencies -> National Aeronautics and Space Administration,All agencies,National Aeronautics and Space Administration,2,3839375,0,3839375,4429290,0,4429290,4588766,0,4588766
9419,r006,All agencies -> National Science Foundation,All agencies,National Science Foundation,2,5461915,66160,5395756,5770954,158355,5612599,6049547,166000,5883547
9419,r007,All agencies -> All other departments and agencies,All agencies,All other departments and agencies,2,2435601,83,2435518,2450523,10985,2439538,2816596,11919,2804677
