table_id,row_id,impact,companies_number_,increase,decrease,no_impact,don_t_know
11571,r001,Number of workers employed,"['93,433', '&nbsp;']","['13.7', '&nbsp;']","['6.8', '&nbsp;']","['66.3', '&nbsp;']","['13.2', '&nbsp;']"
11571,r002,Skill level of workers employed,"['93,433', '&nbsp;']","['26.7', '&nbsp;']","['4.4', '&nbsp;']","['55.2', '&nbsp;']","['13.7', '&nbsp;']"
11571,r003,"Scientific, technological, engineering, and mathematical skills of workers","['93,433', '&nbsp;']","['19.7', '&nbsp;']","['3.3', '&nbsp;']","['61.1', '&nbsp;']","['15.9', '&nbsp;']"
11571,r004,Number of production workers,"['93,433', '&nbsp;']","['7.3', '&nbsp;']","['5.3', '&nbsp;']","['72.2', '&nbsp;']","['15.2', '&nbsp;']"
11571,r005,Number of nonproduction workers,"['93,433', '&nbsp;']","['5.1', '&nbsp;']","['4.6', '&nbsp;']","['74.2', '&nbsp;']","['16.1', '&nbsp;']"
11571,r006,Number of supervisory workers,"['93,433', '&nbsp;']","['6.6', '&nbsp;']","['4.0', '&nbsp;']","['74.3', '&nbsp;']","['15.0', '&nbsp;']"
11571,r007,Number of nonsupervisory workers,"['93,433', '&nbsp;']","['6.0', '&nbsp;']","['4.3', '&nbsp;']","['74.0', '&nbsp;']","['15.6', '&nbsp;']"
