table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_others_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_da,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8790,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['63,989', '&nbsp;']","['1,803', '&nbsp;']","['0', '&nbsp;']","['62,185', '&nbsp;']","['-1,803', '&nbsp;']","['-2.8', '&nbsp;']"
8790,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['37,564', '&nbsp;']","['1,051', '&nbsp;']","['0', '&nbsp;']","['36,513', '&nbsp;']","['-1,051', '&nbsp;']","['-2.8', '&nbsp;']"
8790,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['243', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['231', '&nbsp;']","['-12', '&nbsp;']","['-4.8', '&nbsp;']"
8790,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['111', 'i']","['9', 'i']","['0', '&nbsp;']","['102', 'i']","['-9', 'i']","['-7.8', '&nbsp;']"
8790,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['31', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['30', '&nbsp;']","['*', '&nbsp;']","['-0.4', '&nbsp;']"
8790,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['6', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['-0.9', '&nbsp;']"
8790,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8790,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['NA', '&nbsp;']"
8790,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['103', '&nbsp;']","['0 - 7', '&nbsp;']","['0', '&nbsp;']","['95 - 104', '&nbsp;']","['-7 - 0', '&nbsp;']","['D', '&nbsp;']"
8790,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['9,775', '&nbsp;']","['486', '&nbsp;']","['0', '&nbsp;']","['9,289', '&nbsp;']","['-486', '&nbsp;']","['-5.0', '&nbsp;']"
8790,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['162', '&nbsp;']","['15', '&nbsp;']","['0', '&nbsp;']","['147', '&nbsp;']","['-15', '&nbsp;']","['-9.4', '&nbsp;']"
8790,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['80', '&nbsp;']","['11', '&nbsp;']","['0', '&nbsp;']","['69', '&nbsp;']","['-11', '&nbsp;']","['-13.9', '&nbsp;']"
8790,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['320 - 345', '&nbsp;']","['0 - 28', '&nbsp;']","['0', '&nbsp;']","['293 - 345', '&nbsp;']","['-28 - 0', '&nbsp;']","['D', '&nbsp;']"
8790,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['8,966', '&nbsp;']","['423', '&nbsp;']","['0', '&nbsp;']","['8,544', '&nbsp;']","['-423', '&nbsp;']","['-4.7', '&nbsp;']"
8790,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['164', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['152', '&nbsp;']","['-12', '&nbsp;']","['-7.2', '&nbsp;']"
8790,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['56 - 84', '&nbsp;']","['0 - 28', '&nbsp;']","['0', '&nbsp;']","['30 - 84', '&nbsp;']","['-28 - 0', '&nbsp;']","['D', '&nbsp;']"
