table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11222,r170,All states and outlying areas -> Connecticut -> Sacred Heart U.,All states and outlying areas,Connecticut,Sacred Heart U.,3,6871,0,0,0,977,0,2875,0,3019,0,0
11222,r171,All states and outlying areas -> Connecticut -> Southern Connecticut State U.,All states and outlying areas,Connecticut,Southern Connecticut State U.,3,2548,0,0,0,0,0,506,0,2042,0,0
11222,r172,"All states and outlying areas -> Connecticut -> Trinity C., Hartford",All states and outlying areas,Connecticut,"Trinity C., Hartford",3,1212,0,0,0,0,0,572,0,641,0,0
11222,r173,All states and outlying areas -> Connecticut -> U. Bridgeport,All states and outlying areas,Connecticut,U. Bridgeport,3,796,0,200,0,0,0,396,0,200,0,0
11222,r174,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,194096,2662,22199,554,5264,0,100053,1701,45119,16418,125
11222,r175,All states and outlying areas -> Connecticut -> U. New Haven,All states and outlying areas,Connecticut,U. New Haven,3,822,0,0.05,0,0,0,0,0,822,0,0
11222,r176,All states and outlying areas -> Connecticut -> U. of Saint Joseph,All states and outlying areas,Connecticut,U. of Saint Joseph,3,500,0,0,0,0,0,500,0,0,0,0
11222,r177,All states and outlying areas -> Connecticut -> Wesleyan U.,All states and outlying areas,Connecticut,Wesleyan U.,3,6432,223,0,845,0,0,2127,253,2959,0,25
11222,r178,All states and outlying areas -> Connecticut -> Western Connecticut State U.,All states and outlying areas,Connecticut,Western Connecticut State U.,3,474,0,0,0,0,0,474,0,0,0,0
11222,r179,All states and outlying areas -> Connecticut -> Yale U.,All states and outlying areas,Connecticut,Yale U.,3,629061,100,20973,6485,987,0,572079,1837,25132,75,1394
11222,r180,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,178295,17151,27774,12410,2043,0,50902,3416,42933,20820,846
11222,r181,All states and outlying areas -> Delaware -> Delaware State U.,All states and outlying areas,Delaware,Delaware State U.,3,28400,0,1471,5106,0,0,8827,0,2186,10810,0
11222,r182,"All states and outlying areas -> Delaware -> Delaware Technical Community C., Dover",All states and outlying areas,Delaware,"Delaware Technical Community C., Dover",3,807,807,0,0,0,0,0,0,0,0,0
11222,r183,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,149088,16344,26303,7304,2043,0,42075,3416,40747,10010,846
11222,r184,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,599707,5710,35603,3585,3278,0,158873,279070,103413,4603,5573
11222,r185,All states and outlying areas -> District of Columbia -> American U.,All states and outlying areas,District of Columbia,American U.,3,21963,137,6541,0,133,0,1305,1474,9373,0,3000
11222,r186,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,310227,0,0,0,0,0,0,257753,52474,0,0
11222,r187,"All states and outlying areas -> District of Columbia -> Catholic U. America, The",All states and outlying areas,District of Columbia,"Catholic U. America, The",3,21670,0,448,0,0,0,2562,16676,1985,0,0
11222,r188,All states and outlying areas -> District of Columbia -> Consortium for Ocean Leadership,All states and outlying areas,District of Columbia,Consortium for Ocean Leadership,3,650,0,0,0,0,0,0,650,0,0,0
11222,r189,All states and outlying areas -> District of Columbia -> Consortium of Universities of the Washington Metropolitan Area,All states and outlying areas,District of Columbia,Consortium of Universities of the Washington Metropolitan Area,3,4462,0,4462,0,0,0,0,0,0,0,0
11222,r190,All states and outlying areas -> District of Columbia -> Gallaudet U.,All states and outlying areas,District of Columbia,Gallaudet U.,3,7366,0,0,0,2539,0,2697,0,2130,0,0
11222,r191,"All states and outlying areas -> District of Columbia -> George Washington U., The",All states and outlying areas,District of Columbia,"George Washington U., The",3,117199,725,8421,1367,0,0,83960,2155,15771,2282,2518
11222,r192,All states and outlying areas -> District of Columbia -> Georgetown U.,All states and outlying areas,District of Columbia,Georgetown U.,3,70116,4612,3644,707,296,0,50860,0,9996,0,0
11222,r193,All states and outlying areas -> District of Columbia -> Graduate School USA,All states and outlying areas,District of Columbia,Graduate School USA,3,8,0,0,8,0,0,0,0,0,0,0
11222,r194,All states and outlying areas -> District of Columbia -> Howard U.,All states and outlying areas,District of Columbia,Howard U.,3,36586,235,10148,1503,310,0,17115,363,6858,0,54
11222,r195,All states and outlying areas -> District of Columbia -> National Defense U.,All states and outlying areas,District of Columbia,National Defense U.,3,693,0,693,0,0,0,0,0,0,0,0
11222,r196,All states and outlying areas -> District of Columbia -> U. District of Columbia,All states and outlying areas,District of Columbia,U. District of Columbia,3,8671,0,1246,0,0,0,375,0,4728,2321,0
11222,r197,All states and outlying areas -> District of Columbia -> Universities Research Association,All states and outlying areas,District of Columbia,Universities Research Association,3,96,0,0,0,0,0,0,0,96,0,0
