table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
3956,r001,Alabama,Alabama,,,1,,,,,,,,,
3956,r002,"Alabama -> Department of Defense, RDT&E",Alabama,"Department of Defense, RDT&E",,2,3795256.8,1449159.3,2305836.7,0.0,34027.1,0.0,6233.7,0.0,0.0
3956,r003,"Alabama -> Department of Defense, research",Alabama,"Department of Defense, research",,2,122349.2,23463.9,84465.2,0.0,14252.4,0.0,167.7,0.0,0.0
3956,r004,"Alabama -> Department of Defense, total experimental development<sup>b</sup>",Alabama,"Department of Defense, total experimental development<sup>b</sup>",,2,3430071.2,1298479.3,2105786.9,0.0,19765.4,0.0,6039.6,0.0,0.0
3956,r005,"Alabama -> Department of Defense, operational systems development<sup>c</sup>",Alabama,"Department of Defense, operational systems development<sup>c</sup>",,2,242836.4,127216.1,115584.7,0.0,9.3,0.0,26.3,0.0,0.0
3956,r006,Alaska,Alaska,,,1,,,,,,,,,
3956,r007,"Alaska -> Department of Defense, RDT&E",Alaska,"Department of Defense, RDT&E",,2,133805.0,37528.7,68507.6,0.0,8859.6,0.0,1500.0,0.0,17409.1
3956,r008,"Alaska -> Department of Defense, research",Alaska,"Department of Defense, research",,2,10732.4,0.0,1437.7,0.0,7794.7,0.0,1500.0,0.0,0.0
3956,r009,"Alaska -> Department of Defense, total experimental development<sup>b</sup>",Alaska,"Department of Defense, total experimental development<sup>b</sup>",,2,113451.3,37042.0,58086.4,0.0,913.7,0.0,0.0,0.0,17409.1
3956,r010,"Alaska -> Department of Defense, operational systems development<sup>c</sup>",Alaska,"Department of Defense, operational systems development<sup>c</sup>",,2,9621.3,486.7,8983.4,0.0,151.2,0.0,0.0,0.0,0.0
3956,r011,Arizona,Arizona,,,1,,,,,,,,,
3956,r012,"Arizona -> Department of Defense, RDT&E",Arizona,"Department of Defense, RDT&E",,2,1835454.6,126834.8,1652356.0,0.0,47832.8,0.0,300.1,0.0,8130.9
3956,r013,"Arizona -> Department of Defense, research",Arizona,"Department of Defense, research",,2,96456.8,3789.4,48573.4,0.0,43793.9,0.0,300.1,0.0,0.0
3956,r014,"Arizona -> Department of Defense, total experimental development<sup>b</sup>",Arizona,"Department of Defense, total experimental development<sup>b</sup>",,2,1319589.0,80869.9,1226623.1,0.0,3965.1,0.0,0.0,0.0,8130.9
3956,r015,"Arizona -> Department of Defense, operational systems development<sup>c</sup>",Arizona,"Department of Defense, operational systems development<sup>c</sup>",,2,419408.8,42175.6,377159.5,0.0,73.7,0.0,0.0,0.0,0.0
3956,r016,Arkansas,Arkansas,,,1,,,,,,,,,
3956,r017,"Arkansas -> Department of Defense, RDT&E",Arkansas,"Department of Defense, RDT&E",,2,53272.5,943.0,45796.3,0.0,6533.1,0.0,0.0,0.0,0.0
3956,r018,"Arkansas -> Department of Defense, research",Arkansas,"Department of Defense, research",,2,8357.1,82.7,1858.5,0.0,6415.9,0.0,0.0,0.0,0.0
3956,r019,"Arkansas -> Department of Defense, total experimental development<sup>b</sup>",Arkansas,"Department of Defense, total experimental development<sup>b</sup>",,2,44463.7,423.1,43937.9,0.0,102.8,0.0,0.0,0.0,0.0
3956,r020,"Arkansas -> Department of Defense, operational systems development<sup>c</sup>",Arkansas,"Department of Defense, operational systems development<sup>c</sup>",,2,451.7,437.3,0.0,0.0,14.4,0.0,0.0,0.0,0.0
3956,r021,California,California,,,1,,,,,,,,,
3956,r022,"California -> Department of Defense, RDT&E",California,"Department of Defense, RDT&E",,2,9024648.8,2800498.1,5269790.9,93038.4,425579.1,15093.8,91445.7,327196.2,2006.6
3956,r023,"California -> Department of Defense, research",California,"Department of Defense, research",,2,974825.5,157215.7,321942.6,27153.4,379513.1,13764.6,70043.2,5014.0,178.9
3956,r024,"California -> Department of Defense, total experimental development<sup>b</sup>",California,"Department of Defense, total experimental development<sup>b</sup>",,2,6513212.4,2115755.2,4005319.3,62969.0,42439.2,1329.3,21257.5,262315.2,1827.7
3956,r025,"California -> Department of Defense, operational systems development<sup>c</sup>",California,"Department of Defense, operational systems development<sup>c</sup>",,2,1536611.0,527527.2,942529.0,2916.0,3626.8,0.0,145.0,59867.0,0.0
3956,r026,Colorado,Colorado,,,1,,,,,,,,,
3956,r027,"Colorado -> Department of Defense, RDT&E",Colorado,"Department of Defense, RDT&E",,2,2680132.3,81255.8,2540511.6,0.0,50114.2,0.0,4702.5,3548.3,0.0
3956,r028,"Colorado -> Department of Defense, research",Colorado,"Department of Defense, research",,2,80648.3,10271.8,25054.7,0.0,44735.2,0.0,202.4,384.1,0.0
3956,r029,"Colorado -> Department of Defense, total experimental development<sup>b</sup>",Colorado,"Department of Defense, total experimental development<sup>b</sup>",,2,1965977.5,68478.1,1884624.0,0.0,5213.4,0.0,4500.0,3162.0,0.0
3956,r030,"Colorado -> Department of Defense, operational systems development<sup>c</sup>",Colorado,"Department of Defense, operational systems development<sup>c</sup>",,2,633506.5,2505.9,630833.0,0.0,165.5,0.0,0.0,2.2,0.0
3956,r031,Connecticut,Connecticut,,,1,,,,,,,,,
3956,r032,"Connecticut -> Department of Defense, RDT&E",Connecticut,"Department of Defense, RDT&E",,2,1969505.5,3806.3,1945060.8,0.0,15911.3,0.0,4727.2,0.0,0.0
3956,r033,"Connecticut -> Department of Defense, research",Connecticut,"Department of Defense, research",,2,43141.8,0.0,24093.0,0.0,14321.7,0.0,4727.2,0.0,0.0
3956,r034,"Connecticut -> Department of Defense, total experimental development<sup>b</sup>",Connecticut,"Department of Defense, total experimental development<sup>b</sup>",,2,1759402.3,3806.3,1754006.4,0.0,1589.6,0.0,0.0,0.0,0.0
3956,r035,"Connecticut -> Department of Defense, operational systems development<sup>c</sup>",Connecticut,"Department of Defense, operational systems development<sup>c</sup>",,2,166961.4,0.0,166961.4,0.0,0.0,0.0,0.0,0.0,0.0
3956,r036,Delaware,Delaware,,,1,,,,,,,,,
3956,r037,"Delaware -> Department of Defense, RDT&E",Delaware,"Department of Defense, RDT&E",,2,25990.2,868.4,7406.0,0.0,17715.8,0.0,0.0,0.0,0.0
3956,r038,"Delaware -> Department of Defense, research",Delaware,"Department of Defense, research",,2,19048.8,23.4,2184.5,0.0,16840.9,0.0,0.0,0.0,0.0
3956,r039,"Delaware -> Department of Defense, total experimental development<sup>b</sup>",Delaware,"Department of Defense, total experimental development<sup>b</sup>",,2,6897.8,845.0,5199.8,0.0,853.0,0.0,0.0,0.0,0.0
3956,r040,"Delaware -> Department of Defense, operational systems development<sup>c</sup>",Delaware,"Department of Defense, operational systems development<sup>c</sup>",,2,43.6,0.0,21.7,0.0,21.9,0.0,0.0,0.0,0.0
3956,r041,District of Columbia,District of Columbia,,,1,,,,,,,,,
3956,r042,"District of Columbia -> Department of Defense, RDT&E",District of Columbia,"Department of Defense, RDT&E",,2,4510478.5,3729194.3,579814.2,0.0,33043.3,0.0,165938.5,2482.9,5.2
3956,r043,"District of Columbia -> Department of Defense, research",District of Columbia,"Department of Defense, research",,2,460249.2,395036.2,20496.6,0.0,19989.0,0.0,22244.5,2482.9,0.0
3956,r044,"District of Columbia -> Department of Defense, total experimental development<sup>b</sup>",District of Columbia,"Department of Defense, total experimental development<sup>b</sup>",,2,3161464.1,2549120.2,458491.2,0.0,12956.8,0.0,140890.7,0.0,5.2
3956,r045,"District of Columbia -> Department of Defense, operational systems development<sup>c</sup>",District of Columbia,"Department of Defense, operational systems development<sup>c</sup>",,2,888765.2,785037.9,100826.5,0.0,97.6,0.0,2803.3,0.0,0.0
3956,r046,Florida,Florida,,,1,,,,,,,,,
3956,r047,"Florida -> Department of Defense, RDT&E",Florida,"Department of Defense, RDT&E",,2,2733975.6,971598.0,1675894.8,0.0,67582.0,0.0,18900.8,0.0,0.0
3956,r048,"Florida -> Department of Defense, research",Florida,"Department of Defense, research",,2,236892.1,95812.2,69774.9,0.0,61338.9,0.0,9966.1,0.0,0.0
3956,r049,"Florida -> Department of Defense, total experimental development<sup>b</sup>",Florida,"Department of Defense, total experimental development<sup>b</sup>",,2,2138937.7,796427.0,1329846.7,0.0,6114.4,0.0,6549.6,0.0,0.0
3956,r050,"Florida -> Department of Defense, operational systems development<sup>c</sup>",Florida,"Department of Defense, operational systems development<sup>c</sup>",,2,358145.7,79358.8,276273.3,0.0,128.6,0.0,2385.0,0.0,0.0
3956,r051,Georgia,Georgia,,,1,,,,,,,,,
3956,r052,"Georgia -> Department of Defense, RDT&E",Georgia,"Department of Defense, RDT&E",,2,832259.3,361721.6,261222.5,0.0,190021.7,0.0,19293.5,0.0,0.0
3956,r053,"Georgia -> Department of Defense, research",Georgia,"Department of Defense, research",,2,105211.0,3376.2,18236.3,0.0,80948.4,0.0,2650.1,0.0,0.0
3956,r054,"Georgia -> Department of Defense, total experimental development<sup>b</sup>",Georgia,"Department of Defense, total experimental development<sup>b</sup>",,2,399508.4,161864.2,126223.0,0.0,98844.8,0.0,12576.4,0.0,0.0
