table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_nebraska,field_nevada,field_new_hampshire,field_new_jersey,field_new_mexico,field_new_york,field_north_carolina,field_north_dakota,field_ohio,field_oklahoma,field_oregon,field_pennsylvania,field_rhode_island,field_south_carolina,field_south_dakota,field_tennessee,field_texas,field_utah,field_vermont,field_virginia,field_washington,field_west_virginia,field_wisconsin,field_wyoming,field_undistributedc
1397,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['928', '  ']","['11,474', '  ']","['1', 'e ']","['1', 'e ']","['27', '  ']","['364', '  ']","['2', 'e ']","['570', 'i']","['194', '  ']","['1', 'e ']","['223', '  ']","['4', '  ']","['45', '  ']","['440', '  ']","['38', ' ']","['13', '  ']","['*', 'e ']","['226', '  ']","['212', '  ']","['175', '  ']","['1', 'e ']","['20', ' ']","['217', '  ']","['1', 'e ']","['59', '  ']","['*', 'e ']","['31', ' ']"
1397,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['675', '  ']","['2,294', 'i ']","['1', 'e ']","['168', '  ']","['7', '  ']","['16', 'i ']","['1', 'e ']","['146', 'i']","['45', 'i ']","['*', 'e ']","['87', 'i ']","['2', 'e ']","['8', 'i ']","['58', 'i ']","['561', 'i']","['8', '  ']","['1', 'e ']","['4', 'e ']","['25', 'i ']","['38', '  ']","['8', '  ']","['42', 'i']","['141', '  ']","['1', 'e ']","['25', 'i ']","['*', 'e ']","['15', ' ']"
1397,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,366', '  ']","['106,071', '  ']","['303', 'i ']","['108', 'i ']","['277', '  ']","['3,471', 'i ']","['57', '  ']","['5,722', ' ']","['3,020', '  ']","['109', '  ']","['744', '  ']","['214', '  ']","['851', '  ']","['1,465', '  ']","['46', ' ']","['334', '  ']","['26', '  ']","['253', '  ']","['6,084', '  ']","['1,688', '  ']","['76', '  ']","['1,045', ' ']","['12,475', '  ']","['16', 'e ']","['1,189', '  ']","['16', '  ']","['2,025', ' ']"
1397,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['62', '  ']","['2,897', '  ']","['*', '  ']","['2', '  ']","['*', 'e ']","['325', '  ']","['*', 'e ']","['*', 'i']","['*', 'e ']","['1', '  ']","['*', '  ']","['57', '  ']","['*', 'e ']","['1', 'i ']","['*', 'e']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['2,232', '  ']","['D', '  ']","['*', 'e ']","['*', 'e']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['3', '  ']","['D', ' ']"
1397,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['34', '  ']","['325', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['7', ' ']","['*', '  ']","['D', '  ']","['22', '  ']","['*', '  ']","['*', '  ']","['13', '  ']","['0', ' ']","['*', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['D', '  ']","['0', '  ']","['D', ' ']","['*', '  ']","['*', '  ']","['*', '  ']","['D', '  ']","['D', ' ']"
1397,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,642', '  ']","['442', 'i ']","['2', 'e ']","['2', 'e ']","['2', 'i ']","['17', 'e ']","['1', 'e ']","['26', 'e']","['5', 'e ']","['D', '&nbsp;']","['22', 'i ']","['3', 'e ']","['3', 'e ']","['10', 'e ']","['1', 'i']","['2', 'e ']","['1', 'e ']","['10', 'i ']","['22', 'e ']","['D', '&nbsp;']","['1', 'i ']","['6', 'e']","['6', 'e ']","['*', 'e ']","['7', 'e ']","['D', '&nbsp;']","['D', ' ']"
1397,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['241', '  ']","['1,569', 'i ']","['*', 'e ']","['1', 'i ']","['*', 'e ']","['2', 'e ']","['*', 'e ']","['7', 'e']","['1', 'e ']","['D', '&nbsp;']","['1', 'e ']","['*', 'e ']","['1', 'e ']","['2', 'e ']","['*', 'i']","['2', 'i ']","['*', 'e ']","['*', 'e ']","['4', 'i ']","['D', '&nbsp;']","['*', 'e ']","['D', '&nbsp;']","['10', 'i ']","['*', 'e ']","['1', 'e ']","['*', 'e ']","['D', ' ']"
1397,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['32', '  ']","['486', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', '  ']","['*', 'e ']","['*', 'e']","['*', '  ']","['*', 'e ']","['4', '  ']","['*', 'e ']","['*', 'e ']","['22', '  ']","['*', 'e']","['*', 'e ']","['*', 'e ']","['56', '  ']","['21', '  ']","['*', 'e ']","['*', '  ']","['6', ' ']","['6', '  ']","['*', 'e ']","['1', '  ']","['*', 'e ']","['8', ' ']"
1397,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,327', '  ']","['70,075', '  ']","['222', 'i ']","['58', 'i ']","['186', '  ']","['1,851', 'i ']","['15', '  ']","['2,838', ' ']","['1,161', '  ']","['80', '  ']","['296', '  ']","['65', '  ']","['605', '  ']","['725', '  ']","['10', 'e']","['245', '  ']","['15', '  ']","['70', 'e ']","['1,450', '  ']","['574', '  ']","['22', '  ']","['573', ' ']","['11,644', '  ']","['4', '  ']","['796', '  ']","['5', 'e ']","['586', ' ']"
1397,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,341', '  ']","['33,174', '  ']","['11', 'e ']","['49', 'i ']","['98', '  ']","['441', '  ']","['9', 'e ']","['1,071', 'i']","['939', '  ']","['76', '  ']","['237', '  ']","['16', 'e ']","['379', '  ']","['317', '  ']","['4', 'e']","['48', '  ']","['7', '  ']","['36', '  ']","['538', '  ']","['376', '  ']","['14', '  ']","['215', ' ']","['9,532', '  ']","['2', '  ']","['691', '  ']","['3', '  ']","['215', ' ']"
1397,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['77', 'i ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['1', 'e ']","['*', 'e ']","['3', 'e']","['1', 'i ']","['*', 'e ']","['1', 'e ']","['*', 'e ']","['*', 'e ']","['1', 'e ']","['*', 'e']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['8', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e']","['1', 'e ']","['*', 'e ']","['1', 'e ']","['*', 'e ']","['8', ' ']"
1397,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,238', '  ']","['33,098', '  ']","['11', 'e ']","['49', 'i ']","['98', '  ']","['440', '  ']","['9', 'e ']","['1,068', 'i']","['938', '  ']","['76', '  ']","['236', '  ']","['16', 'e ']","['379', '  ']","['316', '  ']","['4', 'e']","['48', '  ']","['7', '  ']","['36', '  ']","['530', '  ']","['376', '  ']","['14', '  ']","['215', ' ']","['9,532', '  ']","['2', '  ']","['691', '  ']","['3', '  ']","['207', ' ']"
1397,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['121', '  ']","['3,530', 'i ']","['1', 'e ']","['1', 'e ']","['1', 'e ']","['1,259', 'i ']","['*', 'e ']","['260', ' ']","['12', '  ']","['1', 'e ']","['4', 'e ']","['D', '&nbsp;']","['9', '  ']","['52', '  ']","['*', 'e']","['D', '  ']","['1', 'e ']","['3', '  ']","['211', 'i ']","['7', '  ']","['1', 'e ']","['111', ' ']","['184', 'i ']","['*', 'e ']","['18', '  ']","['*', 'e ']","['D', ' ']"
1397,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['744', '  ']","['11,776', '  ']","['197', 'i ']","['7', 'e ']","['86', '  ']","['122', '  ']","['4', '  ']","['541', ' ']","['164', '  ']","['3', 'e ']","['51', 'e ']","['9', 'e ']","['189', '  ']","['286', '  ']","['5', ' ']","['151', '  ']","['7', '  ']","['27', 'e ']","['608', '  ']","['183', '  ']","['8', 'e ']","['232', ' ']","['564', '  ']","['1', '  ']","['76', '  ']","['1', 'e ']","['351', ' ']"
1397,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['121', '  ']","['21,594', '  ']","['13', '  ']","['1', 'e ']","['1', '  ']","['29', '  ']","['2', '  ']","['965', ' ']","['46', '  ']","['*', 'e ']","['3', '  ']","['D', '  ']","['28', '  ']","['69', '  ']","['*', ' ']","['D', '  ']","['*', 'e ']","['4', '  ']","['93', '  ']","['8', 'i ']","['*', 'e ']","['15', ' ']","['1,363', 'i ']","['*', 'e ']","['10', '  ']","['*', 'e ']","['D', ' ']"
1397,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['70', '  ']","['7,237', '  ']","['14', '  ']","['3', '  ']","['1', '  ']","['289', '  ']","['1', '  ']","['1,016', ' ']","['657', '  ']","['*', 'e ']","['95', '  ']","['8', '  ']","['*', '  ']","['211', '  ']","['19', ' ']","['27', '  ']","['*', '  ']","['1', '  ']","['290', '  ']","['5', '  ']","['*', '  ']","['16', ' ']","['16', '  ']","['*', '  ']","['227', '  ']","['*', 'e ']","['626', ' ']"
1397,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['48', '  ']","['475', '  ']","['5', '  ']","['*', 'i ']","['*', 'e ']","['D', '&nbsp;']","['*', 'e ']","['19', ' ']","['*', '  ']","['*', 'e ']","['4', '  ']","['*', 'e ']","['3', '  ']","['2', '  ']","['*', 'e']","['*', 'e ']","['*', 'e ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['D', '&nbsp;']","['129', '  ']","['*', 'e ']","['*', '  ']","['*', 'i ']","['D', ' ']"
1397,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['11', '  ']","['27', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', ' ']","['*', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['3', '  ']","['1', 'i ']","['0', ' ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1397,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['37', '  ']","['449', '  ']","['4', '  ']","['*', 'i ']","['*', 'e ']","['D', '&nbsp;']","['*', 'e ']","['19', ' ']","['*', 'e ']","['*', 'e ']","['4', '  ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['*', 'e']","['*', 'e ']","['*', 'e ']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', 'e']","['129', '  ']","['*', 'e ']","['*', '  ']","['*', 'i ']","['D', ' ']"
1397,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['6,385', '  ']","['20,845', '  ']","['51', 'i ']","['39', '  ']","['84', '  ']","['963', 'i ']","['40', '  ']","['1,768', ' ']","['1,176', '  ']","['10', 'e ']","['265', '  ']","['77', '  ']","['225', '  ']","['457', '  ']","['15', 'e']","['52', 'i ']","['9', 'i ']","['96', '  ']","['1,957', 'i ']","['676', '  ']","['52', '  ']","['426', 'e']","['604', '  ']","['10', 'e ']","['99', '  ']","['4', 'e ']","['408', ' ']"
1397,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,354', '  ']","['1,816', '  ']","['11', 'i ']","['12', '  ']","['11', '  ']","['28', 'e ']","['5', 'e ']","['71', 'e']","['32', '  ']","['3', 'e ']","['28', 'e ']","['11', 'e ']","['104', '  ']","['118', '  ']","['3', 'e']","['10', 'e ']","['2', 'e ']","['16', 'e ']","['222', '  ']","['17', '  ']","['2', 'e ']","['60', 'i']","['61', '  ']","['3', 'e ']","['29', '  ']","['1', 'e ']","['80', ' ']"
1397,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,543', '  ']","['13,255', '  ']","['19', '  ']","['16', '  ']","['29', '  ']","['204', 'e ']","['14', 'i ']","['1,507', ' ']","['1,035', '  ']","['2', 'e ']","['143', '  ']","['25', '  ']","['81', '  ']","['157', 'i ']","['8', 'e']","['30', '  ']","['5', 'i ']","['30', 'e ']","['1,497', 'i ']","['26', 'e ']","['48', '  ']","['276', 'e']","['382', '  ']","['6', '  ']","['32', 'e ']","['1', 'e ']","['238', ' ']"
1397,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,480', '  ']","['2,811', '  ']","['11', '  ']","['7', '  ']","['34', '  ']","['98', '  ']","['9', 'i ']","['78', 'i']","['76', '  ']","['4', '  ']","['48', '  ']","['4', 'i ']","['22', '  ']","['128', 'i ']","['3', 'i']","['6', 'i ']","['2', 'i ']","['14', '  ']","['121', '  ']","['24', '  ']","['*', 'i ']","['25', ' ']","['97', 'i ']","['*', 'e ']","['14', '  ']","['*', 'i ']","['23', ' ']"
1397,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['315', '  ']","['750', 'i ']","['11', '  ']","['*', 'e ']","['1', '  ']","['20', '  ']","['3', 'i ']","['29', 'i']","['34', 'i ']","['*', 'e ']","['15', 'i ']","['1', 'i ']","['1', 'i ']","['10', 'i ']","['1', 'i']","['4', 'i ']","['1', '  ']","['4', 'i ']","['18', '  ']","['4', 'i ']","['*', '  ']","['5', 'i']","['19', '  ']","['*', 'e ']","['9', '  ']","['0', '  ']","['4', ' ']"
1397,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['1,134', '  ']","['2,029', '  ']","['*', '  ']","['7', '  ']","['33', '  ']","['76', '  ']","['6', 'i ']","['43', ' ']","['42', '  ']","['4', '  ']","['33', '  ']","['1', 'i ']","['21', '  ']","['117', 'i ']","['3', 'i']","['2', 'i ']","['*', 'i ']","['10', '  ']","['103', '  ']","['14', 'i ']","['*', 'i ']","['20', ' ']","['77', 'i ']","['*', 'e ']","['4', '  ']","['*', 'i ']","['20', ' ']"
1397,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['31', '  ']","['32', '  ']","['*', 'e ']","['*', 'e ']","['*', '  ']","['1', '  ']","['*', 'e ']","['5', 'i']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['2', 'i ']","['*', 'i ']","['1', 'i ']","['*', 'e']","['*', 'e ']","['0', '  ']","['*', 'e ']","['*', 'e ']","['6', '  ']","['0', '  ']","['*', 'e']","['1', 'i ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['0', ' ']"
1397,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['1,008', '  ']","['2,962', '  ']","['9', '  ']","['5', 'e ']","['11', '  ']","['632', 'i ']","['12', '  ']","['112', 'e']","['33', 'i ']","['1', 'e ']","['45', '  ']","['36', '  ']","['17', '  ']","['54', 'e ']","['2', 'e']","['6', 'e ']","['*', 'e ']","['36', '  ']","['116', 'e ']","['609', '  ']","['2', 'e ']","['65', 'e']","['64', '  ']","['1', 'e ']","['25', '  ']","['1', '  ']","['67', ' ']"
1397,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['241', '  ']","['782', '  ']","['*', 'e ']","['*', 'e ']","['1', '  ']","['13', 'i ']","['*', 'e ']","['5', 'e']","['3', '  ']","['*', 'e ']","['10', '  ']","['*', 'e ']","['6', '  ']","['3', 'e ']","['*', 'e']","['1', 'e ']","['*', 'e ']","['1', 'e ']","['11', '  ']","['D', '  ']","['*', 'e ']","['3', ' ']","['40', '  ']","['*', 'e ']","['48', '  ']","['*', 'e ']","['D', ' ']"
1397,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['286', '  ']","['939', 'i ']","['9', '  ']","['4', 'e ']","['2', '  ']","['8', 'e ']","['1', 'e ']","['36', ' ']","['15', '  ']","['1', '  ']","['25', '  ']","['4', 'i ']","['7', '  ']","['20', '  ']","['1', 'e']","['6', 'i ']","['2', 'i ']","['16', '  ']","['97', '  ']","['7', 'i ']","['*', 'e ']","['7', 'e']","['20', '  ']","['1', 'e ']","['10', '  ']","['1', 'i ']","['141', ' ']"
1397,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['29,999', '  ']","['317,731', '  ']","['491', '  ']","['412', '  ']","['767', '  ']","['12,902', '  ']","['323', '  ']","['13,454', ' ']","['7,226', '  ']","['237', '  ']","['6,366', '  ']","['642', '  ']","['6,316', '  ']","['11,161', '  ']","['822', 'i']","['1,146', '  ']","['135', '  ']","['1,383', '  ']","['14,913', '  ']","['2,876', '  ']","['230', '  ']","['2,240', ' ']","['19,001', '  ']","['157', '  ']","['4,387', '  ']","['164', '  ']","['5,664', ' ']"
1397,r074,All companies (number of domestic employees) -> Micro companies<sup>b</sup>,All companies (number of domestic employees),Micro companies<sup>b</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1397,r075,All companies (number of domestic employees) -> Micro companies<sup>b</sup> -> 5 &#8211; 9,All companies (number of domestic employees),Micro companies<sup>b</sup>,5 &#8211; 9,,,3,–,"['3,507', '  ']","['1,044', 'i ']","['3', 'e ']","['4', 'e ']","['4', 'e ']","['36', 'i ']","['2', 'e ']","['46', 'e']","['19', 'e ']","['1', 'e ']","['29', 'e ']","['8', 'i ']","['14', 'i ']","['34', 'e ']","['2', 'e']","['8', 'i ']","['1', 'e ']","['9', 'e ']","['57', 'e ']","['12', 'e ']","['1', 'e ']","['30', 'e']","['24', 'e ']","['1', 'e ']","['15', 'e ']","['*', 'e ']","['4', ' ']"
1397,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1397,r077,All companies (number of domestic employees) -> Small companies -> 10 &#8211; 19,All companies (number of domestic employees),Small companies,10 &#8211; 19,,,3,–,"['6,390', '  ']","['3,887', 'i ']","['17', 'e ']","['19', 'e ']","['22', 'e ']","['201', 'e ']","['11', 'e ']","['197', 'e']","['89', 'e ']","['4', 'e ']","['106', 'e ']","['18', 'e ']","['43', 'e ']","['153', 'e ']","['11', 'e']","['28', 'e ']","['4', 'e ']","['33', 'e ']","['195', 'e ']","['83', 'e ']","['5', 'e ']","['105', 'e']","['117', 'e ']","['3', 'e ']","['66', 'e ']","['2', 'e ']","['D', ' ']"
1397,r078,All companies (number of domestic employees) -> Small companies -> 20 &#8211; 49,All companies (number of domestic employees),Small companies,20 &#8211; 49,,,3,–,"['7,873', '  ']","['7,473', 'i ']","['18', 'e ']","['41', '  ']","['36', 'e ']","['265', 'e ']","['24', '  ']","['402', 'e']","['181', '  ']","['11', 'e ']","['198', 'e ']","['33', 'e ']","['75', 'e ']","['304', 'i ']","['24', 'i']","['33', 'e ']","['7', 'e ']","['64', 'e ']","['419', 'e ']","['87', 'e ']","['17', 'i ']","['225', 'e']","['192', 'e ']","['7', 'e ']","['84', 'e ']","['4', 'e ']","['71', ' ']"
1397,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1397,r080,All companies (number of domestic employees) -> Medium companies -> 50 &#8211; 99,All companies (number of domestic employees),Medium companies,50 &#8211; 99,,,3,–,"['4,519', '  ']","['7,728', '  ']","['26', 'e ']","['23', 'e ']","['51', '  ']","['344', '  ']","['31', '  ']","['266', 'e']","['225', 'i ']","['9', 'e ']","['171', 'e ']","['39', 'e ']","['83', '  ']","['275', '  ']","['20', ' ']","['43', 'e ']","['9', 'e ']","['45', 'e ']","['344', '  ']","['95', '  ']","['15', '  ']","['142', 'e']","['195', '  ']","['6', 'e ']","['110', 'i ']","['4', 'e ']","['230', ' ']"
1397,r081,All companies (number of domestic employees) -> Medium companies -> 100 &#8211; 249,All companies (number of domestic employees),Medium companies,100 &#8211; 249,,,3,–,"['3,909', '  ']","['11,722', '  ']","['32', 'i ']","['56', 'i ']","['62', '  ']","['605', '  ']","['13', '  ']","['409', ' ']","['221', '  ']","['10', '  ']","['243', '  ']","['32', 'e ']","['133', '  ']","['509', '  ']","['20', 'i']","['72', '  ']","['26', '  ']","['78', '  ']","['503', '  ']","['110', '  ']","['19', '  ']","['200', ' ']","['450', '  ']","['14', '  ']","['262', '  ']","['2', 'e ']","['400', ' ']"
1397,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1397,r083,All companies (number of domestic employees) -> Large companies -> 250 &#8211; 499,All companies (number of domestic employees),Large companies,250 &#8211; 499,,,3,–,"['1,567', '  ']","['11,438', '  ']","['37', '  ']","['34', '  ']","['94', '  ']","['226', '  ']","['8', '  ']","['362', ' ']","['220', '  ']","['3', 'e ']","['283', '  ']","['26', '  ']","['138', '  ']","['371', '  ']","['8', ' ']","['49', '  ']","['10', '  ']","['102', '  ']","['454', '  ']","['163', '  ']","['19', '  ']","['74', ' ']","['757', '  ']","['2', 'e ']","['170', '  ']","['3', '  ']","['551', ' ']"
1397,r084,All companies (number of domestic employees) -> Large companies -> 500 &#8211; 999,All companies (number of domestic employees),Large companies,500 &#8211; 999,,,3,–,"['840', '  ']","['13,525', '  ']","['25', '  ']","['9', '  ']","['141', '  ']","['295', '  ']","['1', 'e ']","['826', ' ']","['251', '  ']","['2', '  ']","['156', '  ']","['30', '  ']","['147', '  ']","['276', '  ']","['17', ' ']","['104', '  ']","['19', '  ']","['29', '  ']","['736', '  ']","['160', '  ']","['D', '  ']","['132', ' ']","['633', '  ']","['*', 'e ']","['266', '  ']","['14', '  ']","['D', ' ']"
