table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
7693,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,612123519,19551988,8466077,24977083,104838922,193239062,7347231,5619101,186336216,7680678,26306316,27760845
7693,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,6067898,216374,275624,138848,2649550,1958301,247000,0,0,522916,59285,0
7693,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,11068861,0,0,0,2028593,8285625,0,662537,0,0,0,92106
7693,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,5070319,0,0,0,1611566,2543989,0,0,0,0,914764,0
7693,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,983181,0,0,0,762209,220972,0,0,0,0,0,0
7693,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,28494592,0,0,0,711415,21074351,2702614,627926,3068462,0,54964,254860
7693,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,6546643,0,23575,0,2441788,3274866,0,70974,0,0,614541,120899
7693,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,15879739,0,32761,0,5822801,2109918,0,0,4676381,14459,3223419,0
7693,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,1355648,0,0,0,403085,841736,0,0,0,23124,0,87703
7693,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,6245794,0,0,0,0,243025,0,0,5701269,0,0,301500
7693,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,25068596,5835230,427079,63058,6955174,5360199,0,993952,0,20465,5258768,154671
7693,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,17725257,252101,0,11369004,458702,5645450,0,0,0,0,0,0
7693,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,8334826,0,2188265,2000000,0,3517533,0,0,115656,0,513372,0
7693,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,9698956,0,0,4232852,3132880,1881821,0,115127,0,0,336276,0
