table_id,row_id,it_functions_full_path,it_functions_level_1,it_functions_level_2,it_functions_hierarchy_depth,field_companies_number_,field_none,field_up_to_50_,field_more_than_50_,field_all,field_don_t_know,field_information_not_collected_by_the_business
2679,r001,All IT functions,All IT functions,,1,"['    3,500,973 ', '&nbsp;']","['    25.3 ', '&nbsp;']","['    9.8 ', '&nbsp;']","['    7.3 ', '&nbsp;']","['    5.6 ', '&nbsp;']","['    16.1 ', '&nbsp;']","['    35.8 ', '&nbsp;']"
2679,r002,All IT functions -> Security or firewall,All IT functions,Security or firewall,2,"['    3,500,973 ', '&nbsp;']","['    24.4 ', '&nbsp;']","['    9.5 ', '&nbsp;']","['    6.8 ', '&nbsp;']","['    9.8 ', '&nbsp;']","['    18.5 ', '&nbsp;']","['    31.0 ', '&nbsp;']"
2679,r003,All IT functions -> Servers,All IT functions,Servers,2,"['    3,500,973 ', '&nbsp;']","['    27.4 ', '&nbsp;']","['    7.6 ', '&nbsp;']","['    5.8 ', '&nbsp;']","['    7.5 ', '&nbsp;']","['    16.6 ', '&nbsp;']","['    35.2 ', '&nbsp;']"
2679,r004,"All IT functions -> Data storage and management (e.g., Amazon Web Services, IBM Bluemix, Microsoft Azure)",All IT functions,"Data storage and management (e.g., Amazon Web Services, IBM Bluemix, Microsoft Azure)",2,"['    3,500,973 ', '&nbsp;']","['    26.5 ', '&nbsp;']","['    9.0 ', '&nbsp;']","['    6.9 ', '&nbsp;']","['    6.7 ', '&nbsp;']","['    15.1 ', '&nbsp;']","['    35.9 ', '&nbsp;']"
2679,r005,"All IT functions -> Collaboration and file synchronization (e.g., Dropbox, OneDrive, Google Drive)",All IT functions,"Collaboration and file synchronization (e.g., Dropbox, OneDrive, Google Drive)",2,"['    3,500,973 ', '&nbsp;']","['    25.2 ', '&nbsp;']","['    12.2 ', '&nbsp;']","['    6.7 ', '&nbsp;']","['    6.2 ', '&nbsp;']","['    15.0 ', '&nbsp;']","['    34.8 ', '&nbsp;']"
2679,r006,All IT functions -> Data analysis,All IT functions,Data analysis,2,"['    3,500,973 ', '&nbsp;']","['    29.8 ', '&nbsp;']","['    5.4 ', '&nbsp;']","['    4.2 ', '&nbsp;']","['    3.9 ', '&nbsp;']","['    14.8 ', '&nbsp;']","['    41.9 ', '&nbsp;']"
2679,r007,All IT functions -> Billing and account management,All IT functions,Billing and account management,2,"['    3,500,973 ', '&nbsp;']","['    25.7 ', '&nbsp;']","['    10.2 ', '&nbsp;']","['    9.4 ', '&nbsp;']","['    11.2 ', '&nbsp;']","['    13.2 ', '&nbsp;']","['    30.4 ', '&nbsp;']"
2679,r008,All IT functions -> Customer relationship management,All IT functions,Customer relationship management,2,"['    3,500,973 ', '&nbsp;']","['    28.9 ', '&nbsp;']","['    7.6 ', '&nbsp;']","['    6.1 ', '&nbsp;']","['    5.6 ', '&nbsp;']","['    13.4 ', '&nbsp;']","['    38.5 ', '&nbsp;']"
