table_id,row_id,business_activity,companies_number_,collected_primarily_in_digital_format,collected_but_not_digitally,did_not_collect,don_t_know,did_not_answer
9015,r001,Personnel,"['3,673,038', '&nbsp;']","['27.1', '&nbsp;']","['19.5', '&nbsp;']","['34.7', '&nbsp;']","['18.5', '&nbsp;']","['0.2', '&nbsp;']"
9015,r002,Financial,"['3,673,038', '&nbsp;']","['43.2', '&nbsp;']","['15.5', '&nbsp;']","['24.4', '&nbsp;']","['16.7', '&nbsp;']","['0.2', '&nbsp;']"
9015,r003,Customer feedback,"['3,673,038', '&nbsp;']","['21.5', '&nbsp;']","['11.0', '&nbsp;']","['50.0', '&nbsp;']","['17.2', '&nbsp;']","['0.2', '&nbsp;']"
9015,r004,Marketing,"['3,673,038', '&nbsp;']","['25.7', '&nbsp;']","['7.2', '&nbsp;']","['49.2', '&nbsp;']","['17.7', '&nbsp;']","['0.2', '&nbsp;']"
9015,r005,Supply chain,"['3,673,038', '&nbsp;']","['14.0', '&nbsp;']","['8.5', '&nbsp;']","['54.2', '&nbsp;']","['23.1', '&nbsp;']","['0.3', '&nbsp;']"
9015,r006,Production,"['3,673,038', '&nbsp;']","['14.8', '&nbsp;']","['8.7', '&nbsp;']","['52.9', '&nbsp;']","['23.4', '&nbsp;']","['0.2', '&nbsp;']"
9015,r007,Other,"['3,673,038', '&nbsp;']","['3.7', '&nbsp;']","['1.9', '&nbsp;']","['46.3', '&nbsp;']","['46.9', '&nbsp;']","['1.2', '&nbsp;']"
