table_id,row_id,_b_state_or_location_and_agency_b_full_path,_b_state_or_location_and_agency_b_level_1,_b_state_or_location_and_agency_b_level_2,_b_state_or_location_and_agency_b_level_3,_b_state_or_location_and_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
6428,r001,Alabama,Alabama,,,1,,,,,,,,,
6428,r002,"Alabama -> Department of Defense, RDT&E",Alabama,"Department of Defense, RDT&E",,2,2712137.3,1581330.6,1063387.0,0.0,38563.2,0.0,28756.5,0.0,100.0
6428,r003,"Alabama -> Department of Defense, research",Alabama,"Department of Defense, research",,2,90191.4,30120.8,35183.0,0.0,16793.8,0.0,7993.9,0.0,100.0
6428,r004,"Alabama -> Department of Defense, total experimental development<sup>b</sup>",Alabama,"Department of Defense, total experimental development<sup>b</sup>",,2,2252448.2,1394879.9,827933.8,0.0,21764.6,0.0,7869.8,0.0,0.0
6428,r005,"Alabama -> Department of Defense, operational systems development<sup>c</sup>",Alabama,"Department of Defense, operational systems development<sup>c</sup>",,2,369497.7,156329.9,200270.2,0.0,4.8,0.0,12892.8,0.0,0.0
6428,r006,Alaska,Alaska,,,1,,,,,,,,,
6428,r007,"Alaska -> Department of Defense, RDT&E",Alaska,"Department of Defense, RDT&E",,2,103863.6,26132.3,71107.2,0.0,5063.6,0.0,1500.0,0.0,60.5
6428,r008,"Alaska -> Department of Defense, research",Alaska,"Department of Defense, research",,2,10752.2,97.4,5212.6,0.0,3942.2,0.0,1500.0,0.0,0.0
6428,r009,"Alaska -> Department of Defense, total experimental development<sup>b</sup>",Alaska,"Department of Defense, total experimental development<sup>b</sup>",,2,92481.4,26034.9,65264.5,0.0,1121.4,0.0,0.0,0.0,60.5
6428,r010,"Alaska -> Department of Defense, operational systems development<sup>c</sup>",Alaska,"Department of Defense, operational systems development<sup>c</sup>",,2,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,r011,Arizona,Arizona,,,1,,,,,,,,,
6428,r012,"Arizona -> Department of Defense, RDT&E",Arizona,"Department of Defense, RDT&E",,2,1499163.9,230900.4,1212904.0,0.0,46719.9,0.0,3395.4,0.0,5244.1
6428,r013,"Arizona -> Department of Defense, research",Arizona,"Department of Defense, research",,2,101257.4,3666.0,57031.3,0.0,40560.1,0.0,0.0,0.0,0.0
6428,r014,"Arizona -> Department of Defense, total experimental development<sup>b</sup>",Arizona,"Department of Defense, total experimental development<sup>b</sup>",,2,1151034.8,166812.0,969423.5,0.0,6159.8,0.0,3395.4,0.0,5244.1
6428,r015,"Arizona -> Department of Defense, operational systems development<sup>c</sup>",Arizona,"Department of Defense, operational systems development<sup>c</sup>",,2,246871.7,60422.5,186449.2,0.0,0.0,0.0,0.0,0.0,0.0
6428,r016,Arkansas,Arkansas,,,1,,,,,,,,,
6428,r017,"Arkansas -> Department of Defense, RDT&E",Arkansas,"Department of Defense, RDT&E",,2,337385.2,9703.6,317076.7,0.0,10604.9,0.0,0.0,0.0,0.0
6428,r018,"Arkansas -> Department of Defense, research",Arkansas,"Department of Defense, research",,2,9962.4,188.7,0.0,0.0,9773.7,0.0,0.0,0.0,0.0
6428,r019,"Arkansas -> Department of Defense, total experimental development<sup>b</sup>",Arkansas,"Department of Defense, total experimental development<sup>b</sup>",,2,327381.0,9478.8,317071.0,0.0,831.2,0.0,0.0,0.0,0.0
6428,r020,"Arkansas -> Department of Defense, operational systems development<sup>c</sup>",Arkansas,"Department of Defense, operational systems development<sup>c</sup>",,2,41.9,36.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0
6428,r021,California,California,,,1,,,,,,,,,
6428,r022,"California -> Department of Defense, RDT&E",California,"Department of Defense, RDT&E",,2,11273243.4,3271054.0,6677967.9,136878.7,549262.5,33714.0,139698.0,462940.4,1727.9
6428,r023,"California -> Department of Defense, research",California,"Department of Defense, research",,2,1236116.2,208325.8,443545.7,33239.7,394313.0,6844.6,84575.3,65013.9,258.3
6428,r024,"California -> Department of Defense, total experimental development<sup>b</sup>",California,"Department of Defense, total experimental development<sup>b</sup>",,2,8734093.1,2738703.1,5336391.1,92392.2,150474.3,26869.4,54632.4,333160.9,1469.7
6428,r025,"California -> Department of Defense, operational systems development<sup>c</sup>",California,"Department of Defense, operational systems development<sup>c</sup>",,2,1303034.1,324025.2,898031.1,11246.7,4475.1,0.0,490.4,64765.6,0.0
6428,r026,Colorado,Colorado,,,1,,,,,,,,,
6428,r027,"Colorado -> Department of Defense, RDT&E",Colorado,"Department of Defense, RDT&E",,2,3272416.7,347386.8,2849945.6,0.0,71633.8,13.8,2034.9,1401.8,0.0
6428,r028,"Colorado -> Department of Defense, research",Colorado,"Department of Defense, research",,2,84700.6,5287.2,31109.0,0.0,47947.8,13.8,222.4,120.4,0.0
6428,r029,"Colorado -> Department of Defense, total experimental development<sup>b</sup>",Colorado,"Department of Defense, total experimental development<sup>b</sup>",,2,2597163.7,305386.5,2264997.3,0.0,23686.0,0.0,1812.4,1281.4,0.0
6428,r030,"Colorado -> Department of Defense, operational systems development<sup>c</sup>",Colorado,"Department of Defense, operational systems development<sup>c</sup>",,2,590552.3,36713.0,553839.3,0.0,0.0,0.0,0.0,0.0,0.0
6428,r031,Connecticut,Connecticut,,,1,,,,,,,,,
6428,r032,"Connecticut -> Department of Defense, RDT&E",Connecticut,"Department of Defense, RDT&E",,2,1631657.6,5917.5,1585070.9,0.0,39417.7,0.0,1251.4,0.0,0.0
6428,r033,"Connecticut -> Department of Defense, research",Connecticut,"Department of Defense, research",,2,55176.1,920.1,29550.4,0.0,23454.2,0.0,1251.4,0.0,0.0
6428,r034,"Connecticut -> Department of Defense, total experimental development<sup>b</sup>",Connecticut,"Department of Defense, total experimental development<sup>b</sup>",,2,1485356.4,4997.4,1464395.4,0.0,15963.6,0.0,0.0,0.0,0.0
6428,r035,"Connecticut -> Department of Defense, operational systems development<sup>c</sup>",Connecticut,"Department of Defense, operational systems development<sup>c</sup>",,2,91125.0,0.0,91125.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,r036,Delaware,Delaware,,,1,,,,,,,,,
6428,r037,"Delaware -> Department of Defense, RDT&E",Delaware,"Department of Defense, RDT&E",,2,77113.4,155.2,57668.0,0.0,19290.2,0.0,0.05,0.0,0.0
6428,r038,"Delaware -> Department of Defense, research",Delaware,"Department of Defense, research",,2,18637.6,29.7,3688.4,0.0,14919.5,0.0,0.05,0.0,0.0
6428,r039,"Delaware -> Department of Defense, total experimental development<sup>b</sup>",Delaware,"Department of Defense, total experimental development<sup>b</sup>",,2,23689.5,125.5,19193.3,0.0,4370.7,0.0,0.0,0.0,0.0
6428,r040,"Delaware -> Department of Defense, operational systems development<sup>c</sup>",Delaware,"Department of Defense, operational systems development<sup>c</sup>",,2,34786.3,0.0,34786.3,0.0,0.0,0.0,0.0,0.0,0.0
6428,r041,District of Columbia,District of Columbia,,,1,,,,,,,,,
6428,r042,"District of Columbia -> Department of Defense, RDT&E",District of Columbia,"Department of Defense, RDT&E",,2,4654017.5,3928263.1,590483.1,0.0,43830.7,0.0,86241.7,5199.0,0.0
6428,r043,"District of Columbia -> Department of Defense, research",District of Columbia,"Department of Defense, research",,2,455557.4,386390.7,27732.1,0.0,27734.5,0.0,11291.3,2408.8,0.0
6428,r044,"District of Columbia -> Department of Defense, total experimental development<sup>b</sup>",District of Columbia,"Department of Defense, total experimental development<sup>b</sup>",,2,3289276.3,2687667.7,510110.2,0.0,15541.5,0.0,73166.7,2790.1,0.0
6428,r045,"District of Columbia -> Department of Defense, operational systems development<sup>c</sup>",District of Columbia,"Department of Defense, operational systems development<sup>c</sup>",,2,909183.8,854204.7,52640.7,0.0,554.7,0.0,1783.6,0.0,0.0
6428,r046,Florida,Florida,,,1,,,,,,,,,
6428,r047,"Florida -> Department of Defense, RDT&E",Florida,"Department of Defense, RDT&E",,2,2984435.1,715124.9,2115722.7,0.0,107182.6,0.0,46404.9,0.0,0.0
6428,r048,"Florida -> Department of Defense, research",Florida,"Department of Defense, research",,2,172946.5,25576.0,53916.4,0.0,74141.4,0.0,19312.7,0.0,0.0
6428,r049,"Florida -> Department of Defense, total experimental development<sup>b</sup>",Florida,"Department of Defense, total experimental development<sup>b</sup>",,2,2536325.9,629858.3,1853419.7,0.0,32501.9,0.0,20546.1,0.0,0.0
6428,r050,"Florida -> Department of Defense, operational systems development<sup>c</sup>",Florida,"Department of Defense, operational systems development<sup>c</sup>",,2,275162.6,59690.6,208386.6,0.0,539.3,0.0,6546.0,0.0,0.0
6428,r051,Georgia,Georgia,,,1,,,,,,,,,
6428,r052,"Georgia -> Department of Defense, RDT&E",Georgia,"Department of Defense, RDT&E",,2,900868.4,191570.8,507935.1,0.0,167601.1,0.0,33761.5,0.0,0.0
6428,r053,"Georgia -> Department of Defense, research",Georgia,"Department of Defense, research",,2,98577.3,3771.6,10864.2,0.0,78928.1,0.0,5013.4,0.0,0.0
6428,r054,"Georgia -> Department of Defense, total experimental development<sup>b</sup>",Georgia,"Department of Defense, total experimental development<sup>b</sup>",,2,640865.1,108280.8,421650.8,0.0,83942.1,0.0,26991.4,0.0,0.0
6428,r055,"Georgia -> Department of Defense, operational systems development<sup>c</sup>",Georgia,"Department of Defense, operational systems development<sup>c</sup>",,2,161426.0,79518.4,75420.1,0.0,4730.9,0.0,1756.7,0.0,0.0
6428,r056,Hawaii,Hawaii,,,1,,,,,,,,,
6428,r057,"Hawaii -> Department of Defense, RDT&E",Hawaii,"Department of Defense, RDT&E",,2,207679.5,63227.2,116962.1,0.0,21038.6,0.0,6451.7,0.0,0.0
6428,r058,"Hawaii -> Department of Defense, research",Hawaii,"Department of Defense, research",,2,76299.1,254.7,57326.3,0.0,14003.4,0.0,4714.7,0.0,0.0
6428,r059,"Hawaii -> Department of Defense, total experimental development<sup>b</sup>",Hawaii,"Department of Defense, total experimental development<sup>b</sup>",,2,128575.8,62972.5,58817.1,0.0,5049.3,0.0,1737.0,0.0,0.0
6428,r060,"Hawaii -> Department of Defense, operational systems development<sup>c</sup>",Hawaii,"Department of Defense, operational systems development<sup>c</sup>",,2,2804.6,0.0,818.7,0.0,1985.9,0.0,0.0,0.0,0.0
6428,r061,Idaho,Idaho,,,1,,,,,,,,,
6428,r062,"Idaho -> Department of Defense, RDT&E",Idaho,"Department of Defense, RDT&E",,2,70029.6,9277.4,36805.2,21745.0,2202.1,0.0,0.0,0.0,0.0
6428,r063,"Idaho -> Department of Defense, research",Idaho,"Department of Defense, research",,2,6210.5,300.0,236.9,3854.0,1819.6,0.0,0.0,0.0,0.0
6428,r064,"Idaho -> Department of Defense, total experimental development<sup>b</sup>",Idaho,"Department of Defense, total experimental development<sup>b</sup>",,2,58795.5,8226.4,32600.5,17586.1,382.5,0.0,0.0,0.0,0.0
6428,r065,"Idaho -> Department of Defense, operational systems development<sup>c</sup>",Idaho,"Department of Defense, operational systems development<sup>c</sup>",,2,5023.6,751.0,3967.8,304.8,0.0,0.0,0.0,0.0,0.0
6428,r066,Illinois,Illinois,,,1,,,,,,,,,
6428,r067,"Illinois -> Department of Defense, RDT&E",Illinois,"Department of Defense, RDT&E",,2,615254.7,119898.9,395935.2,0.0,73520.6,4694.8,21205.2,0.0,0.0
