table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
11661,r001,Doctorate recipients reporting bachelor's degree,All fields,,1,54618
11661,r002,Doctorate recipients reporting bachelor's degree,Science and engineering ,Total,2,43483
11661,r003,Doctorate recipients reporting bachelor's degree,Science and engineering ,Agricultural sciences and natural resources,2,1209
11661,r004,Doctorate recipients reporting bachelor's degree,Science and engineering ,Biological and biomedical sciences,2,9285
11661,r005,Doctorate recipients reporting bachelor's degree,Science and engineering ,Computer and information sciences,2,2165
11661,r006,Doctorate recipients reporting bachelor's degree,Science and engineering ,Engineering,2,10115
11661,r007,Doctorate recipients reporting bachelor's degree,Science and engineering ,"Geosciences, atmospheric, and ocean sciences",2,1159
11661,r008,Doctorate recipients reporting bachelor's degree,Science and engineering ,Health sciences,2,2522
11661,r009,Doctorate recipients reporting bachelor's degree,Science and engineering ,Mathematics and statistics,2,1973
11661,r010,Doctorate recipients reporting bachelor's degree,Science and engineering ,Multidisciplinary/ interdisciplinary sciences,2,1623
11661,r011,Doctorate recipients reporting bachelor's degree,Science and engineering ,Physical sciences,2,5185
11661,r012,Doctorate recipients reporting bachelor's degree,Science and engineering ,Psychology,2,3483
11661,r013,Doctorate recipients reporting bachelor's degree,Science and engineering ,Social sciences,2,4764
11661,r014,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Total,2,11135
11661,r015,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Business,2,1410
11661,r016,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Education,2,3742
11661,r017,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Humanities,2,3145
11661,r018,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Visual and performing arts,2,769
11661,r019,Doctorate recipients reporting bachelor's degree,Non-science and engineering,Other non-science and engineering,2,2069
11661,r020,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,All fields,,1,34884
11661,r021,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Total,2,26699
11661,r022,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Agricultural sciences and natural resources,2,736
11661,r023,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Biological and biomedical sciences,2,6982
11661,r024,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Computer and information sciences,2,787
11661,r025,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Engineering,2,4404
11661,r026,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,"Geosciences, atmospheric, and ocean sciences",2,748
11661,r027,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Health sciences,2,1860
11661,r028,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Mathematics and statistics,2,1003
11661,r029,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Multidisciplinary/ interdisciplinary sciences,2,799
11661,r030,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Physical sciences,2,3215
11661,r031,Doctorate recipients reporting bachelor's degree -> U.S. baccalaureate-origin institutions,Science and engineering ,Psychology,2,3172
