table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
6234,r001,Exports,Exports,,,1,,,,,,,,,,,,,,,,,
6234,r002,Exports -> World,Exports,World,,2,2560.6,2926.1,3516.8,3856.8,4360.1,5047.3,5594.5,4423.6,5398.0,6276.0,6253.6,6410.0,6692.1,6302.8,6182.8,6797.2,7405.7
6234,r003,Exports -> World -> Austria,Exports,World,Austria,3,26.8,31.5,39.6,41.5,45.8,54.0,55.9,43.7,55.9,65.1,62.9,66.3,69.3,58.7,60.9,68.1,79.0
6234,r004,Exports -> World -> Belgium,Exports,World,Belgium,3,42.4,50.6,59.4,60.2,61.7,70.1,79.6,62.1,65.3,75.9,72.0,75.6,73.8,60.6,68.5,80.5,88.0
6234,r005,Exports -> World -> Brazil,Exports,World,Brazil,3,17.0,19.6,26.7,33.1,36.7,41.1,50.6,33.8,38.4,44.5,45.0,46.1,37.6,35.8,37.5,41.7,42.2
6234,r006,Exports -> World -> Canada,Exports,World,Canada,3,98.7,100.1,110.8,118.1,122.0,124.1,117.8,85.4,104.7,116.0,124.5,121.7,126.8,124.8,124.2,123.1,134.1
6234,r007,Exports -> World -> China,Exports,World,China,3,125.1,175.0,245.5,309.7,407.4,525.0,658.1,565.3,749.8,920.0,961.3,1016.6,1117.2,1087.0,983.7,1139.4,1228.5
6234,r008,Exports -> World -> France,Exports,World,France,3,155.6,178.1,206.8,213.3,230.6,255.9,269.4,207.0,224.4,254.6,243.5,254.2,259.4,238.4,244.6,261.7,293.2
6234,r009,Exports -> World -> Germany,Exports,World,Germany,3,301.0,355.9,427.0,452.4,506.5,610.4,673.3,491.5,611.4,718.5,689.2,715.1,748.1,671.3,672.4,740.2,808.4
6234,r010,Exports -> World -> India,Exports,World,India,3,20.7,25.9,38.2,50.3,63.9,77.8,95.3,85.0,115.3,133.3,135.7,146.0,147.4,145.3,149.5,169.2,192.4
6234,r011,Exports -> World -> Indonesia,Exports,World,Indonesia,3,11.8,12.6,14.5,16.7,18.7,21.4,23.9,20.1,25.9,32.6,32.1,31.7,31.0,29.1,29.9,33.1,35.6
6234,r012,Exports -> World -> Ireland,Exports,World,Ireland,3,56.0,58.2,67.8,68.3,72.0,84.1,95.9,93.7,94.8,107.1,101.8,108.6,125.4,165.4,162.5,177.9,208.3
6234,r013,Exports -> World -> Israel,Exports,World,Israel,3,15.9,18.3,22.1,24.3,24.9,26.5,32.6,28.3,32.4,37.8,38.7,38.9,38.7,37.4,36.6,38.6,41.7
6234,r014,Exports -> World -> Italy,Exports,World,Italy,3,102.7,121.2,142.5,149.3,166.8,203.2,224.0,165.7,176.5,204.6,187.8,198.4,205.8,184.1,187.5,203.4,220.0
6234,r015,Exports -> World -> Japan,Exports,World,Japan,3,275.6,312.8,373.6,390.1,411.6,452.8,488.8,339.4,465.5,495.0,491.5,441.4,455.2,414.3,426.3,461.3,502.4
6234,r016,Exports -> World -> Malaysia,Exports,World,Malaysia,3,41.6,44.8,54.1,59.7,60.0,70.5,72.8,64.2,76.0,87.1,83.5,80.1,83.8,76.7,73.9,84.7,92.6
6234,r017,Exports -> World -> Mexico,Exports,World,Mexico,3,90.4,89.3,100.6,111.4,131.0,140.8,152.4,125.4,160.9,183.0,198.6,206.3,225.8,231.1,228.9,248.5,271.4
6234,r018,Exports -> World -> Netherlands,Exports,World,Netherlands,3,47.5,59.4,71.8,77.4,86.3,103.2,110.7,85.6,90.4,116.7,109.7,106.9,111.1,120.3,115.6,131.8,150.5
6234,r019,Exports -> World -> Philippines,Exports,World,Philippines,3,12.6,13.4,15.5,16.2,18.2,20.7,21.3,20.8,26.4,25.7,29.6,29.9,32.4,32.9,33.3,37.0,39.6
6234,r020,Exports -> World -> Russia ,Exports,World,Russia ,3,17.3,20.6,25.4,30.0,36.3,40.4,53.9,33.2,42.3,51.9,59.2,57.6,56.5,40.7,28.5,36.8,44.6
6234,r021,Exports -> World -> Singapore,Exports,World,Singapore,3,46.3,51.6,62.9,68.8,73.7,84.7,89.2,80.2,104.6,122.6,121.7,125.3,132.2,123.1,114.2,126.7,141.4
6234,r022,Exports -> World -> South Korea,Exports,World,South Korea,3,107.2,132.1,174.0,197.6,222.4,257.6,281.5,251.2,328.1,399.4,399.2,419.9,418.9,391.4,371.9,416.2,446.9
6234,r023,Exports -> World -> Spain,Exports,World,Spain,3,58.8,73.3,86.2,87.5,92.9,112.4,112.7,91.2,104.9,124.4,109.3,121.4,123.4,112.2,117.3,126.3,136.7
6234,r024,Exports -> World -> Sweden,Exports,World,Sweden,3,44.9,55.5,65.7,68.8,76.6,85.9,88.1,57.6,66.7,81.4,75.8,76.1,75.4,66.8,67.1,72.6,79.4
6234,r025,Exports -> World -> Switzerland,Exports,World,Switzerland,3,54.9,63.2,76.0,82.0,91.9,109.4,131.3,107.4,126.6,157.0,141.1,159.6,160.6,142.7,147.6,147.2,151.1
6234,r026,Exports -> World -> Taiwan,Exports,World,Taiwan,3,90.6,101.3,123.1,134.2,150.7,165.1,166.1,133.6,186.8,205.2,199.4,204.9,213.8,195.0,194.2,220.0,229.9
6234,r027,Exports -> World -> Thailand,Exports,World,Thailand,3,30.7,36.9,45.6,51.2,61.9,70.9,82.0,69.8,86.0,102.1,106.9,107.6,107.0,98.3,101.7,111.2,119.0
6234,r028,Exports -> World -> United Kingdom,Exports,World,United Kingdom,3,110.8,120.1,133.6,140.0,157.9,159.7,160.2,124.3,142.0,166.6,159.3,154.6,161.6,155.9,145.0,152.5,164.2
6234,r029,Exports -> World -> United States,Exports,World,United States,3,356.1,361.2,403.9,446.7,502.7,554.3,579.4,464.3,532.4,580.8,615.3,618.7,643.2,628.8,611.3,624.2,659.9
