table_id,row_id,sex_field_citizenship_ethnicity_and_race_full_path,sex_field_citizenship_ethnicity_and_race_level_1,sex_field_citizenship_ethnicity_and_race_level_2,sex_field_citizenship_ethnicity_and_race_level_3,sex_field_citizenship_ethnicity_and_race_level_4,sex_field_citizenship_ethnicity_and_race_level_5,sex_field_citizenship_ethnicity_and_race_level_6,sex_field_citizenship_ethnicity_and_race_level_7,sex_field_citizenship_ethnicity_and_race_level_8,sex_field_citizenship_ethnicity_and_race_level_9,sex_field_citizenship_ethnicity_and_race_level_10,sex_field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3259,r573,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,10,12,5,10,14,9,8,6,5,6,9,3
3259,r574,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> Temporary resident",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,Temporary resident,,,8,2,2,3,0,2,6,5,5,2,10,6
3259,r575,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,,,,7,1430,1470,1566,1760,1926,2032,2216,2327,2425,2462,2502
3259,r576,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,,,8,1400,1441,1527,1726,1889,1984,2130,2235,2339,2372,2378
3259,r577,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,9,71,80,102,97,118,148,184,210,240,270,280
3259,r578,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,9,1329,1361,1425,1629,1771,1836,1946,2025,2099,2102,2098
3259,r579,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,10,17,12,15,15,18,14,18,13,12,13,16
3259,r580,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,10,na,na,na,68,70,75,84,83,114,103,98
3259,r581,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,10,57,63,68,na,na,na,na,na,na,na,na
3259,r582,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,10,38,26,33,33,48,53,55,59,60,58,73
3259,r583,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,10,na,na,na,1,1,5,0,4,2,6,5
3259,r584,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,10,1116,1164,1201,1376,1487,1557,1632,1721,1759,1752,1712
3259,r585,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,10,na,na,na,27,48,54,74,74,80,92,138
3259,r586,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,10,101,96,108,109,99,78,83,71,72,78,56
3259,r587,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Earth sciences -> Temporary resident",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Earth sciences,Temporary resident,,,8,30,29,39,34,37,48,86,92,86,90,124
3259,r588,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,,,,7,62,63,87,103,106,119,122,109,132,120,106
3259,r589,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,,,8,61,63,86,103,104,117,119,109,126,120,104
3259,r590,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,9,4,4,8,10,7,7,9,14,16,8,6
3259,r591,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,9,57,59,78,93,97,110,110,95,110,112,98
3259,r592,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,10,0,1,0,0,0,2,1,2,4,2,0
3259,r593,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,10,na,na,na,5,5,3,11,5,6,3,7
3259,r594,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,10,2,6,6,na,na,na,na,na,na,na,na
3259,r595,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,10,0,2,0,2,2,4,0,4,6,3,4
3259,r596,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,10,na,na,na,0,0,1,1,0,0,0,0
3259,r597,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,10,53,48,71,80,84,97,90,80,83,92,82
3259,r598,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,10,na,na,na,2,4,1,6,3,6,9,2
3259,r599,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,10,2,2,1,4,2,2,1,1,5,3,3
3259,r600,"Both sexes -> Female -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Ocean sciences -> Temporary resident",Both sexes,Female,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",Ocean sciences,Temporary resident,,,8,1,0,1,0,2,2,3,0,6,0,2
3259,r601,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,,,,,6,6957,6971,7248,7745,8536,9297,9511,9922,10302,10753,11490
3259,r602,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,,,,7,6646,6638,6841,7145,7676,8209,8318,8536,8585,8723,9286
3259,r603,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,421,417,411,502,585,670,780,879,907,975,1077
3259,r604,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,6225,6221,6430,6643,7091,7539,7538,7657,7678,7748,8209
3259,r605,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,25,35,35,36,21,28,27,25,17,15,31
3259,r606,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,731,760,825,864,965,1020,1095,1303
3259,r607,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,652,648,659,na,na,na,na,na,na,na,na
3259,r608,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,399,403,422,412,465,515,522,516,501,503,517
3259,r609,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,16,19,15,18,17,10,7,15
3259,r610,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,4806,4734,4859,4992,5382,5641,5593,5550,5537,5469,5710
3259,r611,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,96,94,152,217,259,283,317,349
3259,r612,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,343,401,455,360,350,363,297,325,310,342,284
3259,r613,Both sexes -> Female -> All fields -> All S&E -> Science -> Mathematics and statistics -> Temporary resident,Both sexes,Female,All fields,All S&E,Science,Mathematics and statistics,Temporary resident,,,,7,311,333,407,600,860,1088,1193,1386,1717,2030,2204
3259,r614,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences,Both sexes,Female,All fields,All S&E,Science,Physical sciences,,,,,6,7284,7451,7598,7794,8284,8347,8815,8765,8888,9357,9607
3259,r615,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,,,,7,6971,7117,7242,7411,7880,7877,8325,8254,8328,8735,8982
3259,r616,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,8,548,590,563,567,652,666,750,903,850,955,1100
3259,r617,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,,8,6423,6527,6679,6844,7228,7211,7575,7351,7478,7780,7882
3259,r618,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,9,52,50,43,37,38,54,53,31,34,36,44
3259,r619,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,9,na,na,na,1033,1072,1083,1217,1168,1100,1178,1233
3259,r620,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,9,930,1003,1008,na,na,na,na,na,na,na,na
3259,r621,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,9,634,657,628,646,798,729,757,694,684,775,821
3259,r622,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,9,na,na,na,19,16,20,21,16,20,13,21
3259,r623,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,9,4379,4457,4569,4570,4734,4781,4972,4890,5017,5130,5149
3259,r624,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,9,na,na,na,105,134,154,256,268,328,377,386
3259,r625,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,Female,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,9,428,360,431,434,436,390,299,284,295,271,228
3259,r626,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Temporary resident,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Temporary resident,,,,7,313,334,356,383,404,470,490,511,560,622,625
3259,r627,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,,,,7,120,146,140,136,153,128,170,144,140,176,208
3259,r628,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,,,8,116,136,134,131,147,121,156,138,126,165,192
3259,r629,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,9,5,9,15,8,10,7,13,15,20,15,28
3259,r630,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,,9,111,127,119,123,137,114,143,123,106,150,164
3259,r631,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,10,0,0,3,0,1,2,0,0,0,0,0
3259,r632,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,10,na,na,na,8,12,16,9,12,11,11,19
3259,r633,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,10,6,9,14,na,na,na,na,na,na,na,na
3259,r634,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,10,3,0,2,0,1,1,2,1,4,3,3
3259,r635,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,10,na,na,na,0,0,0,0,0,1,1,0
3259,r636,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,White,10,94,104,91,108,110,85,114,100,73,109,131
3259,r637,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,10,na,na,na,3,4,5,10,7,11,20,9
3259,r638,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,10,8,14,9,4,9,5,8,3,6,6,2
3259,r639,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Astronomy -> Temporary resident,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Astronomy,Temporary resident,,,8,4,10,6,5,6,7,14,6,14,11,16
3259,r640,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,,,,7,5909,6106,6162,6328,6730,6718,7097,7108,7120,7472,7588
3259,r641,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,,,8,5663,5825,5863,6023,6422,6354,6703,6702,6671,7013,7132
3259,r642,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,9,473,508,484,499,568,553,625,753,710,785,891
3259,r643,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,,9,5190,5317,5379,5524,5854,5801,6078,5949,5961,6228,6241
3259,r644,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,10,44,42,31,28,32,41,48,29,30,30,32
3259,r645,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,10,na,na,na,917,952,952,1096,1031,984,1047,1052
3259,r646,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,10,838,895,903,na,na,na,na,na,na,na,na
3259,r647,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,10,575,592,582,581,717,670,675,614,600,695,751
3259,r648,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,10,na,na,na,15,14,16,12,13,15,12,19
3259,r649,Both sexes -> Female -> All fields -> All S&E -> Science -> Physical sciences -> Chemistry -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,Female,All fields,All S&E,Science,Physical sciences,Chemistry,U.S. citizen and permanent resident,Not Hispanic or Latino,White,10,3405,3518,3523,3617,3716,3702,3821,3832,3876,3967,3922
