table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3968,r001,All agencies,All agencies,,,,,1,139703.3,140670.2,127625.5,132779.0,131578.3,118273.8,121626.6,133277.5,146800.7,155643.7
3968,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3968,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2376.9,2187.6,2031.2,2269.0,2352.0,2380.4,2575.2,2522.7,2666.1,3334.2
3968,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.3,4.3,5.0,5.7,6.8,6.7,7.2,7.2,7.7,7.0
3968,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1151.6,1094.6,1017.0,1123.2,1132.6,1152.0,1317.6,1229.0,1311.7,1842.0
3968,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,29.0,37.4,36.9,39.6,40.2,40.3,39.5,38.8,39.5,39.5
3968,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,81.1,77.2,71.0,77.6,85.1,85.1,86.4,86.5,85.6,85.3
3968,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.6,0.7,0.7,0.2,0.6,0.2,0.2,0.0,0.0,0.5
3968,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,370.4,340.5,337.3,342.9,339.7,354.0,336.9,342.7,336.8,307.0
3968,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6.7,6.7,6.2,7.6,8.1,8.0,0.3,na,na,na
3968,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,7.4,7.4,7.5,9.4,9.3,9.3,9.4,9.5,9.5,9.0
3968,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,724.1,614.2,546.1,657.0,726.1,721.3,774.4,804.9,871.4,1040.0
3968,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,1.7,4.5,3.6,5.8,3.5,3.6,3.3,4.2,3.9,3.9
3968,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1308.9,1230.7,1293.9,1567.8,1519.4,1635.6,1847.1,1832.3,1999.0,2240.3
