table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences,field_mathematics,field_other_computer_sciences_and_mathematics
3906,r001,All agencies,All agencies,,,,,1,2024030.2,1746089.6,118086.1,159854.5
3906,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,
3906,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,7048.1,1695.0,5353.0,0.0
3906,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,672.0,672.0,0.0,0.0
3906,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,1113.0,1023.0,90.0,0.0
3906,r006,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5263.0,0.0,5263.0,0.0
3906,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,147384.9,135856.4,8137.4,3391.1
3906,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,136861.3,134080.4,149.6,2631.3
3906,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,4677.0,1559.0,3118.0,0.0
3906,r010,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,5846.7,217.0,4869.8,759.8
3906,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,1180475.8,1037626.1,8189.8,134659.9
3906,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,688924.3,628070.7,0.0,60853.6
3906,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,108259.2,73018.3,2865.1,32375.8
3906,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,162132.1,128885.5,0.0,33246.6
3906,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,134999.4,129980.5,3524.7,1494.2
3906,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,86160.8,77671.1,1800.0,6689.7
3906,r017,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,293928.4,277204.6,0.0,16723.8
3906,r018,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,20788.8,20788.8,0.0,0.0
3906,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,256380.3,239656.4,0.0,16723.8
3906,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,238856.4,238856.4,0.0,0.0
3906,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,17523.8,800.0,0.0,16723.8
3906,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,16759.4,16759.4,0.0,0.0
3906,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,127067.4,34988.8,92078.6,0.0
3906,r024,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,43388.9,34988.8,8400.1,0.0
3906,r025,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,83678.5,0.0,83678.5,0.0
3906,r026,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,56590.5,56487.4,0.0,103.2
3906,r027,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,5028.3,5028.3,0.0,0.0
3906,r028,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,50990.3,50990.3,0.0,0.0
3906,r029,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,571.9,468.7,0.0,103.2
3906,r030,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,3538.5,3538.5,0.0,0.0
3906,r031,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,3538.5,3538.5,0.0,0.0
3906,r032,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,2170.4,1326.1,844.4,0.0
3906,r033,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,2170.4,1326.1,844.4,0.0
3906,r034,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,54154.1,54154.1,0.0,0.0
3906,r035,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,31726.6,31726.6,0.0,0.0
3906,r036,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,22427.5,22427.5,0.0,0.0
3906,r037,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,
3906,r038,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,6448.3,6448.3,0.0,0.0
3906,r039,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,8622.4,4743.0,3078.2,801.3
3906,r040,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,75.0,75.0,0.0,0.0
3906,r041,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4175.2,0.0,0.0,4175.2
3906,r042,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,511.0,511.0,0.0,0.0
3906,r043,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,131840.1,131435.5,404.7,0.0
