table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
6630,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['35,730', '&nbsp;']","['32,537', '&nbsp;']","['3,194', '&nbsp;']"
6630,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['3,982', '&nbsp;']","['3,764', '&nbsp;']","['219', '&nbsp;']"
6630,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['7,870', '&nbsp;']","['2,857', '&nbsp;']","['5,013', '&nbsp;']"
6630,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['3,855', '&nbsp;']","['3,670', '&nbsp;']","['185', '&nbsp;']"
6630,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['5,229', '&nbsp;']","['4,819', '&nbsp;']","['410', '&nbsp;']"
6630,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['15,268', '&nbsp;']","['13,564', '&nbsp;']","['1,704', 'i']"
6630,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['155', '&nbsp;']","['155', '&nbsp;']","['0', '&nbsp;']"
6630,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['8,030', 'i']","['6,715', '&nbsp;']","['1,315', 'i']"
6630,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['10,720', 'i']","['5,087', '&nbsp;']","['5,633', 'i']"
6630,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['2,104', '&nbsp;']","['1,082', '&nbsp;']","['1,022', '&nbsp;']"
6630,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['1,434', '&nbsp;']","['1,079', '&nbsp;']","['355', '&nbsp;']"
6630,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,496', '&nbsp;']","['954', '&nbsp;']","['2,542', '&nbsp;']"
6630,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['210 - 2,180', 'i']","['211', 'i']","['0 - 1,969', '&nbsp;']"
6630,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['182 - 2,152', '&nbsp;']","['183', '&nbsp;']","['0 - 1,969', '&nbsp;']"
6630,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['367', '&nbsp;']","['367', '&nbsp;']","['*', '&nbsp;']"
6630,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['541', '&nbsp;']","['298', '&nbsp;']","['243', '&nbsp;']"
6630,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['465', '&nbsp;']","['456', '&nbsp;']","['9', '&nbsp;']"
6630,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['458', '&nbsp;']","['450', '&nbsp;']","['8', '&nbsp;']"
6630,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['14,759', '&nbsp;']","['14,538', '&nbsp;']","['222', '&nbsp;']"
6630,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,558', '&nbsp;']","['2,516', '&nbsp;']","['42', '&nbsp;']"
6630,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['756', '&nbsp;']","['659', '&nbsp;']","['97', '&nbsp;']"
6630,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['945', '&nbsp;']","['926', '&nbsp;']","['19', '&nbsp;']"
6630,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['37', 'i']","['33', 'i']","['4', '&nbsp;']"
6630,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['280', '&nbsp;']","['280', '&nbsp;']","['*', '&nbsp;']"
6630,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['0 - 13,286', 'i']","['0 - 11,353', 'i']","['0 - 1,969', '&nbsp;']"
6630,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['9,398', 'i']","['9,016', 'i']","['382', '&nbsp;']"
6630,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['290', '&nbsp;']","['290', '&nbsp;']","['0', '&nbsp;']"
6630,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['128', 'i']","['124', 'i']","['4', '&nbsp;']"
6630,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['84', '&nbsp;']","['84', '&nbsp;']","['*', '&nbsp;']"
6630,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['24,851', '&nbsp;']","['24,104', '&nbsp;']","['747', '&nbsp;']"
6630,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['72', '&nbsp;']","['53', '&nbsp;']","['19', '&nbsp;']"
6630,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['0 - 2,469', '&nbsp;']","['0 - 501', '&nbsp;']","['0 - 1,969', '&nbsp;']"
6630,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['424', '&nbsp;']","['416', '&nbsp;']","['8', '&nbsp;']"
6630,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,306', '&nbsp;']","['2,271', '&nbsp;']","['35', '&nbsp;']"
6630,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['475', '&nbsp;']","['470', '&nbsp;']","['6', '&nbsp;']"
6630,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['492', '&nbsp;']","['459', '&nbsp;']","['33', '&nbsp;']"
6630,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['8,994', '&nbsp;']","['8,836', '&nbsp;']","['158', 'i']"
6630,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['27,957', '&nbsp;']","['27,617', '&nbsp;']","['340', '&nbsp;']"
6630,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['46,100 - 48,070', '&nbsp;']","['46,101', '&nbsp;']","['0 - 1,969', '&nbsp;']"
6630,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['4,924', '&nbsp;']","['4,923', '&nbsp;']","['1', '&nbsp;']"
6630,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,445', '&nbsp;']","['1,418', '&nbsp;']","['27', '&nbsp;']"
6630,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['2,202', '&nbsp;']","['2,202', '&nbsp;']","['0', '&nbsp;']"
6630,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['396', '&nbsp;']","['396', '&nbsp;']","['0', '&nbsp;']"
6630,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['945', '&nbsp;']","['945', '&nbsp;']","['0', '&nbsp;']"
6630,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['59', '&nbsp;']","['58', '&nbsp;']","['*', '&nbsp;']"
6630,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['1,979', '&nbsp;']","['1,979', '&nbsp;']","['0', '&nbsp;']"
6630,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,474', '&nbsp;']","['2,569', '&nbsp;']","['1,905', '&nbsp;']"
6630,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['163', '&nbsp;']","['112', '&nbsp;']","['51', '&nbsp;']"
6630,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['19,667', '&nbsp;']","['17,324', '&nbsp;']","['2,343', '&nbsp;']"
6630,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['2,842', '&nbsp;']","['1,897', '&nbsp;']","['945', '&nbsp;']"
6630,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['764', '&nbsp;']","['27', '&nbsp;']","['736', '&nbsp;']"
6630,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['5,648', '&nbsp;']","['953', '&nbsp;']","['4,695', '&nbsp;']"
6630,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['15,171', 'i']","['2,569', '&nbsp;']","['12,603', 'i']"
6630,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['1,106', 'i']","['1,101', 'i']","['6', '&nbsp;']"
6630,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,646', '&nbsp;']","['1,142', '&nbsp;']","['504', '&nbsp;']"
6630,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['0 - 13,286', '&nbsp;']","['0 - 11,353', '&nbsp;']","['0 - 1,969', '&nbsp;']"
6630,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['3,285', '&nbsp;']","['3,263', '&nbsp;']","['22', '&nbsp;']"
6630,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['20', '&nbsp;']","['17', '&nbsp;']","['3', '&nbsp;']"
6630,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['508', '&nbsp;']","['196', '&nbsp;']","['312', '&nbsp;']"
6630,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['2,466', '&nbsp;']","['1,860', '&nbsp;']","['605', '&nbsp;']"
6630,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['148', '&nbsp;']","['147', '&nbsp;']","['1', '&nbsp;']"
6630,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['0 - 11,355', '&nbsp;']","['0 - 11,353', '&nbsp;']","['1', 'i']"
6630,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 11,353', '&nbsp;']","['0 - 11,353', '&nbsp;']","['0', '&nbsp;']"
6630,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['415', '&nbsp;']","['415', '&nbsp;']","['0', '&nbsp;']"
6630,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['80', '&nbsp;']","['80', '&nbsp;']","['0', '&nbsp;']"
6630,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['660', '&nbsp;']","['380', '&nbsp;']","['280', '&nbsp;']"
6630,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
