table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total_r_d,field_basic_research,field_applied_research,field_experimental_development_total,field_experimental_development_advanced_technology,field_experimental_development_major_systems
6471,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,11683168.9,520275.5,1728512.4,9434381.0,952223.4,8482157.6
6471,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,10786387.9,523981.7,1382705.8,8879700.4,1487372.0,7392328.4
6471,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,19113840.9,640949.7,1056743.3,17416147.9,883034.3,16533113.6
6471,r023,All agencies -> Departments -> Department of Defense -> U.S. Space Force,All agencies,Departments,Department of Defense,U.S. Space Force,,4,4385666.9,0.0,0.0,4385666.9,0.0,4385666.9
6471,r024,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,14191217.5,321118.7,570655.3,13299443.5,2082494.3,11216949.2
6471,r025,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,240144.8,53666.0,135827.0,50651.8,na,na
6471,r026,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,13453045.1,5501609.3,5023578.5,2927857.4,na,na
6471,r027,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,437999.3,0.0,218999.6,218999.6,na,na
6471,r028,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,139788.5,13038.1,65313.5,61436.9,na,na
6471,r029,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,2096218.0,0.0,1248343.0,847875.0,na,na
6471,r030,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,22179.3,0.0,7319.2,14860.1,na,na
6471,r031,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,679345.0,33967.0,645378.0,0.0,na,na
6471,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,3983652.3,114311.8,2279290.3,1590050.3,na,na
6471,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2298084.2,0.0,2154972.6,143111.6,na,na
6471,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1387442.2,0.0,0.0,1387442.2,na,na
6471,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,298126.0,114311.8,124317.7,59496.5,na,na
6471,r036,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,573159.6,0.0,392343.2,180816.4,na,na
6471,r037,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,50731.0,1153.0,35759.0,13819.0,na,na
6471,r038,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5469972.1,5339139.4,130832.7,0.0,na,na
6471,r039,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,60005740.4,21808980.1,22424756.9,15772003.4,na,na
6471,r040,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,1574.4,0.0,1574.4,0.0,na,na
6471,r041,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,90413.3,0.0,70814.9,19598.4,na,na
6471,r042,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,338000.0,0.0,308145.0,29855.0,na,na
6471,r043,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,9602.3,0.0,9602.3,0.0,na,na
6471,r044,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,15666447.5,0.0,0.0,15666447.5,na,na
6471,r045,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,496836.6,69564.7,371169.4,56102.6,na,na
6471,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,223561.9,0.0,223561.9,0.0,na,na
6471,r047,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,463951.7,0.0,463951.7,0.0,na,na
6471,r048,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,34897.0,2415.4,32481.5,0.0,na,na
6471,r049,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,42664000.0,21737000.0,20927000.0,0.0,na,na
6471,r050,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,16455.8,0.0,16455.8,0.0,na,na
6471,r051,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,16455.8,0.0,16455.8,0.0,na,na
6471,r052,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,507458.4,47365.5,177854.9,282238.0,na,na
6471,r053,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,37479.0,6114.3,17846.6,13518.1,na,na
6471,r054,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7657.2,0.0,6954.5,702.8,na,na
6471,r055,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,421757.1,41251.1,151568.8,228937.2,na,na
6471,r056,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,22900.0,0.0,0.0,22900.0,na,na
6471,r057,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,4949.0,0.0,1485.0,3464.0,na,na
6471,r058,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,12716.0,0.0,0.0,12716.0,na,na
6471,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,837240.9,83859.9,614455.3,138925.7,na,na
6471,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,0.05,0.0,0.05,0.0,na,na
6471,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,20756.0,0.0,13724.0,7032.0,na,na
6471,r062,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,72851.0,0.0,59254.3,13596.7,na,na
6471,r063,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,27453.4,0.0,19147.1,8306.3,na,na
6471,r064,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,7922.5,1017.1,4205.7,2699.7,na,na
6471,r065,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10231.0,865.9,9365.1,0.0,na,na
6471,r066,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,562.0,0.0,562.0,0.0,na,na
6471,r067,All agencies -> Departments -> Department of the Interior -> U.S. Fish and Wildlife Service,All agencies,Departments,Department of the Interior,U.S. Fish and Wildlife Service,,4,32650.0,0.0,32650.0,0.0,na,na
6471,r068,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,664815.0,81977.0,475547.0,107291.0,na,na
6471,r069,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,96421.6,711.9,83797.4,11912.3,na,na
6471,r070,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,8137.0,0.0,1804.0,6333.0,na,na
6471,r071,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,4732.7,0.0,4732.7,0.0,na,na
6471,r072,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,83551.9,711.9,77260.7,5579.3,na,na
6471,r073,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,4748.3,0.0,4748.3,0.0,na,na
6471,r074,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,2745.6,0.0,2745.6,0.0,na,na
6471,r075,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2002.7,0.0,2002.7,0.0,na,na
6471,r076,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,40000.0,0.0,30000.0,10000.0,na,na
6471,r077,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,1184168.1,0.0,900214.7,283953.4,na,na
6471,r078,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,431897.3,0.0,246975.5,184921.8,na,na
6471,r079,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,512232.7,0.0,471854.8,40377.9,na,na
6471,r080,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,8918.1,0.0,8918.1,0.0,na,na
6471,r081,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,46350.5,0.0,34762.8,11587.6,na,na
6471,r082,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,40153.8,0.0,40153.8,0.0,na,na
6471,r083,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,68862.5,0.0,68862.5,0.0,na,na
6471,r084,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,34374.9,0.0,12139.9,22235.0,na,na
6471,r085,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,41378.3,0.0,16547.3,24831.0,na,na
6471,r086,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,60614.1,5625.1,44022.9,10966.1,na,na
6471,r087,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,60394.8,5521.0,43907.7,10966.1,na,na
6471,r088,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,219.3,104.1,115.2,0.0,na,na
6471,r089,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1565108.2,617719.0,918056.7,29332.5,na,na
6471,r090,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,
6471,r091,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,5045.5,0.0,5045.5,0.0,na,na
6471,r092,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,194332.7,100.0,134794.6,59438.1,na,na
6471,r093,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,684.3,0.0,684.3,0.0,na,na
6471,r094,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,385.0,0.0,385.0,0.0,na,na
6471,r095,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,488501.0,0.0,411947.5,76553.5,na,na
6471,r096,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,1800.0,0.0,1800.0,0.0,na,na
6471,r097,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,5974.3,0.0,5974.3,0.0,na,na
6471,r098,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,2821.2,0.0,1215.2,1606.0,na,na
6471,r099,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,10537844.9,3839375.2,2554761.5,4143708.3,na,na
6471,r100,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6351154.7,5461915.4,889239.3,0.0,na,na
6471,r101,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,69194.9,1795.7,66399.3,999.9,na,na
6471,r102,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,469730.1,0.0,469730.1,0.0,na,na
6471,r103,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,9220.3,0.0,9220.3,0.0,na,na
6471,r104,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,209760.0,209760.0,0.0,0.0,na,na
6471,r105,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,69740.0,0.0,69740.0,0.0,na,na
6471,r106,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,8444.6,0.0,6444.9,1999.7,na,na
6471,r107,All agencies -> Other agencies -> U.S. Agency for Global Media,All agencies,Other agencies,U.S. Agency for Global Media,,,3,4828.7,0.0,4828.7,0.0,na,na
6471,r108,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,18234.2,0.0,18234.2,0.0,na,na
