table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_level_5,_b_field_b_hierarchy_depth,field_2017,field_2018,field_2019
3445,r023,All surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences -> Physiology,All surveyed fields,Science and engineering,Science,Biological and biomedical sciences,Physiology,5,165,167,167
3445,r024,All surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All surveyed fields,Science and engineering,Science,Biological and biomedical sciences,Zoology and animal biology,5,50,48,46
3445,r025,All surveyed fields -> Science and engineering -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All surveyed fields,Science and engineering,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,5,103,109,101
3445,r026,All surveyed fields -> Science and engineering -> Science -> Computer and information sciences,All surveyed fields,Science and engineering,Science,Computer and information sciences,,4,174,163,179
3445,r027,All surveyed fields -> Science and engineering -> Science -> Computer and information sciences -> Computer science,All surveyed fields,Science and engineering,Science,Computer and information sciences,Computer science,5,81,66,75
3445,r028,"All surveyed fields -> Science and engineering -> Science -> Computer and information sciences -> Computer and information sciences, general",All surveyed fields,Science and engineering,Science,Computer and information sciences,"Computer and information sciences, general",5,63,57,72
3445,r029,All surveyed fields -> Science and engineering -> Science -> Computer and information sciences -> Computer and information sciences nec,All surveyed fields,Science and engineering,Science,Computer and information sciences,Computer and information sciences nec,5,30,40,32
3445,r030,"All surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All surveyed fields,Science and engineering,Science,"Geosciences, atmospheric sciences, and ocean sciences",,4,251,250,266
3445,r031,"All surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All surveyed fields,Science and engineering,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,5,44,46,43
3445,r032,"All surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All surveyed fields,Science and engineering,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,5,117,123,142
3445,r033,"All surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All surveyed fields,Science and engineering,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,5,59,53,54
3445,r034,"All surveyed fields -> Science and engineering -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All surveyed fields,Science and engineering,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",5,31,28,27
3445,r035,All surveyed fields -> Science and engineering -> Science -> Mathematics and statistics,All surveyed fields,Science and engineering,Science,Mathematics and statistics,,4,167,171,182
3445,r036,All surveyed fields -> Science and engineering -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All surveyed fields,Science and engineering,Science,Mathematics and statistics,Mathematics and applied mathematics,5,132,130,140
3445,r037,All surveyed fields -> Science and engineering -> Science -> Mathematics and statistics -> Statistics,All surveyed fields,Science and engineering,Science,Mathematics and statistics,Statistics,5,35,41,42
3445,r038,All surveyed fields -> Science and engineering -> Science -> Multidisciplinary and interdisciplinary studies,All surveyed fields,Science and engineering,Science,Multidisciplinary and interdisciplinary studies,,4,187,181,177
3445,r039,All surveyed fields -> Science and engineering -> Science -> Natural resources and conservation,All surveyed fields,Science and engineering,Science,Natural resources and conservation,,4,120,137,148
3445,r040,All surveyed fields -> Science and engineering -> Science -> Natural resources and conservation -> Environmental science and studies,All surveyed fields,Science and engineering,Science,Natural resources and conservation,Environmental science and studies,5,49,60,62
3445,r041,"All surveyed fields -> Science and engineering -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All surveyed fields,Science and engineering,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",5,71,77,86
3445,r042,All surveyed fields -> Science and engineering -> Science -> Physical sciences,All surveyed fields,Science and engineering,Science,Physical sciences,,4,559,551,556
3445,r043,All surveyed fields -> Science and engineering -> Science -> Physical sciences -> Astronomy and astrophysics,All surveyed fields,Science and engineering,Science,Physical sciences,Astronomy and astrophysics,5,56,61,62
3445,r044,All surveyed fields -> Science and engineering -> Science -> Physical sciences -> Chemistry,All surveyed fields,Science and engineering,Science,Physical sciences,Chemistry,5,222,220,222
3445,r045,All surveyed fields -> Science and engineering -> Science -> Physical sciences -> Materials sciences,All surveyed fields,Science and engineering,Science,Physical sciences,Materials sciences,5,31,27,31
3445,r046,All surveyed fields -> Science and engineering -> Science -> Physical sciences -> Physics,All surveyed fields,Science and engineering,Science,Physical sciences,Physics,5,228,225,222
3445,r047,All surveyed fields -> Science and engineering -> Science -> Physical sciences -> Physical sciences nec,All surveyed fields,Science and engineering,Science,Physical sciences,Physical sciences nec,5,22,18,19
3445,r048,All surveyed fields -> Science and engineering -> Science -> Psychology,All surveyed fields,Science and engineering,Science,Psychology,,4,202,215,214
3445,r049,All surveyed fields -> Science and engineering -> Science -> Psychology -> Clinical psychology,All surveyed fields,Science and engineering,Science,Psychology,Clinical psychology,5,21,19,18
3445,r050,All surveyed fields -> Science and engineering -> Science -> Psychology -> Counseling and applied psychology,All surveyed fields,Science and engineering,Science,Psychology,Counseling and applied psychology,5,47,61,50
3445,r051,"All surveyed fields -> Science and engineering -> Science -> Psychology -> Psychology, general",All surveyed fields,Science and engineering,Science,Psychology,"Psychology, general",5,105,103,110
3445,r052,All surveyed fields -> Science and engineering -> Science -> Psychology -> Research and experimental psychology,All surveyed fields,Science and engineering,Science,Psychology,Research and experimental psychology,5,29,32,36
3445,r053,All surveyed fields -> Science and engineering -> Science -> Social sciences,All surveyed fields,Science and engineering,Science,Social sciences,,4,504,557,637
3445,r054,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Agricultural economics,All surveyed fields,Science and engineering,Science,Social sciences,Agricultural economics,5,19,21,22
3445,r055,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Anthropology,All surveyed fields,Science and engineering,Science,Social sciences,Anthropology,5,57,54,59
3445,r056,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Criminal justice and safety studies,All surveyed fields,Science and engineering,Science,Social sciences,Criminal justice and safety studies,5,1,7,8
3445,r057,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Economics (except agricultural),All surveyed fields,Science and engineering,Science,Social sciences,Economics (except agricultural),5,40,43,50
3445,r058,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Geography and cartography,All surveyed fields,Science and engineering,Science,Social sciences,Geography and cartography,5,34,43,41
3445,r059,All surveyed fields -> Science and engineering -> Science -> Social sciences -> History and philosophy of science,All surveyed fields,Science and engineering,Science,Social sciences,History and philosophy of science,5,7,7,12
3445,r060,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Human development,All surveyed fields,Science and engineering,Science,Social sciences,Human development,5,36,34,41
3445,r061,All surveyed fields -> Science and engineering -> Science -> Social sciences -> International relations and national security studies,All surveyed fields,Science and engineering,Science,Social sciences,International relations and national security studies,5,10,11,21
3445,r062,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Linguistics,All surveyed fields,Science and engineering,Science,Social sciences,Linguistics,5,20,22,22
3445,r063,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Political science and government,All surveyed fields,Science and engineering,Science,Social sciences,Political science and government,5,44,46,56
3445,r064,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Public policy analysis,All surveyed fields,Science and engineering,Science,Social sciences,Public policy analysis,5,42,59,59
3445,r065,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Sociology,All surveyed fields,Science and engineering,Science,Social sciences,Sociology,5,61,65,69
3445,r066,All surveyed fields -> Science and engineering -> Science -> Social sciences -> Social sciences nec,All surveyed fields,Science and engineering,Science,Social sciences,Social sciences nec,5,133,145,177
3445,r067,All surveyed fields -> Science and engineering -> Engineering,All surveyed fields,Science and engineering,Engineering,,,3,989,1011,1051
3445,r068,"All surveyed fields -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,31,29,31
3445,r069,All surveyed fields -> Science and engineering -> Engineering -> Agricultural engineering,All surveyed fields,Science and engineering,Engineering,Agricultural engineering,,4,20,21,18
3445,r070,All surveyed fields -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering,All surveyed fields,Science and engineering,Engineering,Bioengineering and biomedical engineering,,4,123,121,130
3445,r071,All surveyed fields -> Science and engineering -> Engineering -> Biological and biosystems engineering,All surveyed fields,Science and engineering,Engineering,Biological and biosystems engineering,,4,10,15,15
3445,r072,All surveyed fields -> Science and engineering -> Engineering -> Chemical engineering,All surveyed fields,Science and engineering,Engineering,Chemical engineering,,4,115,122,118
3445,r073,All surveyed fields -> Science and engineering -> Engineering -> Civil engineering,All surveyed fields,Science and engineering,Engineering,Civil engineering,,4,145,146,157
3445,r074,"All surveyed fields -> Science and engineering -> Engineering -> Electrical, electronics, and communications engineering",All surveyed fields,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",,4,154,150,169
3445,r075,"All surveyed fields -> Science and engineering -> Engineering -> Engineering mechanics, physics, and science",All surveyed fields,Science and engineering,Engineering,"Engineering mechanics, physics, and science",,4,19,19,18
3445,r076,All surveyed fields -> Science and engineering -> Engineering -> Industrial and manufacturing engineering,All surveyed fields,Science and engineering,Engineering,Industrial and manufacturing engineering,,4,41,46,44
3445,r077,All surveyed fields -> Science and engineering -> Engineering -> Mechanical engineering,All surveyed fields,Science and engineering,Engineering,Mechanical engineering,,4,140,136,145
3445,r078,All surveyed fields -> Science and engineering -> Engineering -> Metallurgical and materials engineering,All surveyed fields,Science and engineering,Engineering,Metallurgical and materials engineering,,4,57,63,73
3445,r079,All surveyed fields -> Science and engineering -> Engineering -> Mining engineering,All surveyed fields,Science and engineering,Engineering,Mining engineering,,4,10,13,10
3445,r080,All surveyed fields -> Science and engineering -> Engineering -> Nanotechnology,All surveyed fields,Science and engineering,Engineering,Nanotechnology,,4,16,19,16
3445,r081,All surveyed fields -> Science and engineering -> Engineering -> Nuclear engineering,All surveyed fields,Science and engineering,Engineering,Nuclear engineering,,4,13,14,13
3445,r082,All surveyed fields -> Science and engineering -> Engineering -> Petroleum engineering,All surveyed fields,Science and engineering,Engineering,Petroleum engineering,,4,10,10,14
3445,r083,All surveyed fields -> Science and engineering -> Engineering -> Engineering nec,All surveyed fields,Science and engineering,Engineering,Engineering nec,,4,85,87,80
3445,r084,All surveyed fields -> Science and engineering -> Health,All surveyed fields,Science and engineering,Health,,,3,2023,2055,2195
3445,r085,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup>,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,,4,1597,1605,1741
3445,r086,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Anesthesiology,5,50,48,55
3445,r087,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Cardiology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Cardiology,5,59,59,61
3445,r088,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Endocrinology,5,32,37,44
3445,r089,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Gastroenterology,5,31,35,41
3445,r090,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Hematology,5,27,27,38
3445,r091,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Neurology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Neurology,5,110,114,111
3445,r092,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,5,52,52,53
3445,r093,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,5,123,129,133
3445,r094,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Ophthalmology,5,69,69,73
3445,r095,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,5,32,34,35
3445,r096,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Pediatrics,5,88,107,129
3445,r097,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Psychiatry,5,86,76,77
3445,r098,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Public health,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Public health,5,143,149,159
3445,r099,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,5,33,30,32
3445,r100,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Radiological sciences,5,90,84,103
3445,r101,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Surgery,5,158,164,187
3445,r102,All surveyed fields -> Science and engineering -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All surveyed fields,Science and engineering,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,5,414,391,410
3445,r103,All surveyed fields -> Science and engineering -> Health -> Other health,All surveyed fields,Science and engineering,Health,Other health,,4,426,450,454
3445,r104,All surveyed fields -> Science and engineering -> Health -> Other health -> Communication disorders sciences,All surveyed fields,Science and engineering,Health,Other health,Communication disorders sciences,5,28,32,33
3445,r105,All surveyed fields -> Science and engineering -> Health -> Other health -> Dental sciences ,All surveyed fields,Science and engineering,Health,Other health,Dental sciences ,5,52,57,55
3445,r106,All surveyed fields -> Science and engineering -> Health -> Other health -> Nursing science,All surveyed fields,Science and engineering,Health,Other health,Nursing science,5,38,38,46
3445,r107,All surveyed fields -> Science and engineering -> Health -> Other health -> Pharmaceutical sciences,All surveyed fields,Science and engineering,Health,Other health,Pharmaceutical sciences,5,97,101,99
3445,r108,All surveyed fields -> Science and engineering -> Health -> Other health -> Veterinary biomedical and clinical sciences,All surveyed fields,Science and engineering,Health,Other health,Veterinary biomedical and clinical sciences,5,77,80,81
3445,r109,All surveyed fields -> Science and engineering -> Health -> Other health -> Other health nec,All surveyed fields,Science and engineering,Health,Other health,Other health nec,5,134,142,140
