table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_r_d_expenditures_for_intramural_performers,field_source_of_funds_federal_government,field_source_of_funds_own_state_government,field_source_of_funds_other_nonfederal_governments,field_source_of_funds_nonprofit_organizations,field_source_of_funds_businesses_and_individuals,field_source_of_funds_higher_education_institutions
9946,r165,"United States<sup>a</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>a</sup>,Oklahoma,"Environmental Quality, Department of",3,296338,239362,56976,0,0,0,0
9946,r166,United States<sup>a</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>a</sup>,Oklahoma,Grand River Dam Authority,3,315000,0,315000,0,0,0,0
9946,r167,"United States<sup>a</sup> -> Oklahoma -> Health, Department of",United States<sup>a</sup>,Oklahoma,"Health, Department of",3,412095,412095,0,0,0,0,0
9946,r168,"United States<sup>a</sup> -> Oklahoma -> Human Services, Department of",United States<sup>a</sup>,Oklahoma,"Human Services, Department of",3,459801,390858,68943,0,0,0,0
9946,r169,"United States<sup>a</sup> -> Oklahoma -> Transportation, Department of",United States<sup>a</sup>,Oklahoma,"Transportation, Department of",3,460033,450016,10017,0,0,0,0
9946,r170,"United States<sup>a</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>a</sup>,Oklahoma,"Wildlife Conservation, Department of",3,3307,0,3307,0,0,0,0
9946,r171,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,,2,16703743,11475817,4894743,333183,0,0,0
9946,r172,"United States<sup>a</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>a</sup>,Oregon,"Environmental Quality, Department of",3,145000,0,145000,0,0,0,0
9946,r173,"United States<sup>a</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>a</sup>,Oregon,"Fish and Wildlife, Department of",3,11930138,9463926,2466212,0,0,0,0
9946,r174,"United States<sup>a</sup> -> Oregon -> Forestry, Department of",United States<sup>a</sup>,Oregon,"Forestry, Department of",3,350000,0,350000,0,0,0,0
9946,r175,"United States<sup>a</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>a</sup>,Oregon,"Geology and Mineral Industries, Department of",3,942340,888824,29484,24032,0,0,0
9946,r176,"United States<sup>a</sup> -> Oregon -> Human Services, Department of",United States<sup>a</sup>,Oregon,"Human Services, Department of",3,778318,315911,462407,0,0,0,0
9946,r177,"United States<sup>a</sup> -> Oregon -> Transportation, Department of",United States<sup>a</sup>,Oregon,"Transportation, Department of",3,1706746,804751,901995,0,0,0,0
9946,r178,United States<sup>a</sup> -> Oregon -> Water Resources Department,United States<sup>a</sup>,Oregon,Water Resources Department,3,843686,0,534535,309151,0,0,0
9946,r179,United States<sup>a</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>a</sup>,Oregon,Watershed Enhancement Board,3,7515,2405,5110,0,0,0,0
9946,r180,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,,2,13041479,6303696,6675313,10000,52470,0,0
9946,r181,"United States<sup>a</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>a</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,158742,0,106272,0,52470,0,0
9946,r182,"United States<sup>a</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>a</sup>,Pennsylvania,"Environmental Protection, Department of",3,46493,0,46493,0,0,0,0
9946,r183,United States<sup>a</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>a</sup>,Pennsylvania,Fish and Boat Commission,3,272099,151074,121025,0,0,0,0
9946,r184,United States<sup>a</sup> -> Pennsylvania -> Game Commission,United States<sup>a</sup>,Pennsylvania,Game Commission,3,12444145,6072622,6371523,0,0,0,0
9946,r185,United States<sup>a</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>a</sup>,Pennsylvania,Susquehanna River Basin Commission,3,120000,80000,30000,10000,0,0,0
9946,r186,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,,2,5438324,4031620,1406704,0,0,0,0
9946,r187,"United States<sup>a</sup> -> Rhode Island -> Fish and Wildlife; Environmental Management, Department of",United States<sup>a</sup>,Rhode Island,"Fish and Wildlife; Environmental Management, Department of",3,3183962,2387972,795990,0,0,0,0
9946,r188,"United States<sup>a</sup> -> Rhode Island -> Marine Fisheries; Environmental Management, Department of",United States<sup>a</sup>,Rhode Island,"Marine Fisheries; Environmental Management, Department of",3,1905103,1441034,464069,0,0,0,0
9946,r189,"United States<sup>a</sup> -> Rhode Island -> Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",United States<sup>a</sup>,Rhode Island,"Narragansett Bay National Estuarine Research Reserve; Environmental Management, Department of",3,181937,152614,29323,0,0,0,0
9946,r190,"United States<sup>a</sup> -> Rhode Island -> Transportation, Department of",United States<sup>a</sup>,Rhode Island,"Transportation, Department of",3,150000,50000,100000,0,0,0,0
9946,r191,United States<sup>a</sup> -> Rhode Island -> Water Resources Board,United States<sup>a</sup>,Rhode Island,Water Resources Board,3,17322,0,17322,0,0,0,0
9946,r192,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,,2,29595672,20543123,8933808,45337,1612,0,71792
9946,r193,"United States<sup>a</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>a</sup>,South Carolina,"Health and Environmental Control, Department of",3,1146936,1075144,0,0,0,0,71792
9946,r194,"United States<sup>a</sup> -> South Carolina -> Mental Health, Department of",United States<sup>a</sup>,South Carolina,"Mental Health, Department of",3,39467,37855,0,0,1612,0,0
9946,r195,"United States<sup>a</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>a</sup>,South Carolina,"Natural Resources, Department of",3,26296034,18089362,8206672,0,0,0,0
9946,r196,United States<sup>a</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>a</sup>,South Carolina,Sea Grant Consortium,3,2096811,1340762,710712,45337,0,0,0
9946,r197,"United States<sup>a</sup> -> South Carolina -> Transportation, Department of",United States<sup>a</sup>,South Carolina,"Transportation, Department of",3,16424,0,16424,0,0,0,0
9946,r198,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,,2,237313,221635,15678,0,0,0,0
9946,r199,United States<sup>a</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>a</sup>,South Dakota,Soybean Research and Promotion Council,3,14068,0,14068,0,0,0,0
9946,r200,"United States<sup>a</sup> -> South Dakota -> Transportation, Department of",United States<sup>a</sup>,South Dakota,"Transportation, Department of",3,223245,221635,1610,0,0,0,0
9946,r201,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,,2,314273,151913,162360,0,0,0,0
9946,r202,"United States<sup>a</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>a</sup>,Tennessee,"Environment and Conservation, Department of",3,314273,151913,162360,0,0,0,0
9946,r203,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,,2,2368161,1147877,1220284,0,0,0,0
9946,r204,United States<sup>a</sup> -> Texas -> Parks and Wildlife Department,United States<sup>a</sup>,Texas,Parks and Wildlife Department,3,1811293,838202,973091,0,0,0,0
9946,r205,"United States<sup>a</sup> -> Texas -> State Health Services, Department of ",United States<sup>a</sup>,Texas,"State Health Services, Department of ",3,556868,309675,247193,0,0,0,0
9946,r206,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,,2,6375939,328742,6047197,0,0,0,0
9946,r207,"United States<sup>a</sup> -> Utah -> Environmental Quality, Department of",United States<sup>a</sup>,Utah,"Environmental Quality, Department of",3,131217,131217,0,0,0,0,0
9946,r208,"United States<sup>a</sup> -> Utah -> Natural Resources, Department of",United States<sup>a</sup>,Utah,"Natural Resources, Department of",3,5228943,0,5228943,0,0,0,0
9946,r209,"United States<sup>a</sup> -> Utah -> Transportation, Department of ",United States<sup>a</sup>,Utah,"Transportation, Department of ",3,1015779,197525,818254,0,0,0,0
9946,r210,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,,2,1170646,1116130,54516,0,0,0,0
9946,r211,"United States<sup>a</sup> -> Vermont -> Human Services, Agency of",United States<sup>a</sup>,Vermont,"Human Services, Agency of",3,553199,553199,0,0,0,0,0
9946,r212,"United States<sup>a</sup> -> Vermont -> Transportation, Agency of",United States<sup>a</sup>,Vermont,"Transportation, Agency of",3,617447,562931,54516,0,0,0,0
9946,r213,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,,2,15546707,5899348,9532359,0,0,0,115000
9946,r214,"United States<sup>a</sup> -> Virginia -> Behavioral Health And Developmental Services, Department of",United States<sup>a</sup>,Virginia,"Behavioral Health And Developmental Services, Department of",3,1240,0,1240,0,0,0,0
9946,r215,"United States<sup>a</sup> -> Virginia -> Education, Department of",United States<sup>a</sup>,Virginia,"Education, Department of",3,865000,500000,250000,0,0,0,115000
9946,r216,"United States<sup>a</sup> -> Virginia -> Energy, Department of",United States<sup>a</sup>,Virginia,"Energy, Department of",3,1600703,688719,911984,0,0,0,0
9946,r217,"United States<sup>a</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>a</sup>,Virginia,"Environmental Quality, Department of",3,189776,140810,48966,0,0,0,0
9946,r218,"United States<sup>a</sup> -> Virginia -> Forensic Science, Department of",United States<sup>a</sup>,Virginia,"Forensic Science, Department of",3,1016000,327000,689000,0,0,0,0
9946,r219,"United States<sup>a</sup> -> Virginia -> Forestry, Department of",United States<sup>a</sup>,Virginia,"Forestry, Department of",3,610930,458198,152732,0,0,0,0
9946,r220,United States<sup>a</sup> -> Virginia -> Innovation Partnership Corporation,United States<sup>a</sup>,Virginia,Innovation Partnership Corporation,3,1695306,391297,1304009,0,0,0,0
9946,r221,United States<sup>a</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>a</sup>,Virginia,Institute for Advanced Learning and Research,3,73000,0,73000,0,0,0,0
9946,r222,United States<sup>a</sup> -> Virginia -> Marine Resources Commission,United States<sup>a</sup>,Virginia,Marine Resources Commission,3,330022,230701,99321,0,0,0,0
9946,r223,"United States<sup>a</sup> -> Virginia -> Natural History, Museum of",United States<sup>a</sup>,Virginia,"Natural History, Museum of",3,856356,421,855935,0,0,0,0
9946,r224,"United States<sup>a</sup> -> Virginia -> Social Services, Department of",United States<sup>a</sup>,Virginia,"Social Services, Department of",3,1000000,500000,500000,0,0,0,0
9946,r225,"United States<sup>a</sup> -> Virginia -> Transportation, Department of",United States<sup>a</sup>,Virginia,"Transportation, Department of",3,7308374,2662202,4646172,0,0,0,0
9946,r226,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,,2,24507566,8031968,14095870,242286,2137442,0,0
9946,r227,"United States<sup>a</sup> -> Washington -> Ecology, Department of",United States<sup>a</sup>,Washington,"Ecology, Department of",3,1312992,171355,1135037,0,6600,0,0
9946,r228,"United States<sup>a</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>a</sup>,Washington,"Fish and Wildlife, Department of",3,11593810,4795377,4541920,187624,2068889,0,0
9946,r229,"United States<sup>a</sup> -> Washington -> Health, Department of",United States<sup>a</sup>,Washington,"Health, Department of",3,1202000,853000,349000,0,0,0,0
9946,r230,"United States<sup>a</sup> -> Washington -> Labor and Industries, Department of",United States<sup>a</sup>,Washington,"Labor and Industries, Department of",3,3221766,625945,2595821,0,0,0,0
9946,r231,"United States<sup>a</sup> -> Washington -> Natural Resources, Department of",United States<sup>a</sup>,Washington,"Natural Resources, Department of",3,5269465,281577,4871273,54662,61953,0,0
9946,r232,United States<sup>a</sup> -> Washington -> Puget Sound Partnership,United States<sup>a</sup>,Washington,Puget Sound Partnership,3,12800,3200,9600,0,0,0,0
9946,r233,"United States<sup>a</sup> -> Washington -> Transportation, Department of",United States<sup>a</sup>,Washington,"Transportation, Department of",3,1559500,1285000,274500,0,0,0,0
9946,r234,United States<sup>a</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>a</sup>,Washington,Tree Fruit Research Commission,3,335233,16514,318719,0,0,0,0
9946,r235,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,,2,3803985,1862000,1941985,0,0,0,0
9946,r236,"United States<sup>a</sup> -> West Virginia -> Agriculture, Department of",United States<sup>a</sup>,West Virginia,"Agriculture, Department of",3,244126,244126,0,0,0,0,0
9946,r237,United States<sup>a</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>a</sup>,West Virginia,Geological and Economic Survey,3,1772083,234180,1537903,0,0,0,0
9946,r238,United States<sup>a</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>a</sup>,West Virginia,Higher Education Policy Commission,3,171450,171450,0,0,0,0,0
9946,r239,"United States<sup>a</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>a</sup>,West Virginia,"Natural Resources, Department of",3,1616326,1212244,404082,0,0,0,0
9946,r240,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,,2,5209332,2785057,2424275,0,0,0,0
9946,r241,"United States<sup>a</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>a</sup>,Wisconsin,"Natural Resources, Department of",3,4804163,2460922,2343241,0,0,0,0
9946,r242,"United States<sup>a</sup> -> Wisconsin -> Transportation, Department of",United States<sup>a</sup>,Wisconsin,"Transportation, Department of",3,405169,324135,81034,0,0,0,0
9946,r243,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,,2,2228619,1435202,792575,842,0,0,0
9946,r244,United States<sup>a</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>a</sup>,Wyoming,Enhanced Oil Recovery Institute,3,423984,177377,246607,0,0,0,0
9946,r245,United States<sup>a</sup> -> Wyoming -> Game and Fish Department,United States<sup>a</sup>,Wyoming,Game and Fish Department,3,1472216,1021645,449729,842,0,0,0
9946,r246,United States<sup>a</sup> -> Wyoming -> State Geological Survey,United States<sup>a</sup>,Wyoming,State Geological Survey,3,235372,158542,76830,0,0,0,0
9946,r247,"United States<sup>a</sup> -> Wyoming -> Transportation, Department of",United States<sup>a</sup>,Wyoming,"Transportation, Department of",3,97047,77638,19409,0,0,0,0
9946,r248,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,,1,11176340,5650578,5357978,167784,0,0,0
9946,r249,Puerto Rico<sup>b</sup> -> Comprehensive Cancer Center,Puerto Rico<sup>b</sup>,Comprehensive Cancer Center,,2,8273926,4811207,3294935,167784,0,0,0
9946,r250,Puerto Rico<sup>b</sup> -> Innovation & Technology Services,Puerto Rico<sup>b</sup>,Innovation & Technology Services,,2,850000,0,850000,0,0,0,0
9946,r251,Puerto Rico<sup>b</sup> -> Institute of Statistics,Puerto Rico<sup>b</sup>,Institute of Statistics,,2,1462042,248999,1213043,0,0,0,0
9946,r252,"Puerto Rico<sup>b</sup> -> Science, Technology and Research Trust",Puerto Rico<sup>b</sup>,"Science, Technology and Research Trust",,2,590372,590372,0,0,0,0,0
