table_id,row_id,time_period,value
5872,r001,World,na
5872,r002,World,2146
5872,r003,World,2319
5872,r004,World,2094
5872,r005,World,2371
5872,r006,World,2402
5872,r007,World,2311
5872,r008,World,2038
5872,r009,World,1585
5872,r010,World,1602
5872,r011,World,1454
5872,r012,World,1356
5872,r013,World,1676
5872,r014,World,2330
5872,r015,World,2326
5872,r016,World,2522
5872,r017,World,2647
5872,r018,World,2771
5872,r019,World,2804
5872,r020,World,2760
5872,r021,World,3029
5872,r022,World,2981
5872,r023,World,3452
5872,r024,World,3399
5872,r025,World -> North America,na
5872,r026,World -> North America,1010
5872,r027,World -> North America,1055
5872,r028,World -> North America,939
5872,r029,World -> North America,1028
5872,r030,World -> North America,1014
5872,r031,World -> North America,1004
5872,r032,World -> North America,881
5872,r033,World -> North America,696
5872,r034,World -> North America,730
5872,r035,World -> North America,661
5872,r036,World -> North America,602
5872,r037,World -> North America,739
5872,r038,World -> North America,1001
5872,r039,World -> North America,962
5872,r040,World -> North America,999
5872,r041,World -> North America,1078
5872,r042,World -> North America,1103
5872,r043,World -> North America,1043
5872,r044,World -> North America,1014
5872,r045,World -> North America,1149
5872,r046,World -> North America,1126
5872,r047,World -> North America,1320
5872,r048,World -> North America,1285
5872,r049,World -> North America -> Canada,High
5872,r050,World -> North America -> Canada,58
5872,r051,World -> North America -> Canada,75
5872,r052,World -> North America -> Canada,52
5872,r053,World -> North America -> Canada,57
5872,r054,World -> North America -> Canada,70
5872,r055,World -> North America -> Canada,62
5872,r056,World -> North America -> Canada,50
5872,r057,World -> North America -> Canada,39
5872,r058,World -> North America -> Canada,44
5872,r059,World -> North America -> Canada,33
5872,r060,World -> North America -> Canada,32
5872,r061,World -> North America -> Canada,39
5872,r062,World -> North America -> Canada,52
5872,r063,World -> North America -> Canada,49
5872,r064,World -> North America -> Canada,52
5872,r065,World -> North America -> Canada,54
5872,r066,World -> North America -> Canada,57
5872,r067,World -> North America -> Canada,48
5872,r068,World -> North America -> Canada,51
5872,r069,World -> North America -> Canada,51
5872,r070,World -> North America -> Canada,51
5872,r071,World -> North America -> Canada,59
5872,r072,World -> North America -> Canada,57
5872,r073,World -> North America -> Mexico,Upper middle
5872,r074,World -> North America -> Mexico,5
5872,r075,World -> North America -> Mexico,8
5872,r076,World -> North America -> Mexico,10
5872,r077,World -> North America -> Mexico,3
5872,r078,World -> North America -> Mexico,6
5872,r079,World -> North America -> Mexico,4
5872,r080,World -> North America -> Mexico,3
5872,r081,World -> North America -> Mexico,0
5872,r082,World -> North America -> Mexico,4
5872,r083,World -> North America -> Mexico,3
5872,r084,World -> North America -> Mexico,2
5872,r085,World -> North America -> Mexico,6
5872,r086,World -> North America -> Mexico,6
5872,r087,World -> North America -> Mexico,7
5872,r088,World -> North America -> Mexico,6
5872,r089,World -> North America -> Mexico,8
5872,r090,World -> North America -> Mexico,8
5872,r091,World -> North America -> Mexico,4
5872,r092,World -> North America -> Mexico,5
5872,r093,World -> North America -> Mexico,5
5872,r094,World -> North America -> Mexico,4
5872,r095,World -> North America -> Mexico,4
5872,r096,World -> North America -> Mexico,7
5872,r097,World -> North America -> United States,High
5872,r098,World -> North America -> United States,947
5872,r099,World -> North America -> United States,972
5872,r100,World -> North America -> United States,877
5872,r101,World -> North America -> United States,969
5872,r102,World -> North America -> United States,938
5872,r103,World -> North America -> United States,938
5872,r104,World -> North America -> United States,829
5872,r105,World -> North America -> United States,657
5872,r106,World -> North America -> United States,682
5872,r107,World -> North America -> United States,625
5872,r108,World -> North America -> United States,568
5872,r109,World -> North America -> United States,695
5872,r110,World -> North America -> United States,943
5872,r111,World -> North America -> United States,907
5872,r112,World -> North America -> United States,941
5872,r113,World -> North America -> United States,1016
5872,r114,World -> North America -> United States,1038
5872,r115,World -> North America -> United States,991
5872,r116,World -> North America -> United States,958
5872,r117,World -> North America -> United States,1093
5872,r118,World -> North America -> United States,1071
5872,r119,World -> North America -> United States,1257
5872,r120,World -> North America -> United States,1222
5872,r121,World -> Central America and Caribbean,na
5872,r122,World -> Central America and Caribbean,1
5872,r123,World -> Central America and Caribbean,0
5872,r124,World -> Central America and Caribbean,0
5872,r125,World -> Central America and Caribbean,1
5872,r126,World -> Central America and Caribbean,1
5872,r127,World -> Central America and Caribbean,2
5872,r128,World -> Central America and Caribbean,1
5872,r129,World -> Central America and Caribbean,0
5872,r130,World -> Central America and Caribbean,0
5872,r131,World -> Central America and Caribbean,1
5872,r132,World -> Central America and Caribbean,0
5872,r133,World -> Central America and Caribbean,0
5872,r134,World -> Central America and Caribbean,1
5872,r135,World -> Central America and Caribbean,0
5872,r136,World -> Central America and Caribbean,0
5872,r137,World -> Central America and Caribbean,1
5872,r138,World -> Central America and Caribbean,2
5872,r139,World -> Central America and Caribbean,0
5872,r140,World -> Central America and Caribbean,2
5872,r141,World -> Central America and Caribbean,0
5872,r142,World -> Central America and Caribbean,0
5872,r143,World -> Central America and Caribbean,1
5872,r144,World -> Central America and Caribbean,1
5872,r145,World -> Central America and Caribbean -> Puerto Rico,High
5872,r146,World -> Central America and Caribbean -> Puerto Rico,0
5872,r147,World -> Central America and Caribbean -> Puerto Rico,0
5872,r148,World -> Central America and Caribbean -> Puerto Rico,0
5872,r149,World -> Central America and Caribbean -> Puerto Rico,0
5872,r150,World -> Central America and Caribbean -> Puerto Rico,0
5872,r151,World -> Central America and Caribbean -> Puerto Rico,1
5872,r152,World -> Central America and Caribbean -> Puerto Rico,1
5872,r153,World -> Central America and Caribbean -> Puerto Rico,0
5872,r154,World -> Central America and Caribbean -> Puerto Rico,0
5872,r155,World -> Central America and Caribbean -> Puerto Rico,1
5872,r156,World -> Central America and Caribbean -> Puerto Rico,0
5872,r157,World -> Central America and Caribbean -> Puerto Rico,0
5872,r158,World -> Central America and Caribbean -> Puerto Rico,1
5872,r159,World -> Central America and Caribbean -> Puerto Rico,0
5872,r160,World -> Central America and Caribbean -> Puerto Rico,0
5872,r161,World -> Central America and Caribbean -> Puerto Rico,0
5872,r162,World -> Central America and Caribbean -> Puerto Rico,1
5872,r163,World -> Central America and Caribbean -> Puerto Rico,0
5872,r164,World -> Central America and Caribbean -> Puerto Rico,1
5872,r165,World -> Central America and Caribbean -> Puerto Rico,0
5872,r166,World -> Central America and Caribbean -> Puerto Rico,0
5872,r167,World -> Central America and Caribbean -> Puerto Rico,0
5872,r168,World -> Central America and Caribbean -> Puerto Rico,1
5872,r169,World -> South America,na
5872,r170,World -> South America,6
5872,r171,World -> South America,5
5872,r172,World -> South America,9
5872,r173,World -> South America,9
5872,r174,World -> South America,8
5872,r175,World -> South America,8
5872,r176,World -> South America,6
5872,r177,World -> South America,2
5872,r178,World -> South America,6
5872,r179,World -> South America,7
5872,r180,World -> South America,6
5872,r181,World -> South America,9
5872,r182,World -> South America,9
5872,r183,World -> South America,14
5872,r184,World -> South America,13
5872,r185,World -> South America,10
5872,r186,World -> South America,20
5872,r187,World -> South America,18
5872,r188,World -> South America,15
5872,r189,World -> South America,15
5872,r190,World -> South America,10
5872,r191,World -> South America,18
5872,r192,World -> South America,13
5872,r193,World -> South America -> Argentina,Upper middle
5872,r194,World -> South America -> Argentina,1
5872,r195,World -> South America -> Argentina,0
5872,r196,World -> South America -> Argentina,0
5872,r197,World -> South America -> Argentina,1
5872,r198,World -> South America -> Argentina,0
5872,r199,World -> South America -> Argentina,1
5872,r200,World -> South America -> Argentina,0
5872,r201,World -> South America -> Argentina,0
5872,r202,World -> South America -> Argentina,0
5872,r203,World -> South America -> Argentina,0
5872,r204,World -> South America -> Argentina,0
5872,r205,World -> South America -> Argentina,0
5872,r206,World -> South America -> Argentina,0
5872,r207,World -> South America -> Argentina,1
5872,r208,World -> South America -> Argentina,2
5872,r209,World -> South America -> Argentina,0
5872,r210,World -> South America -> Argentina,2
5872,r211,World -> South America -> Argentina,2
5872,r212,World -> South America -> Argentina,1
5872,r213,World -> South America -> Argentina,1
5872,r214,World -> South America -> Argentina,0
5872,r215,World -> South America -> Argentina,2
5872,r216,World -> South America -> Argentina,0
5872,r217,World -> South America -> Brazil,Upper middle
5872,r218,World -> South America -> Brazil,1
5872,r219,World -> South America -> Brazil,1
5872,r220,World -> South America -> Brazil,2
5872,r221,World -> South America -> Brazil,4
5872,r222,World -> South America -> Brazil,3
5872,r223,World -> South America -> Brazil,4
5872,r224,World -> South America -> Brazil,2
5872,r225,World -> South America -> Brazil,0
5872,r226,World -> South America -> Brazil,3
5872,r227,World -> South America -> Brazil,3
5872,r228,World -> South America -> Brazil,2
5872,r229,World -> South America -> Brazil,5
5872,r230,World -> South America -> Brazil,5
5872,r231,World -> South America -> Brazil,8
5872,r232,World -> South America -> Brazil,5
5872,r233,World -> South America -> Brazil,7
5872,r234,World -> South America -> Brazil,12
5872,r235,World -> South America -> Brazil,12
5872,r236,World -> South America -> Brazil,11
5872,r237,World -> South America -> Brazil,11
5872,r238,World -> South America -> Brazil,4
5872,r239,World -> South America -> Brazil,11
5872,r240,World -> South America -> Brazil,9
5872,r241,World -> Europe,na
5872,r242,World -> Europe,513
5872,r243,World -> Europe,553
5872,r244,World -> Europe,553
5872,r245,World -> Europe,626
5872,r246,World -> Europe,618
5872,r247,World -> Europe,547
5872,r248,World -> Europe,488
5872,r249,World -> Europe,382
5872,r250,World -> Europe,358
5872,r251,World -> Europe,321
5872,r252,World -> Europe,300
5872,r253,World -> Europe,348
5872,r254,World -> Europe,497
5872,r255,World -> Europe,490
5872,r256,World -> Europe,548
5872,r257,World -> Europe,569
5872,r258,World -> Europe,608
5872,r259,World -> Europe,628
5872,r260,World -> Europe,609
5872,r261,World -> Europe,610
5872,r262,World -> Europe,614
5872,r263,World -> Europe,697
5872,r264,World -> Europe,690
5872,r265,World -> Europe -> EU-27 + UK<sup>a</sup>,na
5872,r266,World -> Europe -> EU-27 + UK<sup>a</sup>,460
5872,r267,World -> Europe -> EU-27 + UK<sup>a</sup>,497
5872,r268,World -> Europe -> EU-27 + UK<sup>a</sup>,507
5872,r269,World -> Europe -> EU-27 + UK<sup>a</sup>,583
5872,r270,World -> Europe -> EU-27 + UK<sup>a</sup>,566
5872,r271,World -> Europe -> EU-27 + UK<sup>a</sup>,498
5872,r272,World -> Europe -> EU-27 + UK<sup>a</sup>,445
5872,r273,World -> Europe -> EU-27 + UK<sup>a</sup>,358
5872,r274,World -> Europe -> EU-27 + UK<sup>a</sup>,331
5872,r275,World -> Europe -> EU-27 + UK<sup>a</sup>,299
5872,r276,World -> Europe -> EU-27 + UK<sup>a</sup>,276
5872,r277,World -> Europe -> EU-27 + UK<sup>a</sup>,322
5872,r278,World -> Europe -> EU-27 + UK<sup>a</sup>,465
5872,r279,World -> Europe -> EU-27 + UK<sup>a</sup>,453
5872,r280,World -> Europe -> EU-27 + UK<sup>a</sup>,499
5872,r281,World -> Europe -> EU-27 + UK<sup>a</sup>,528
5872,r282,World -> Europe -> EU-27 + UK<sup>a</sup>,562
5872,r283,World -> Europe -> EU-27 + UK<sup>a</sup>,579
5872,r284,World -> Europe -> EU-27 + UK<sup>a</sup>,551
5872,r285,World -> Europe -> EU-27 + UK<sup>a</sup>,558
5872,r286,World -> Europe -> EU-27 + UK<sup>a</sup>,560
5872,r287,World -> Europe -> EU-27 + UK<sup>a</sup>,647
