table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
7975,r001,All institutions,All institutions,,1,-,"['56,585,810', '']","['33,137,637', '']","['89,723,447', '']"
7975,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,426,972', '']","['754,413', '']","['3,181,385', '']"
7975,r003,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,2,"['1,124,971', '']","['0', '']","['1,124,971', '']"
7975,r004,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,3,"['1,114,481', '']","['0', '']","['1,114,481', '']"
7975,r005,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,4,"['1,104,222', '']","['43,498', '']","['1,147,720', '']"
7975,r006,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,5,"['979,584', '']","['660,061', '']","['1,639,645', '']"
7975,r007,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,6,"['949,076', '']","['0', '']","['949,076', '']"
7975,r008,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,7,"['900,671', '']","['479,404', '']","['1,380,075', '']"
7975,r009,All institutions -> Harvard U.,All institutions,Harvard U.,2,8,"['854,352', '']","['399,656', '']","['1,254,008', '']"
7975,r010,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,9,"['850,929', '']","['574,570', '']","['1,425,499', '']"
7975,r011,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,10,"['846,872', '']","['0', '']","['846,872', '']"
7975,r012,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,11,"['842,977', '']","['127,567', '']","['970,544', '']"
7975,r013,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,12,"['742,855', '']","['36,493', '']","['779,348', '']"
7975,r014,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,13,"['730,977', '']","['291', '']","['731,268', '']"
7975,r015,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,14,"['728,259', '']","['344,702', '']","['1,072,961', '']"
7975,r016,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,15,"['725,280', '']","['763,365', '']","['1,488,645', '']"
7975,r017,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,16,"['679,482', '']","['0', '']","['679,482', '']"
7975,r018,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,17,"['677,303', '']","['0', '']","['677,303', '']"
7975,r019,All institutions -> Cornell U.,All institutions,Cornell U.,2,18,"['671,448', '']","['512,076', '']","['1,183,524', '']"
7975,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['670,415', '']","['471,849', '']","['1,142,264', '']"
7975,r021,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,20,"['624,677', '']","['85,501', '']","['710,178', '']"
7975,r022,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,21,"['592,062', '']","['225,347', '']","['817,409', '']"
7975,r023,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,22,"['547,724', '']","['0', '']","['547,724', '']"
7975,r024,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,23,"['547,118', '']","['0', '']","['547,118', '']"
7975,r025,All institutions -> U. Florida,All institutions,U. Florida,2,24,"['546,549', '']","['413,416', '']","['959,965', '']"
7975,r026,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,25,"['542,045', '']","['0', '']","['542,045', '']"
7975,r027,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,26,"['530,053', '']","['1,101,897', '']","['1,631,950', '']"
7975,r028,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,27,"['520,961', '']","['715,150', '']","['1,236,111', '']"
7975,r029,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,28,"['518,446', '']","['936,434', '']","['1,454,880', '']"
7975,r030,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,29,"['509,640', '']","['588,930', '']","['1,098,570', '']"
7975,r031,All institutions -> U. Arizona,All institutions,U. Arizona,2,30,"['508,950', '']","['261,081', '']","['770,031', '']"
7975,r032,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,31,"['505,641', '']","['700,242', '']","['1,205,883', '']"
7975,r033,All institutions -> U. Georgia,All institutions,U. Georgia,2,32,"['493,944', '']","['0', '']","['493,944', '']"
7975,r034,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,33,"['491,859', '']","['527,414', '']","['1,019,273', '']"
7975,r035,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,34,"['485,435', '']","['0', '']","['485,435', '']"
7975,r036,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,35,"['465,273', '']","['0', '']","['465,273', '']"
7975,r037,All institutions -> Boston U.,All institutions,Boston U.,2,36,"['458,491', '']","['193,605', '']","['652,096', '']"
7975,r038,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,37,"['447,197', '']","['0', '']","['447,197', '']"
7975,r039,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,38,"['438,624', '']","['0', '']","['438,624', '']"
7975,r040,All institutions -> U. Southern California,All institutions,U. Southern California,2,39,"['428,774', '']","['526,791', '']","['955,565', '']"
7975,r041,All institutions -> U. Utah,All institutions,U. Utah,2,40,"['406,979', '']","['217,758', '']","['624,737', '']"
7975,r042,All institutions -> Princeton U.,All institutions,Princeton U.,2,41,"['404,448', '']","['0', '']","['404,448', '']"
7975,r043,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,42,"['402,376', '']","['0', '']","['402,376', '']"
7975,r044,All institutions -> Stanford U.,All institutions,Stanford U.,2,43,"['400,435', '']","['874,048', '']","['1,274,483', '']"
7975,r045,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,44,"['360,275', '']","['0', '']","['360,275', '']"
7975,r046,All institutions -> New York U.,All institutions,New York U.,2,45,"['360,158', '']","['703,546', '']","['1,063,704', '']"
7975,r047,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,46,"['357,543', '']","['0', '']","['357,543', '']"
7975,r048,All institutions -> Washington State U.,All institutions,Washington State U.,2,47,"['348,178', '']","['9,470', '']","['357,648', '']"
7975,r049,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,48,"['341,539', '']","['182,213', '']","['523,752', '']"
7975,r050,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,49,"['328,583', '']","['60,196', '']","['388,779', '']"
7975,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['328,201', '']","['315,754', '']","['643,955', '']"
7975,r052,All institutions -> Utah State U.,All institutions,Utah State U.,2,51,"['325,223', '']","['0', '']","['325,223', '']"
7975,r053,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,52,"['316,273', '']","['0', '']","['316,273', '']"
7975,r054,All institutions -> Emory U.,All institutions,Emory U.,2,53,"['309,975', '']","['542,947', '']","['852,922', '']"
7975,r055,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,54,"['307,083', '']","['0', '']","['307,083', '']"
7975,r056,All institutions -> Florida State U.,All institutions,Florida State U.,2,55,"['302,660', '']","['25,944', '']","['328,604', '']"
7975,r057,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,56,"['302,182', '']","['833,234', '']","['1,135,416', '']"
7975,r058,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,57,"['298,495', '']","['312,818', '']","['611,313', '']"
7975,r059,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,58,"['296,673', '']","['0', '']","['296,673', '']"
7975,r060,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,59,"['276,955', '']","['0', '']","['276,955', '']"
7975,r061,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,60,"['275,143', '']","['0', '']","['275,143', '']"
7975,r062,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,61,"['266,374', '']","['0', '']","['266,374', '']"
7975,r063,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,62,"['262,048', '']","['0', '']","['262,048', '']"
7975,r064,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,63,"['260,265', '']","['168,976', '']","['429,241', '']"
7975,r065,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,64,"['254,760', '']","['125,288', '']","['380,048', '']"
7975,r066,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,65,"['251,415', '']","['173,934', '']","['425,349', '']"
7975,r067,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,66,"['248,980', '']","['156,108', '']","['405,088', '']"
7975,r068,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,67,"['248,961', '']","['0', '']","['248,961', '']"
7975,r069,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,68,"['241,188', '']","['30,580', '']","['271,768', '']"
7975,r070,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,69,"['240,324', '']","['0', '']","['240,324', '']"
7975,r071,All institutions -> Clemson U.,All institutions,Clemson U.,2,70,"['237,485', '']","['0', '']","['237,485', '']"
7975,r072,All institutions -> U. Iowa,All institutions,U. Iowa,2,71,"['236,925', '']","['316,951', '']","['553,876', '']"
7975,r073,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,72,"['236,812', '']","['458,446', '']","['695,258', '']"
7975,r074,All institutions -> Duke U.,All institutions,Duke U.,2,73,"['235,997', '']","['1,001,689', '']","['1,237,686', '']"
7975,r075,All institutions -> U. Delaware,All institutions,U. Delaware,2,74,"['231,532', '']","['0', '']","['231,532', '']"
7975,r076,All institutions -> Florida International U.,All institutions,Florida International U.,2,75,"['230,097', '']","['15,978', '']","['246,075', '']"
