table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
7975,r077,All institutions -> U. Kansas,All institutions,U. Kansas,2,76,"['226,381', '']","['159,256', '']","['385,637', '']"
7975,r078,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,77,"['225,075', '']","['688,103', '']","['913,178', '']"
7975,r079,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,78,"['223,418', '']","['1,486,618', '']","['1,710,036', '']"
7975,r080,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,79,"['221,452', '']","['208,133', '']","['429,585', '']"
7975,r081,All institutions -> George Mason U.,All institutions,George Mason U.,2,80,"['214,207', '']","['0', '']","['214,207', '']"
7975,r082,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,81,"['213,824', '']","['0', '']","['213,824', '']"
7975,r083,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,82,"['212,265', '']","['6,331', '']","['218,596', '']"
7975,r084,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,83,"['211,342', '']","['0', '']","['211,342', '']"
7975,r085,All institutions -> Rice U.,All institutions,Rice U.,2,84,"['207,404', '']","['0', '']","['207,404', '']"
7975,r086,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,85,"['206,472', '']","['0', '']","['206,472', '']"
7975,r087,All institutions -> George Washington U.,All institutions,George Washington U.,2,86,"['204,797', '']","['61,311', '']","['266,108', '']"
7975,r088,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,87,"['203,846', '']","['0', '']","['203,846', '']"
7975,r089,All institutions -> U. Houston,All institutions,U. Houston,2,88,"['201,821', '']","['715', '']","['202,536', '']"
7975,r090,All institutions -> Yale U.,All institutions,Yale U.,2,89,"['200,736', '']","['964,412', '']","['1,165,148', '']"
7975,r091,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,90,"['198,799', '']","['0', '']","['198,799', '']"
7975,r092,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,91,"['197,739', '']","['0', '']","['197,739', '']"
7975,r093,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,92,"['195,298', '']","['20,076', '']","['215,374', '']"
7975,r094,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,93,"['193,577', '']","['0', '']","['193,577', '']"
7975,r095,All institutions -> Temple U.,All institutions,Temple U.,2,94,"['192,775', '']","['107,003', '']","['299,778', '']"
7975,r096,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,95,"['192,042', '']","['0', '']","['192,042', '']"
7975,r097,All institutions -> U. Dayton,All institutions,U. Dayton,2,96,"['191,228', '']","['0', '']","['191,228', '']"
7975,r098,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,97,"['190,108', '']","['112,221', '']","['302,329', '']"
7975,r099,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,98,"['186,750', '']","['266,062', '']","['452,812', '']"
7975,r100,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,99,"['183,589', '']","['460,741', '']","['644,330', '']"
7975,r101,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,100,"['181,400', '']","['0', '']","['181,400', '']"
7975,r102,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,101,"['180,785', '']","['149,441', '']","['330,226', '']"
7975,r103,All institutions -> Tufts U.,All institutions,Tufts U.,2,102,"['175,577', '']","['49,379', '']","['224,956', '']"
7975,r104,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,103,"['174,130', '']","['15,470', '']","['189,600', '']"
7975,r105,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,104,"['172,957', '']","['0', '']","['172,957', '']"
7975,r106,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,105,"['170,117', '']","['193,979', '']","['364,096', '']"
7975,r107,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,106,"['167,373', '']","['0', '']","['167,373', '']"
7975,r108,All institutions -> U. Colorado Anschutz Medical Campus<sup>d</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>d</sup>,2,107,"['166,749', '']","['396,106', '']","['562,855', '']"
7975,r109,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,108,"['166,587', '']","['0', '']","['166,587', '']"
7975,r110,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,109,"['164,443', '']","['0', '']","['164,443', '']"
7975,r111,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,110,"['164,050', '']","['0', '']","['164,050', '']"
7975,r112,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,111,"['160,615', '']","['0', '']","['160,615', '']"
7975,r113,All institutions -> U. Chicago,All institutions,U. Chicago,2,112,"['159,978', '']","['337,673', '']","['497,651', '']"
7975,r114,All institutions -> U. Rochester,All institutions,U. Rochester,2,113,"['153,311', '']","['255,944', '']","['409,255', '']"
7975,r115,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,114,"['151,717', '']","['0', '']","['151,717', '']"
7975,r116,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,115,"['149,792', '']","['0', '']","['149,792', '']"
7975,r117,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,116,"['149,435', '']","['125,081', '']","['274,516', '']"
7975,r118,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,117,"['147,730', '']","['52,177', '']","['199,907', '']"
7975,r119,All institutions -> U. Maine,All institutions,U. Maine,2,118,"['146,801', '']","['0', '']","['146,801', '']"
7975,r120,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,119,"['145,362', '']","['0', '']","['145,362', '']"
7975,r121,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,120,"['142,627', '']","['189,939', '']","['332,566', '']"
7975,r122,All institutions -> U. Oregon,All institutions,U. Oregon,2,121,"['139,193', '']","['0', '']","['139,193', '']"
7975,r123,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,122,"['138,941', '']","['36,445', '']","['175,386', '']"
7975,r124,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,123,"['133,727', '']","['175,096', '']","['308,823', '']"
7975,r125,All institutions -> Brown U.,All institutions,Brown U.,2,124,"['129,958', '']","['146,373', '']","['276,331', '']"
7975,r126,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,125,"['129,509', '']","['0', '']","['129,509', '']"
7975,r127,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,126,"['129,296', '']","['0', '']","['129,296', '']"
7975,r128,All institutions -> Tulane U.,All institutions,Tulane U.,2,127,"['126,504', '']","['78,702', '']","['205,206', '']"
7975,r129,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,128,"['126,477', '']","['0', '']","['126,477', '']"
7975,r130,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,129,"['124,565', '']","['0', '']","['124,565', '']"
7975,r131,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,130,"['122,825', '']","['0', '']","['122,825', '']"
7975,r132,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,131,"['121,571', '']","['0', '']","['121,571', '']"
7975,r133,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,132,"['119,056', '']","['0', '']","['119,056', '']"
7975,r134,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,133,"['117,398', '']","['26,108', '']","['143,506', '']"
7975,r135,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,134,"['114,903', '']","['0', '']","['114,903', '']"
7975,r136,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,135,"['114,501', '']","['0', '']","['114,501', '']"
7975,r137,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,136,"['110,580', '']","['0', '']","['110,580', '']"
7975,r138,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,137,"['110,405', '']","['878,809', '']","['989,214', '']"
7975,r139,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,138,"['109,410', '']","['0', '']","['109,410', '']"
7975,r140,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,139,"['108,159', '']","['443,667', '']","['551,826', '']"
7975,r141,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,140,"['107,681', '']","['0', '']","['107,681', '']"
7975,r142,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,141,"['107,549', '']","['0', '']","['107,549', '']"
7975,r143,All institutions -> U. Idaho,All institutions,U. Idaho,2,142,"['105,895', '']","['0', '']","['105,895', '']"
7975,r144,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,143,"['104,183', '']","['175,749', '']","['279,932', '']"
7975,r145,All institutions -> Drexel U.,All institutions,Drexel U.,2,144,"['103,976', '']","['48,776', '']","['152,752', '']"
7975,r146,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,145,"['94,708', '']","['0', '']","['94,708', '']"
7975,r147,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,146,"['93,493', '']","['7,516', '']","['101,009', '']"
7975,r148,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,147,"['93,202', '']","['0', '']","['93,202', '']"
7975,r149,All institutions -> U. Vermont,All institutions,U. Vermont,2,148,"['91,507', '']","['103,813', '']","['195,320', '']"
7975,r150,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,149,"['90,950', '']","['293,540', '']","['384,490', '']"
7975,r151,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,150,"['84,418', '']","['0', '']","['84,418', '']"
7975,r152,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,151,"['81,715', '']","['0', '']","['81,715', '']"
7975,r153,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,152,"['81,443', '']","['0', '']","['81,443', '']"
7975,r154,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,153,"['81,252', '']","['0', '']","['81,252', '']"
7975,r155,All institutions -> U. Miami,All institutions,U. Miami,2,154,"['79,976', '']","['295,865', '']","['375,841', '']"
7975,r156,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,155,"['79,432', '']","['121,542', '']","['200,974', '']"
7975,r157,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,156,"['76,744', '']","['158,775', '']","['235,519', '']"
7975,r158,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,157,"['74,606', '']","['347,262', '']","['421,868', '']"
7975,r159,All institutions -> Texas State U.,All institutions,Texas State U.,2,158,"['72,510', '']","['0', '']","['72,510', '']"
7975,r160,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,159,"['71,451', '']","['0', '']","['71,451', '']"
7975,r161,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,160,"['69,129', '']","['0', '']","['69,129', '']"
7975,r162,All institutions -> William & Mary,All institutions,William & Mary,2,161,"['68,801', '']","['0', '']","['68,801', '']"
7975,r163,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,162,"['67,417', '']","['0', '']","['67,417', '']"
7975,r164,All institutions -> U. Memphis,All institutions,U. Memphis,2,163,"['67,092', '']","['0', '']","['67,092', '']"
7975,r165,All institutions -> American U.,All institutions,American U.,2,164,"['65,912', '']","['0', '']","['65,912', '']"
7975,r166,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,165,"['65,789', '']","['0', '']","['65,789', '']"
7975,r167,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,166,"['65,330', '']","['0', '']","['65,330', '']"
7975,r168,All institutions -> Boston C.,All institutions,Boston C.,2,167,"['65,156', '']","['0', '']","['65,156', '']"
7975,r169,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,168,"['65,101', '']","['0', '']","['65,101', '']"
7975,r170,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,169,"['64,746', '']","['51,429', '']","['116,175', '']"
7975,r171,All institutions -> U. Louisville,All institutions,U. Louisville,2,170,"['64,651', '']","['135,711', '']","['200,362', '']"
7975,r172,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,171,"['63,723', '']","['0', '']","['63,723', '']"
7975,r173,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,172,"['62,332', '']","['0', '']","['62,332', '']"
7975,r174,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,173,"['60,100', '']","['0', '']","['60,100', '']"
7975,r175,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,174,"['56,043', '']","['0', '']","['56,043', '']"
7975,r176,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,175,"['55,664', '']","['0', '']","['55,664', '']"
7975,r177,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,176,"['54,437', '']","['0', '']","['54,437', '']"
7975,r178,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,177,"['53,491', '']","['3,870', '']","['57,361', '']"
7975,r179,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,178,"['51,877', '']","['0', '']","['51,877', '']"
7975,r180,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,179,"['51,542', '']","['0', '']","['51,542', '']"
7975,r181,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,180,"['51,201', '']","['0', '']","['51,201', '']"
7975,r182,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,181,"['50,848', '']","['0', '']","['50,848', '']"
7975,r183,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,182,"['50,842', '']","['7,629', '']","['58,471', '']"
7975,r184,All institutions -> Kent State U.,All institutions,Kent State U.,2,183,"['50,408', '']","['0', '']","['50,408', '']"
7975,r185,All institutions -> Baylor U.,All institutions,Baylor U.,2,184,"['48,809', '']","['0', '']","['48,809', '']"
7975,r186,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,185,"['48,702', '']","['0', '']","['48,702', '']"
7975,r187,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,186,"['47,124', '']","['0', '']","['47,124', '']"
7975,r188,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,187,"['46,889', '']","['3,809', '']","['50,698', '']"
7975,r189,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,188,"['46,789', '']","['230,972', '']","['277,761', '']"
7975,r190,All institutions -> Mercer U.,All institutions,Mercer U.,2,189,"['46,350', '']","['5,639', '']","['51,989', '']"
7975,r191,All institutions -> Boise State U.,All institutions,Boise State U.,2,190,"['46,065', '']","['0', '']","['46,065', '']"
7975,r192,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,191,"['45,964', '']","['0', '']","['45,964', '']"
7975,r193,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,192,"['45,703', '']","['0', '']","['45,703', '']"
7975,r194,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,193,"['45,383', '']","['174,351', '']","['219,734', '']"
7975,r195,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,194,"['43,916', '']","['0', '']","['43,916', '']"
7975,r196,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,195,"['43,386', '']","['0', '']","['43,386', '']"
7975,r197,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,196,"['41,960', '']","['0', '']","['41,960', '']"
7975,r198,All institutions -> Portland State U.,All institutions,Portland State U.,2,197,"['41,311', '']","['0', '']","['41,311', '']"
7975,r199,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,198,"['41,279', '']","['0', '']","['41,279', '']"
7975,r200,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,199,"['40,751', '']","['0', '']","['40,751', '']"
