table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
1426,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['2,195', '  ']","['1,551', '  ']","['149', '  ']","['431', '  ']","['213', ' ']"
1426,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['1,318', '  ']","['956', '  ']","['99', '  ']","['222', '  ']","['139', ' ']"
1426,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['38', '  ']","['23', 'i ']","['2', 'i ']","['9', '  ']","['6', ' ']"
1426,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['9', '  ']","['6', '  ']","['1', '  ']","['2', '  ']","['1', ' ']"
1426,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['9', '  ']","['5', 'i ']","['1', 'i ']","['4', 'i ']","['1', 'i']"
1426,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['3', '  ']","['1', 'i ']","['*', '  ']","['1', '  ']","['*', ' ']"
1426,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['8', '  ']","['6', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1426,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['4', '  ']","['2', 'i ']","['*', '  ']","['1', 'i ']","['*', 'i']"
1426,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['2', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1426,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['236', '  ']","['156', '  ']","['38', '  ']","['41', '  ']","['39', ' ']"
1426,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['19', '  ']","['11', '  ']","['4', '  ']","['6', '  ']","['2', ' ']"
1426,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['8', '  ']","['5', '  ']","['1', '  ']","['2', '  ']","['*', ' ']"
1426,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['7', 'i ']","['3', 'i ']","['1', 'i ']","['3', 'i ']","['1', 'i']"
1426,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['161', '  ']","['107', '  ']","['28', '  ']","['22', '  ']","['32', ' ']"
1426,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['21', '  ']","['17', '  ']","['3', '  ']","['2', '  ']","['2', ' ']"
1426,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['20', '  ']","['13', '  ']","['2', '  ']","['5', '  ']","['2', ' ']"
1426,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['37', '  ']","['18', '  ']","['4', '  ']","['12', '  ']","['7', ' ']"
1426,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['9', '  ']","['5', 'i ']","['1', '  ']","['3', '  ']","['1', ' ']"
1426,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['8', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['2', ' ']"
1426,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['33', '  ']","['15', 'i ']","['*', '  ']","['9', 'i ']","['9', 'i']"
1426,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['113', '  ']","['83', '  ']","['5', '  ']","['22', '  ']","['8', 'i']"
1426,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['15', '  ']","['11', '  ']","['*', '  ']","['3', '  ']","['1', ' ']"
1426,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['14', '  ']","['12', '  ']","['2', '  ']","['1', '  ']","['1', ' ']"
1426,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['12', '  ']","['10', '  ']","['*', '  ']","['1', '  ']","['*', ' ']"
1426,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['73', '  ']","['50', 'i ']","['3', 'i ']","['16', 'i ']","['7', 'i']"
1426,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['424', '  ']","['349', '  ']","['29', 'i ']","['45', '  ']","['30', ' ']"
1426,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['77', '  ']","['62', '  ']","['2', '  ']","['10', 'i ']","['5', ' ']"
1426,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['156', '  ']","['137', 'i ']","['14', 'i ']","['12', '  ']","['7', ' ']"
1426,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['100', '  ']","['77', '  ']","['7', 'i ']","['15', 'i ']","['8', 'i']"
1426,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['19', '  ']","['13', 'i ']","['2', 'i ']","['4', 'i ']","['2', 'i']"
