table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10807,r016,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1840,149,65,1483,126,12,0,5
10807,r017,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,156,48,0,108,0.05,0.05,0,0
10807,r018,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total operational system development<sup>d</sup>,,4,0,0,0,0,0,0,0,0
10807,r019,Department of Defense -> Defense Health Agency,Department of Defense,Defense Health Agency,,,,2,,,,,,,,
10807,r020,Department of Defense -> Defense Health Agency -> RDT&E,Department of Defense,Defense Health Agency,RDT&E,,,3,2585,237,6,451,1005,811,0,74
10807,r021,Department of Defense -> Defense Health Agency -> RDT&E -> Total research,Department of Defense,Defense Health Agency,RDT&E,Total research,,4,178,46,2,35,36,51,0,8
10807,r022,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Health Agency,RDT&E,Total research,Basic research,5,14,2,0.05,3,2,7,0,0
10807,r023,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Health Agency,RDT&E,Total research,Applied research,5,165,44,2,32,34,44,0,8
10807,r024,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,,4,2383,189,4,397,968,759,0,67
10807,r025,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,2107,123,4,239,953,722,0,67
10807,r026,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,277,66,0.05,158,16,36,0,0
10807,r027,Department of Defense -> Defense Health Agency -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Defense Health Agency,RDT&E,Total operational system development<sup>d</sup>,,4,23,2,0,20,0.05,1,0,0
10807,r028,Department of Defense -> Department of the Air Force,Department of Defense,Department of the Air Force,,,,2,,,,,,,,
10807,r029,Department of Defense -> Department of the Air Force -> RDT&E,Department of Defense,Department of the Air Force,RDT&E,,,3,44884,9843,1086,32777,842,325,11,0
10807,r030,Department of Defense -> Department of the Air Force -> RDT&E -> Total research,Department of Defense,Department of the Air Force,RDT&E,Total research,,4,3027,2135,49,36,596,201,11,0
10807,r031,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Air Force,RDT&E,Total research,Basic research,5,994,261,0,24,535,164,11,0
10807,r032,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Air Force,RDT&E,Total research,Applied research,5,2033,1875,49,12,60,37,0.05,0
10807,r033,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,,4,12856,5522,548,6443,223,120,0,0
10807,r034,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1003,847,10,69,34,43,0,0
10807,r035,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,11853,4675,538,6374,189,77,0,0
10807,r036,Department of Defense -> Department of the Air Force -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Department of the Air Force,RDT&E,Total operational system development<sup>d</sup>,,4,29001,2185,489,26299,24,4,0,0
10807,r037,Department of Defense -> Department of the Army,Department of Defense,Department of the Army,,,,2,,,,,,,,
10807,r038,Department of Defense -> Department of the Army -> RDT&E,Department of Defense,Department of the Army,RDT&E,,,3,16778,6352,161,8968,755,477,0.05,66
10807,r039,Department of Defense -> Department of the Army -> RDT&E -> Total research,Department of Defense,Department of the Army,RDT&E,Total research,,4,2396,756,12,1047,506,62,0,12
10807,r040,Department of Defense -> Department of the Army -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Army,RDT&E,Total research,Basic research,5,620,127,0.05,167,301,16,0,9
10807,r041,Department of Defense -> Department of the Army -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Army,RDT&E,Total research,Applied research,5,1776,630,11,880,204,47,0,3
10807,r042,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,,4,13122,5021,144,7290,247,377,0.05,42
10807,r043,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,2464,906,27,1246,140,132,0,13
10807,r044,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,10658,4115,118,6044,107,245,0.05,29
10807,r045,Department of Defense -> Department of the Army -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Department of the Army,RDT&E,Total operational system development<sup>d</sup>,,4,1260,574,5,631,2,37,0,11
10807,r046,Department of Defense -> Department of the Navy,Department of Defense,Department of the Navy,,,,2,,,,,,,,
10807,r047,Department of Defense -> Department of the Navy -> RDT&E,Department of Defense,Department of the Navy,RDT&E,,,3,25767,10755,332,12571,1696,317,9,87
10807,r048,Department of Defense -> Department of the Navy -> RDT&E -> Total research,Department of Defense,Department of the Navy,RDT&E,Total research,,4,2355,788,27,417,1000,83,9,31
10807,r049,Department of Defense -> Department of the Navy -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Navy,RDT&E,Total research,Basic research,5,879,271,1,43,524,13,8,19
10807,r050,Department of Defense -> Department of the Navy -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Navy,RDT&E,Total research,Applied research,5,1475,517,25,374,476,70,1,11
10807,r051,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,,4,19727,8805,255,9913,525,173,0.05,55
10807,r052,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1209,421,12,516,138,121,0,1
10807,r053,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,18518,8384,243,9397,387,53,0.05,54
10807,r054,Department of Defense -> Department of the Navy -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Department of the Navy,RDT&E,Total operational system development<sup>d</sup>,,4,3686,1162,50,2242,171,60,0,1
10807,r055,Department of Defense -> Space Force,Department of Defense,Space Force,,,,2,,,,,,,,
10807,r056,Department of Defense -> Space Force -> RDT&E,Department of Defense,Space Force,RDT&E,,,3,14566,830,350,13259,102,20,5,0.05
10807,r057,Department of Defense -> Space Force -> RDT&E -> Total research,Department of Defense,Space Force,RDT&E,Total research,,4,156,97,12,47,0,0,0,0
10807,r058,Department of Defense -> Space Force -> RDT&E -> Total research -> Basic research,Department of Defense,Space Force,RDT&E,Total research,Basic research,5,55,4,4,47,0,0,0,0
10807,r059,Department of Defense -> Space Force -> RDT&E -> Total research -> Applied research,Department of Defense,Space Force,RDT&E,Total research,Applied research,5,101,93,8,0,0,0,0,0
10807,r060,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,,4,8470,567,294,7509,76,20,5,0
10807,r061,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,430,29,10,366,26,0,0,0
10807,r062,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,8040,538,284,7143,50,20,5,0
10807,r063,Department of Defense -> Space Force -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Space Force,RDT&E,Total operational system development<sup>d</sup>,,4,5940,166,44,5703,26,0.05,0,0.05
10807,r064,Department of Defense -> Other defense agencies,Department of Defense,Other defense agencies,,,,2,,,,,,,,
10807,r065,Department of Defense -> Other defense agencies -> RDT&E,Department of Defense,Other defense agencies,RDT&E,,,3,30248,8520,2029,18660,734,214,2,88
10807,r066,Department of Defense -> Other defense agencies -> RDT&E -> Total research,Department of Defense,Other defense agencies,RDT&E,Total research,,4,1626,317,706,335,223,43,0,3
10807,r067,Department of Defense -> Other defense agencies -> RDT&E -> Total research -> Basic research,Department of Defense,Other defense agencies,RDT&E,Total research,Basic research,5,461,55,133,93,170,9,0,3
10807,r068,Department of Defense -> Other defense agencies -> RDT&E -> Total research -> Applied research,Department of Defense,Other defense agencies,RDT&E,Total research,Applied research,5,1165,262,573,242,53,34,0,0.05
10807,r069,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,,4,18377,7790,867,9117,383,136,2,82
10807,r070,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,4200,2169,459,1305,137,64,2,64
10807,r071,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,14177,5621,408,7812,246,72,0.05,18
10807,r072,Department of Defense -> Other defense agencies -> RDT&E -> Total operational system development<sup>d</sup>,Department of Defense,Other defense agencies,RDT&E,Total operational system development<sup>d</sup>,,4,10246,413,457,9208,128,35,0,4
