table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_dod,field_doe,field_nasa,field_nih,field_dhs,field_dot,field_epa,field_nsf,field_all_other_agencies
6585,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['*', 'i']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['155', '']","['89', '']","['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['37', '']","['15', 'i']","['21', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['5,802', '']","['5,019', '']","['73', '']","['275', 'i']","['13', '']","['2', '']","['7', '']","['0', '']","['1', '']","['411', '']"
6585,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['320 - 453', 'i']","['188 - 329', 'i']","['1', 'i']","['0 - 130', 'i']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 133', '']"
6585,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['468', '']","['85', '']","['26', '']","['0 - 130', 'i']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['225 - 358', '']"
6585,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,852', '']","['4,607', '']","['27', '']","['146', '']","['8', '']","['2', '']","['7', '']","['0', '']","['*', '']","['54', '']"
6585,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['11', 'i']","['3', '']","['1', 'i']","['3', 'i']","['3', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
6585,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['4,813', '']","['4,586', '']","['22', '']","['141', '']","['0', '']","['2', '']","['7', '']","['0', '']","['0', '']","['54', '']"
6585,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['28', '']","['18', '']","['4', 'i']","['1', 'i']","['5', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['31 - 161', '']","['0 - 138', '']","['19', '']","['0 - 130', 'i']","['5', '']","['0', '']","['*', '']","['0', '']","['1', '']","['0 - 133', '']"
6585,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['27', '']","['17', '']","['5', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
6585,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['9,652', 'i']","['5,944', 'i']","['74', '']","['3,619', 'i']","['0', '']","['12', '']","['*', '']","['1', '']","['0', '']","['1', '']"
6585,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['38 - 481', '']","['0 - 469', '']","['0 - 74', '']","['0', '']","['0', '']","['12', '']","['*', '']","['1', '']","['0', '']","['0', '']"
6585,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['8,454', 'i']","['4,758 - 4,835', 'i']","['0 - 74', '']","['3,619', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
6585,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['7,558', 'i']","['4,577', 'i']","['0', '']","['2,980', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
6585,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['896', '']","['182 - 258', '']","['0 - 74', '']","['639', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0 - 11', '']","['0 - 11', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
6585,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['706 - 1,160', '']","['705 - 1,159', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['0 - 3', 'i']","['0', '']","['0 - 2', 'i']","['1', 'i']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['36 - 48', '']","['20', '']","['8 - 20', '']","['*', 'i']","['8', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']"
6585,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['25', '']","['11', '']","['5', 'i']","['*', 'i']","['8', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']"
6585,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['11 - 24', '']","['9', '']","['2 - 15', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['5,918', '']","['3,968', '']","['253', '']","['629', '']","['435', '']","['29', '']","['22', '']","['1', '']","['7', '']","['575', '']"
6585,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1', '']","['*', 'i']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['27 - 34', '']","['0', '']","['27 - 34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0 - 8', 'i']","['0', '']","['0', '']","['0', '']","['0 - 8', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['2', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['185', '']","['134', '']","['21 - 28', '']","['1', '']","['6 - 14', '']","['4', '']","['*', '']","['0', '']","['0', '']","['3 - 11', '']"
6585,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['57', '']","['26', '']","['18', '']","['*', '']","['0 - 8', '']","['0', '']","['*', '']","['0', '']","['0', '']","['3 - 11', '']"
6585,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i']","['0', '']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['57', '']","['26', '']","['18', '']","['*', '']","['0 - 8', '']","['0', '']","['*', '']","['0', '']","['0', '']","['3 - 11', '']"
6585,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['4', 'i']","['1', '']","['1', 'i']","['0', '']","['1', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['116', '']","['106', '']","['0', '']","['0', '']","['6', '']","['4', '']","['0', '']","['0', '']","['0', '']","['*', '']"
6585,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['8', 'i']","['0', '']","['1 - 8', 'i']","['*', 'i']","['0 - 7', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['5,685', '']","['3,824', '']","['195', '']","['626', '']","['421', '']","['24', '']","['22', '']","['1', '']","['7', '']","['565', '']"
6585,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,214', '']","['1,027', '']","['76', 'i']","['79', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['21', '']"
6585,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['454', '']","['405', '']","['27', '']","['14', 'i']","['3', 'i']","['2', '']","['3', '']","['0', '']","['*', '']","['*', '']"
6585,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,343', '']","['1,870', '']","['90', '']","['413', '']","['415', '']","['18', '']","['6', '']","['1', '']","['4', '']","['527', '']"
6585,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['108', '']","['39', '']","['12', '']","['*', '']","['54', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']"
6585,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['2,571', '']","['1,747', '']","['77', '']","['412', '']","['186', '']","['18', '']","['1', '']","['1', '']","['3', '']","['126', '']"
6585,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['664', '']","['83', '']","['0', '']","['1', 'i']","['176', '']","['0', '']","['5', '']","['0', '']","['0', '']","['400', '']"
6585,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['674', '']","['523', '']","['2', '']","['121', '']","['3', 'i']","['4', '']","['2', '']","['*', '']","['2', '']","['17', '']"
6585,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6585,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['9 - 19', '']","['10', '']","['*', 'i']","['*', 'i']","['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 8', '']"
6585,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['21,941', '']","['15,141', '']","['519', '']","['4,534', 'i']","['519', '']","['124', '']","['30', '']","['1', '']","['8', '']","['1,064', '']"
6585,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6585,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['502', '']","['231', '']","['57', 'i']","['91', 'i']","['107', '']","['2', '']","['4', '']","['*', '']","['2', '']","['9', '']"
6585,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['811', '']","['528', '']","['79', 'i']","['99', '']","['57', '']","['2', '']","['9', '']","['*', '']","['1', '']","['37', '']"
6585,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6585,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['697', '']","['559', '']","['32', '']","['22', '']","['24', '']","['1', '']","['*', '']","['*', '']","['3', '']","['56', '']"
6585,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['988', '']","['753', '']","['42', '']","['80', '']","['38', '']","['17', '']","['4', '']","['0', '']","['1', '']","['53', '']"
6585,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6585,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,393', '']","['629', '']","['12', '']","['271', '']","['78', '']","['*', '']","['0', '']","['0', '']","['0', '']","['402', '']"
6585,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['248', 'i']","['137', 'i']","['14', 'i']","['57', 'i']","['30', 'i']","['4', '']","['0', '']","['0', '']","['0', '']","['6', '']"
6585,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,710', '']","['740', '']","['15', '']","['688', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']","['110', '']"
6585,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['977', '']","['315', '']","['134', '']","['178', 'i']","['19', '']","['0', '']","['5', '']","['0', '']","['0', '']","['325', '']"
6585,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['1,717', 'i']","['1,629', 'i']","['70', '']","['9', 'i']","['5', '']","['0', '']","['1', '']","['1', '']","['1', '']","['4', '']"
6585,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['12,897', 'i']","['9,620', '']","['65', '']","['3,040', 'i']","['5', '']","['98', '']","['7', '']","['0', '']","['0', '']","['63', '']"
