table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3883,r001,All fields,All fields,,,1,81117784.1,85262440.2
3883,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,4329973.5,4740280.7
3883,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,2896797.3,NA
3883,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,1156917.0,NA
3883,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,276259.1,NA
3883,r006,All fields -> Engineering,All fields,Engineering,,2,15279311.2,16417413.1
3883,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1199165.0,NA
3883,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,829661.1,NA
3883,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,454093.1,NA
3883,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,566290.3,NA
3883,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,970609.7,NA
3883,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,630142.5,NA
3883,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,1842831.3,NA
3883,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,8786518.2,NA
3883,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,5074704.0,4778290.4
3883,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,824246.9,NA
3883,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,239143.0,NA
3883,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,819217.6,NA
3883,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,3192096.6,NA
3883,r020,All fields -> Life sciences,All fields,Life sciences,,2,38303662.4,40665382.6
3883,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,1445518.9,NA
3883,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,18910386.0,NA
3883,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,924187.5,NA
3883,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,13774777.7,NA
3883,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,3248792.4,NA
3883,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,9816132.9,9607645.8
3883,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,1583417.8,NA
3883,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,1125457.5,NA
3883,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,3445977.6,NA
3883,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,3661279.9,NA
3883,r031,All fields -> Psychology,All fields,Psychology,,2,2753554.0,2932949.8
3883,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,17523.2,NA
3883,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,52740.1,NA
3883,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,2683290.7,NA
3883,r035,All fields -> Social sciences,All fields,Social sciences,,2,1155672.8,1018255.7
3883,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,34948.4,NA
3883,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,294908.0,NA
3883,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,14186.3,NA
3883,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,224016.7,NA
3883,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,587613.4,NA
3883,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,4404773.3,5102222.1
