table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
6626,r184,Employees (thousands) -> 6.4a(1),Employees (thousands),6.4a(1),2,Female,"['488', '&nbsp;']"
6626,r185,Employees (thousands) -> 6.4b(1),Employees (thousands),6.4b(1),2,Male,"['1,344', '&nbsp;']"
6626,r186,Employees (thousands) -> 6.5a(1),Employees (thousands),6.5a(1),2,Researchers,"['1,232', '&nbsp;']"
6626,r187,Employees (thousands) -> 6.5b(1),Employees (thousands),6.5b(1),2,Technicians,"['426', '&nbsp;']"
6626,r188,Employees (thousands) -> 6.5c(1),Employees (thousands),6.5c(1),2,Support staff,"['174', '&nbsp;']"
6626,r189,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Foreign,"['&nbsp;', '&nbsp;']"
6626,r190,Employees (thousands) -> 1.9(2),Employees (thousands),1.9(2),2,Total employees,"['11,083', '&nbsp;']"
6626,r191,Employees (thousands) -> 6.1b(2),Employees (thousands),6.1b(2),2,Non-R&D employees,"['10,239', '&nbsp;']"
6626,r192,Employees (thousands) -> 6.1a(2),Employees (thousands),6.1a(2),2,R&D employees,"['844', '&nbsp;']"
6626,r193,Employees (thousands) -> 6.4a(2),Employees (thousands),6.4a(2),2,Female,"['256', '&nbsp;']"
6626,r194,Employees (thousands) -> 6.4b(2),Employees (thousands),6.4b(2),2,Male,"['587', '&nbsp;']"
6626,r195,Employees (thousands) -> 6.5a(2),Employees (thousands),6.5a(2),2,Researchers,"['584', '&nbsp;']"
6626,r196,Employees (thousands) -> 6.5b(2),Employees (thousands),6.5b(2),2,Technicians,"['188', '&nbsp;']"
6626,r197,Employees (thousands) -> 6.5c(2),Employees (thousands),6.5c(2),2,Support staff,"['72', '&nbsp;']"
6626,r198,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Researchers with PhD,"['&nbsp;', '&nbsp;']"
6626,r199,Employees (thousands) -> 6.6(3),Employees (thousands),6.6(3),2,Worldwide,"['165', '&nbsp;']"
6626,r200,Employees (thousands) -> 6.6(1),Employees (thousands),6.6(1),2,Domestic,"['130', '&nbsp;']"
6626,r201,Employees (thousands) -> 6.6(2),Employees (thousands),6.6(2),2,Foreign,"['36', '&nbsp;']"
6626,r202,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Full-time equivalent,"['&nbsp;', '&nbsp;']"
6626,r203,Employees (thousands) -> 6.7d,Employees (thousands),6.7d,2,R&D employees,"['1,677', '&nbsp;']"
6626,r204,Employees (thousands) -> 6.7a,Employees (thousands),6.7a,2,Full-time R&D employees,"['1,384', '&nbsp;']"
6626,r205,Employees (thousands) -> 6.7b,Employees (thousands),6.7b,2,Full-time employees not solely working on R&D,"['277', '&nbsp;']"
6626,r206,Employees (thousands) -> 6.7c,Employees (thousands),6.7c,2,Part-time employees working on R&D,"['17', '&nbsp;']"
6626,r207,Employees (thousands) -> 6.8d,Employees (thousands),6.8d,2,Researchers,"['1,147', '&nbsp;']"
6626,r208,Employees (thousands) -> 6.8a,Employees (thousands),6.8a,2,Full-time R&D employees,"['989', '&nbsp;']"
6626,r209,Employees (thousands) -> 6.8b,Employees (thousands),6.8b,2,Full-time employees not solely working on R&D,"['150', '&nbsp;']"
6626,r210,Employees (thousands) -> 6.8c,Employees (thousands),6.8c,2,Part-time employees working on R&D,"['8', '&nbsp;']"
6626,r211,Employees (thousands) -> 6.9,Employees (thousands),6.9,2,Non-U.S. citizens employed as researchers under temporary visaa,"['66', '&nbsp;']"
6626,r212,Employees (thousands) -> 6.10d(1),Employees (thousands),6.10d(1),2,Total leased and temporary employees working on R&D,"['264', 'i']"
6626,r213,Employees (thousands) -> 6.10a(1),Employees (thousands),6.10a(1),2,Researchers,"['171', 'i']"
6626,r214,Employees (thousands) -> 6.5b(1),Employees (thousands),6.5b(1),2,Technicians,"['60', 'i']"
6626,r215,Employees (thousands) -> 6.5c(1),Employees (thousands),6.5c(1),2,Support staff,"['32', 'i']"
