table_id,row_id,industry_and_naics_code_full_path,industry_and_naics_code_level_1,industry_and_naics_code_level_2,industry_and_naics_code_level_3,industry_and_naics_code_level_4,industry_and_naics_code_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6294,r019,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Finance and insurance, 52","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Finance and insurance, 52",,3,"['2,109', '&nbsp;']","['3,457', '&nbsp;']","['3,519', '&nbsp;']","['4,308', '&nbsp;']","['4,122', '&nbsp;']","['5,366', '&nbsp;']","['7,331', '&nbsp;']","['7,616', '&nbsp;']","['7,471', '&nbsp;']","['8,917', '&nbsp;']"
6294,r020,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",,3,"['33,690', '&nbsp;']","['38,219', '&nbsp;']","['34,309', '&nbsp;']","['31,017', '&nbsp;']","['30,975', '&nbsp;']","['38,626', '&nbsp;']","['37,595', '&nbsp;']","['36,922', '&nbsp;']","['44,860', '&nbsp;']","['53,233', '&nbsp;']"
6294,r021,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Computer systems design and related services, 5415","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Computer systems design and related services, 5415",4,"['11,050', '&nbsp;']","['13,259', '&nbsp;']","['11,251', 'i']","['9,268', '&nbsp;']","['11,019', '&nbsp;']","['14,333', '&nbsp;']","['15,747', '&nbsp;']","['13,327', '&nbsp;']","['15,923', '&nbsp;']","['21,046', '&nbsp;']"
6294,r022,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Scientific research and development services, 5417","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Scientific research and development services, 5417",4,"['12,140', '&nbsp;']","['15,301', '&nbsp;']","['16,544', '&nbsp;']","['14,201', '&nbsp;']","['12,807', '&nbsp;']","['16,329', '&nbsp;']","['14,842', '&nbsp;']","['17,321', '&nbsp;']","['20,185', '&nbsp;']","['21,669', '&nbsp;']"
6294,r023,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Other 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",Other 54,4,"['10,500', '&nbsp;']","['9,659', '&nbsp;']","['6,514', '&nbsp;']","['7,548', '&nbsp;']","['7,149', '&nbsp;']","['7,964', '&nbsp;']","['7,006', '&nbsp;']","['6,274', '&nbsp;']","['8,752', '&nbsp;']","['10,518', '&nbsp;']"
6294,r024,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81",,3,"['9,613', '&nbsp;']","['9,190', '&nbsp;']","['9,202', '&nbsp;']","['8,520', '&nbsp;']","['9,043', '&nbsp;']","['10,185', '&nbsp;']","['8,458', '&nbsp;']","['18,084', '&nbsp;']","['20,281', '&nbsp;']","['34,906', '&nbsp;']"
6294,r025,Percent change from preceding period,Percent change from preceding period,,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6294,r026,"All industries, 21&#8211;33, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81",,,,1,"['&nbsp;', '&nbsp;']","['5.4', '&nbsp;']","['2.8', '&nbsp;']","['6.7', '&nbsp;']","['5.6', '&nbsp;']","['4.4', '&nbsp;']","['5.3', '&nbsp;']","['6.8', '&nbsp;']","['10.2', '&nbsp;']","['11.8', '&nbsp;']"
6294,r027,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33",,,2,"['&nbsp;', '&nbsp;']","['2.4', '&nbsp;']","['3.5', '&nbsp;']","['6.3', '&nbsp;']","['5.1', '&nbsp;']","['1.4', '&nbsp;']","['6.1', '&nbsp;']","['2.7', '&nbsp;']","['6.5', '&nbsp;']","['4.2', '&nbsp;']"
6294,r028,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325",,3,"['&nbsp;', '&nbsp;']","['-4.7', '&nbsp;']","['3.4', '&nbsp;']","['7.8', '&nbsp;']","['7.5', '&nbsp;']","['2.9', '&nbsp;']","['7.9', '&nbsp;']","['1.9', '&nbsp;']","['12.2', '&nbsp;']","['15.4', '&nbsp;']"
6294,r029,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325 -> Pharmaceuticals and medicines, 3254","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325","Pharmaceuticals and medicines, 3254",4,"['&nbsp;', '&nbsp;']","['-7.0', '&nbsp;']","['4.8', '&nbsp;']","['8.9', '&nbsp;']","['8.0', '&nbsp;']","['3.6', '&nbsp;']","['10.1', '&nbsp;']","['2.4', '&nbsp;']","['12.7', '&nbsp;']","['17.5', '&nbsp;']"
6294,r030,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Chemicals, 325 -> Other 325","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Chemicals, 325",Other 325,4,"['&nbsp;', '&nbsp;']","['8.7', '&nbsp;']","['-3.2', '&nbsp;']","['1.8', '&nbsp;']","['4.9', '&nbsp;']","['-1.7', '&nbsp;']","['-6.0', '&nbsp;']","['-1.9', '&nbsp;']","['8.8', '&nbsp;']","['-1.1', '&nbsp;']"
6294,r031,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Machinery, 333","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Machinery, 333",,3,"['&nbsp;', '&nbsp;']","['47.8', '&nbsp;']","['-3.1', '&nbsp;']","['-11.3', '&nbsp;']","['-4.1', '&nbsp;']","['10.7', '&nbsp;']","['-6.3', '&nbsp;']","['4.9', '&nbsp;']","['12.1', '&nbsp;']","['2.6', '&nbsp;']"
6294,r032,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Computer and electronic products, 334","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Computer and electronic products, 334",,3,"['&nbsp;', '&nbsp;']","['4.7', '&nbsp;']","['3.8', '&nbsp;']","['3.3', '&nbsp;']","['9.9', '&nbsp;']","['-2.4', '&nbsp;']","['7.3', '&nbsp;']","['1.5', '&nbsp;']","['6.5', '&nbsp;']","['3.6', '&nbsp;']"
6294,r033,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Electrical equipment, appliance, and components, 335","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Electrical equipment, appliance, and components, 335",,3,"['&nbsp;', '&nbsp;']","['8.3', '&nbsp;']","['-14.1', '&nbsp;']","['34.0', '&nbsp;']","['5.5', '&nbsp;']","['-0.7', '&nbsp;']","['10.1', '&nbsp;']","['-10.1', '&nbsp;']","['4.6', '&nbsp;']","['17.3', '&nbsp;']"
6294,r034,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",,3,"['&nbsp;', '&nbsp;']","['-4.7', '&nbsp;']","['3.5', '&nbsp;']","['8.7', '&nbsp;']","['1.7', '&nbsp;']","['5.4', '&nbsp;']","['4.1', '&nbsp;']","['3.9', '&nbsp;']","['-1.2', '&nbsp;']","['-13.8', '&nbsp;']"
6294,r035,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Motor vehicles, bodies, trailers, and parts, 3361&#8211;63","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Motor vehicles, bodies, trailers, and parts, 3361&#8211;63",4,"['&nbsp;', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['10.0', '&nbsp;']","['3.7', '&nbsp;']","['15.5', '&nbsp;']","['8.3', '&nbsp;']","['7.1', '&nbsp;']","['-5.7', '&nbsp;']"
6294,r036,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Aerospace products and parts, 3364","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336","Aerospace products and parts, 3364",4,"['&nbsp;', '&nbsp;']","['-12.7', '&nbsp;']","['-4.7', '&nbsp;']","['9.3', '&nbsp;']","['-3.4', '&nbsp;']","['4.9', '&nbsp;']","['-3.0', '&nbsp;']","['-1.0', '&nbsp;']","['-7.9', '&nbsp;']","['-24.4', '&nbsp;']"
6294,r037,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Transportation equipment, 336 -> Other 336","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Transportation equipment, 336",Other 336,4,"['&nbsp;', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1.5', '&nbsp;']","['26.4', '&nbsp;']","['-5.3', '&nbsp;']","['17.0', '&nbsp;']","['-9.1', '&nbsp;']","['5.4', '&nbsp;']"
6294,r038,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33 -> Manufacturing nec, other 31&#8211;33","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33","Manufacturing nec, other 31&#8211;33",,3,"['&nbsp;', '&nbsp;']","['6.8', '&nbsp;']","['9.6', '&nbsp;']","['12.7', '&nbsp;']","['-1.6', '&nbsp;']","['-2.0', '&nbsp;']","['7.5', '&nbsp;']","['6.2', '&nbsp;']","['4.4', '&nbsp;']","['5.1', '&nbsp;']"
6294,r039,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81",,,2,"['&nbsp;', '&nbsp;']","['12.7', '&nbsp;']","['1.2', '&nbsp;']","['7.7', '&nbsp;']","['6.8', '&nbsp;']","['10.9', '&nbsp;']","['3.7', '&nbsp;']","['15.1', '&nbsp;']","['16.9', '&nbsp;']","['24.2', '&nbsp;']"
6294,r040,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",,3,"['&nbsp;', '&nbsp;']","['13.6', '&nbsp;']","['11.8', '&nbsp;']","['22.2', '&nbsp;']","['11.5', '&nbsp;']","['2.7', '&nbsp;']","['8.0', '&nbsp;']","['13.4', '&nbsp;']","['17.6', '&nbsp;']","['16.8', '&nbsp;']"
6294,r041,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Software publishers, 5112","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51","Software publishers, 5112",4,"['&nbsp;', '&nbsp;']","['3.6', '&nbsp;']","['2.8', '&nbsp;']","['22.9', '&nbsp;']","['2.0', '&nbsp;']","['-7.8', '&nbsp;']","['0.7', '&nbsp;']","['2.3', '&nbsp;']","['-4.7', '&nbsp;']","['1.0', '&nbsp;']"
6294,r042,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Information, 51 -> Other 51","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Information, 51",Other 51,4,"['&nbsp;', '&nbsp;']","['40.8', '&nbsp;']","['29.9', '&nbsp;']","['21.1', '&nbsp;']","['26.7', '&nbsp;']","['16.4', '&nbsp;']","['15.5', '&nbsp;']","['23.4', '&nbsp;']","['34.2', '&nbsp;']","['25.2', '&nbsp;']"
6294,r043,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Finance and insurance, 52","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Finance and insurance, 52",,3,"['&nbsp;', '&nbsp;']","['63.9', '&nbsp;']","['1.8', '&nbsp;']","['22.4', '&nbsp;']","['-4.3', '&nbsp;']","['30.2', '&nbsp;']","['36.6', '&nbsp;']","['3.9', '&nbsp;']","['-1.9', '&nbsp;']","['19.4', '&nbsp;']"
6294,r044,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",,3,"['&nbsp;', '&nbsp;']","['13.4', '&nbsp;']","['-10.2', '&nbsp;']","['-9.6', '&nbsp;']","['-0.1', '&nbsp;']","['24.7', '&nbsp;']","['-2.7', '&nbsp;']","['-1.8', '&nbsp;']","['21.5', '&nbsp;']","['18.7', '&nbsp;']"
6294,r045,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Computer systems design and related services, 5415","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Computer systems design and related services, 5415",4,"['&nbsp;', '&nbsp;']","['20.0', '&nbsp;']","['-15.1', '&nbsp;']","['-17.6', '&nbsp;']","['18.9', '&nbsp;']","['30.1', '&nbsp;']","['9.9', '&nbsp;']","['-15.4', '&nbsp;']","['19.5', '&nbsp;']","['32.2', '&nbsp;']"
6294,r046,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Scientific research and development services, 5417","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54","Scientific research and development services, 5417",4,"['&nbsp;', '&nbsp;']","['26.0', '&nbsp;']","['8.1', '&nbsp;']","['-14.2', '&nbsp;']","['-9.8', '&nbsp;']","['27.5', '&nbsp;']","['-9.1', '&nbsp;']","['16.7', '&nbsp;']","['16.5', '&nbsp;']","['7.4', '&nbsp;']"
6294,r047,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Professional, scientific, and technical services, 54 -> Other 54","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Professional, scientific, and technical services, 54",Other 54,4,"['&nbsp;', '&nbsp;']","['-8.0', '&nbsp;']","['-32.6', '&nbsp;']","['15.9', '&nbsp;']","['-5.3', '&nbsp;']","['11.4', '&nbsp;']","['-12.0', '&nbsp;']","['-10.4', '&nbsp;']","['39.5', '&nbsp;']","['20.2', '&nbsp;']"
6294,r048,"All industries, 21&#8211;33, 42&#8211;81 -> Nonmanufacturing industries, 21&#8211;23, 42&#8211;81 -> Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81","Nonmanufacturing industries, 21&#8211;23, 42&#8211;81","Nonmanufacturing nec, other 21&#8211;23, 42&#8211;81",,3,"['&nbsp;', '&nbsp;']","['-4.4', '&nbsp;']","['0.1', '&nbsp;']","['-7.4', '&nbsp;']","['6.1', '&nbsp;']","['12.6', '&nbsp;']","['-17.0', '&nbsp;']","['113.8', '&nbsp;']","['12.1', '&nbsp;']","['72.1', '&nbsp;']"
6294,r049,Industry share of business R&D (%),Industry share of business R&D (%),,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6294,r050,"All industries, 21&#8211;33, 42&#8211;81","All industries, 21&#8211;33, 42&#8211;81",,,,1,"['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']","['100.0', '&nbsp;']"
6294,r051,"All industries, 21&#8211;33, 42&#8211;81 -> Manufacturing industries, 31&#8211;33","All industries, 21&#8211;33, 42&#8211;81","Manufacturing industries, 31&#8211;33",,,2,"['70.5', '&nbsp;']","['68.5', '&nbsp;']","['69.0', '&nbsp;']","['68.7', '&nbsp;']","['68.3', '&nbsp;']","['66.4', '&nbsp;']","['66.9', '&nbsp;']","['64.3', '&nbsp;']","['62.1', '&nbsp;']","['58.0', '&nbsp;']"
