table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
9943,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,691149390,22570600,23481199,27591876,105895411,192375917,16726692,7275111,210121140,41946883,30692606,12471955
9943,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,10458091,82342,184113,474723,2455579,3303930,1447475,4837,0,547738,93319,1864035
9943,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,8260099,0,0,11754,1643559,6147954,0,382208,0,0,0,74624
9943,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,3330756,0,0,0,1061745,1131946,0,0,0,0,1137065,0
9943,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,1840818,0,0,0,977426,863392,0,0,0,0,0,0
9943,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,20301828,112254,0,0,1357341,16060000,1619410,1052067,46500,0,54256,0
9943,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,5096962,0,6000,0,998132,3390841,0,68494,0,0,508906,124589
9943,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,14622416,0,0,0,5622094,2612447,0,6009,2778359,0,3603507,0
9943,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,1533976,95828,0,0,429872,907347,0,74000,0,26929,0,0
9943,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,8368175,0,0,0,0,272011,0,30000,8066164,0,0,0
9943,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,27469288,7371059,346937,748895,7492763,6319934,0,822222,0,52205,4285903,29370
9943,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,16555047,543007,0,11629167,662664,3720209,0,0,0,0,0,0
9943,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,3397342,0,2042,0,0,2011079,0,0,198221,0,850000,336000
9943,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,11009398,0,0,4383260,2850967,2151772,0,0,0,0,1623399,0
9943,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,7466369,0,0,0,0,7466369,0,0,0,0,0,0
9943,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,7098396,0,0,0,29313,6383115,0,0,0,0,685968,0
9943,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,5359474,0,0,0,1963217,2916341,0,0,0,0,232493,247423
9943,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,9188967,0,0,0,7025468,2007023,0,87429,0,0,0,69047
9943,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,10566579,0,0,0,4837624,5722625,0,0,0,0,6330,0
9943,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,17690354,78881,0,219661,4048646,8000000,0,0,0,3593982,0,1749184
9943,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,13633417,1710625,0,0,2274245,1200000,0,0,8369624,3923,75000,0
9943,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,1732396,0,0,0,237993,1474403,0,20000,0,0,0,0
9943,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,7056757,414223,1063372,0,437716,3500000,0,22369,1619077,0,0,0
9943,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,6869738,0,0,0,0,5515325,0,228439,602087,0,523887,0
9943,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,8566979,0,0,0,1384576,6371527,0,0,0,0,810876,0
9943,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,7914852,751841,0,0,3193954,3021441,0,0,0,0,114017,833599
9943,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,4836862,0,219853,0,1506774,2137081,0,22586,0,0,450568,500000
9943,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,5647319,0,0,0,2857852,1086076,0,10000,0,0,1673147,20244
9943,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,3981578,0,410460,0,2008392,900175,0,0,0,0,662551,0
9943,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,2068342,0,0,0,0,1919700,0,0,0,0,148642,0
9943,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,756259,0,0,0,0,735187,0,0,0,0,21072,0
9943,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,6943253,135992,0,0,283898,5697692,0,470304,29247,0,0,326120
9943,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,2479360,0,0,0,1350750,1120240,0,8370,0,0,0,0
9943,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,246154735,315982,19595112,3450000,402196,5261954,201099,1002567,176553690,36523494,2833759,14882
9943,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,9627170,718568,0,0,0,8339000,0,149727,0,0,0,419875
9943,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,1904626,0,0,0,0,1264241,0,0,0,0,93115,547270
