table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_dhs,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda,field_othera
3948,r001,All areas and organizations,All areas and organizations,,,1,937206.1,9962.2,543731.2,1881.0,264991.6,33280.2,25051.8,3082.9,55225.1
3948,r002,All areas and organizations -> Africa,All areas and organizations,Africa,,2,86774.6,0.0,599.0,0.0,85069.7,0.8,0.0,105.1,1000.0
3948,r003,All areas and organizations -> Africa -> Botswana,All areas and organizations,Africa,Botswana,3,1106.7,0.0,0.0,0.0,1106.7,0.0,0.0,0.0,0.0
3948,r004,"All areas and organizations -> Africa -> Congo, Democratic Republic of the",All areas and organizations,Africa,"Congo, Democratic Republic of the",3,135.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0
3948,r005,All areas and organizations -> Africa -> C&#244;te d'Ivoire,All areas and organizations,Africa,C&#244;te d'Ivoire,3,33.5,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0
3948,r006,All areas and organizations -> Africa -> Egypt,All areas and organizations,Africa,Egypt,3,1000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1000.0
3948,r007,All areas and organizations -> Africa -> Eritrea,All areas and organizations,Africa,Eritrea,3,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0
3948,r008,All areas and organizations -> Africa -> Ethiopia,All areas and organizations,Africa,Ethiopia,3,1381.2,0.0,0.0,0.0,1381.2,0.0,0.0,0.0,0.0
3948,r009,"All areas and organizations -> Africa -> Gambia, The",All areas and organizations,Africa,"Gambia, The",3,103.4,0.0,0.0,0.0,103.4,0.0,0.0,0.0,0.0
3948,r010,All areas and organizations -> Africa -> Ghana,All areas and organizations,Africa,Ghana,3,3987.8,0.0,0.0,0.0,3987.8,0.0,0.0,0.0,0.0
3948,r011,All areas and organizations -> Africa -> Kenya,All areas and organizations,Africa,Kenya,3,4522.3,0.0,233.8,0.0,4234.5,0.0,0.0,54.0,0.0
3948,r012,All areas and organizations -> Africa -> Madagascar,All areas and organizations,Africa,Madagascar,3,134.7,0.0,0.0,0.0,134.7,0.0,0.0,0.0,0.0
3948,r013,All areas and organizations -> Africa -> Malawi,All areas and organizations,Africa,Malawi,3,846.5,0.0,0.0,0.0,846.5,0.0,0.0,0.0,0.0
3948,r014,All areas and organizations -> Africa -> Mali,All areas and organizations,Africa,Mali,3,2438.4,0.0,0.0,0.0,2438.4,0.0,0.0,0.0,0.0
3948,r015,All areas and organizations -> Africa -> Mozambique,All areas and organizations,Africa,Mozambique,3,1421.9,0.0,0.0,0.0,1421.9,0.0,0.0,0.0,0.0
3948,r016,All areas and organizations -> Africa -> Namibia,All areas and organizations,Africa,Namibia,3,31.0,0.0,0.0,0.0,30.2,0.8,0.0,0.0,0.0
3948,r017,All areas and organizations -> Africa -> Nigeria,All areas and organizations,Africa,Nigeria,3,6680.5,0.0,0.0,0.0,6680.5,0.0,0.0,0.0,0.0
3948,r018,All areas and organizations -> Africa -> Rwanda,All areas and organizations,Africa,Rwanda,3,715.9,0.0,0.0,0.0,715.9,0.0,0.0,0.0,0.0
3948,r019,All areas and organizations -> Africa -> Senegal,All areas and organizations,Africa,Senegal,3,537.1,0.0,0.0,0.0,537.1,0.0,0.0,0.0,0.0
3948,r020,All areas and organizations -> Africa -> South Africa,All areas and organizations,Africa,South Africa,3,46860.6,0.0,365.2,0.0,46477.9,0.0,0.0,17.6,0.0
3948,r021,All areas and organizations -> Africa -> Tanzania,All areas and organizations,Africa,Tanzania,3,1928.1,0.0,0.0,0.0,1928.1,0.0,0.0,0.0,0.0
3948,r022,All areas and organizations -> Africa -> Uganda,All areas and organizations,Africa,Uganda,3,9762.2,0.0,0.0,0.0,9762.2,0.0,0.0,0.0,0.0
3948,r023,All areas and organizations -> Africa -> Zambia,All areas and organizations,Africa,Zambia,3,1443.9,0.0,0.0,0.0,1443.9,0.0,0.0,0.0,0.0
3948,r024,All areas and organizations -> Africa -> Zimbabwe,All areas and organizations,Africa,Zimbabwe,3,1478.8,0.0,0.0,0.0,1478.8,0.0,0.0,0.0,0.0
3948,r025,All areas and organizations -> Asia,All areas and organizations,Asia,,2,300512.8,2125.7,271568.1,268.5,25648.1,295.3,0.0,602.6,4.6
3948,r026,All areas and organizations -> Asia -> Bangladesh,All areas and organizations,Asia,Bangladesh,3,4529.1,0.0,0.0,0.0,4529.1,0.0,0.0,0.0,0.0
3948,r027,All areas and organizations -> Asia -> Bhutan,All areas and organizations,Asia,Bhutan,3,38.7,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0
3948,r028,All areas and organizations -> Asia -> China,All areas and organizations,Asia,China,3,1912.5,0.0,6.9,0.0,1816.5,0.0,0.0,89.1,0.0
3948,r029,All areas and organizations -> Asia -> Cyprus,All areas and organizations,Asia,Cyprus,3,212.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,r030,All areas and organizations -> Asia -> Georgia,All areas and organizations,Asia,Georgia,3,239.3,0.0,7.2,0.0,232.1,0.0,0.0,0.0,0.0
3948,r031,All areas and organizations -> Asia -> Hong Kong,All areas and organizations,Asia,Hong Kong,3,2504.9,0.0,0.3,0.0,2500.0,0.0,0.0,0.0,4.6
3948,r032,All areas and organizations -> Asia -> India,All areas and organizations,Asia,India,3,4291.7,0.0,1221.8,0.0,3070.0,0.0,0.0,0.0,0.0
