table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_doctoral_students_rank,field_all_doctoral_students_total,field_all_doctoral_students_science,field_all_doctoral_students_engineering,field_all_doctoral_students_health,field_full_time_doctoral_students_rank,field_full_time_doctoral_students_total,field_full_time_doctoral_students_science,field_full_time_doctoral_students_engineering,field_full_time_doctoral_students_health,field_part_time_doctoral_students_rank,field_part_time_doctoral_students_total,field_part_time_doctoral_students_science,field_part_time_doctoral_students_engineering,field_part_time_doctoral_students_health
6048,r001,All institutions<sup>a</sup>,All institutions<sup>a</sup>,,1,-,283335,196742,71279,15314,-,247656,175039,62061,10556,-,35679,21703,9218,4758
6048,r002,All institutions<sup>a</sup> -> U. Michigan,All institutions<sup>a</sup>,U. Michigan,2,1,4604,2697,1701,206,1,4555,2690,1669,196,164,49,7,32,10
6048,r003,"All institutions<sup>a</sup> -> U. Illinois, Urbana-Champaign",All institutions<sup>a</sup>,"U. Illinois, Urbana-Champaign",2,2,4335,2691,1555,89,2,4230,2629,1517,84,105,105,62,38,5
6048,r004,All institutions<sup>a</sup> -> Texas A&M U.,All institutions<sup>a</sup>,Texas A&M U.,2,3,4169,2386,1668,115,5,3708,2113,1496,99,14,461,273,172,16
6048,r005,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,4,4151,3100,1027,24,3,4151,3100,1027,24,341,0,0,0,0
6048,r006,All institutions<sup>a</sup> -> Purdue U.,All institutions<sup>a</sup>,Purdue U.,2,5,4010,1806,2015,189,20,3134,1555,1403,176,4,876,251,612,13
6048,r007,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,6,4001,2520,1425,56,4,3986,2512,1418,56,259,15,8,7,0
6048,r008,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,7,3923,2844,799,280,7,3515,2518,760,237,15,408,326,39,43
6048,r009,All institutions<sup>a</sup> -> Pennsylvania State U.,All institutions<sup>a</sup>,Pennsylvania State U.,2,8,3669,2402,1159,108,8,3512,2300,1123,89,67,157,102,36,19
6048,r010,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,9,3667,2586,905,176,6,3667,2586,905,176,341,0,0,0,0
6048,r011,"All institutions<sup>a</sup> -> U. Texas, Austin",All institutions<sup>a</sup>,"U. Texas, Austin",2,10,3646,2086,1393,167,13,3388,1977,1264,147,37,258,109,129,20
6048,r012,All institutions<sup>a</sup> -> U. Washington,All institutions<sup>a</sup>,U. Washington,2,11,3644,2508,785,351,11,3435,2399,724,312,48,209,109,61,39
6048,r013,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,12,3516,1970,1546,0,9,3507,1968,1539,0,284,9,2,7,0
6048,r014,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,13,3500,2676,824,0,10,3500,2676,824,0,341,0,0,0,0
6048,r015,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,14,3489,2282,1016,191,12,3418,2259,982,177,139,71,23,34,14
6048,r016,"All institutions<sup>a</sup> -> U. Maryland, College Park",All institutions<sup>a</sup>,"U. Maryland, College Park",2,15,3474,2398,819,257,17,3210,2260,734,216,35,264,138,85,41
6048,r017,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,16,3445,2349,953,143,21,3093,2162,818,113,23,352,187,135,30
6048,r018,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,17,3431,2382,828,221,16,3271,2281,783,207,66,160,101,45,14
6048,r019,All institutions<sup>a</sup> -> Georgia Institute of Technology,All institutions<sup>a</sup>,Georgia Institute of Technology,2,18,3380,1194,2186,0,18,3158,1122,2036,0,46,222,72,150,0
6048,r020,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,19,3332,2954,281,97,14,3330,2952,281,97,320,2,2,0,0
6048,r021,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,20,3318,2669,608,41,15,3288,2652,596,40,205,30,17,12,1
6048,r022,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,21,3194,2244,950,0,19,3138,2222,916,0,154,56,22,34,0
6048,r023,All institutions<sup>a</sup> -> Johns Hopkins U.,All institutions<sup>a</sup>,Johns Hopkins U.,2,22,3188,1970,798,420,23,2717,1756,791,170,12,471,214,7,250
6048,r024,All institutions<sup>a</sup> -> U. Florida,All institutions<sup>a</sup>,U. Florida,2,23,3078,2066,842,170,22,2851,1915,768,168,45,227,151,74,2
6048,r025,All institutions<sup>a</sup> -> Arizona State U.,All institutions<sup>a</sup>,Arizona State U.,2,24,2951,1935,963,53,34,2154,1373,750,31,5,797,562,213,22
6048,r026,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,25,2795,1571,1224,0,24,2595,1480,1115,0,54,200,91,109,0
6048,r027,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,26,2596,1866,631,99,25,2580,1852,629,99,257,16,14,2,0
6048,r028,All institutions<sup>a</sup> -> U. Southern California,All institutions<sup>a</sup>,U. Southern California,2,27,2554,1658,704,192,27,2531,1650,692,189,230,23,8,12,3
6048,r029,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,28,2553,1629,856,68,26,2539,1619,852,68,261,14,10,4,0
6048,r030,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,29,2501,1949,552,0,28,2463,1935,528,0,178,38,14,24,0
6048,r031,"All institutions<sup>a</sup> -> Rutgers, State U. New Jersey",All institutions<sup>a</sup>,"Rutgers, State U. New Jersey",2,30,2492,2074,357,61,40,1989,1646,305,38,10,503,428,52,23
6048,r032,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,31,2482,1805,611,66,30,2426,1767,604,55,154,56,38,7,11
6048,r033,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,32,2473,2122,98,253,29,2439,2096,97,246,188,34,26,1,7
6048,r034,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,33,2444,1971,406,67,31,2373,1912,396,65,139,71,59,10,2
6048,r035,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,34,2418,2119,153,146,38,2049,1881,76,92,21,369,238,77,54
6048,r036,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,35,2375,1253,1122,0,35,2127,1120,1007,0,40,248,133,115,0
6048,r037,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,36,2362,2159,203,0,32,2362,2159,203,0,341,0,0,0,0
