table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
3905,r001,All agencies,All agencies,,,,,1,43507176.5,2266099.4,12605872.6,1855955.5,20458931.1,1891581.1,1461250.9,589385.6,2378100.3
3905,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
3905,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1506354.8,7216.2,55585.1,9762.3,1200650.8,49073.6,0.0,184066.8,0.0
3905,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,0.0,0.0,0.0,3476.3,0.0,0.0,0.0,0.0
3905,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,565600.0,735.3,5090.4,2488.6,519616.7,36311.5,0.0,1357.4,0.0
3905,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85257.0,0.0,0.0,0.0,0.0,0.0,0.0,85257.0,0.0
3905,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
3905,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,173164.4,1073.0,5876.8,3320.1,133088.2,2474.8,0.0,27331.5,0.0
3905,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5407.9,5407.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,669000.0,0.0,44617.9,3953.5,541169.7,10287.2,0.0,68971.7,0.0
3905,r011,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3949.2,0.0,0.0,0.0,2800.0,0.0,0.0,1149.2,0.0
3905,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1108527.7,148361.9,270762.1,469557.2,75116.9,72550.1,85.8,40302.4,31791.2
3905,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,486034.6,139486.3,253288.1,6886.4,21186.8,50676.1,85.8,578.0,13847.1
