table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
2556,r001,All selected industries,All selected industries,,,,1,"31–33, 42, 51, 5413, 5415, 5417","['    18,395 ', '&nbsp;']","['    6,655,717 ', '&nbsp;']","['    13,003 ', '&nbsp;']","['    3,525,771 ', '&nbsp;']","['    5,392 ', '&nbsp;']","['    3,129,946 ', '&nbsp;']"
2556,r002,All selected industries -> Manufacturing industries,All selected industries,Manufacturing industries,,,2,31–33,"['    2,580 ', '&nbsp;']","['    751,892 ', '&nbsp;']","['    1,890 ', '&nbsp;']","['    471,715 ', '&nbsp;']","['    689 ', '&nbsp;']","['    280,177 ', '&nbsp;']"
2556,r003,"All selected industries -> Manufacturing industries -> Food, beverage, and tobacco products",All selected industries,Manufacturing industries,"Food, beverage, and tobacco products",,3,311–12,"['    40 ', '&nbsp;']","['    10,136 ', '&nbsp;']","['    34 ', 'r']","['    7,401 ', '&nbsp;']","['    6 ', 'r']","['    2,735 ', 'r']"
2556,r004,"All selected industries -> Manufacturing industries -> Textile, apparel, and leather products",All selected industries,Manufacturing industries,"Textile, apparel, and leather products",,3,313–16,"['    10 ', 'r']","['    2,225 ', 'r']","['    7 ', 'r']","['    560 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']"
2556,r005,All selected industries -> Manufacturing industries -> Wood products,All selected industries,Manufacturing industries,Wood products,,3,321,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2556,r006,All selected industries -> Manufacturing industries -> Paper,All selected industries,Manufacturing industries,Paper,,3,322,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2556,r007,All selected industries -> Manufacturing industries -> Printing and related support activities,All selected industries,Manufacturing industries,Printing and related support activities,,3,323,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2556,r008,All selected industries -> Manufacturing industries -> Petroleum and coal products,All selected industries,Manufacturing industries,Petroleum and coal products,,3,324,"['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2556,r009,All selected industries -> Manufacturing industries -> Chemicals,All selected industries,Manufacturing industries,Chemicals,,3,325,"['    455 ', '&nbsp;']","['    192,475 ', '&nbsp;']","['    348 ', '&nbsp;']","['    139,728 ', '&nbsp;']","['    107 ', '&nbsp;']","['    52,747 ', '&nbsp;']"
2556,r010,All selected industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All selected industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,4,3254,"['    143 ', '&nbsp;']","['    103,345 ', '&nbsp;']","['    107 ', '&nbsp;']","['    64,315 ', '&nbsp;']","['    36 ', '&nbsp;']","['    39,030 ', '&nbsp;']"
2556,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['    312 ', '&nbsp;']","['    89,130 ', '&nbsp;']","['    241 ', '&nbsp;']","['    75,413 ', '&nbsp;']","['    71 ', '&nbsp;']","['    13,717 ', '&nbsp;']"
2556,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    32 ', '&nbsp;']","['    9,654 ', 'r']","['    12 ', '&nbsp;']","['    1,022 ', '&nbsp;']","['    20 ', '&nbsp;']","['    8,632 ', 'r']"
