table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
2556,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['    6 ', 'r']","['    1,836 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    6 ', 'r']","['    1,836 ', 'r']"
2556,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    3 ', 'r']","['    1,080 ', 'r']","['    3 ', 'r']","['    1,080 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2556,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['    16 ', '&nbsp;']","['    4,414 ', '&nbsp;']","['    14 ', '&nbsp;']","['    4,264 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2556,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    316 ', '&nbsp;']","['    49,607 ', '&nbsp;']","['    188 ', '&nbsp;']","['    21,631 ', '&nbsp;']","['    128 ', '&nbsp;']","['    27,976 ', '&nbsp;']"
2556,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    1,133 ', '&nbsp;']","['    344,800 ', '&nbsp;']","['    832 ', '&nbsp;']","['    199,930 ', '&nbsp;']","['    301 ', '&nbsp;']","['    144,870 ', '&nbsp;']"
2556,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['    253 ', '&nbsp;']","['    43,626 ', '&nbsp;']","['    209 ', '&nbsp;']","['    31,133 ', '&nbsp;']","['    44 ', '&nbsp;']","['    12,493 ', '&nbsp;']"
2556,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['    592 ', '&nbsp;']","['    241,129 ', '&nbsp;']","['    450 ', '&nbsp;']","['    144,602 ', '&nbsp;']","['    142 ', '&nbsp;']","['    96,527 ', 'r']"
2556,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['    288 ', '&nbsp;']","['    60,045 ', '&nbsp;']","['    173 ', '&nbsp;']","['    24,195 ', '&nbsp;']","['    115 ', '&nbsp;']","['    35,850 ', '&nbsp;']"
2556,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    144 ', '&nbsp;']","['    40,142 ', '&nbsp;']","['    132 ', '&nbsp;']","['    29,384 ', '&nbsp;']","['    12 ', 'r']","['    10,757 ', 'r']"
2556,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    88 ', '&nbsp;']","['    14,281 ', '&nbsp;']","['    74 ', '&nbsp;']","['    12,226 ', '&nbsp;']","['    14 ', 'r']","['    2,055 ', '&nbsp;']"
2556,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['    17 ', '&nbsp;']","['    7,326 ', '&nbsp;']","['    16 ', '&nbsp;']","['    6,670 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2556,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['    70 ', '&nbsp;']","['    6,954 ', '&nbsp;']","['    58 ', '&nbsp;']","['    5,556 ', '&nbsp;']","['    12 ', 'r']","['    1,398 ', '&nbsp;']"
2556,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2556,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    335 ', '&nbsp;']","['    80,481 ', '&nbsp;']","['    245 ', '&nbsp;']","['    54,487 ', '&nbsp;']","['    90 ', '&nbsp;']","['    25,993 ', '&nbsp;']"
2556,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    15,816 ', '&nbsp;']","['    5,903,825 ', '&nbsp;']","['    11,112 ', '&nbsp;']","['    3,054,056 ', '&nbsp;']","['    4,703 ', '&nbsp;']","['    2,849,769 ', '&nbsp;']"
2556,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    256 ', '&nbsp;']","['    115,357 ', '&nbsp;']","['    125 ', '&nbsp;']","['    35,943 ', '&nbsp;']","['    132 ', '&nbsp;']","['    79,414 ', '&nbsp;']"
2556,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    1,972 ', '&nbsp;']","['    738,905 ', '&nbsp;']","['    1,254 ', '&nbsp;']","['    350,872 ', '&nbsp;']","['    719 ', '&nbsp;']","['    388,034 ', '&nbsp;']"
2556,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    1,430 ', '&nbsp;']","['    461,838 ', '&nbsp;']","['    891 ', '&nbsp;']","['    245,797 ', '&nbsp;']","['    540 ', '&nbsp;']","['    216,041 ', '&nbsp;']"
2556,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 (excluding 5112),"['    542 ', '&nbsp;']","['    277,067 ', '&nbsp;']","['    363 ', '&nbsp;']","['    105,075 ', '&nbsp;']","['    179 ', '&nbsp;']","['    171,992 ', 'r']"
2556,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    945 ', '&nbsp;']","['    461,192 ', '&nbsp;']","['    615 ', '&nbsp;']","['    245,046 ', '&nbsp;']","['    330 ', '&nbsp;']","['    216,146 ', '&nbsp;']"
2556,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    9,220 ', '&nbsp;']","['    2,240,695 ', '&nbsp;']","['    6,802 ', '&nbsp;']","['    1,336,568 ', '&nbsp;']","['    2,418 ', '&nbsp;']","['    904,128 ', '&nbsp;']"
2556,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    3,423 ', '&nbsp;']","['    2,347,675 ', '&nbsp;']","['    2,318 ', '&nbsp;']","['    1,085,628 ', '&nbsp;']","['    1,105 ', '&nbsp;']","['    1,262,048 ', '&nbsp;']"
2556,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['    654 ', '&nbsp;']","['    329,418 ', '&nbsp;']","['    470 ', '&nbsp;']","['    176,017 ', '&nbsp;']","['    184 ', '&nbsp;']","['    153,402 ', '&nbsp;']"
2556,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['    814 ', '&nbsp;']","['    806,891 ', '&nbsp;']","['    547 ', '&nbsp;']","['    350,746 ', '&nbsp;']","['    268 ', '&nbsp;']","['    456,145 ', '&nbsp;']"
2556,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['    1,801 ', '&nbsp;']","['    1,163,300 ', '&nbsp;']","['    1,185 ', '&nbsp;']","['    533,107 ', '&nbsp;']","['    616 ', '&nbsp;']","['    630,193 ', '&nbsp;']"
2556,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['    143 ', '&nbsp;']","['    45,483 ', '&nbsp;']","['    111 ', '&nbsp;']","['    25,014 ', '&nbsp;']","['    33 ', '&nbsp;']","['    20,469 ', '&nbsp;']"
