table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_level_6,industry_hierarchy_depth,field_naics_code,field_active_reporting_unitsa,field_reporting_units_that_met_the_response_criteriab,field_reporting_units_that_met_the_response_criteria_
800,r125,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Transportation and warehousing,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Transportation and warehousing,,,4,48–49,16,12,75.0
800,r126,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,,,4,51,791,602,76.1
800,r127,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,Publishing,,5,511,300,225,75.0
800,r128,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",6,5111,6,5,83.3
800,r129,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,6,5112,294,220,74.8
800,r130,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Telecommunications,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,Telecommunications,,5,517,58,43,74.1
800,r131,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,5,518,353,274,77.6
800,r132,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Information -> Other information,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Information,Other information,,5,other 51,80,60,75.0
800,r133,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Finance and insurance,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Finance and insurance,,,4,52,92,78,84.8
800,r134,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,4,53,11,9,81.8
800,r135,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),Form BRDI-1 companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,5,533,3,3,100.0
800,r136,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,5,other 53,8,6,75.0
800,r137,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,4,54,1400,1097,78.4
800,r138,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,5,5413,194,154,79.4
800,r139,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,5,5415,340,262,77.1
800,r140,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,5,5417,703,559,79.5
800,r141,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,6,541711,205,155,75.6
800,r142,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",6,541712,481,389,80.9
800,r143,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,6,541720,17,15,88.2
800,r144,"Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",Form BRDI-1 companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,5,other 54,163,122,74.8
800,r145,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Health care services,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Health care services,,,4,621–23,45,31,68.9
800,r146,Form BRDI-1 companies -> All industries -> Nonmanufacturing industries -> Other nonmanufacturing,Form BRDI-1 companies,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,4,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81",105,88,83.8
800,r147,Form BRDI-1(S) companies,Form BRDI-1(S) companies,,,,,,1,,,,
800,r148,Form BRDI-1(S) companies -> All industries,Form BRDI-1(S) companies,All industries,,,,,2,"21–23, 31–33, 42–81",34199,27194,79.5
800,r149,Form BRDI-1(S) companies -> All industries -> Manufacturing industries,Form BRDI-1(S) companies,All industries,Manufacturing industries,,,,3,31–33,14188,11230,79.2
800,r150,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Food,Form BRDI-1(S) companies,All industries,Manufacturing industries,Food,,,4,311,812,620,76.4
800,r151,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Beverages and tobacco products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Beverages and tobacco products,,,4,312,326,264,81.0
800,r152,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Textiles, apparel, and leather products",Form BRDI-1(S) companies,All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,4,313–16,628,475,75.6
800,r153,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Wood products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Wood products,,,4,321,626,505,80.7
800,r154,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Paper,Form BRDI-1(S) companies,All industries,Manufacturing industries,Paper,,,4,322,322,265,82.3
800,r155,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Printing and related support activities,Form BRDI-1(S) companies,All industries,Manufacturing industries,Printing and related support activities,,,4,323,763,634,83.1
800,r156,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Petroleum and coal products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Petroleum and coal products,,,4,324,149,118,79.2
800,r157,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals,Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,,,4,325,1274,1014,79.6
800,r158,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,Basic chemicals,,5,3251,171,135,78.9
800,r159,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,5,3252,192,160,83.3
800,r160,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,5,3253,95,76,80.0
800,r161,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,5,3254,196,153,78.1
800,r162,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,5,3256,248,189,76.2
800,r163,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",Form BRDI-1(S) companies,All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,5,"3255, 3259",372,301,80.9
800,r164,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Plastics and rubber products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Plastics and rubber products,,,4,326,790,620,78.5
800,r165,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Nonmetallic mineral products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Nonmetallic mineral products,,,4,327,437,331,75.7
800,r166,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Primary metals,Form BRDI-1(S) companies,All industries,Manufacturing industries,Primary metals,,,4,331,364,280,76.9
800,r167,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Fabricated metal products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Fabricated metal products,,,4,332,1790,1462,81.7
800,r168,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Machinery,Form BRDI-1(S) companies,All industries,Manufacturing industries,Machinery,,,4,333,1603,1269,79.2
800,r169,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Machinery -> Agricultural implements,Form BRDI-1(S) companies,All industries,Manufacturing industries,Machinery,Agricultural implements,,5,33311,153,120,78.4
800,r170,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,Form BRDI-1(S) companies,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,5,333242,42,33,78.6
800,r171,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",Form BRDI-1(S) companies,All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,5,3336,106,79,74.5
800,r172,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Machinery -> Other machinery,Form BRDI-1(S) companies,All industries,Manufacturing industries,Machinery,Other machinery,,5,other 333,1302,1037,79.6
800,r173,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,,,4,334,1228,945,77.0
800,r174,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,5,3342,139,106,76.3
800,r175,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,5,3344,349,276,79.1
800,r176,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,5,3345,575,433,75.3
800,r177,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",6,"334510, 334517",123,90,73.2
800,r178,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",6,334511,69,55,79.7
800,r179,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,6,other 3345,383,288,75.2
800,r180,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,5,other 334,165,130,78.8
800,r181,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",Form BRDI-1(S) companies,All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,4,335,515,400,77.7
800,r182,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment,Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,,,4,336,871,675,77.5
800,r183,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,5,3361–63,438,336,76.7
800,r184,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,5,3364,191,148,77.5
800,r185,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",6,336411–13,169,132,78.1
800,r186,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",6,"336414–15, 336419",22,16,72.7
800,r187,"Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,5,336992,19,16,84.2
800,r188,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,Form BRDI-1(S) companies,All industries,Manufacturing industries,Transportation equipment,Other transportation equipment,,5,other 336,223,175,78.5
800,r189,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Furniture and related products,Form BRDI-1(S) companies,All industries,Manufacturing industries,Furniture and related products,,,4,337,687,560,81.5
800,r190,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Miscellaneous manufacturing,Form BRDI-1(S) companies,All industries,Manufacturing industries,Miscellaneous manufacturing,,,4,339,1003,793,79.1
800,r191,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,Form BRDI-1(S) companies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,5,3391,458,369,80.6
800,r192,Form BRDI-1(S) companies -> All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous,Form BRDI-1(S) companies,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous,,5,3399,545,424,77.8
800,r193,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,,,,3,"21–23, 42–81",20011,15964,79.8
800,r194,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,4,21,666,544,81.7
800,r195,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Utilities,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Utilities,,,4,22,112,91,81.3
800,r196,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Wholesale trade,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Wholesale trade,,,4,42,2691,2123,78.9
800,r197,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,4,454111–12,395,297,75.2
800,r198,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Transportation and warehousing,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Transportation and warehousing,,,4,48–49,575,460,80.0
800,r199,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,,,4,51,1756,1300,74.0
800,r200,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,Publishing,,5,511,647,466,72.0
800,r201,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",6,5111,319,241,75.5
800,r202,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,6,5112,328,225,68.6
800,r203,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Telecommunications,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,Telecommunications,,5,517,339,270,79.6
800,r204,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,5,518,414,303,73.2
800,r205,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Information -> Other information,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Information,Other information,,5,other 51,356,261,73.3
800,r206,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Finance and insurance,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Finance and insurance,,,4,52,895,739,82.6
800,r207,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,4,53,542,436,80.4
800,r208,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,5,533,83,62,74.7
800,r209,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,5,other 53,459,374,81.5
800,r210,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,4,54,5929,4747,80.1
800,r211,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,5,5413,1203,1015,84.4
800,r212,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,5,5415,1548,1193,77.1
800,r213,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,5,5417,1448,1097,75.8
800,r214,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,6,541711,338,257,76.0
800,r215,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",6,541712,954,712,74.6
800,r216,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,6,541720,156,128,82.1
800,r217,"Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,5,other 54,1730,1442,83.4
800,r218,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Health care services,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Health care services,,,4,621–23,1497,1234,82.4
800,r219,Form BRDI-1(S) companies -> All industries -> Nonmanufacturing industries -> Other nonmanufacturing,Form BRDI-1(S) companies,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,4,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81",4953,3993,80.6
