table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10296,r001,All agencies,All agencies,,,,,1,4388,4158,3856,3832,2041,2123,2066,2824,6135,4301,2470
10296,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10296,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,107,77,113,149,185,216,148,74,126,119,70
10296,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,92,61,94,131,171,191,127,43,56,102,58
10296,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,15,16,19,18,14,25,21,32,70,17,10
10296,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,0,0,0,0,0,0,0,0,2
10296,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,119,93,80,40,46,68,114,248,288,323,290
10296,r008,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0,0,0,0,0,0,18,25,26,15,NA
10296,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,119,77,49,38,46,35,49,47,102,171,150
10296,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,0,16,31,2,0,33,46,176,159,137,141
10296,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,369,237,188,210,93,152,130,196,148,132,139
10296,r012,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,282,138,67,77,35,36,38,8,0.05,na,na
10296,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,5,7,10,36,39,15,92,111,129,116,136
10296,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0.05,0,0,0,0,0,0,77,0,0,0
10296,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,82,92,111,97,20,100,0,0,19,16,1
10296,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,na,0,2
10296,r017,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,1024,1052,1026,847,780,651,748,1225,904,771,714
10296,r018,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,5,6,20,25,26,2,65,17,53,36,0
10296,r019,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,9,3,6,6,21,12,19,15,15,15,12
10296,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,412,447,426,300,310,205,269,172,280,152,93
10296,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,397,420,408,268,272,171,232,132,201,119,53
