table_id,row_id,_b_region_country_or_economy_b_full_path,_b_region_country_or_economy_b_level_1,_b_region_country_or_economy_b_level_2,_b_region_country_or_economy_b_level_3,_b_region_country_or_economy_b_hierarchy_depth,field_total,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_usda
3949,r001,All areas and organizations,All areas and organizations,,,1,249523.2,302.6,83802.9,1236.2,123026.4,14974.7,24688.8,1491.7
3949,r002,All areas and organizations -> Africa,All areas and organizations,Africa,,2,41717.6,0.0,87.5,0.0,41576.8,0.8,0.0,52.5
3949,r003,All areas and organizations -> Africa -> Botswana,All areas and organizations,Africa,Botswana,3,570.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0
3949,r004,"All areas and organizations -> Africa -> Congo, Democratic Republic of the",All areas and organizations,Africa,"Congo, Democratic Republic of the",3,69.5,0.0,0.0,0.0,69.5,0.0,0.0,0.0
3949,r005,All areas and organizations -> Africa -> C&#244;te d'Ivoire,All areas and organizations,Africa,C&#244;te d'Ivoire,3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,16.8
3949,r006,All areas and organizations -> Africa -> Eritrea,All areas and organizations,Africa,Eritrea,3,115.9,0.0,0.0,0.0,115.9,0.0,0.0,0.0
3949,r007,All areas and organizations -> Africa -> Ethiopia,All areas and organizations,Africa,Ethiopia,3,711.3,0.0,0.0,0.0,711.3,0.0,0.0,0.0
3949,r008,"All areas and organizations -> Africa -> Gambia, The",All areas and organizations,Africa,"Gambia, The",3,53.3,0.0,0.0,0.0,53.3,0.0,0.0,0.0
3949,r009,All areas and organizations -> Africa -> Ghana,All areas and organizations,Africa,Ghana,3,2053.7,0.0,0.0,0.0,2053.7,0.0,0.0,0.0
3949,r010,All areas and organizations -> Africa -> Kenya,All areas and organizations,Africa,Kenya,3,1821.0,0.0,76.0,0.0,1718.0,0.0,0.0,27.0
3949,r011,All areas and organizations -> Africa -> Madagascar,All areas and organizations,Africa,Madagascar,3,69.3,0.0,0.0,0.0,69.3,0.0,0.0,0.0
3949,r012,All areas and organizations -> Africa -> Malawi,All areas and organizations,Africa,Malawi,3,384.4,0.0,0.0,0.0,384.4,0.0,0.0,0.0
3949,r013,All areas and organizations -> Africa -> Mali,All areas and organizations,Africa,Mali,3,1255.8,0.0,0.0,0.0,1255.8,0.0,0.0,0.0
3949,r014,All areas and organizations -> Africa -> Mozambique,All areas and organizations,Africa,Mozambique,3,732.3,0.0,0.0,0.0,732.3,0.0,0.0,0.0
3949,r015,All areas and organizations -> Africa -> Namibia,All areas and organizations,Africa,Namibia,3,16.4,0.0,0.0,0.0,15.6,0.8,0.0,0.0
3949,r016,All areas and organizations -> Africa -> Nigeria,All areas and organizations,Africa,Nigeria,3,3377.2,0.0,0.0,0.0,3377.2,0.0,0.0,0.0
3949,r017,All areas and organizations -> Africa -> Rwanda,All areas and organizations,Africa,Rwanda,3,368.7,0.0,0.0,0.0,368.7,0.0,0.0,0.0
3949,r018,All areas and organizations -> Africa -> South Africa,All areas and organizations,Africa,South Africa,3,23073.8,0.0,11.5,0.0,23053.5,0.0,0.0,8.8
3949,r019,All areas and organizations -> Africa -> Tanzania,All areas and organizations,Africa,Tanzania,3,993.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0
3949,r020,All areas and organizations -> Africa -> Uganda,All areas and organizations,Africa,Uganda,3,4530.0,0.0,0.0,0.0,4530.0,0.0,0.0,0.0
3949,r021,All areas and organizations -> Africa -> Zambia,All areas and organizations,Africa,Zambia,3,743.6,0.0,0.0,0.0,743.6,0.0,0.0,0.0
3949,r022,All areas and organizations -> Africa -> Zimbabwe,All areas and organizations,Africa,Zimbabwe,3,761.6,0.0,0.0,0.0,761.6,0.0,0.0,0.0
3949,r023,All areas and organizations -> Asia,All areas and organizations,Asia,,2,19351.0,4.6,12357.8,268.5,6189.1,229.6,0.0,301.3
3949,r024,All areas and organizations -> Asia -> Bangladesh,All areas and organizations,Asia,Bangladesh,3,1210.1,0.0,0.0,0.0,1210.1,0.0,0.0,0.0
3949,r025,All areas and organizations -> Asia -> China,All areas and organizations,Asia,China,3,529.7,0.0,0.0,0.0,485.2,0.0,0.0,44.6
3949,r026,All areas and organizations -> Asia -> Cyprus,All areas and organizations,Asia,Cyprus,3,212.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0
3949,r027,All areas and organizations -> Asia -> Georgia,All areas and organizations,Asia,Georgia,3,98.9,0.0,0.0,0.0,98.9,0.0,0.0,0.0
3949,r028,All areas and organizations -> Asia -> Hong Kong,All areas and organizations,Asia,Hong Kong,3,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0
3949,r029,All areas and organizations -> Asia -> India,All areas and organizations,Asia,India,3,1785.1,0.0,847.9,0.0,937.3,0.0,0.0,0.0
3949,r030,All areas and organizations -> Asia -> Israel,All areas and organizations,Asia,Israel,3,3296.3,0.0,2090.3,268.5,496.7,200.3,0.0,240.4
3949,r031,All areas and organizations -> Asia -> Japan,All areas and organizations,Asia,Japan,3,3253.2,0.0,3104.2,0.0,149.0,0.05,0.0,0.0
3949,r032,"All areas and organizations -> Asia -> Korea, South",All areas and organizations,Asia,"Korea, South",3,1045.2,0.0,1005.9,0.0,27.8,0.0,0.0,11.5
3949,r033,All areas and organizations -> Asia -> Lebanon,All areas and organizations,Asia,Lebanon,3,78.9,0.0,0.0,0.0,78.9,0.0,0.0,0.0
3949,r034,All areas and organizations -> Asia -> Malaysia,All areas and organizations,Asia,Malaysia,3,249.1,0.0,179.4,0.0,69.7,0.0,0.0,0.0
3949,r035,All areas and organizations -> Asia -> Nepal,All areas and organizations,Asia,Nepal,3,101.1,0.0,0.0,0.0,101.1,0.0,0.0,0.0
3949,r036,All areas and organizations -> Asia -> Pakistan,All areas and organizations,Asia,Pakistan,3,75.9,0.0,0.0,0.0,75.9,0.0,0.0,0.0
3949,r037,All areas and organizations -> Asia -> Philippines,All areas and organizations,Asia,Philippines,3,329.1,0.0,329.1,0.0,0.0,0.0,0.0,0.0
3949,r038,All areas and organizations -> Asia -> Saudi Arabia,All areas and organizations,Asia,Saudi Arabia,3,103.3,0.0,98.5,0.0,0.0,0.0,0.0,4.8
3949,r039,All areas and organizations -> Asia -> Singapore,All areas and organizations,Asia,Singapore,3,938.2,0.0,908.9,0.0,0.0,29.3,0.0,0.0
3949,r040,All areas and organizations -> Asia -> Sri Lanka,All areas and organizations,Asia,Sri Lanka,3,203.3,0.0,0.0,0.0,203.3,0.0,0.0,0.0
3949,r041,All areas and organizations -> Asia -> Taiwan,All areas and organizations,Asia,Taiwan,3,723.8,0.0,723.8,0.0,0.0,0.0,0.0,0.0
3949,r042,All areas and organizations -> Asia -> Thailand,All areas and organizations,Asia,Thailand,3,2711.1,0.0,768.9,0.0,1942.2,0.0,0.0,0.0
3949,r043,All areas and organizations -> Asia -> Turkey,All areas and organizations,Asia,Turkey,3,228.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0
3949,r044,All areas and organizations -> Asia -> Vietnam,All areas and organizations,Asia,Vietnam,3,520.2,0.0,207.1,0.0,313.1,0.0,0.0,0.0
3949,r045,"All areas and organizations -> Asia -> Asian countries, other",All areas and organizations,Asia,"Asian countries, other",3,1653.9,0.0,1653.9,0.0,0.0,0.0,0.0,0.0
3949,r046,All areas and organizations -> Europe,All areas and organizations,Europe,,2,105662.3,298.0,43852.7,548.2,32061.6,13359.0,15188.9,353.9
3949,r047,All areas and organizations -> Europe -> Austria,All areas and organizations,Europe,Austria,3,5530.5,0.0,1798.1,0.0,0.0,1219.5,2512.9,0.0
3949,r048,All areas and organizations -> Europe -> Belgium,All areas and organizations,Europe,Belgium,3,3186.5,0.0,534.9,0.0,146.2,2505.5,0.0,0.0
3949,r049,All areas and organizations -> Europe -> Croatia,All areas and organizations,Europe,Croatia,3,76.3,0.0,76.3,0.0,0.0,0.0,0.0,0.0
3949,r050,All areas and organizations -> Europe -> Czechia,All areas and organizations,Europe,Czechia,3,393.7,0.0,392.4,0.0,0.0,1.3,0.0,0.0
3949,r051,All areas and organizations -> Europe -> Denmark,All areas and organizations,Europe,Denmark,3,1990.8,0.0,667.4,0.0,330.7,992.7,0.0,0.0
