table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
4321,r272,All states and outlying areas -> Illinois -> Oakton Community C.,All states and outlying areas,Illinois,Oakton Community C.,3,676.5,0.0,0.0,0.0,676.5,0.0,0.0
4321,r273,All states and outlying areas -> Illinois -> Parkland C.,All states and outlying areas,Illinois,Parkland C.,3,385.9,77.2,0.0,0.0,308.7,0.0,0.0
4321,r274,All states and outlying areas -> Illinois -> Quincy U.,All states and outlying areas,Illinois,Quincy U.,3,149.2,0.0,0.0,0.0,149.2,0.0,0.0
4321,r275,All states and outlying areas -> Illinois -> Rosalind Franklin U. of Medicine and Science,All states and outlying areas,Illinois,Rosalind Franklin U. of Medicine and Science,3,6105.5,5991.3,0.0,0.0,114.3,0.0,0.0
4321,r276,All states and outlying areas -> Illinois -> Rush U.,All states and outlying areas,Illinois,Rush U.,3,46373.8,46067.4,0.0,0.0,306.4,0.0,0.0
4321,r277,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,3299.4,3129.7,128.3,0.0,0.0,0.0,41.3
4321,r278,"All states and outlying areas -> Illinois -> Southern Illinois U., Edwardsville",All states and outlying areas,Illinois,"Southern Illinois U., Edwardsville",3,5235.3,3133.8,0.0,0.0,1655.5,0.0,446.0
4321,r279,"All states and outlying areas -> Illinois -> Southern Illinois U., system office",All states and outlying areas,Illinois,"Southern Illinois U., system office",3,3541.5,3541.5,0.0,0.0,0.0,0.0,0.0
4321,r280,"All states and outlying areas -> Illinois -> Toyota Technological Institute, Chicago",All states and outlying areas,Illinois,"Toyota Technological Institute, Chicago",3,440.2,440.2,0.0,0.0,0.0,0.0,0.0
4321,r281,All states and outlying areas -> Illinois -> U. Chicago,All states and outlying areas,Illinois,U. Chicago,3,286078.4,274077.3,2144.9,0.0,9611.1,0.0,245.1
4321,r282,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,208579.3,185498.7,32.0,0.0,21655.2,600.0,793.5
4321,r283,"All states and outlying areas -> Illinois -> U. Illinois, U. administration",All states and outlying areas,Illinois,"U. Illinois, U. administration",3,14489.1,12354.4,0.0,0.0,2134.7,0.0,0.0
4321,r284,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,276246.5,255205.7,7305.8,0.0,11893.2,276.4,1565.4
4321,r285,"All states and outlying areas -> Illinois -> U. of St. Francis, Joliet",All states and outlying areas,Illinois,"U. of St. Francis, Joliet",3,649.7,0.0,0.0,0.0,649.7,0.0,0.0
4321,r286,All states and outlying areas -> Illinois -> Western Illinois U.,All states and outlying areas,Illinois,Western Illinois U.,3,11776.0,7476.0,0.0,0.0,2700.0,0.0,1600.0
4321,r287,"All states and outlying areas -> Illinois -> Wheaton C., Wheaton",All states and outlying areas,Illinois,"Wheaton C., Wheaton",3,530.6,530.6,0.0,0.0,0.0,0.0,0.0
4321,r288,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,611975.1,572186.3,6302.3,0.0,21700.5,1790.0,9996.0
4321,r289,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,1225.9,1100.9,0.0,0.0,25.0,0.0,100.0
4321,r290,All states and outlying areas -> Indiana -> Butler U.,All states and outlying areas,Indiana,Butler U.,3,1311.1,1263.1,0.0,0.0,48.0,0.0,0.0
4321,r291,All states and outlying areas -> Indiana -> DePauw U.,All states and outlying areas,Indiana,DePauw U.,3,316.8,173.4,0.0,0.0,143.4,0.0,0.0
4321,r292,All states and outlying areas -> Indiana -> Indiana State U.,All states and outlying areas,Indiana,Indiana State U.,3,793.2,793.2,0.0,0.0,0.0,0.0,0.0
4321,r293,All states and outlying areas -> Indiana -> Indiana U.,All states and outlying areas,Indiana,Indiana U.,3,999.9,972.4,0.0,0.0,19.3,0.0,8.1
4321,r294,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,96352.5,88370.5,2665.9,0.0,4380.6,0.0,935.5
4321,r295,"All states and outlying areas -> Indiana -> Indiana U., Kokomo",All states and outlying areas,Indiana,"Indiana U., Kokomo",3,320.4,320.4,0.0,0.0,0.0,0.0,0.0
4321,r296,"All states and outlying areas -> Indiana -> Indiana U.-Purdue U., Indianapolis",All states and outlying areas,Indiana,"Indiana U.-Purdue U., Indianapolis",3,214243.8,204690.1,0.0,0.0,8954.4,599.3,0.0
4321,r297,All states and outlying areas -> Indiana -> Indiana Wesleyan U.,All states and outlying areas,Indiana,Indiana Wesleyan U.,3,5.2,5.2,0.0,0.0,0.0,0.0,0.0
4321,r298,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,212045.7,195621.1,535.8,0.0,6060.9,1190.7,8637.2
4321,r299,All states and outlying areas -> Indiana -> Rose-Hulman Institute of Technology,All states and outlying areas,Indiana,Rose-Hulman Institute of Technology,3,436.4,431.6,0.0,0.0,4.7,0.0,0.0
4321,r300,"All states and outlying areas -> Indiana -> Saint Mary's C., Notre Dame",All states and outlying areas,Indiana,"Saint Mary's C., Notre Dame",3,665.4,665.4,0.0,0.0,0.0,0.0,0.0
4321,r301,All states and outlying areas -> Indiana -> U. Evansville,All states and outlying areas,Indiana,U. Evansville,3,999.9,0.0,0.0,0.0,999.9,0.0,0.0
4321,r302,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,82187.9,77708.0,3100.5,0.0,1064.2,0.0,315.2
4321,r303,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,36.0,36.0,0.0,0.0,0.0,0.0,0.0
4321,r304,All states and outlying areas -> Indiana -> Wabash C.,All states and outlying areas,Indiana,Wabash C.,3,35.0,35.0,0.0,0.0,0.0,0.0,0.0
4321,r305,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,312625.5,279598.0,702.1,0.0,18353.2,856.4,13115.9
4321,r306,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,155.2,155.2,0.0,0.0,0.0,0.0,0.0
4321,r307,All states and outlying areas -> Iowa -> Des Moines U.,All states and outlying areas,Iowa,Des Moines U.,3,196.1,196.1,0.0,0.0,0.0,0.0,0.0
4321,r308,All states and outlying areas -> Iowa -> Dordt U.,All states and outlying areas,Iowa,Dordt U.,3,1027.7,377.7,0.0,0.0,649.9,0.0,0.0
4321,r309,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,663.2,624.9,38.3,0.0,0.0,0.0,0.0
4321,r310,All states and outlying areas -> Iowa -> Eastern Iowa Community C. District,All states and outlying areas,Iowa,Eastern Iowa Community C. District,3,968.4,193.7,0.0,0.0,774.7,0.0,0.0
4321,r311,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,926.6,569.5,349.7,0.0,7.4,0.0,0.0
4321,r312,All states and outlying areas -> Iowa -> Iowa State U.,All states and outlying areas,Iowa,Iowa State U.,3,89425.9,74764.2,0.0,0.0,3237.1,0.0,11424.6
4321,r313,All states and outlying areas -> Iowa -> Luther C.,All states and outlying areas,Iowa,Luther C.,3,122.9,122.9,0.0,0.0,0.0,0.0,0.0
4321,r314,All states and outlying areas -> Iowa -> North Iowa Area Community C.,All states and outlying areas,Iowa,North Iowa Area Community C.,3,300.0,60.0,0.0,0.0,240.0,0.0,0.0
4321,r315,All states and outlying areas -> Iowa -> Palmer C. of Chiropractic,All states and outlying areas,Iowa,Palmer C. of Chiropractic,3,1717.4,1717.4,0.0,0.0,0.0,0.0,0.0
4321,r316,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,215721.6,199487.0,314.1,0.0,13372.8,856.4,1691.3
4321,r317,All states and outlying areas -> Iowa -> U. Northern Iowa,All states and outlying areas,Iowa,U. Northern Iowa,3,1327.8,1327.8,0.0,0.0,0.0,0.0,0.0
4321,r318,All states and outlying areas -> Iowa -> Upper Iowa U.,All states and outlying areas,Iowa,Upper Iowa U.,3,72.7,1.5,0.0,0.0,71.2,0.0,0.0
4321,r319,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,254812.7,233121.8,1000.6,0.0,9740.9,3205.4,7743.8
4321,r320,All states and outlying areas -> Kansas -> Donnelly C.,All states and outlying areas,Kansas,Donnelly C.,3,250.2,0.0,0.0,0.0,0.0,0.0,250.2
4321,r321,All states and outlying areas -> Kansas -> Fort Hays State U.,All states and outlying areas,Kansas,Fort Hays State U.,3,476.0,476.0,0.0,0.0,0.0,0.0,0.0
4321,r322,All states and outlying areas -> Kansas -> Johnson County Community C.,All states and outlying areas,Kansas,Johnson County Community C.,3,47.9,0.0,0.0,0.0,47.9,0.0,0.0
4321,r323,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,77106.9,65799.1,624.4,0.0,2792.1,600.0,7291.4
4321,r324,All states and outlying areas -> Kansas -> Pittsburg State U.,All states and outlying areas,Kansas,Pittsburg State U.,3,510.9,510.9,0.0,0.0,0.0,0.0,0.0
4321,r325,All states and outlying areas -> Kansas -> Seward County Community C.,All states and outlying areas,Kansas,Seward County Community C.,3,295.2,59.0,0.0,0.0,236.1,0.0,0.0
4321,r326,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,142809.3,133262.7,376.2,0.0,6497.6,2605.4,67.4
4321,r327,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,33197.1,32990.3,0.0,0.0,71.9,0.0,134.9
4321,r328,All states and outlying areas -> Kansas -> Wichita State U. Campus of Applied Sciences and Technology,All states and outlying areas,Kansas,Wichita State U. Campus of Applied Sciences and Technology,3,119.2,23.8,0.0,0.0,95.3,0.0,0.0
4321,r329,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,296526.1,266501.9,6702.5,0.0,17909.7,588.1,4823.9
4321,r330,All states and outlying areas -> Kentucky -> Bellarmine U.,All states and outlying areas,Kentucky,Bellarmine U.,3,125.0,2.5,0.0,0.0,122.5,0.0,0.0
4321,r331,All states and outlying areas -> Kentucky -> Berea C.,All states and outlying areas,Kentucky,Berea C.,3,547.3,0.0,0.0,0.0,547.3,0.0,0.0
4321,r332,All states and outlying areas -> Kentucky -> Eastern Kentucky U.,All states and outlying areas,Kentucky,Eastern Kentucky U.,3,6.0,6.0,0.0,0.0,0.0,0.0,0.0
4321,r333,All states and outlying areas -> Kentucky -> Kentucky Community and Technical C. System,All states and outlying areas,Kentucky,Kentucky Community and Technical C. System,3,774.9,155.0,0.0,0.0,619.9,0.0,0.0
4321,r334,All states and outlying areas -> Kentucky -> Kentucky State U.,All states and outlying areas,Kentucky,Kentucky State U.,3,8024.3,5413.0,0.0,0.0,751.5,0.0,1859.8
4321,r335,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,1197.1,376.9,0.0,0.0,246.9,0.0,573.3
4321,r336,All states and outlying areas -> Kentucky -> Northern Kentucky U.,All states and outlying areas,Kentucky,Northern Kentucky U.,3,2197.6,1326.6,0.0,0.0,871.0,0.0,0.0
4321,r337,All states and outlying areas -> Kentucky -> Spalding U.,All states and outlying areas,Kentucky,Spalding U.,3,910.6,0.0,0.0,0.0,910.6,0.0,0.0
4321,r338,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,207090.0,188877.5,6012.8,0.0,10832.9,224.3,1142.5
4321,r339,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,71840.2,69435.4,8.0,0.0,1583.1,363.8,450.0
4321,r340,All states and outlying areas -> Kentucky -> U. Pikeville,All states and outlying areas,Kentucky,U. Pikeville,3,1436.0,12.0,0.0,0.0,1424.0,0.0,0.0
4321,r341,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,2377.2,897.1,681.7,0.0,0.0,0.0,798.3
4321,r342,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,253580.2,228775.3,3535.7,0.0,13305.9,893.3,7070.0
4321,r343,All states and outlying areas -> Louisiana -> Baton Rouge Community C.,All states and outlying areas,Louisiana,Baton Rouge Community C.,3,1562.6,0.0,0.0,0.0,0.0,0.0,1562.6
4321,r344,All states and outlying areas -> Louisiana -> Dillard U.,All states and outlying areas,Louisiana,Dillard U.,3,1476.7,644.0,0.0,0.0,832.6,0.0,0.0
4321,r345,All states and outlying areas -> Louisiana -> Grambling State U.,All states and outlying areas,Louisiana,Grambling State U.,3,8.0,8.0,0.0,0.0,0.0,0.0,0.0
4321,r346,All states and outlying areas -> Louisiana -> Louisiana State U.,All states and outlying areas,Louisiana,Louisiana State U.,3,116803.6,106806.0,0.0,0.0,5846.9,299.3,3851.4
4321,r347,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,1322.3,915.7,0.0,0.0,290.1,0.0,116.5
4321,r348,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,1049.6,1009.6,0.0,0.0,40.0,0.0,0.0
4321,r349,All states and outlying areas -> Louisiana -> Northwest Louisiana Technical Community C.,All states and outlying areas,Louisiana,Northwest Louisiana Technical Community C.,3,290.0,58.0,0.0,0.0,232.0,0.0,0.0
4321,r350,All states and outlying areas -> Louisiana -> Southeastern Louisiana U.,All states and outlying areas,Louisiana,Southeastern Louisiana U.,3,125.1,125.1,0.0,0.0,0.0,0.0,0.0
4321,r351,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., Baton Rouge",All states and outlying areas,Louisiana,"Southern U. and A&M C., Baton Rouge",3,6994.2,5009.7,0.0,0.0,956.7,0.0,1027.9
4321,r352,"All states and outlying areas -> Louisiana -> Southern U. and A&M C., system office",All states and outlying areas,Louisiana,"Southern U. and A&M C., system office",3,250.0,0.0,0.0,0.0,0.0,0.0,250.0
4321,r353,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,100836.0,94695.7,2538.1,0.0,3008.1,594.1,0.0
4321,r354,"All states and outlying areas -> Louisiana -> U. Louisiana, Lafayette",All states and outlying areas,Louisiana,"U. Louisiana, Lafayette",3,10918.3,9883.2,997.6,0.0,37.5,0.0,0.0
4321,r355,"All states and outlying areas -> Louisiana -> U. Louisiana, Monroe",All states and outlying areas,Louisiana,"U. Louisiana, Monroe",3,352.7,352.7,0.0,0.0,0.0,0.0,0.0
4321,r356,All states and outlying areas -> Louisiana -> U. New Orleans,All states and outlying areas,Louisiana,U. New Orleans,3,1385.6,1123.9,0.0,0.0,0.0,0.0,261.7
4321,r357,"All states and outlying areas -> Louisiana -> Xavier U., Louisiana",All states and outlying areas,Louisiana,"Xavier U., Louisiana",3,10205.6,8143.6,0.0,0.0,2062.0,0.0,0.0
4321,r358,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,68889.3,58335.1,350.0,1000.0,3663.0,0.0,5541.2
4321,r359,All states and outlying areas -> Maine -> Bates C.,All states and outlying areas,Maine,Bates C.,3,2879.7,2879.7,0.0,0.0,0.0,0.0,0.0
4321,r360,All states and outlying areas -> Maine -> Bowdoin C.,All states and outlying areas,Maine,Bowdoin C.,3,2013.7,2013.7,0.0,0.0,0.0,0.0,0.0
4321,r361,All states and outlying areas -> Maine -> Colby C.,All states and outlying areas,Maine,Colby C.,3,121.7,60.8,0.0,0.0,60.8,0.0,0.0
4321,r362,All states and outlying areas -> Maine -> Husson U.,All states and outlying areas,Maine,Husson U.,3,63.6,63.6,0.0,0.0,0.0,0.0,0.0
4321,r363,All states and outlying areas -> Maine -> Maine Maritime Academy,All states and outlying areas,Maine,Maine Maritime Academy,3,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0
4321,r364,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,51219.5,42666.5,350.0,0.0,3443.1,0.0,4760.0
4321,r365,"All states and outlying areas -> Maine -> U. Maine, system office",All states and outlying areas,Maine,"U. Maine, system office",3,7461.4,6521.1,0.0,0.0,159.1,0.0,781.2
4321,r366,All states and outlying areas -> Maine -> U. New England,All states and outlying areas,Maine,U. New England,3,4069.0,4069.0,0.0,0.0,0.0,0.0,0.0
4321,r367,All states and outlying areas -> Maine -> U. Southern Maine,All states and outlying areas,Maine,U. Southern Maine,3,60.6,60.6,0.0,0.0,0.0,0.0,0.0
4321,r368,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,2415778.0,2340951.9,3559.3,0.0,54110.1,3883.1,13273.5
4321,r369,All states and outlying areas -> Maryland -> Bowie State U.,All states and outlying areas,Maryland,Bowie State U.,3,489.0,422.7,0.0,0.0,66.3,0.0,0.0
4321,r370,All states and outlying areas -> Maryland -> C. Southern Maryland,All states and outlying areas,Maryland,C. Southern Maryland,3,1212.2,51.8,0.0,0.0,1160.4,0.0,0.0
4321,r371,"All states and outlying areas -> Maryland -> Community C. Baltimore County, Catonsville",All states and outlying areas,Maryland,"Community C. Baltimore County, Catonsville",3,998.4,0.0,0.0,0.0,998.4,0.0,0.0
4321,r372,All states and outlying areas -> Maryland -> Coppin State U.,All states and outlying areas,Maryland,Coppin State U.,3,49.9,0.0,0.0,0.0,49.9,0.0,0.0
4321,r373,All states and outlying areas -> Maryland -> Frederick Community C.,All states and outlying areas,Maryland,Frederick Community C.,3,637.1,0.0,0.0,0.0,637.1,0.0,0.0
4321,r374,All states and outlying areas -> Maryland -> Frostburg State U.,All states and outlying areas,Maryland,Frostburg State U.,3,32.2,32.2,0.0,0.0,0.0,0.0,0.0
4321,r375,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,1892204.4,1856090.9,3011.5,0.0,30180.3,1239.9,1681.7
4321,r376,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,147.8,147.8,0.0,0.0,0.0,0.0,0.0
4321,r377,All states and outlying areas -> Maryland -> Morgan State U.,All states and outlying areas,Maryland,Morgan State U.,3,15851.0,11740.6,0.0,0.0,2812.0,0.0,1298.5
4321,r378,All states and outlying areas -> Maryland -> Prince George's Community C.,All states and outlying areas,Maryland,Prince George's Community C.,3,150.6,30.1,0.0,0.0,120.4,0.0,0.0
4321,r379,All states and outlying areas -> Maryland -> Salisbury U.,All states and outlying areas,Maryland,Salisbury U.,3,1294.0,429.9,0.0,0.0,864.1,0.0,0.0
4321,r380,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,307.5,185.6,121.8,0.0,0.0,0.0,0.0
4321,r381,"All states and outlying areas -> Maryland -> St. Mary's Seminary and U., Baltimore",All states and outlying areas,Maryland,"St. Mary's Seminary and U., Baltimore",3,37.0,37.0,0.0,0.0,0.0,0.0,0.0
4321,r382,All states and outlying areas -> Maryland -> Towson U.,All states and outlying areas,Maryland,Towson U.,3,3301.3,2294.7,0.0,0.0,900.8,0.0,105.8
4321,r383,All states and outlying areas -> Maryland -> U. Maryland Center for Environmental Science,All states and outlying areas,Maryland,U. Maryland Center for Environmental Science,3,6244.1,5219.2,0.0,0.0,1008.5,0.0,16.4
4321,r384,All states and outlying areas -> Maryland -> U. Maryland Global Campus,All states and outlying areas,Maryland,U. Maryland Global Campus,3,300.0,300.0,0.0,0.0,0.0,0.0,0.0
4321,r385,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore",All states and outlying areas,Maryland,"U. Maryland, Baltimore",3,200294.8,195301.7,0.0,0.0,4514.1,479.0,0.0
4321,r386,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,32019.0,26673.6,300.0,0.0,4825.9,0.0,219.5
4321,r387,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,250283.4,232793.8,126.0,0.0,5433.4,2164.2,9766.1
4321,r388,"All states and outlying areas -> Maryland -> U. Maryland, Eastern Shore",All states and outlying areas,Maryland,"U. Maryland, Eastern Shore",3,4340.7,3616.7,0.0,0.0,538.5,0.0,185.5
4321,r389,All states and outlying areas -> Maryland -> U. System Maryland,All states and outlying areas,Maryland,U. System Maryland,3,4702.0,4702.0,0.0,0.0,0.0,0.0,0.0
4321,r390,All states and outlying areas -> Maryland -> Uniformed Services U. of the Health Sciences,All states and outlying areas,Maryland,Uniformed Services U. of the Health Sciences,3,881.6,881.6,0.0,0.0,0.0,0.0,0.0
4321,r391,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,1917570.9,1828291.8,9485.9,1000.0,57650.0,3002.5,18140.7
4321,r392,All states and outlying areas -> Massachusetts -> Amherst C.,All states and outlying areas,Massachusetts,Amherst C.,3,1219.7,1045.1,0.0,0.0,174.6,0.0,0.0
4321,r393,All states and outlying areas -> Massachusetts -> Assumption C.,All states and outlying areas,Massachusetts,Assumption C.,3,240.9,125.0,0.0,0.0,115.9,0.0,0.0
4321,r394,All states and outlying areas -> Massachusetts -> Bentley U.,All states and outlying areas,Massachusetts,Bentley U.,3,1501.4,1388.2,0.0,0.0,113.2,0.0,0.0
4321,r395,All states and outlying areas -> Massachusetts -> Boston C.,All states and outlying areas,Massachusetts,Boston C.,3,31062.9,30958.3,0.0,0.0,104.6,0.0,0.0
4321,r396,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,309363.8,292710.7,700.0,0.0,10948.7,1607.0,3397.4
4321,r397,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,35856.2,32595.9,390.0,0.0,2282.9,587.4,0.0
4321,r398,All states and outlying areas -> Massachusetts -> Bridgewater State U.,All states and outlying areas,Massachusetts,Bridgewater State U.,3,395.9,238.2,0.0,0.0,157.7,0.0,0.0
4321,r399,All states and outlying areas -> Massachusetts -> Bunker Hill Community C.,All states and outlying areas,Massachusetts,Bunker Hill Community C.,3,300.0,0.0,0.0,0.0,300.0,0.0,0.0
4321,r400,All states and outlying areas -> Massachusetts -> C. of the Holy Cross,All states and outlying areas,Massachusetts,C. of the Holy Cross,3,912.8,912.8,0.0,0.0,0.0,0.0,0.0
4321,r401,All states and outlying areas -> Massachusetts -> Cape Cod Community C.,All states and outlying areas,Massachusetts,Cape Cod Community C.,3,650.0,0.0,0.0,0.0,650.0,0.0,0.0
4321,r402,All states and outlying areas -> Massachusetts -> Clark U.,All states and outlying areas,Massachusetts,Clark U.,3,2264.3,2224.7,0.0,0.0,39.6,0.0,0.0
4321,r403,All states and outlying areas -> Massachusetts -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All states and outlying areas,Massachusetts,Consortium of Universities for the Advancement of Hydrologic Science Inc.,3,2743.9,2679.4,0.0,0.0,64.5,0.0,0.0
4321,r404,"All states and outlying areas -> Massachusetts -> Emmanuel C., Boston",All states and outlying areas,Massachusetts,"Emmanuel C., Boston",3,527.7,527.7,0.0,0.0,0.0,0.0,0.0
4321,r405,All states and outlying areas -> Massachusetts -> Framingham State U.,All states and outlying areas,Massachusetts,Framingham State U.,3,44.0,44.0,0.0,0.0,0.0,0.0,0.0
4321,r406,All states and outlying areas -> Massachusetts -> Franklin W. Olin C. of Engineering,All states and outlying areas,Massachusetts,Franklin W. Olin C. of Engineering,3,185.4,185.4,0.0,0.0,0.0,0.0,0.0
4321,r407,All states and outlying areas -> Massachusetts -> Gordon C.,All states and outlying areas,Massachusetts,Gordon C.,3,379.5,379.5,0.0,0.0,0.0,0.0,0.0
4321,r408,All states and outlying areas -> Massachusetts -> Greenfield Community C.,All states and outlying areas,Massachusetts,Greenfield Community C.,3,14.0,0.0,0.0,0.0,14.0,0.0,0.0
4321,r409,All states and outlying areas -> Massachusetts -> Hampshire C.,All states and outlying areas,Massachusetts,Hampshire C.,3,162.8,65.7,0.0,0.0,97.2,0.0,0.0
4321,r410,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,506538.8,486225.3,899.5,0.0,18799.3,611.6,3.1
4321,r411,All states and outlying areas -> Massachusetts -> Holyoke Community C.,All states and outlying areas,Massachusetts,Holyoke Community C.,3,20.9,0.0,0.0,0.0,20.9,0.0,0.0
4321,r412,All states and outlying areas -> Massachusetts -> Lesley U.,All states and outlying areas,Massachusetts,Lesley U.,3,199.2,199.2,0.0,0.0,0.0,0.0,0.0
4321,r413,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,333396.1,320647.6,3483.8,0.0,5420.4,0.0,3844.4
4321,r414,All states and outlying areas -> Massachusetts -> Massachusetts Maritime Academy,All states and outlying areas,Massachusetts,Massachusetts Maritime Academy,3,1192.0,0.0,0.0,1000.0,192.0,0.0,0.0
4321,r415,All states and outlying areas -> Massachusetts -> Merrimack C.,All states and outlying areas,Massachusetts,Merrimack C.,3,183.1,183.1,0.0,0.0,0.0,0.0,0.0
4321,r416,All states and outlying areas -> Massachusetts -> MGH Institute of Health Professions,All states and outlying areas,Massachusetts,MGH Institute of Health Professions,3,1756.2,1756.2,0.0,0.0,0.0,0.0,0.0
4321,r417,All states and outlying areas -> Massachusetts -> Mount Holyoke C.,All states and outlying areas,Massachusetts,Mount Holyoke C.,3,1672.2,1463.0,0.0,0.0,209.2,0.0,0.0
4321,r418,All states and outlying areas -> Massachusetts -> New England C. of Optometry,All states and outlying areas,Massachusetts,New England C. of Optometry,3,1156.4,1094.0,0.0,0.0,62.4,0.0,0.0
4321,r419,All states and outlying areas -> Massachusetts -> North Shore Community C.,All states and outlying areas,Massachusetts,North Shore Community C.,3,640.7,0.0,0.0,0.0,640.7,0.0,0.0
4321,r420,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,100.0,0.0,100.0,0.0,0.0,0.0,0.0
4321,r421,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,107139.4,105050.6,537.4,0.0,1523.8,0.0,27.6
4321,r422,All states and outlying areas -> Massachusetts -> Pine Manor C.,All states and outlying areas,Massachusetts,Pine Manor C.,3,17.1,17.1,0.0,0.0,0.0,0.0,0.0
4321,r423,All states and outlying areas -> Massachusetts -> Quincy C.,All states and outlying areas,Massachusetts,Quincy C.,3,299.9,60.0,0.0,0.0,239.9,0.0,0.0
4321,r424,All states and outlying areas -> Massachusetts -> Simmons U.,All states and outlying areas,Massachusetts,Simmons U.,3,215.4,215.4,0.0,0.0,0.0,0.0,0.0
4321,r425,All states and outlying areas -> Massachusetts -> Smith C.,All states and outlying areas,Massachusetts,Smith C.,3,3931.4,3349.5,0.0,0.0,581.9,0.0,0.0
4321,r426,All states and outlying areas -> Massachusetts -> Springfield Technical Community C.,All states and outlying areas,Massachusetts,Springfield Technical Community C.,3,17.9,0.0,0.0,0.0,17.9,0.0,0.0
