table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6233,r001,World,World,,,,1,101149,111002,128760,141473,146199,177252,189842,188693,206329,232283,235115,254348,270752,271446,287902,319604,358121,390486
6233,r002,World -> North America,World,North America,,,2,59813,64487,73824,82903,83300,103844,108640,109781,120675,134227,141926,154871,163723,170310,182355,201799,223045,246929
6233,r003,World -> North America -> Canada,World,North America,Canada,,3,1895,2152,2680,3207,3816,4430,4643,4159,4835,5438,5738,6066,6238,5348,5360,5871,6281,6702
6233,r004,World -> North America -> Mexico,World,North America,Mexico,,3,459,407,428,481,528,602,663,574,668,768,773,872,913,851,801,868,872,899
6233,r005,World -> North America -> United States,World,North America,United States,,3,57460,61927,70716,79215,78956,98812,103334,105048,115173,128020,135414,147933,156572,164111,176194,195060,215892,239328
6233,r006,World -> Central and South America,World,Central and South America,,,2,1073,1195,1541,1975,2311,2951,3843,3856,4449,5288,4757,4437,4362,3637,2943,3467,3470,3335
6233,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,59,81,109,133,154,191,245,257,313,374,408,414,418,508,454,554,453,389
6233,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,639,744,972,1277,1496,1931,2554,2553,3031,3550,2965,2655,2695,1750,1580,1802,1735,1803
6233,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,106,110,150,127,147,170,174,175,198,237,227,237,196,147,151,165,155,148
6233,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,84,73,78,165,191,258,342,300,372,463,435,392,343,265,255,289,307,295
6233,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,42,54,62,70,82,89,107,112,137,171,154,153,137,129,133,154,165,176
6233,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,143,134,170,204,240,312,420,459,397,494,568,587,573,838,371,503,655,523
6233,r013,World -> Europe,World,Europe,,,2,25291,28906,34475,36177,39039,47274,52825,49701,52468,59527,56356,61738,66386,63980,66549,75360,87499,94873
6233,r014,World -> Europe -> EU,World,Europe,EU,,3,17798,20654,24594,25801,28185,34127,39719,38420,40133,45533,42199,46454,49743,48294,51528,59615,70451,75629
6233,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,4067,4737,5509,5753,6362,7332,8294,7957,8199,9321,8849,9762,10581,9187,9843,11165,12070,12159
6233,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,4231,4845,5671,5899,6382,8008,9920,9256,9563,11608,10865,11891,12253,10419,10977,11901,12469,12323
6233,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,1934,2082,2393,2509,2674,3097,3365,3115,3384,3259,2466,2526,2613,2097,2338,2518,2779,2498
6233,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,1432,1679,1901,2133,2222,2451,2736,2643,2504,2577,2094,1992,2024,1895,1903,2099,2291,2453
