table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total,field_science,field_engineering,field_health
8282,r001,All institutions<sup>a</sup>,All institutions<sup>a</sup>,,1,-,63328,37189,8340,17799
8282,r002,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,1,5491,2112,215,3164
8282,r003,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,2,2332,1089,355,888
8282,r004,All institutions<sup>a</sup> -> Johns Hopkins U.,All institutions<sup>a</sup>,Johns Hopkins U.,2,3,1730,681,130,919
8282,r005,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,4,1509,1171,296,42
8282,r006,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,5,1404,750,143,511
8282,r007,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,6,1347,510,105,732
8282,r008,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,7,1335,758,577,0
8282,r009,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,8,1311,764,99,448
8282,r010,All institutions<sup>a</sup> -> U. Michigan,All institutions<sup>a</sup>,U. Michigan,2,9,1267,654,216,397
8282,r011,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,10,1129,514,161,454
8282,r012,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,11,1126,549,136,441
8282,r013,"All institutions<sup>a</sup> -> U. California, San Francisco",All institutions<sup>a</sup>,"U. California, San Francisco",2,12,1106,240,57,809
8282,r014,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,13,1082,641,135,306
8282,r015,All institutions<sup>a</sup> -> U. Washington,All institutions<sup>a</sup>,U. Washington,2,14,936,556,110,270
8282,r016,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,15,935,582,128,225
8282,r017,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,16,929,488,172,269
8282,r018,All institutions<sup>a</sup> -> New York U.,All institutions<sup>a</sup>,New York U.,2,17,808,578,22,208
8282,r019,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,18,796,278,45,473
8282,r020,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,19,753,258,63,432
8282,r021,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,20,745,441,97,207
8282,r022,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,21,709,425,10,274
8282,r023,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,22,694,511,183,0
8282,r024,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,23,685,414,90,181
8282,r025,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,24,682,516,65,101
8282,r026,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,25,675,593,0,82
8282,r027,All institutions<sup>a</sup> -> U. Florida,All institutions<sup>a</sup>,U. Florida,2,26,667,381,58,228
8282,r028,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,27,666,136,32,498
8282,r029,All institutions<sup>a</sup> -> Icahn School of Medicine at Mt. Sinai,All institutions<sup>a</sup>,Icahn School of Medicine at Mt. Sinai,2,28,662,662,0,0
8282,r030,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,29,635,403,103,129
8282,r031,All institutions<sup>a</sup> -> Purdue U.,All institutions<sup>a</sup>,Purdue U.,2,30,623,310,257,56
8282,r032,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,31,612,261,83,268
8282,r033,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,32,609,527,45,37
8282,r034,All institutions<sup>a</sup> -> California Institute of Technology,All institutions<sup>a</sup>,California Institute of Technology,2,33,557,442,115,0
8282,r035,All institutions<sup>a</sup> -> U. Texas M. D. Anderson Cancer Center,All institutions<sup>a</sup>,U. Texas M. D. Anderson Cancer Center,2,34,520,95,0,425
8282,r036,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,35,508,278,0,230
8282,r037,"All institutions<sup>a</sup> -> U. Texas, Austin",All institutions<sup>a</sup>,"U. Texas, Austin",2,35,508,347,138,23
8282,r038,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,37,490,221,167,102
8282,r039,All institutions<sup>a</sup> -> Emory U.,All institutions<sup>a</sup>,Emory U.,2,38,475,231,25,219
8282,r040,All institutions<sup>a</sup> -> U. Southern California,All institutions<sup>a</sup>,U. Southern California,2,39,461,241,59,161
8282,r041,"All institutions<sup>a</sup> -> U. Maryland, College Park",All institutions<sup>a</sup>,"U. Maryland, College Park",2,40,453,332,85,36
8282,r042,"All institutions<sup>a</sup> -> U. Illinois, Urbana-Champaign",All institutions<sup>a</sup>,"U. Illinois, Urbana-Champaign",2,41,451,293,154,4
