table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3971,r001,All agencies,All agencies,,,,,1,4492.8,4069.8,4304.7,4266.5,3994.2,3771.1,2124.8,2168.4,1943.9,3668.0,6613.3
3971,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
3971,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,86.6,117.0,118.8,96.4,179.4,134.2,172.6,123.9,43.9,77.5,251.2
3971,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,74.6,104.0,103.8,81.2,160.5,119.1,159.1,98.9,23.0,46.0,181.3
3971,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,12.0,13.0,15.0,15.2,18.9,15.2,13.5,25.0,20.9,31.5,69.8
3971,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,200.5,23.8,29.1,59.1,89.7,60.8,74.6,117.7,151.6,386.4,408.8
3971,r007,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,25.4,12.1
3971,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,200.5,23.8,29.1,49.1,37.4,44.3,43.3,51.5,86.9,105.3,237.3
3971,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,0.0,0.1,0.0,10.0,52.3,16.5,31.3,66.2,46.2,255.8,159.3
3971,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,48.2,147.4,365.1,251.4,274.7,272.8,63.3,79.3,163.4,117.2,152.8
3971,r011,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,5.1,4.7,284.1,137.9,121.1,82.1,34.8,36.3,41.1,0.9,0.3
3971,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,5.5,31.9,23.5,6.8,19.5,107.0,11.3,28.0,106.6,101.0,127.2
3971,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,37.5,110.7,57.5,106.6,134.1,83.7,17.2,15.1,15.6,15.3,25.3
3971,r015,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,810.8,983.4,1028.0,1024.1,1006.8,863.3,778.2,752.4,751.6,1672.3,959.3
3971,r016,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,na,NA,4.9,6.2,19.8,19.4,26.1,107.0,64.9,207.1,102.9
3971,r017,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,NA,NA,10.2,4.5,6.2,6.3,19.4,12.0,13.1,19.0,19.0
3971,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,NA,NA,425.8,447.9,436.1,303.1,304.6,191.9,263.1,168.3,190.0
3971,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,NA,NA,397.3,419.9,407.8,268.4,271.6,171.0,232.0,132.0,159.2
3971,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Fissile Materials Disposition,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Fissile Materials Disposition,5,NA,NA,0.05,0.05,0.0,0.0,0.0,0.0,NA,NA,NA
3971,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,NA,NA,28.5,28.0,28.4,34.7,33.0,20.9,31.1,36.3,30.8
3971,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,NA,NA,587.1,565.5,544.7,534.4,428.1,441.5,410.5,1277.9,647.4
3971,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,219.6,300.0,247.5,815.7,430.6,427.0,360.9,254.6,147.4,151.9,1682.4
3971,r024,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,0.0,0.0,0.0,0.0,0.0,0.0,143.9,134.4,6.5,0.0,0.0
3971,r025,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,2.5,8.8,13.4,7.2,8.5,0.7,3.9,8.4,5.1,4.8,12.6
3971,r026,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,0.6,0.6,0.6,0.3,0.6,0.5,0.6,0.6,0.6,0.6,0.6
3971,r027,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,216.5,290.6,233.4,808.2,421.4,425.7,212.6,111.1,135.1,146.5,1669.1
3971,r028,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,na,na,na,NA,117.2,91.7,131.8,243.6,219.6,311.1,457.7
3971,r029,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,na,na,na,NA,116.3,90.7,131.4,243.0,219.1,309.6,456.6
3971,r030,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,na,na,na,NA,1.0,1.0,0.3,0.6,0.5,1.5,1.1
3971,r031,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,1.3,2.4,2.1,3.6,7.9,7.5,5.5,9.6,9.1,6.4,6.3
3971,r032,"All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management, Regulation and Enforcement",All agencies,Departments,Department of the Interior,"Bureau of Ocean Energy Management, Regulation and Enforcement",,4,1.3,2.4,2.1,2.1,2.6,2.9,3.2,2.6,2.8,1.9,2.7
3971,r033,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,0.0,0.0,0.0,1.5,5.3,4.6,2.2,7.0,6.3,4.6,3.6
3971,r034,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,0.0,0.0
3971,r035,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1.0,0.0,0.0
3971,r036,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,11.9,16.0,51.7,18.5,17.7,18.3,18.7,19.8,19.1,20.3,21.1
3971,r037,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,11.5,13.7,14.5,17.6,16.4,17.2,16.9,17.9,17.2,18.4,18.4
3971,r038,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,0.1,2.1,0.9,0.9,1.3,1.1,1.8,1.9,1.9,1.9,2.7
3971,r039,All agencies -> Departments -> Department of Transportation -> Transportation Security Administration,All agencies,Departments,Department of Transportation,Transportation Security Administration,,4,na,na,36.0,na,na,na,na,na,na,na,na
3971,r040,All agencies -> Departments -> Department of Transportation -> U.S. Coast Guard,All agencies,Departments,Department of Transportation,U.S. Coast Guard,,4,0.3,0.3,0.3,na,na,na,na,na,na,na,na
